Date,CARB_Open_average,CARB_Open_max,CARB_Open_min,CARB_Open_volatility,CARB_Open_change,CARB_High_average,CARB_High_max,CARB_High_min,CARB_High_volatility,CARB_High_change,CARB_Low_average,CARB_Low_max,CARB_Low_min,CARB_Low_volatility,CARB_Low_change,CARB_Close_average,CARB_Close_max,CARB_Close_min,CARB_Close_volatility,CARB_Close_change,CARB_Volume_average,CARB_Volume_max,CARB_Volume_min,CARB_Volume_volatility,CARB_Volume_change
2016-01-03,9.663333333333334,9.83,9.38,0.4499999999999993,-0.40999999999999837,9.833333333333334,10.01,9.46,0.5499999999999989,-0.35999999999999943,9.46,9.65,9.16,0.4900000000000002,-0.33000000000000007,9.628333333333334,9.95,9.32,0.629999999999999,-0.23999999999999844,105972,172593,70320,102273,-95416
2016-01-10,9.3525,9.7,9.0,0.6999999999999993,-0.41000000000000014,9.515,9.81,9.09,0.7200000000000006,-0.5800000000000001,9.105,9.41,8.76,0.6500000000000004,-0.6500000000000004,9.2475,9.64,8.98,0.6600000000000001,-0.6600000000000001,76216,107529,46202,61327,14622
2016-01-17,9.046,9.21,8.86,0.3500000000000014,0.07000000000000028,9.204,9.31,9.09,0.22000000000000064,0.019999999999999574,8.834,8.9,8.76,0.14000000000000057,0.030000000000001137,9.022,9.18,8.81,0.3699999999999992,-0.16999999999999993,66170,169285,21845,147440,-30830
2016-01-24,8.918,8.98,8.81,0.16999999999999993,-0.009999999999999787,9.134,9.3,9.04,0.26000000000000156,0.17999999999999972,8.784,8.85,8.74,0.10999999999999943,-0.10999999999999943,8.906,8.97,8.78,0.19000000000000128,-0.02000000000000135,48966,57659,36762,20897,15501
2016-01-31,8.426,8.9,7.69,1.21,-1.21,8.474,8.95,7.69,1.259999999999999,-1.259999999999999,7.83,8.77,7.05,1.7199999999999998,-1.71,8.134,8.81,7.17,1.6400000000000006,-1.6099999999999994,163983,338858,33122,305736,115485
2016-02-07,6.8925,7.06,6.73,0.3299999999999992,-0.3299999999999992,7.215,7.29,7.12,0.16999999999999993,0.16000000000000014,6.62,6.7,6.52,0.1800000000000006,-0.040000000000000036,6.922499999999999,7.24,6.68,0.5600000000000005,0.5200000000000005,202981,233385,159041,74344,-48607
2016-02-14,7.04,7.3,6.65,0.6499999999999995,-0.13999999999999968,7.298,7.77,7.1,0.6699999999999999,0.45999999999999996,6.832,7.13,6.5,0.6299999999999999,0.5,7.04,7.4,6.67,0.7300000000000004,0.7300000000000004,159111,266732,95804,170928,-6843
2016-02-21,7.418333333333333,7.6,7.2,0.39999999999999947,0.20000000000000018,7.6,7.72,7.45,0.2699999999999996,0.2400000000000002,7.3533333333333335,7.6,7.16,0.4399999999999995,0.33999999999999986,7.466666666666667,7.6,7.2,0.39999999999999947,0.3700000000000001,93341,101061,87962,13099,-4376
2016-02-28,7.876,8.06,7.65,0.41000000000000014,0.22999999999999954,8.074,8.22,7.92,0.3000000000000007,0.2900000000000009,7.782,7.93,7.62,0.3099999999999996,0.2400000000000002,7.948,8.07,7.85,0.22000000000000064,0.13000000000000078,129413,234737,64169,170568,89022
2016-03-06,7.956,8.05,7.86,0.1900000000000004,0.020000000000000462,8.134,8.27,8.02,0.25,-0.25,7.758,7.97,7.5,0.46999999999999975,-0.010000000000000675,7.944,8.03,7.78,0.2499999999999991,-0.10999999999999943,74566,204269,22684,181585,-181585
2016-03-13,7.698,7.9,7.54,0.3600000000000003,-0.2400000000000002,7.88,7.94,7.79,0.15000000000000036,-0.020000000000000462,7.534,7.66,7.27,0.39000000000000057,0.1200000000000001,7.672,7.75,7.48,0.2699999999999996,0.07000000000000028,63766,111104,37980,73124,-9712
