Date,ProShares UltraPro Dow30_Open_average,ProShares UltraPro Dow30_Open_max,ProShares UltraPro Dow30_Open_min,ProShares UltraPro Dow30_Open_volatility,ProShares UltraPro Dow30_Open_change,ProShares UltraPro Dow30_High_average,ProShares UltraPro Dow30_High_max,ProShares UltraPro Dow30_High_min,ProShares UltraPro Dow30_High_volatility,ProShares UltraPro Dow30_High_change,ProShares UltraPro Dow30_Low_average,ProShares UltraPro Dow30_Low_max,ProShares UltraPro Dow30_Low_min,ProShares UltraPro Dow30_Low_volatility,ProShares UltraPro Dow30_Low_change,ProShares UltraPro Dow30_Close_average,ProShares UltraPro Dow30_Close_max,ProShares UltraPro Dow30_Close_min,ProShares UltraPro Dow30_Close_volatility,ProShares UltraPro Dow30_Close_change
2018-05-13,92.6,92.6,92.6,0.0,0.0,94.12,94.12,94.12,0.0,0.0,92.6,92.6,92.6,0.0,0.0,93.37,93.37,93.37,0.0,0.0
2018-05-20,90.51,90.51,90.51,0.0,0.0,91.2,91.2,91.2,0.0,0.0,89.68,89.68,89.68,0.0,0.0,90.33,90.33,90.33,0.0,0.0
2018-05-27,90.5,90.5,90.5,0.0,0.0,91.53,91.53,91.53,0.0,0.0,90.35,90.35,90.35,0.0,0.0,90.98,90.98,90.98,0.0,0.0
2018-06-03,96.99,96.99,96.99,0.0,0.0,97.56,97.56,97.56,0.0,0.0,96.27,96.27,96.27,0.0,0.0,96.73,96.73,96.73,0.0,0.0
2018-06-10,91.98,91.98,91.98,0.0,0.0,93.03,93.03,93.03,0.0,0.0,91.07,91.07,91.07,0.0,0.0,92.82,92.82,92.82,0.0,0.0
2018-06-17,86.5,86.5,86.5,0.0,0.0,86.72,86.72,86.72,0.0,0.0,82.77,82.77,82.77,0.0,0.0,84.59,84.59,84.59,0.0,0.0
2018-06-24,83.0,83.0,83.0,0.0,0.0,85.13,85.13,85.13,0.0,0.0,82.6,82.6,82.6,0.0,0.0,84.99,84.99,84.99,0.0,0.0
2018-07-01,87.8,87.8,87.8,0.0,0.0,90.28,90.28,90.28,0.0,0.0,87.78,87.78,87.78,0.0,0.0,90.13,90.13,90.13,0.0,0.0
2018-07-08,92.69,92.69,92.69,0.0,0.0,93.14,93.14,93.14,0.0,0.0,92.16,92.16,92.16,0.0,0.0,93.1,93.1,93.1,0.0,0.0
2018-07-15,92.78,92.78,92.78,0.0,0.0,93.21,93.21,93.21,0.0,0.0,92.15,92.15,92.15,0.0,0.0,92.86,92.86,92.86,0.0,0.0
2018-07-22,97.45,97.45,97.45,0.0,0.0,97.84,97.84,97.84,0.0,0.0,95.41,95.41,95.41,0.0,0.0,95.66,95.66,95.66,0.0,0.0
2018-07-29,97.16,97.16,97.16,0.0,0.0,98.2,98.2,98.2,0.0,0.0,96.36,96.36,96.36,0.0,0.0,97.73,97.73,97.73,0.0,0.0
2018-08-05,96.01,96.01,96.01,0.0,0.0,96.61,96.61,96.61,0.0,0.0,94.04,94.04,94.04,0.0,0.0,94.53,94.53,94.53,0.0,0.0
2018-08-12,100.65,100.65,100.65,0.0,0.0,101.39,101.39,101.39,0.0,0.0,100.49,100.49,100.49,0.0,0.0,101.02,101.02,101.02,0.0,0.0
2018-08-19,103.22,103.22,103.22,0.0,0.0,104.7,104.7,104.7,0.0,0.0,103.08,103.08,103.08,0.0,0.0,104.56,104.56,104.56,0.0,0.0
2018-08-26,103.43,103.43,103.43,0.0,0.0,104.41,104.41,104.41,0.0,0.0,102.56,102.56,102.56,0.0,0.0,103.49,103.49,103.49,0.0,0.0
2018-09-02,104.26,104.26,104.26,0.0,0.0,104.46,104.46,104.46,0.0,0.0,102.33,102.33,102.33,0.0,0.0,102.36,102.36,102.36,0.0,0.0
2018-09-09,105.44,105.44,105.44,0.0,0.0,106.18,106.18,106.18,0.0,0.0,104.35,104.35,104.35,0.0,0.0,104.65,104.65,104.65,0.0,0.0
2018-09-16,112.49,112.49,112.49,0.0,0.0,112.49,112.49,112.49,0.0,0.0,110.47,110.47,110.47,0.0,0.0,110.65,110.65,110.65,0.0,0.0
2018-09-23,111.27,111.27,111.27,0.0,0.0,112.57,112.57,112.57,0.0,0.0,110.85,110.85,110.85,0.0,0.0,111.74,111.74,111.74,0.0,0.0
2018-09-30,107.42,107.42,107.42,0.0,0.0,109.98,109.98,109.98,0.0,0.0,106.16,106.16,106.16,0.0,0.0,109.55,109.55,109.55,0.0,0.0
2018-10-07,94.82,94.82,94.82,0.0,0.0,96.82,96.82,96.82,0.0,0.0,94.13,94.13,94.13,0.0,0.0,94.24,94.24,94.24,0.0,0.0
2018-10-14,97.0,97.0,97.0,0.0,0.0,97.5,97.5,97.5,0.0,0.0,93.84,93.84,93.84,0.0,0.0,94.8,94.8,94.8,0.0,0.0
2018-10-21,89.75,89.75,89.75,0.0,0.0,91.21,91.21,91.21,0.0,0.0,81.46,81.46,81.46,0.0,0.0,84.99,84.99,84.99,0.0,0.0
2018-10-28,93.67,93.67,93.67,0.0,0.0,96.15,96.15,96.15,0.0,0.0,93.47,93.47,93.47,0.0,0.0,95.6,95.6,95.6,0.0,0.0
2018-11-04,101.4,101.4,101.4,0.0,0.0,101.52,101.52,101.52,0.0,0.0,94.27,94.27,94.27,0.0,0.0,94.83,94.83,94.83,0.0,0.0
2018-11-11,94.64,94.64,94.64,0.0,0.0,94.9,94.9,94.9,0.0,0.0,89.32,89.32,89.32,0.0,0.0,90.79,90.79,90.79,0.0,0.0
2018-11-18,85.0,85.0,85.0,0.0,0.0,86.77,86.77,86.77,0.0,0.0,84.68,84.68,84.68,0.0,0.0,86.46,86.46,86.46,0.0,0.0
2018-11-25,101.44,101.44,101.44,0.0,0.0,101.44,101.44,101.44,0.0,0.0,97.83,97.83,97.83,0.0,0.0,99.57,99.57,99.57,0.0,0.0
2018-12-02,83.06,83.06,83.06,0.0,0.0,84.61,84.61,84.61,0.0,0.0,78.23,78.23,78.23,0.0,0.0,83.85,83.85,83.85,0.0,0.0
2018-12-09,79.0,79.0,79.0,0.0,0.0,80.25,80.25,80.25,0.0,0.0,73.89,73.89,73.89,0.0,0.0,75.46,75.46,75.46,0.0,0.0
2018-12-16,62.87,62.87,62.87,0.0,0.0,63.66,63.66,63.66,0.0,0.0,58.96,58.96,58.96,0.0,0.0,59.11,59.11,59.11,0.0,0.0
2018-12-23,70.6,70.6,70.6,0.0,0.0,71.4,71.4,71.4,0.0,0.0,69.46,69.46,69.46,0.0,0.0,71.31,71.31,71.31,0.0,0.0
2018-12-30,72.4,72.4,72.4,0.0,0.0,74.32,74.32,74.32,0.0,0.0,70.7,70.7,70.7,0.0,0.0,72.83,72.83,72.83,0.0,0.0
2019-01-06,75.18,75.18,75.18,0.0,0.0,76.85,76.85,76.85,0.0,0.0,74.92,74.92,74.92,0.0,0.0,76.19,76.19,76.19,0.0,0.0
2019-01-13,82.79,82.79,82.79,0.0,0.0,84.54,84.54,84.54,0.0,0.0,81.66,81.66,81.66,0.0,0.0,84.16,84.16,84.16,0.0,0.0
2019-01-20,81.61,81.61,81.61,0.0,0.0,82.12,82.12,82.12,0.0,0.0,80.02,80.02,80.02,0.0,0.0,82.1,82.1,82.1,0.0,0.0
2019-01-27,87.28,87.28,87.28,0.0,0.0,89.23,89.23,89.23,0.0,0.0,86.51,86.51,86.51,0.0,0.0,89.2,89.2,89.2,0.0,0.0
2019-02-03,88.88,88.88,88.88,0.0,0.0,89.1,89.1,89.1,0.0,0.0,87.05,87.05,87.05,0.0,0.0,87.56,87.56,87.56,0.0,0.0
2019-02-10,93.88,93.88,93.88,0.0,0.0,96.52,96.52,96.52,0.0,0.0,93.67,93.67,93.67,0.0,0.0,96.5,96.5,96.5,0.0,0.0
2019-02-17,100.0,100.0,100.0,0.0,0.0,100.57,100.57,100.57,0.0,0.0,98.77,98.77,98.77,0.0,0.0,98.86,98.86,98.86,0.0,0.0
2019-02-24,99.43,99.43,99.43,0.0,0.0,99.69,99.69,99.69,0.0,0.0,93.47,93.47,93.47,0.0,0.0,95.9,95.9,95.9,0.0,0.0
2019-03-03,89.69,89.69,89.69,0.0,0.0,94.02,94.02,94.02,0.0,0.0,89.3,89.3,89.3,0.0,0.0,93.92,93.92,93.92,0.0,0.0
2019-03-10,95.66,95.66,95.66,0.0,0.0,97.0,97.0,97.0,0.0,0.0,95.44,95.44,95.44,0.0,0.0,96.86,96.86,96.86,0.0,0.0
2019-03-17,91.59,91.59,91.59,0.0,0.0,92.99,92.99,92.99,0.0,0.0,90.44,90.44,90.44,0.0,0.0,92.01,92.01,92.01,0.0,0.0
2019-03-24,98.63,98.63,98.63,0.0,0.0,100.3,100.3,100.3,0.0,0.0,98.0,98.0,98.0,0.0,0.0,99.97,99.97,99.97,0.0,0.0
2019-03-31,100.34,100.34,100.34,0.0,0.0,101.01,101.01,101.01,0.0,0.0,99.85,99.85,99.85,0.0,0.0,101.0,101.0,101.0,0.0,0.0
2019-04-07,101.61,101.61,101.61,0.0,0.0,101.75,101.75,101.75,0.0,0.0,100.55,100.55,100.55,0.0,0.0,101.33,101.33,101.33,0.0,0.0
2019-04-14,102.13,102.13,102.13,0.0,0.0,103.28,103.28,103.28,0.0,0.0,102.09,102.09,102.09,0.0,0.0,102.73,102.73,102.73,0.0,0.0
2019-04-21,103.0,103.0,103.0,0.0,0.0,103.67,103.67,103.67,0.0,0.0,102.68,102.68,102.68,0.0,0.0,103.06,103.06,103.06,0.0,0.0
2019-04-28,96.94,96.94,96.94,0.0,0.0,102.03,102.03,102.03,0.0,0.0,96.7,96.7,96.7,0.0,0.0,101.69,101.69,101.69,0.0,0.0
2019-05-05,90.59,90.59,90.59,0.0,0.0,91.69,91.69,91.69,0.0,0.0,88.22,88.22,88.22,0.0,0.0,89.43,89.43,89.43,0.0,0.0
2019-05-12,92.68,92.68,92.68,0.0,0.0,93.98,93.98,93.98,0.0,0.0,91.85,91.85,91.85,0.0,0.0,93.2,93.2,93.2,0.0,0.0
2019-05-19,92.52,92.52,92.52,0.0,0.0,93.0,93.0,93.0,0.0,0.0,91.21,91.21,91.21,0.0,0.0,92.19,92.19,92.19,0.0,0.0
2019-05-26,84.01,84.01,84.01,0.0,0.0,85.27,85.27,85.27,0.0,0.0,82.67,82.67,82.67,0.0,0.0,84.0,84.0,84.0,0.0,0.0
2019-06-02,98.2,98.2,98.2,0.0,0.0,98.9,98.9,98.9,0.0,0.0,97.16,97.16,97.16,0.0,0.0,97.27,97.27,97.27,0.0,0.0
2019-06-09,97.83,97.83,97.83,0.0,0.0,98.42,98.42,98.42,0.0,0.0,97.07,97.07,97.07,0.0,0.0,97.76,97.76,97.76,0.0,0.0
2019-06-16,104.82,104.82,104.82,0.0,0.0,105.57,105.57,105.57,0.0,0.0,104.63,104.63,104.63,0.0,0.0,104.7,104.7,104.7,0.0,0.0
2019-06-23,105.85,105.85,105.85,0.0,0.0,106.09,106.09,106.09,0.0,0.0,102.97,102.97,102.97,0.0,0.0,104.06,104.06,104.06,0.0,0.0
2019-06-30,105.02,105.02,105.02,0.0,0.0,105.59,105.59,105.59,0.0,0.0,104.5,104.5,104.5,0.0,0.0,105.28,105.28,105.28,0.0,0.0
2019-07-07,111.62,111.62,111.62,0.0,0.0,111.63,111.63,111.63,0.0,0.0,110.87,110.87,110.87,0.0,0.0,111.59,111.59,111.59,0.0,0.0
2019-07-14,109.57,109.57,109.57,0.0,0.0,110.02,110.02,110.02,0.0,0.0,108.39,108.39,108.39,0.0,0.0,109.49,109.49,109.49,0.0,0.0
2019-07-21,109.6,109.6,109.6,0.0,0.0,110.5,110.5,110.5,0.0,0.0,109.31,109.31,109.31,0.0,0.0,109.76,109.76,109.76,0.0,0.0
2019-07-28,96.62,96.62,96.62,0.0,0.0,96.77,96.77,96.77,0.0,0.0,89.95,89.95,89.95,0.0,0.0,92.17,92.17,92.17,0.0,0.0
2019-08-04,96.71,96.71,96.71,0.0,0.0,97.46,97.46,97.46,0.0,0.0,93.45,93.45,93.45,0.0,0.0,94.33,94.33,94.33,0.0,0.0
2019-08-11,97.48,97.48,97.48,0.0,0.0,97.73,97.73,97.73,0.0,0.0,96.16,96.16,96.16,0.0,0.0,96.66,96.66,96.66,0.0,0.0
2019-08-18,93.85,93.85,93.85,0.0,0.0,94.25,94.25,94.25,0.0,0.0,91.9,91.9,91.9,0.0,0.0,93.92,93.92,93.92,0.0,0.0
2019-08-25,100.56,100.56,100.56,0.0,0.0,100.68,100.68,100.68,0.0,0.0,98.25,98.25,98.25,0.0,0.0,99.26,99.26,99.26,0.0,0.0
2019-09-01,104.45,104.45,104.45,0.0,0.0,105.11,105.11,105.11,0.0,0.0,103.47,103.47,103.47,0.0,0.0,104.43,104.43,104.43,0.0,0.0
2019-09-08,107.4,107.4,107.4,0.0,0.0,108.18,108.18,108.18,0.0,0.0,106.6,106.6,106.6,0.0,0.0,107.01,107.01,107.01,0.0,0.0
2019-09-15,104.22,104.22,104.22,0.0,0.0,106.2,106.2,106.2,0.0,0.0,104.01,104.01,104.01,0.0,0.0,105.59,105.59,105.59,0.0,0.0
2019-09-22,104.41,104.41,104.41,0.0,0.0,105.94,105.94,105.94,0.0,0.0,104.4,104.4,104.4,0.0,0.0,105.16,105.16,105.16,0.0,0.0
2019-09-29,99.86,99.86,99.86,0.0,0.0,101.79,101.79,101.79,0.0,0.0,99.14,99.14,99.14,0.0,0.0,99.71,99.71,99.71,0.0,0.0
2019-10-06,102.77,102.77,102.77,0.0,0.0,104.1,104.1,104.1,0.0,0.0,102.65,102.65,102.65,0.0,0.0,103.14,103.14,103.14,0.0,0.0
2019-10-13,103.43,103.43,103.43,0.0,0.0,103.7,103.7,103.7,0.0,0.0,102.58,102.58,102.58,0.0,0.0,103.57,103.57,103.57,0.0,0.0
2019-10-20,106.4,106.4,106.4,0.0,0.0,107.3,107.3,107.3,0.0,0.0,105.69,105.69,105.69,0.0,0.0,106.42,106.42,106.42,0.0,0.0
2019-10-27,110.83,110.83,110.83,0.0,0.0,111.29,111.29,111.29,0.0,0.0,110.02,110.02,110.02,0.0,0.0,110.69,110.69,110.69,0.0,0.0
2019-11-03,112.07,112.07,112.07,0.0,0.0,114.06,114.06,114.06,0.0,0.0,111.59,111.59,111.59,0.0,0.0,113.71,113.71,113.71,0.0,0.0
2019-11-10,117.47,117.47,117.47,0.0,0.0,118.28,118.28,118.28,0.0,0.0,117.3,117.3,117.3,0.0,0.0,118.13,118.13,118.13,0.0,0.0
2019-11-17,117.31,117.31,117.31,0.0,0.0,118.67,118.67,118.67,0.0,0.0,117.25,117.25,117.25,0.0,0.0,118.59,118.59,118.59,0.0,0.0
2019-11-24,119.35,119.35,119.35,0.0,0.0,119.37,119.37,119.37,0.0,0.0,115.33,115.33,115.33,0.0,0.0,115.44,115.44,115.44,0.0,0.0
2019-12-01,117.72,117.72,117.72,0.0,0.0,118.22,118.22,118.22,0.0,0.0,116.96,116.96,116.96,0.0,0.0,117.04,117.04,117.04,0.0,0.0
2019-12-08,121.02,121.02,121.02,0.0,0.0,122.4,122.4,122.4,0.0,0.0,120.95,120.95,120.95,0.0,0.0,121.1,121.1,121.1,0.0,0.0
2019-12-15,125.2,125.2,125.2,0.0,0.0,125.43,125.43,125.43,0.0,0.0,124.81,124.81,124.81,0.0,0.0,125.05,125.05,125.05,0.0,0.0
2019-12-22,125.89,125.89,125.89,0.0,0.0,125.96,125.96,125.96,0.0,0.0,122.95,122.95,122.95,0.0,0.0,123.41,123.41,123.41,0.0,0.0
2019-12-29,124.52,124.52,124.52,0.0,0.0,126.78,126.78,126.78,0.0,0.0,124.28,124.28,124.28,0.0,0.0,125.68,125.68,125.68,0.0,0.0
