Date,STL_Open_average,STL_Open_max,STL_Open_min,STL_Open_volatility,STL_Open_change,STL_High_average,STL_High_max,STL_High_min,STL_High_volatility,STL_High_change,STL_Low_average,STL_Low_max,STL_Low_min,STL_Low_volatility,STL_Low_change,STL_Close_average,STL_Close_max,STL_Close_min,STL_Close_volatility,STL_Close_change,STL_Volume_average,STL_Volume_max,STL_Volume_min,STL_Volume_volatility,STL_Volume_change
2018-01-14,25.87,26.2,25.6,0.5999999999999979,0.14999999999999858,26.11,26.3,25.85,0.4499999999999993,0.15000000000000213,25.642,26.05,25.43,0.620000000000001,0.5700000000000003,25.919999999999998,26.25,25.65,0.6000000000000014,0.5,1730583,2188892,1343127,845765,-258316
2018-01-21,25.85,26.35,25.4,0.9500000000000028,-0.8000000000000007,25.94,26.4,25.5,0.8999999999999986,-0.8499999999999979,25.37,25.75,25.0,0.75,-0.6000000000000014,25.669999999999998,26.25,25.2,1.0500000000000007,-1.0500000000000007,2172504,3376430,1580832,1795598,182934
2018-01-28,24.96,25.35,24.6,0.75,-0.5,25.306,25.55,24.98,0.5700000000000003,-0.41999999999999815,24.522,24.88,23.55,1.3299999999999983,-1.3299999999999983,24.71,25.3,23.55,1.75,-1.3999999999999986,2080254,2904372,1636242,1268130,1252788
2018-02-04,23.3,23.85,22.85,1.0,0.1999999999999993,23.684,23.95,23.27,0.6799999999999997,-0.14999999999999858,22.779999999999998,23.45,22.2,1.25,0.3000000000000007,23.26,23.8,22.65,1.1500000000000021,-0.45000000000000284,2958285,4161153,2286108,1875045,-1792271
2018-02-11,23.4375,23.9,23.05,0.8499999999999979,0.6499999999999986,23.885,24.35,23.32,1.0300000000000011,1.0300000000000011,23.3325,23.7,22.88,0.8200000000000003,0.8200000000000003,23.7625,24.25,23.2,1.0500000000000007,1.0500000000000007,1354102,1814781,955388,859393,-528288
2018-02-18,24.15,24.5,23.9,0.6000000000000014,-0.09999999999999787,24.422,24.7,24.18,0.5199999999999996,-0.28000000000000114,23.85,24.02,23.7,0.3200000000000003,-0.23000000000000043,24.13,24.35,23.9,0.45000000000000284,0.09999999999999787,1250932,1732667,703508,1029159,-651698
2018-02-25,23.58,24.2,23.2,1.0,-0.5999999999999979,24.05,24.45,23.55,0.8999999999999986,0.05000000000000071,23.19,23.55,22.8,0.75,-0.1999999999999993,23.62,24.25,23.25,1.0,0.6999999999999993,1514216,1603065,1270582,332483,321119
2018-03-04,25.080000000000002,25.5,24.5,1.0,0.8500000000000014,25.56,25.75,25.4,0.3500000000000014,0.3500000000000014,24.834,25.3,24.4,0.9000000000000021,0.9000000000000021,25.25,25.65,24.95,0.6999999999999993,0.6999999999999993,2184916,3629189,1104942,2524247,-1847724
2018-03-11,25.21,25.75,24.9,0.8500000000000014,-0.75,25.326,25.77,24.98,0.7899999999999991,-0.7199999999999989,24.724,25.2,24.27,0.9299999999999997,-0.9299999999999997,24.91,25.3,24.6,0.6999999999999993,-0.6999999999999993,2319189,5189498,1209501,3979997,-181753
2018-03-18,23.849999999999998,24.6,22.65,1.9500000000000028,-1.9500000000000028,24.108,24.85,23.05,1.8000000000000007,-1.8000000000000007,23.28,24.25,22.3,1.9499999999999993,-1.8999999999999986,23.5,24.5,22.3,2.1999999999999993,-1.3000000000000007,2095969,2589750,1469254,1120496,1120496
2018-03-25,22.5375,22.95,22.25,0.6999999999999993,-0.4499999999999993,22.78,23.1,22.52,0.5800000000000018,-0.3500000000000014,22.045,22.38,21.73,0.6499999999999986,-0.39000000000000057,22.2625,22.55,21.9,0.6500000000000021,-0.3500000000000014,2301971,2617204,1672788,944416,-238376
2018-04-01,22.08,22.5,21.85,0.6499999999999986,-0.10000000000000142,22.39,22.5,22.35,0.14999999999999858,-0.04999999999999716,21.802,22.15,21.48,0.6699999999999982,-0.14999999999999858,22.05,22.4,21.7,0.6999999999999993,-0.3999999999999986,1995914,2559154,1654950,904204,-296784
2018-04-08,22.43,23.0,21.9,1.1000000000000014,0.25,22.686,23.05,22.23,0.8200000000000003,0.16999999999999815,22.06,22.65,21.75,0.8999999999999986,0.1999999999999993,22.41,22.8,22.1,0.6999999999999993,0.1999999999999993,2076440,2874463,1381632,1492831,-203678
2018-04-15,22.13,22.5,21.75,0.75,-0.25,22.404,22.65,22.2,0.4499999999999993,0.14999999999999858,21.904,22.12,21.75,0.370000000000001,0.370000000000001,22.11,22.4,21.85,0.5499999999999972,0.3999999999999986,1462001,1667061,1219446,447615,-91400
2018-04-22,23.22,24.0,22.6,1.3999999999999986,1.3999999999999986,23.794,24.32,23.05,1.2699999999999996,1.2699999999999996,22.97,23.75,22.15,1.6000000000000014,1.4499999999999993,23.47,24.0,22.65,1.3500000000000014,1.1000000000000014,2779799,4141405,1947720,2193685,-61612
2018-04-29,24.08,24.25,23.7,0.5500000000000007,0.5,24.476,24.8,24.23,0.5700000000000003,0.120000000000001,23.849999999999998,24.0,23.45,0.5500000000000007,0.5500000000000007,24.169999999999998,24.4,24.0,0.3999999999999986,-0.10000000000000142,2341650,2980557,1804674,1175883,812091
2018-05-06,24.32,24.55,24.05,0.5,0.5,24.51,24.65,24.27,0.379999999999999,0.33000000000000185,24.13,24.45,23.9,0.5500000000000007,0.3000000000000007,24.32,24.5,24.05,0.4499999999999993,0.25,1400801,2084198,1053592,1030606,-835078
2018-05-13,24.5,24.8,24.3,0.5,0.14999999999999858,24.86,25.0,24.65,0.3500000000000014,0.3500000000000014,24.386,24.48,24.2,0.28000000000000114,0.25,24.59,24.85,24.4,0.45000000000000284,0.3000000000000007,1803386,2551223,1297185,1254038,-713449
2018-05-20,24.75,24.8,24.65,0.15000000000000213,-0.05000000000000071,24.9875,25.1,24.85,0.25,0.05000000000000071,24.555,24.75,24.27,0.4800000000000004,0.05000000000000071,24.8375,24.95,24.75,0.1999999999999993,0.09999999999999787,1418813,2082843,906882,1175961,-144571
