Date,IDXG_Open_average,IDXG_Open_max,IDXG_Open_min,IDXG_Open_volatility,IDXG_Open_change,IDXG_High_average,IDXG_High_max,IDXG_High_min,IDXG_High_volatility,IDXG_High_change,IDXG_Low_average,IDXG_Low_max,IDXG_Low_min,IDXG_Low_volatility,IDXG_Low_change,IDXG_Close_average,IDXG_Close_max,IDXG_Close_min,IDXG_Close_volatility,IDXG_Close_change,IDXG_Volume_average,IDXG_Volume_max,IDXG_Volume_min,IDXG_Volume_volatility,IDXG_Volume_change
2018-01-14,11.08,11.7,10.8,0.8999999999999986,-0.7999999999999989,11.14,11.8,10.9,0.9000000000000004,-0.8000000000000007,10.58,10.8,10.5,0.3000000000000007,-0.20000000000000107,10.84,11.0,10.7,0.3000000000000007,-0.1999999999999993,44538,93244,19768,73476,-73476
2018-01-21,10.96,11.3,10.8,0.5,0.40000000000000036,11.1,11.4,10.9,0.5,0.5,10.6598,11.099,10.5,0.5990000000000002,0.5990000000000002,11.0,11.3,10.7,0.6000000000000014,0.5,44229,61974,30719,31255,8549
2018-01-28,10.66,11.1,10.0,1.0999999999999996,-1.0,10.7718,11.2,10.0,1.1999999999999993,-1.1999999999999993,10.19,10.7,9.55,1.1499999999999986,-1.1499999999999986,10.418,11.0,9.79,1.2100000000000009,-1.2100000000000009,47258,63633,26353,37280,11972
2018-02-04,9.5386,9.78,9.38,0.3999999999999986,-0.11999999999999922,9.7318,9.88,9.5,0.3800000000000008,0.10500000000000043,9.12,9.4,8.8,0.5999999999999996,0.0,9.4282,9.749,9.19,0.559000000000001,0.15700000000000003,45821,59316,27790,31526,-11394
2018-02-11,9.80175,9.98,9.7,0.28000000000000114,-0.2530000000000001,9.84375,9.98,9.795,0.1850000000000005,-0.1850000000000005,9.441025,9.504,9.4,0.1039999999999992,0.09399999999999942,9.56575,9.699,9.455,0.24399999999999977,0.05000000000000071,18395,24024,8973,15051,-11725
2018-02-18,10.0456,10.7,9.331,1.3689999999999998,0.9979999999999993,10.342,11.0,9.5,1.5,1.2899999999999991,9.5964,10.2,9.12,1.08,0.9989999999999988,9.99724,10.5,9.25,1.25,1.1500000000000004,77234,217313,16370,200943,16424
2018-02-25,10.1094,10.5,9.847000000000001,0.6529999999999987,-0.5,10.32,10.6,10.1,0.5,-0.3000000000000007,9.79022,10.0,9.4,0.5999999999999996,-0.14889999999999937,10.0398,10.2,9.699,0.5009999999999994,-0.09999999999999964,58717,108176,20737,87439,-54927
2018-03-04,10.42,10.8,10.0,0.8000000000000007,0.6000000000000014,10.72,11.2,10.3,0.8999999999999986,0.7999999999999989,10.1844,10.71,9.612,1.0980000000000008,0.7100000000000009,10.42,10.8,10.1,0.7000000000000011,0.7000000000000011,55512,73178,29083,44095,34687
2018-03-11,10.540000000000001,11.0,10.0,1.0,-0.5,10.76,11.3,10.3,1.0,-0.6999999999999993,10.120000000000001,10.7,9.5,1.1999999999999993,-0.5,10.520199999999999,11.0,10.1,0.9000000000000004,-0.30100000000000016,85773,174476,39878,134598,19109
2018-03-18,9.9822,10.5,9.41,1.0899999999999999,-1.0899999999999999,10.058,10.59,9.6,0.9900000000000002,-0.9900000000000002,9.5446,9.923,9.088,0.8350000000000009,-0.8350000000000009,9.7698,10.2,9.299,0.9009999999999998,-0.9009999999999998,57848,100555,31237,69318,-31200
