Date,URG_Open_average,URG_Open_max,URG_Open_min,URG_Open_volatility,URG_Open_change,URG_High_average,URG_High_max,URG_High_min,URG_High_volatility,URG_High_change,URG_Low_average,URG_Low_max,URG_Low_min,URG_Low_volatility,URG_Low_change,URG_Close_average,URG_Close_max,URG_Close_min,URG_Close_volatility,URG_Close_change,URG_Volume_average,URG_Volume_max,URG_Volume_min,URG_Volume_volatility,URG_Volume_change
2018-01-14,0.744775,0.76,0.7201,0.03990000000000005,-0.015999999999999903,0.759575,0.7683,0.755,0.013299999999999979,-0.013299999999999979,0.716525,0.726,0.7,0.026000000000000023,0.026000000000000023,0.7394499999999999,0.75,0.713,0.03700000000000003,0.03200000000000003,35530,87419,9746,77673,-77673
2018-01-21,0.72774,0.75,0.7003,0.049699999999999966,-0.03920000000000001,0.735,0.75,0.7112,0.038799999999999946,-0.03380000000000005,0.70388,0.7218,0.69,0.03180000000000005,-0.03180000000000005,0.72204,0.75,0.7024,0.047599999999999976,-0.02190000000000003,25303,32034,7283,24751,-21143
2018-01-28,0.6835,0.7,0.67,0.029999999999999916,-0.02749999999999997,0.692,0.7,0.68,0.019999999999999907,-0.010000000000000009,0.66742,0.6773,0.66,0.017299999999999982,-0.015199999999999991,0.67506,0.68,0.6675,0.012500000000000067,-0.010499999999999954,17635,35949,6226,29723,-12069
2018-02-04,0.66972,0.685,0.652,0.03300000000000003,0.0022000000000000908,0.6867,0.7,0.6785,0.021499999999999964,-0.009999999999999898,0.64682,0.65,0.643,0.007000000000000006,-0.007000000000000006,0.67342,0.69,0.6649,0.0250999999999999,-0.0250999999999999,30158,42206,11301,30905,-20995
2018-02-11,0.69388,0.71,0.6724,0.03759999999999997,0.03759999999999997,0.70802,0.7186,0.6890000000000001,0.02959999999999996,0.02849999999999997,0.6846,0.7,0.664,0.03599999999999992,0.02089999999999992,0.69956,0.715,0.6849,0.030100000000000016,-0.0041000000000001036,38140,90979,10491,80488,-29370
2018-02-18,0.6651,0.68,0.6505,0.02950000000000008,-0.009500000000000064,0.677925,0.685,0.6708,0.014200000000000101,-0.014100000000000001,0.654125,0.66,0.6494,0.010600000000000054,-0.006099999999999994,0.6634249999999999,0.6708,0.653,0.017799999999999927,0.0010000000000000009,14501,28566,7465,21101,-21101
2018-02-25,0.6621400000000001,0.684,0.6417,0.042300000000000004,-0.023299999999999987,0.6744600000000001,0.684,0.6658,0.018200000000000105,-0.016700000000000048,0.6458200000000001,0.6599,0.63,0.029900000000000038,-0.029900000000000038,0.66416,0.6825,0.652,0.03049999999999997,-0.01970000000000005,18653,37103,10008,27095,23072
2018-03-04,0.6597000000000001,0.664,0.6545,0.009500000000000064,-0.00550000000000006,0.67392,0.69,0.6659999999999999,0.02400000000000002,0.0008000000000000229,0.6424,0.66,0.6302,0.02980000000000005,0.014800000000000035,0.65574,0.6699,0.645,0.024900000000000033,-0.013800000000000034,19938,28306,13624,14682,-6671
2018-03-11,0.63328,0.6423,0.6271,0.015199999999999991,-0.015199999999999991,0.648,0.6576,0.635,0.022599999999999953,-0.022599999999999953,0.62676,0.6358,0.62,0.015800000000000036,-0.015800000000000036,0.63446,0.6399,0.63,0.00990000000000002,-0.00990000000000002,13156,20514,4930,15584,-5374
2018-03-18,0.6299399999999999,0.6405,0.621,0.019499999999999962,0.013299999999999979,0.647,0.6605,0.6295,0.031000000000000028,0.025000000000000022,0.61592,0.6275,0.59,0.03749999999999998,-0.031100000000000017,0.6265,0.64,0.6001,0.03990000000000005,-0.025000000000000022,35191,68138,8369,59769,59769
