Date,MATW_Open_average,MATW_Open_max,MATW_Open_min,MATW_Open_volatility,MATW_Open_change,MATW_High_average,MATW_High_max,MATW_High_min,MATW_High_volatility,MATW_High_change,MATW_Low_average,MATW_Low_max,MATW_Low_min,MATW_Low_volatility,MATW_Low_change,MATW_Close_average,MATW_Close_max,MATW_Close_min,MATW_Close_volatility,MATW_Close_change,MATW_Volume_average,MATW_Volume_max,MATW_Volume_min,MATW_Volume_volatility,MATW_Volume_change
2018-01-14,52.63,53.4,51.65,1.75,1.75,53.19,53.65,52.7,0.9499999999999957,0.8999999999999986,52.24,52.95,51.45,1.5,1.5,52.976,53.5,52.2,1.2999999999999972,1.1499999999999986,114932,124260,96331,27929,3167
2018-01-21,54.97,58.05,53.0,5.049999999999997,4.849999999999994,56.314,59.85,53.42,6.43,4.8799999999999955,54.37,56.3,52.75,3.549999999999997,3.1000000000000014,55.36,58.2,52.95,5.25,3.0999999999999943,215554,294344,79973,214371,88150
2018-01-28,55.36,56.05,53.9,2.1499999999999986,-1.8999999999999986,55.75,56.7,54.4,2.3000000000000043,-1.5500000000000043,54.22,55.4,51.8,3.6000000000000014,-3.200000000000003,54.69,56.0,51.85,4.149999999999999,-3.8500000000000014,184993,224280,157373,66907,30166
2018-02-04,52.65,53.7,51.25,2.450000000000003,2.450000000000003,53.69,54.25,53.1,1.1499999999999986,0.5,52.02,52.75,50.95,1.7999999999999972,1.7999999999999972,53.01,53.75,52.0,1.75,0.9500000000000028,229436,384112,124476,259636,-185249
2018-02-11,52.95,53.45,52.35,1.1000000000000014,-0.3500000000000014,53.612500000000004,53.95,53.1,0.8500000000000014,0.5,52.35,52.9,52.0,0.8999999999999986,0.6000000000000014,52.95,53.55,52.45,1.0999999999999943,0.7999999999999972,142812,166915,113664,53251,42734
2018-02-18,52.75,53.4,52.35,1.0499999999999972,-0.6000000000000014,53.31,53.85,52.85,1.0,-0.5,52.19,52.45,52.0,0.45000000000000284,0.15000000000000568,52.58,53.3,52.2,1.0999999999999943,0.9499999999999957,114938,201400,70198,131202,-126517
2018-02-25,52.3,53.3,51.2,2.0999999999999943,0.3999999999999986,53.616,54.15,52.95,1.1999999999999957,0.3999999999999986,51.44,52.4,50.4,2.0,0.04999999999999716,52.54,53.9,51.25,2.6499999999999986,1.5499999999999972,137969,200187,90029,110158,34426
2018-03-04,54.45,55.05,53.85,1.1999999999999957,0.8500000000000014,55.013999999999996,55.4,54.45,0.9499999999999957,0.8499999999999943,53.58,54.3,52.65,1.6499999999999986,1.6499999999999986,54.42,54.9,53.8,1.1000000000000014,0.10000000000000142,124719,144220,103735,40485,-24712
2018-03-11,53.47,54.7,52.5,2.200000000000003,-2.200000000000003,54.02,55.0,53.15,1.8500000000000014,-1.6499999999999986,52.77,53.9,51.75,2.1499999999999986,-2.1499999999999986,52.940000000000005,53.95,51.95,2.0,-2.0,196200,437512,120024,317488,-49618
2018-03-18,51.51,52.1,50.75,1.3500000000000014,-1.3500000000000014,52.058,52.95,51.5,1.4500000000000028,-1.1799999999999997,50.79,51.6,49.6,2.0,-1.8999999999999986,51.21,51.9,50.1,1.7999999999999972,-0.7999999999999972,209254,307668,139468,168200,16911
