Date,FRBK_stock_Open_average,FRBK_stock_Open_max,FRBK_stock_Open_min,FRBK_stock_Open_volatility,FRBK_stock_Open_change,FRBK_stock_High_average,FRBK_stock_High_max,FRBK_stock_High_min,FRBK_stock_High_volatility,FRBK_stock_High_change,FRBK_stock_Low_average,FRBK_stock_Low_max,FRBK_stock_Low_min,FRBK_stock_Low_volatility,FRBK_stock_Low_change,FRBK_stock_Close_average,FRBK_stock_Close_max,FRBK_stock_Close_min,FRBK_stock_Close_volatility,FRBK_stock_Close_change,FRBK_stock_Volume_average,FRBK_stock_Volume_max,FRBK_stock_Volume_min,FRBK_stock_Volume_volatility,FRBK_stock_Volume_change
2018-01-14,9.025,9.15,8.8,0.34999999999999964,0.25,9.1625,9.2,9.15,0.049999999999998934,0.0,8.8375,9.0,8.65,0.34999999999999964,0.34999999999999964,9.05,9.1,9.0,0.09999999999999964,0.05000000000000071,273690,348993,214757,134236,-45995
2018-01-21,9.03,9.2,8.95,0.25,0.10000000000000142,9.182,9.3,9.1,0.20000000000000107,-0.05000000000000071,8.83,8.9,8.8,0.09999999999999964,0.049999999999998934,8.97,9.15,8.82,0.33000000000000007,-0.11999999999999922,156270,180869,123815,57054,57054
2018-01-28,8.8,8.9,8.65,0.25,-0.1999999999999993,8.886,8.98,8.75,0.23000000000000043,-0.23000000000000043,8.72,8.8,8.55,0.25,-0.25,8.77,8.85,8.6,0.25,-0.20000000000000107,82257,101404,56222,45182,20789
2018-02-04,8.379999999999999,8.6,8.15,0.4499999999999993,-0.34999999999999964,8.51,8.65,8.4,0.25,-0.25,8.17,8.3,8.05,0.25,-0.14999999999999858,8.326,8.45,8.18,0.2699999999999996,0.0,112723,173244,75944,97300,-94661
2018-02-11,8.27,8.4,8.15,0.25,0.09999999999999964,8.427999999999999,8.55,8.34,0.21000000000000085,0.10000000000000142,8.23,8.35,8.15,0.1999999999999993,0.15000000000000036,8.334,8.52,8.15,0.3699999999999992,0.21999999999999886,76937,126397,41682,84715,-410
2018-02-18,8.4375,8.5,8.35,0.15000000000000036,0.0,8.55,8.55,8.55,0.0,0.0,8.3025,8.35,8.25,0.09999999999999964,0.09999999999999964,8.4375,8.55,8.3,0.25,0.25,225312,739518,43990,695528,2912
2018-02-25,8.56,8.8,8.4,0.40000000000000036,-0.10000000000000142,8.77,8.85,8.6,0.25,0.0,8.437999999999999,8.5,8.35,0.15000000000000036,-0.009999999999999787,8.63,8.8,8.45,0.3500000000000014,0.0,331981,1295488,78246,1217242,-5471
2018-03-04,8.91,9.0,8.7,0.3000000000000007,0.3000000000000007,9.01,9.05,8.95,0.10000000000000142,-0.05000000000000071,8.756,8.9,8.6,0.3000000000000007,0.23000000000000043,8.936,8.95,8.9,0.049999999999998934,-0.019999999999999574,107713,197210,59054,138156,54944
2018-03-11,8.82,8.9,8.7,0.20000000000000107,-0.20000000000000107,8.92,9.0,8.8,0.1999999999999993,-0.15000000000000036,8.709999999999999,8.85,8.6,0.25,-0.25,8.79,9.0,8.7,0.3000000000000007,-0.3000000000000007,100426,257016,52061,204955,189874
2018-03-18,8.55,8.65,8.35,0.3000000000000007,-0.25,8.65,8.75,8.5,0.25,-0.1999999999999993,8.42,8.55,8.15,0.40000000000000036,-0.40000000000000036,8.46,8.65,8.15,0.5,-0.4499999999999993,86142,112306,51995,60311,31475
2018-03-25,8.3625,8.5,8.2,0.3000000000000007,0.3000000000000007,8.52,8.73,8.4,0.33000000000000007,0.33000000000000007,8.2325,8.45,8.1,0.34999999999999964,0.34999999999999964,8.4825,8.7,8.35,0.34999999999999964,0.3199999999999985,243496,402606,162543,240063,218287
2018-04-01,8.49,8.65,8.3,0.34999999999999964,-0.34999999999999964,8.57,8.7,8.45,0.25,-0.25,8.346,8.4,8.25,0.15000000000000036,-0.15000000000000036,8.44,8.6,8.35,0.25,-0.15000000000000036,241009,392731,122281,270450,61715
2018-04-08,8.27,8.45,8.15,0.29999999999999893,-0.1999999999999993,8.326,8.45,8.25,0.1999999999999993,-0.06999999999999851,8.122,8.15,8.1,0.05000000000000071,0.0,8.2,8.25,8.15,0.09999999999999964,-0.05000000000000071,470206,635133,202604,432529,-339910
2018-04-15,8.16,8.25,8.0,0.25,-0.25,8.26,8.35,8.2,0.15000000000000036,-0.05000000000000071,8.07,8.15,8.0,0.15000000000000036,-0.15000000000000036,8.15,8.2,8.1,0.09999999999999964,0.0,174517,216733,116415,100318,-64627
2018-04-22,8.34,8.45,8.25,0.1999999999999993,-0.05000000000000071,8.4,8.5,8.3,0.1999999999999993,0.049999999999998934,8.22,8.25,8.15,0.09999999999999964,0.049999999999998934,8.32,8.45,8.2,0.25,-0.10000000000000142,141079,201230,81145,120085,-82698
2018-04-29,8.38,8.5,8.25,0.25,0.1999999999999993,8.51,8.65,8.35,0.3000000000000007,0.3000000000000007,8.27,8.35,8.2,0.15000000000000036,0.15000000000000036,8.46,8.6,8.3,0.29999999999999893,0.29999999999999893,176329,290639,110069,180570,-122981
2018-05-06,8.72,8.8,8.6,0.20000000000000107,0.20000000000000107,8.862,9.05,8.61,0.4400000000000013,0.4400000000000013,8.654,8.8,8.51,0.2900000000000009,0.2900000000000009,8.81,9.0,8.55,0.4499999999999993,0.4499999999999993,150758,237983,92047,145936,137558
