Date,HLITStock_Open_average,HLITStock_Open_max,HLITStock_Open_min,HLITStock_Open_volatility,HLITStock_Open_change,HLITStock_High_average,HLITStock_High_max,HLITStock_High_min,HLITStock_High_volatility,HLITStock_High_change,HLITStock_Low_average,HLITStock_Low_max,HLITStock_Low_min,HLITStock_Low_volatility,HLITStock_Low_change,HLITStock_Close_average,HLITStock_Close_max,HLITStock_Close_min,HLITStock_Close_volatility,HLITStock_Close_change,HLITStock_Volume_average,HLITStock_Volume_max,HLITStock_Volume_min,HLITStock_Volume_volatility,HLITStock_Volume_change
2018-01-14,3.9625,4.05,3.9,0.1499999999999999,-0.10000000000000009,4.075,4.15,4.0,0.15000000000000036,-0.15000000000000036,3.9125,3.95,3.9,0.050000000000000266,0.0,3.95,4.0,3.9,0.10000000000000009,0.050000000000000266,210594,308036,94452,213584,-174491
2018-01-21,3.86,3.95,3.75,0.20000000000000018,-0.1499999999999999,3.936,4.0,3.85,0.1499999999999999,-0.1499999999999999,3.76,3.9,3.65,0.25,-0.25,3.81,3.95,3.7,0.25,-0.25,366820,792172,153046,639126,128196
2018-01-28,3.69,3.75,3.65,0.10000000000000009,-0.050000000000000266,3.776,3.8,3.75,0.04999999999999982,0.0,3.6,3.65,3.45,0.19999999999999973,-0.1499999999999999,3.66,3.75,3.45,0.2999999999999998,-0.2999999999999998,358618,560750,219269,341481,222918
2018-02-04,3.43,3.55,3.2,0.34999999999999964,-0.25,3.496,3.6,3.28,0.3200000000000003,-0.2200000000000002,3.324,3.47,3.15,0.3200000000000003,-0.30000000000000027,3.37,3.55,3.15,0.3999999999999999,-0.25,450124,839242,203767,635475,200705
2018-02-11,3.23,3.3,3.2,0.09999999999999964,0.0,3.336,3.4,3.25,0.1499999999999999,-0.10000000000000009,3.14,3.2,2.95,0.25,-0.25,3.204,3.3,2.95,0.34999999999999964,-0.2999999999999998,467140,1200031,179516,1020515,1012011
2018-02-18,2.975,3.0,2.95,0.04999999999999982,0.0,3.05,3.1,3.0,0.10000000000000009,-0.10000000000000009,2.95,2.95,2.95,0.0,0.0,2.975,3.0,2.95,0.04999999999999982,-0.04999999999999982,1016729,2982813,217733,2765080,-2765080
2018-02-25,3.0700000000000003,3.45,2.95,0.5,0.5,3.238,3.55,3.0,0.5499999999999998,0.54,3.02,3.35,2.9,0.4500000000000002,0.3999999999999999,3.19,3.5,2.97,0.5299999999999998,0.4500000000000002,1046394,1932262,614517,1317745,-156428
2018-03-04,3.65,3.75,3.45,0.2999999999999998,0.2999999999999998,3.766,3.8,3.75,0.04999999999999982,-0.04999999999999982,3.546,3.7,3.4,0.30000000000000027,0.0,3.66,3.75,3.55,0.20000000000000018,-0.050000000000000266,652709,1275368,88934,1186434,364520
2018-03-11,3.69,3.75,3.55,0.20000000000000018,0.10000000000000009,3.83,3.9,3.75,0.1499999999999999,0.1499999999999999,3.63,3.7,3.55,0.15000000000000036,0.050000000000000266,3.73,3.85,3.65,0.20000000000000018,0.1499999999999999,751001,1350436,314831,1035605,539015
2018-03-18,3.85,3.9,3.75,0.1499999999999999,0.04999999999999982,3.944,3.97,3.9,0.07000000000000028,0.020000000000000018,3.75,3.85,3.65,0.20000000000000018,0.09999999999999964,3.85,3.9,3.8,0.10000000000000009,-0.10000000000000009,477903,639196,359033,280163,-250596
2018-03-25,3.8625,3.9,3.8,0.10000000000000009,0.10000000000000009,3.925,3.95,3.9,0.050000000000000266,0.0,3.75,3.8,3.7,0.09999999999999964,0.04999999999999982,3.85,3.9,3.8,0.10000000000000009,-0.050000000000000266,341599,407356,313862,93494,-93494
2018-04-01,3.79,3.85,3.75,0.10000000000000009,0.050000000000000266,3.876,3.95,3.8,0.15000000000000036,0.04999999999999982,3.7,3.75,3.65,0.10000000000000009,-0.050000000000000266,3.8,3.9,3.75,0.1499999999999999,0.0,305567,407214,234538,172676,168665
2018-04-08,3.78,3.9,3.7,0.19999999999999973,0.04999999999999982,3.85,3.9,3.8,0.10000000000000009,-0.050000000000000266,3.64,3.7,3.5,0.20000000000000018,0.10000000000000009,3.7640000000000002,3.9,3.7,0.19999999999999973,-0.04999999999999982,378703,658026,204789,453237,-234730
2018-04-15,3.69,3.7,3.65,0.050000000000000266,0.0,3.77,3.8,3.75,0.04999999999999982,0.04999999999999982,3.614,3.65,3.6,0.04999999999999982,0.04999999999999982,3.694,3.75,3.65,0.10000000000000009,0.10000000000000009,340479,449607,252918,196689,50137
2018-04-22,3.65,3.75,3.55,0.20000000000000018,-0.20000000000000018,3.714,3.8,3.6,0.19999999999999973,-0.1499999999999999,3.55,3.55,3.55,0.0,0.0,3.606,3.7,3.55,0.15000000000000036,-0.03000000000000025,253811,333011,190654,142357,-79871
2018-04-29,3.7800000000000002,4.0,3.6,0.3999999999999999,0.0,3.87,4.25,3.6,0.6499999999999999,-0.1499999999999999,3.582,3.86,3.35,0.5099999999999998,-0.1499999999999999,3.66,3.95,3.4,0.5500000000000003,-0.25,1095877,2493335,426613,2066722,278717
2018-05-06,3.62,3.75,3.45,0.2999999999999998,0.2999999999999998,3.816,3.85,3.75,0.10000000000000009,0.050000000000000266,3.524,3.75,3.37,0.3799999999999999,0.3500000000000001,3.69,3.8,3.55,0.25,0.1499999999999999,1727431,4237048,309271,3927777,-2432979
