Date,Direxion Daily Energy Bull 3X Shares_Open_average,Direxion Daily Energy Bull 3X Shares_Open_max,Direxion Daily Energy Bull 3X Shares_Open_min,Direxion Daily Energy Bull 3X Shares_Open_volatility,Direxion Daily Energy Bull 3X Shares_Open_change,Direxion Daily Energy Bull 3X Shares_High_average,Direxion Daily Energy Bull 3X Shares_High_max,Direxion Daily Energy Bull 3X Shares_High_min,Direxion Daily Energy Bull 3X Shares_High_volatility,Direxion Daily Energy Bull 3X Shares_High_change,Direxion Daily Energy Bull 3X Shares_Low_average,Direxion Daily Energy Bull 3X Shares_Low_max,Direxion Daily Energy Bull 3X Shares_Low_min,Direxion Daily Energy Bull 3X Shares_Low_volatility,Direxion Daily Energy Bull 3X Shares_Low_change,Direxion Daily Energy Bull 3X Shares_Close_average,Direxion Daily Energy Bull 3X Shares_Close_max,Direxion Daily Energy Bull 3X Shares_Close_min,Direxion Daily Energy Bull 3X Shares_Close_volatility,Direxion Daily Energy Bull 3X Shares_Close_change
2018-01-14,411.5,411.5,411.5,0.0,0.0,436.9,436.9,436.9,0.0,0.0,411.5,411.5,411.5,0.0,0.0,436.9,436.9,436.9,0.0,0.0
2018-01-21,423.0,423.0,423.0,0.0,0.0,427.1,427.1,427.1,0.0,0.0,406.6,406.6,406.6,0.0,0.0,408.7,408.7,408.7,0.0,0.0
2018-01-28,333.2,333.2,333.2,0.0,0.0,345.7,345.7,345.7,0.0,0.0,287.4,287.4,287.4,0.0,0.0,302.0,302.0,302.0,0.0,0.0
2018-02-04,277.3,277.3,277.3,0.0,0.0,288.7,288.7,288.7,0.0,0.0,273.0,273.0,273.0,0.0,0.0,280.0,280.0,280.0,0.0,0.0
2018-02-11,282.3,282.3,282.3,0.0,0.0,291.8,291.8,291.8,0.0,0.0,278.64,278.64,278.64,0.0,0.0,283.5,283.5,283.5,0.0,0.0
2018-02-18,295.8,295.8,295.8,0.0,0.0,298.3,298.3,298.3,0.0,0.0,291.4,291.4,291.4,0.0,0.0,296.6,296.6,296.6,0.0,0.0
2018-02-25,264.2,264.2,264.2,0.0,0.0,278.5,278.5,278.5,0.0,0.0,262.75,262.75,262.75,0.0,0.0,275.8,275.8,275.8,0.0,0.0
2018-03-04,284.6,284.6,284.6,0.0,0.0,291.0,291.0,291.0,0.0,0.0,280.5,280.5,280.5,0.0,0.0,284.5,284.5,284.5,0.0,0.0
2018-03-11,274.4,274.4,274.4,0.0,0.0,274.7,274.7,274.7,0.0,0.0,258.8,258.8,258.8,0.0,0.0,263.3,263.3,263.3,0.0,0.0
2018-03-18,277.8,277.8,277.8,0.0,0.0,283.8,283.8,283.8,0.0,0.0,268.2,268.2,268.2,0.0,0.0,282.5,282.5,282.5,0.0,0.0
2018-03-25,270.6,270.6,270.6,0.0,0.0,272.9,272.9,272.9,0.0,0.0,244.4,244.4,244.4,0.0,0.0,258.2,258.2,258.2,0.0,0.0
2018-04-01,277.2,277.2,277.2,0.0,0.0,286.6,286.6,286.6,0.0,0.0,273.5,273.5,273.5,0.0,0.0,276.1,276.1,276.1,0.0,0.0
2018-04-08,325.1,325.1,325.1,0.0,0.0,337.4,337.4,337.4,0.0,0.0,320.3,320.3,320.3,0.0,0.0,332.9,332.9,332.9,0.0,0.0
2018-04-15,344.9,344.9,344.9,0.0,0.0,355.1,355.1,355.1,0.0,0.0,339.7,339.7,339.7,0.0,0.0,354.8,354.8,354.8,0.0,0.0
2018-04-22,352.9,352.9,352.9,0.0,0.0,366.97,366.97,366.97,0.0,0.0,352.8,352.8,352.8,0.0,0.0,355.1,355.1,355.1,0.0,0.0
2018-04-29,363.6,363.6,363.6,0.0,0.0,379.9,379.9,379.9,0.0,0.0,354.55,354.55,354.55,0.0,0.0,356.4,356.4,356.4,0.0,0.0
2018-05-06,400.5,400.5,400.5,0.0,0.0,411.05,411.05,411.05,0.0,0.0,400.31,400.31,400.31,0.0,0.0,405.7,405.7,405.7,0.0,0.0
2018-05-13,425.1,425.1,425.1,0.0,0.0,431.0,431.0,431.0,0.0,0.0,419.3,419.3,419.3,0.0,0.0,430.4,430.4,430.4,0.0,0.0
2018-05-20,372.0,372.0,372.0,0.0,0.0,373.1,373.1,373.1,0.0,0.0,351.0,351.0,351.0,0.0,0.0,362.5,362.5,362.5,0.0,0.0
2018-05-27,390.3,390.3,390.3,0.0,0.0,400.0,400.0,400.0,0.0,0.0,374.4,374.4,374.4,0.0,0.0,376.9,376.9,376.9,0.0,0.0
2018-06-03,394.3,394.3,394.3,0.0,0.0,406.1,406.1,406.1,0.0,0.0,391.9,391.9,391.9,0.0,0.0,399.8,399.8,399.8,0.0,0.0
2018-06-10,357.8,357.8,357.8,0.0,0.0,378.33,378.33,378.33,0.0,0.0,357.8,357.8,357.8,0.0,0.0,371.2,371.2,371.2,0.0,0.0
2018-06-17,368.3,368.3,368.3,0.0,0.0,368.6,368.6,368.6,0.0,0.0,340.92,340.92,340.92,0.0,0.0,347.2,347.2,347.2,0.0,0.0
2018-06-24,372.9,372.9,372.9,0.0,0.0,372.9,372.9,372.9,0.0,0.0,357.8,357.8,357.8,0.0,0.0,363.4,363.4,363.4,0.0,0.0
2018-07-01,382.5,382.5,382.5,0.0,0.0,394.3,394.3,394.3,0.0,0.0,382.1,382.1,382.1,0.0,0.0,392.9,392.9,392.9,0.0,0.0
2018-07-08,372.5,372.5,372.5,0.0,0.0,378.0,378.0,378.0,0.0,0.0,360.6,360.6,360.6,0.0,0.0,370.3,370.3,370.3,0.0,0.0
2018-07-15,366.4,366.4,366.4,0.0,0.0,366.76,366.76,366.76,0.0,0.0,356.0,356.0,356.0,0.0,0.0,358.0,358.0,358.0,0.0,0.0
2018-07-22,396.9,396.9,396.9,0.0,0.0,401.7,401.7,401.7,0.0,0.0,393.1,393.1,393.1,0.0,0.0,397.8,397.8,397.8,0.0,0.0
2018-07-29,370.3,370.3,370.3,0.0,0.0,375.5,375.5,375.5,0.0,0.0,363.0,363.0,363.0,0.0,0.0,370.3,370.3,370.3,0.0,0.0
2018-08-05,362.9,362.9,362.9,0.0,0.0,367.8,367.8,367.8,0.0,0.0,351.8,351.8,351.8,0.0,0.0,352.4,352.4,352.4,0.0,0.0
2018-08-12,327.9,327.9,327.9,0.0,0.0,336.5,336.5,336.5,0.0,0.0,326.4,326.4,326.4,0.0,0.0,333.0,333.0,333.0,0.0,0.0
2018-08-19,356.2,356.2,356.2,0.0,0.0,361.6,361.6,361.6,0.0,0.0,354.3,354.3,354.3,0.0,0.0,360.4,360.4,360.4,0.0,0.0
2018-08-26,356.0,356.0,356.0,0.0,0.0,356.0,356.0,356.0,0.0,0.0,346.1,346.1,346.1,0.0,0.0,350.5,350.5,350.5,0.0,0.0
2018-09-02,331.3,331.3,331.3,0.0,0.0,336.01,336.01,336.01,0.0,0.0,326.3,326.3,326.3,0.0,0.0,326.4,326.4,326.4,0.0,0.0
2018-09-09,349.2,349.2,349.2,0.0,0.0,355.1,355.1,355.1,0.0,0.0,345.8,345.8,345.8,0.0,0.0,347.8,347.8,347.8,0.0,0.0
2018-09-16,374.4,374.4,374.4,0.0,0.0,386.1,386.1,386.1,0.0,0.0,374.4,374.4,374.4,0.0,0.0,381.5,381.5,381.5,0.0,0.0
2018-09-23,378.0,378.0,378.0,0.0,0.0,393.0,393.0,393.0,0.0,0.0,378.0,378.0,378.0,0.0,0.0,389.6,389.6,389.6,0.0,0.0
2018-09-30,385.0,385.0,385.0,0.0,0.0,394.6,394.6,394.6,0.0,0.0,381.1,381.1,381.1,0.0,0.0,393.1,393.1,393.1,0.0,0.0
2018-10-07,331.1,331.1,331.1,0.0,0.0,334.4,334.4,334.4,0.0,0.0,322.0,322.0,322.0,0.0,0.0,322.3,322.3,322.3,0.0,0.0
