Date,ALOT_stock_Open_average,ALOT_stock_Open_max,ALOT_stock_Open_min,ALOT_stock_Open_volatility,ALOT_stock_Open_change,ALOT_stock_High_average,ALOT_stock_High_max,ALOT_stock_High_min,ALOT_stock_High_volatility,ALOT_stock_High_change,ALOT_stock_Low_average,ALOT_stock_Low_max,ALOT_stock_Low_min,ALOT_stock_Low_volatility,ALOT_stock_Low_change,ALOT_stock_Close_average,ALOT_stock_Close_max,ALOT_stock_Close_min,ALOT_stock_Close_volatility,ALOT_stock_Close_change,ALOT_stock_Volume_average,ALOT_stock_Volume_max,ALOT_stock_Volume_min,ALOT_stock_Volume_volatility,ALOT_stock_Volume_change
2018-01-14,14.0375,14.3,13.9,0.40000000000000036,0.09999999999999964,14.065,14.3,13.95,0.3500000000000014,-0.009999999999999787,13.7375,13.85,13.5,0.34999999999999964,0.34999999999999964,13.925,14.0,13.85,0.15000000000000036,-0.05000000000000071,10936,27535,2732,24803,-2145
2018-01-21,13.816,13.88,13.75,0.13000000000000078,-0.08000000000000007,13.92,14.05,13.8,0.25,-0.120000000000001,13.77,13.8,13.75,0.05000000000000071,-0.05000000000000071,13.82,13.85,13.8,0.049999999999998934,0.049999999999998934,26819,57318,1128,56190,-18300
2018-01-28,13.612,13.8,13.2,0.6000000000000014,-0.5500000000000007,13.73,13.9,13.45,0.45000000000000107,-0.45000000000000107,13.48,13.75,13.12,0.6300000000000008,-0.6300000000000008,13.56,13.85,13.25,0.5999999999999996,-0.5500000000000007,7957,12295,4253,8042,-897
2018-02-04,12.85,13.05,12.7,0.3500000000000014,-0.3500000000000014,13.21,13.6,13.0,0.5999999999999996,0.5,12.77,12.9,12.55,0.34999999999999964,-0.15000000000000036,13.07,13.6,12.85,0.75,0.75,14593,27769,4845,22924,4156
2018-02-11,13.386,13.55,13.15,0.40000000000000036,-0.40000000000000036,13.482,13.61,13.35,0.2599999999999998,-0.1999999999999993,13.16,13.35,12.85,0.5,0.3000000000000007,13.346,13.45,13.25,0.1999999999999993,-0.019999999999999574,17103,39092,424,38668,-7995
2018-02-18,13.3625,13.45,13.15,0.29999999999999893,-0.25,13.485,13.59,13.45,0.14000000000000057,0.0,13.2825,13.39,13.14,0.25,-0.16000000000000014,13.3575,13.45,13.3,0.14999999999999858,0.0,5492,9553,317,9236,4105
2018-02-25,13.428,13.74,13.05,0.6899999999999995,0.29999999999999893,13.606,13.89,13.35,0.5400000000000009,-0.5400000000000009,13.342,13.6,13.05,0.5499999999999989,0.29999999999999893,13.49,13.7,13.3,0.3999999999999986,-0.3000000000000007,9103,27286,189,27097,-27097
2018-03-04,13.604,13.7,13.52,0.17999999999999972,0.030000000000001137,13.766,13.85,13.68,0.16999999999999993,0.049999999999998934,13.43,13.55,13.3,0.25,0.05000000000000071,13.536,13.75,13.3,0.4499999999999993,0.22000000000000064,7662,15438,1129,14309,-14309
2018-03-11,14.07,14.75,13.45,1.3000000000000007,1.1499999999999986,14.47,15.05,13.45,1.6000000000000014,1.1500000000000004,13.83,14.5,13.3,1.1999999999999993,0.7999999999999989,14.054,14.65,13.45,1.200000000000001,0.7700000000000014,80497,337785,2510,335275,27686
2018-03-18,14.72,15.2,14.1,1.0999999999999996,0.9000000000000004,15.156,15.7,14.38,1.3199999999999985,0.6199999999999992,14.524000000000001,15.05,13.76,1.290000000000001,0.8000000000000007,14.95,15.5,14.25,1.25,0.75,38969,74291,19175,55116,365
2018-03-25,15.29,15.65,15.1,0.5500000000000007,0.5500000000000007,15.685,15.89,15.4,0.4900000000000002,0.34999999999999964,15.04,15.45,14.7,0.75,0.75,15.35,15.65,15.1,0.5500000000000007,0.34999999999999964,63851,176676,17030,159646,3945
2018-04-01,15.91,16.2,15.45,0.75,0.75,16.099999999999998,16.2,15.75,0.4499999999999993,0.4499999999999993,15.758000000000001,16.05,15.43,0.620000000000001,0.370000000000001,15.98,16.1,15.7,0.40000000000000213,0.3500000000000014,29409,43904,22031,21873,-416
2018-04-08,16.34,16.55,16.1,0.4499999999999993,0.4499999999999993,16.54,17.0,16.15,0.8500000000000014,0.8500000000000014,16.214000000000002,16.55,15.55,1.0,1.0,16.490000000000002,16.95,16.1,0.8499999999999979,0.8499999999999979,43146,91831,9416,82415,74036
2018-04-15,17.57,17.85,16.75,1.1000000000000014,1.0500000000000007,18.068,18.4,17.85,0.5499999999999972,0.29999999999999716,17.43,17.65,16.75,0.8999999999999986,0.75,17.76,17.85,17.65,0.20000000000000284,-0.10000000000000142,36359,99106,6017,93089,-66316
2018-04-22,17.556,17.85,16.83,1.0200000000000031,-1.0200000000000031,18.14,18.8,17.7,1.1000000000000014,-0.5499999999999972,17.262,17.5,16.8,0.6999999999999993,-0.6999999999999993,17.63,17.9,17.55,0.34999999999999787,0.0,31480,103823,4105,99718,-91830
2018-04-29,18.048,18.44,17.45,0.990000000000002,0.990000000000002,18.349999999999998,18.65,17.95,0.6999999999999993,0.6999999999999993,17.948,18.3,17.45,0.8500000000000014,0.8500000000000014,18.240000000000002,18.55,17.85,0.6999999999999993,0.6999999999999993,10086,21170,2791,18379,-4267
2018-05-06,19.009999999999998,19.2,18.75,0.4499999999999993,0.3999999999999986,19.29,19.5,19.0,0.5,0.1999999999999993,18.93,19.15,18.7,0.4499999999999993,0.4499999999999993,19.182,19.45,18.91,0.5399999999999991,0.5399999999999991,17126,33559,5276,28283,-11800
2018-05-13,19.408,19.64,19.0,0.6400000000000006,0.19000000000000128,19.73,19.9,19.55,0.34999999999999787,0.05000000000000071,19.244,19.55,18.95,0.6000000000000014,0.15000000000000213,19.57,19.65,19.5,0.14999999999999858,0.04999999999999716,16127,26286,10381,15905,-15905
