Date,IARTStock_Open_average,IARTStock_Open_max,IARTStock_Open_min,IARTStock_Open_volatility,IARTStock_Open_change,IARTStock_High_average,IARTStock_High_max,IARTStock_High_min,IARTStock_High_volatility,IARTStock_High_change,IARTStock_Low_average,IARTStock_Low_max,IARTStock_Low_min,IARTStock_Low_volatility,IARTStock_Low_change,IARTStock_Close_average,IARTStock_Close_max,IARTStock_Close_min,IARTStock_Close_volatility,IARTStock_Close_change,IARTStock_Volume_average,IARTStock_Volume_max,IARTStock_Volume_min,IARTStock_Volume_volatility,IARTStock_Volume_change
2018-01-14,50.2975,50.71,50.1,0.6099999999999994,-0.5900000000000034,50.832499999999996,51.16,50.42,0.7399999999999949,0.0799999999999983,49.83,50.12,49.61,0.509999999999998,0.509999999999998,50.29,51.15,49.84,1.3099999999999952,1.3099999999999952,372311,522475,287296,235179,-77884
2018-01-21,51.29,52.22,50.61,1.6099999999999994,1.1499999999999986,51.926,53.23,51.24,1.9899999999999949,1.779999999999994,50.83,51.54,50.04,1.5,0.6499999999999986,51.676,53.18,50.45,2.729999999999997,1.7299999999999969,392875,537932,300436,237496,234706
2018-01-28,52.858,53.19,52.36,0.8299999999999983,-0.0899999999999963,53.434,53.71,53.3,0.4100000000000037,-0.4100000000000037,52.622,53.19,52.36,0.8299999999999983,-0.5599999999999952,53.08,53.49,52.66,0.8300000000000054,-0.46999999999999886,337828,377226,257607,119619,49367
2018-02-04,51.178000000000004,52.81,49.59,3.219999999999999,-3.219999999999999,52.032000000000004,53.17,50.09,3.0799999999999983,-3.0799999999999983,49.936,51.49,47.99,3.5,-3.5,50.516,51.92,49.15,2.770000000000003,-2.5799999999999983,665184,894870,428329,466541,-97123
2018-02-11,50.184,51.28,49.37,1.9100000000000037,1.7800000000000011,51.188,52.55,50.22,2.3299999999999983,2.1899999999999977,49.96,51.22,49.27,1.9499999999999957,1.8500000000000014,50.814,52.26,49.75,2.509999999999998,2.269999999999996,453006,790644,336347,454297,379569
2018-02-18,52.2325,53.0,51.62,1.3800000000000026,0.8999999999999986,53.17,54.16,52.26,1.8999999999999986,1.8999999999999986,52.004999999999995,53.0,51.48,1.5200000000000031,1.5200000000000031,52.7,54.07,51.63,2.4399999999999977,2.4399999999999977,478674,612330,348695,263635,238209
2018-02-25,53.376,54.55,51.45,3.0999999999999943,-2.5700000000000003,54.036,55.09,52.81,2.280000000000001,-2.280000000000001,52.174,53.26,51.36,1.8999999999999986,-1.8099999999999952,53.158,54.96,51.72,3.240000000000002,-2.259999999999998,622994,888550,381369,507181,-191667
2018-03-04,53.26,54.07,52.47,1.6000000000000014,1.6000000000000014,54.016,54.91,53.2,1.7099999999999937,1.1299999999999955,52.8,53.5,51.87,1.6300000000000026,1.1300000000000026,53.702,54.85,53.08,1.7700000000000031,1.7700000000000031,453325,713623,365238,348385,-319
2018-03-11,55.967999999999996,56.32,54.91,1.4100000000000037,1.4100000000000037,56.782000000000004,57.61,56.06,1.5499999999999972,1.5499999999999972,55.548,56.01,54.45,1.5599999999999952,1.5599999999999952,56.366,57.38,55.77,1.6099999999999994,1.6099999999999994,644145,1034456,388125,646331,646331
2018-03-18,56.660000000000004,57.32,55.74,1.5799999999999983,-1.3900000000000006,57.314,58.17,56.46,1.7100000000000009,-0.9299999999999997,55.62,56.78,54.03,2.75,-2.1099999999999994,56.083999999999996,56.94,54.15,2.789999999999999,-2.530000000000001,508078,823349,361917,461432,-317820
2018-03-25,55.302499999999995,55.91,54.83,1.0799999999999983,0.030000000000001137,55.955,56.15,55.67,0.4799999999999969,0.36999999999999744,54.455,55.16,53.47,1.6899999999999977,1.0399999999999991,55.33,55.64,54.72,0.9200000000000017,-0.29999999999999716,515361,696166,391213,304953,-304953
2018-04-01,55.128,56.12,54.21,1.9099999999999966,0.14000000000000057,55.958,56.46,55.09,1.3699999999999974,0.6500000000000057,54.15,55.6,53.43,2.1700000000000017,0.529999999999994,55.088,56.0,54.05,1.9500000000000028,0.5400000000000063,438581,538045,359959,178086,151155
2018-04-08,55.327999999999996,55.92,54.79,1.1300000000000026,1.1300000000000026,55.910000000000004,56.27,55.51,0.7600000000000051,0.5100000000000051,54.872,55.49,54.35,1.1400000000000006,0.519999999999996,55.282000000000004,55.79,54.54,1.25,0.730000000000004,371353,408709,343272,65437,26574
2018-04-15,56.186,56.94,55.6,1.3399999999999963,0.4399999999999977,56.79,57.4,56.29,1.1099999999999994,0.3499999999999943,55.462,56.18,54.81,1.3699999999999974,-0.5300000000000011,56.29,56.96,55.89,1.0700000000000003,0.3100000000000023,454519,570510,299134,271376,151478
