Date,ALXN_stock_Open_average,ALXN_stock_Open_max,ALXN_stock_Open_min,ALXN_stock_Open_volatility,ALXN_stock_Open_change,ALXN_stock_High_average,ALXN_stock_High_max,ALXN_stock_High_min,ALXN_stock_High_volatility,ALXN_stock_High_change,ALXN_stock_Low_average,ALXN_stock_Low_max,ALXN_stock_Low_min,ALXN_stock_Low_volatility,ALXN_stock_Low_change,ALXN_stock_Close_average,ALXN_stock_Close_max,ALXN_stock_Close_min,ALXN_stock_Close_volatility,ALXN_stock_Close_change,ALXN_stock_Volume_average,ALXN_stock_Volume_max,ALXN_stock_Volume_min,ALXN_stock_Volume_volatility,ALXN_stock_Volume_change
2018-03-25,111.1525,112.41,109.2,3.2099999999999937,-1.1599999999999966,112.545,113.21,111.95,1.259999999999991,0.7799999999999869,107.9825,108.61,107.51,1.0999999999999943,0.8799999999999955,110.4875,111.55,108.33,3.219999999999999,-0.09000000000000341,2455711,2944210,1802001,1142209,-1142209
2018-04-01,109.168,111.93,106.15,5.780000000000001,-1.9899999999999949,111.08,112.41,109.08,3.3299999999999983,-0.4200000000000017,107.078,108.49,106.1,2.3900000000000006,0.8800000000000097,109.236,111.51,107.48,4.030000000000001,0.5999999999999943,1780537,2398695,1313216,1085479,450163
2018-04-08,111.694,112.47,109.93,2.539999999999992,2.3999999999999915,113.094,113.75,112.08,1.6700000000000017,0.9200000000000017,110.34,111.22,108.76,2.4599999999999937,2.0999999999999943,111.51,113.46,110.63,2.8299999999999983,0.75,1578635,2116198,1220905,895293,-895293
2018-04-15,112.05,113.61,110.0,3.6099999999999994,-0.5400000000000063,113.3,114.63,112.03,2.5999999999999943,-0.8400000000000034,108.884,112.28,102.1,10.180000000000007,-7.190000000000012,111.048,113.28,107.78,5.5,-1.7000000000000028,2256325,5457250,1024202,4433048,3858369
2018-04-22,111.41,120.64,106.22,14.420000000000002,12.129999999999995,114.472,123.26,107.48,15.780000000000001,11.290000000000006,109.238,117.7,105.45,12.25,10.269999999999996,112.634,121.42,106.04,15.379999999999995,13.540000000000006,2968370,6646709,1485127,5161582,1304478
2018-04-29,116.92999999999999,122.03,113.77,8.260000000000005,-8.260000000000005,118.8,122.63,116.19,6.439999999999998,-5.019999999999996,114.452,117.26,111.84,5.420000000000002,-4.52000000000001,116.232,118.62,113.86,4.760000000000005,-0.8199999999999932,2118609,2542513,1433900,1108613,233640
2018-05-06,116.988,119.81,115.01,4.799999999999997,-0.769999999999996,118.748,119.98,117.47,2.510000000000005,1.2800000000000011,115.022,116.76,112.51,4.25,-0.6500000000000057,117.184,119.66,114.95,4.709999999999994,1.25,1637245,3156107,1027888,2128219,34875
2018-05-13,120.976,121.68,119.71,1.970000000000013,1.4100000000000108,122.494,123.48,121.69,1.7900000000000063,-1.7900000000000063,120.03999999999999,120.58,119.66,0.9200000000000017,0.45000000000000284,121.524,122.85,121.0,1.8499999999999943,-1.7800000000000011,1317641,2052817,755982,1296835,-954014
2018-05-20,118.922,121.5,117.17,4.329999999999998,-4.329999999999998,119.712,121.56,118.2,3.3599999999999994,-3.3599999999999994,117.524,118.34,116.46,1.8800000000000097,-0.9200000000000017,118.278,119.37,117.14,2.230000000000004,-1.6300000000000097,1028068,1200499,810465,390034,-220365
2018-05-27,116.555,117.02,116.25,0.769999999999996,0.5,117.8025,119.45,116.75,2.700000000000003,1.740000000000009,115.2625,116.11,114.36,1.75,1.75,116.8375,119.01,115.73,3.280000000000001,3.280000000000001,1394504,1444288,1348705,95583,80922
2018-06-03,119.61,120.74,118.53,2.2099999999999937,-0.45999999999999375,120.54,121.65,118.87,2.780000000000001,-1.759999999999991,117.948,119.35,116.47,2.8799999999999955,-1.7999999999999972,119.322,120.61,118.33,2.280000000000001,-1.4500000000000028,1134344,1766983,828470,938513,-756672
2018-06-10,118.196,120.0,116.45,3.549999999999997,1.8799999999999955,119.828,121.85,118.31,3.539999999999992,3.539999999999992,117.232,118.99,115.67,3.319999999999993,2.9099999999999966,118.832,121.52,116.7,4.819999999999993,4.819999999999993,1315712,2212231,853621,1358610,1358610
2018-06-17,122.004,125.71,117.72,7.989999999999995,5.659999999999997,124.50999999999999,128.64,120.5,8.139999999999986,8.139999999999986,121.222,125.37,117.3,8.070000000000007,8.070000000000007,123.696,127.57,118.67,8.899999999999991,8.899999999999991,1471474,2326965,1044112,1282853,1045557
2018-06-24,123.778,126.89,121.8,5.090000000000003,-4.409999999999997,125.23,127.14,123.58,3.5600000000000023,-1.8900000000000006,121.542,123.67,119.57,4.1000000000000085,-1.7600000000000051,122.982,124.83,121.66,3.1700000000000017,-0.6799999999999926,1254914,1427884,1095553,332331,-332331
2018-07-01,126.64,129.1,124.17,4.929999999999993,4.929999999999993,128.305,132.48,125.22,7.259999999999991,7.259999999999991,125.08500000000001,128.27,122.0,6.27000000000001,6.27000000000001,127.76,132.2,125.0,7.199999999999989,7.199999999999989,1119502,1464468,619312,845156,169454
2018-07-08,132.386,134.48,131.11,3.369999999999976,1.549999999999983,133.522,136.47,131.79,4.680000000000007,3.4799999999999898,131.092,134.0,129.71,4.289999999999992,4.189999999999998,132.954,135.87,131.12,4.75,4.289999999999992,1278727,1618371,825278,793093,93618
2018-07-15,135.228,136.27,133.94,2.3300000000000125,-1.3400000000000034,136.476,137.9,135.78,2.1200000000000045,-1.0900000000000034,134.074,134.44,133.78,0.6599999999999966,0.20999999999997954,135.376,136.4,134.58,1.8199999999999932,0.5799999999999841,1275929,1543322,977556,565766,293025
2018-07-22,136.148,137.86,135.16,2.700000000000017,1.450000000000017,137.15800000000002,138.77,135.17,3.6000000000000227,1.7300000000000182,132.766,134.42,130.5,3.9199999999999875,-2.9499999999999886,135.08,137.18,131.83,5.349999999999994,-2.75,1770471,2464076,1200355,1263721,1263721
2018-07-29,130.79,132.33,126.99,5.340000000000018,-4.450000000000003,131.814,133.72,128.0,5.719999999999999,-4.449999999999989,127.946,131.77,122.81,8.960000000000008,-6.599999999999994,129.428,132.99,123.67,9.320000000000007,-7.839999999999989,2000297,3143521,1284252,1859269,899374
2018-08-05,121.658,123.18,119.54,3.6400000000000006,-3.6400000000000006,122.16,123.7,119.97,3.730000000000004,-3.730000000000004,119.798,121.13,118.15,2.9799999999999898,-2.3900000000000006,121.024,123.36,118.88,4.480000000000004,-4.480000000000004,1552190,1930169,1027326,902843,-902843
2018-08-12,117.952,118.96,115.97,2.989999999999995,-1.8900000000000006,119.022,120.61,117.28,3.3299999999999983,-2.7099999999999937,116.358,118.61,114.4,4.209999999999994,-2.799999999999997,117.33,119.68,115.32,4.360000000000014,-2.3700000000000045,1292876,1807140,880659,926481,-147305
2018-08-19,117.06400000000001,118.47,116.01,2.4599999999999937,-1.4599999999999937,117.95,118.47,117.25,1.2199999999999989,-0.519999999999996,115.974,116.68,115.46,1.220000000000013,1.0300000000000011,117.032,117.7,116.17,1.5300000000000011,1.3299999999999983,911892,1342684,622446,720238,-720238
2018-08-26,120.91,122.74,118.28,4.459999999999994,4.459999999999994,122.792,123.74,121.01,2.7299999999999898,2.7299999999999898,120.126,121.78,117.75,4.030000000000001,3.8100000000000023,121.624,122.81,119.97,2.8400000000000034,2.269999999999996,1220942,1712222,757986,954236,14480
2018-09-02,119.365,121.33,116.85,4.480000000000004,-4.480000000000004,120.1775,121.78,117.3,4.480000000000004,-4.480000000000004,117.475,118.82,115.4,3.4199999999999875,-3.1699999999999875,118.5525,120.33,117.27,3.0600000000000023,-1.9300000000000068,963540,1138778,831574,307204,-260635
2018-09-09,118.18599999999999,119.13,117.6,1.5300000000000011,1.1299999999999955,118.834,119.76,118.04,1.7199999999999989,0.8500000000000085,116.858,117.35,116.1,1.25,0.010000000000005116,118.158,119.05,117.52,1.5300000000000011,0.39000000000000057,1055055,1444674,788481,656193,461879
2018-09-16,121.022,125.09,118.19,6.900000000000006,6.740000000000009,122.622,125.5,118.65,6.849999999999994,6.849999999999994,119.966,122.69,117.08,5.609999999999999,4.829999999999998,121.44,124.61,117.81,6.799999999999997,4.179999999999993,1117167,1688980,927726,761254,761254
2018-09-23,132.926,138.16,128.67,9.490000000000009,8.129999999999995,135.63,140.77,130.49,10.280000000000001,10.280000000000001,131.64,137.92,125.63,12.289999999999992,12.289999999999992,134.078,139.01,128.51,10.5,10.5,2833191,3878620,1757302,2121318,-588052
2018-09-30,136.496,139.14,133.61,5.529999999999973,-5.529999999999973,137.752,140.0,136.07,3.930000000000007,-3.930000000000007,133.74200000000002,136.9,130.02,6.8799999999999955,-6.8799999999999955,134.828,137.12,130.82,6.300000000000011,-6.300000000000011,1859518,2386882,1160822,1226060,-183945
2018-10-07,127.366,131.03,122.57,8.460000000000008,-8.460000000000008,128.41,132.27,122.96,9.310000000000016,-9.239999999999995,123.196,128.53,118.16,10.370000000000005,-9.120000000000005,125.056,130.58,119.31,11.27000000000001,-7.52000000000001,1637899,1991085,1356425,634660,485110
2018-10-14,125.36,129.09,121.02,8.070000000000007,5.719999999999999,127.89399999999999,129.57,123.52,6.049999999999997,5.470000000000013,123.708,125.83,120.0,5.829999999999998,5.400000000000006,126.116,128.94,121.49,7.450000000000003,4.400000000000006,1086369,1379552,891174,488378,106956
2018-10-21,120.524,126.79,114.05,12.740000000000009,-12.730000000000004,123.198,127.07,118.77,8.299999999999997,-8.299999999999997,115.538,122.95,110.59,12.36,-9.939999999999998,118.268,123.92,110.99,12.930000000000007,-7.650000000000006,3062708,7219790,1086140,6133650,1117943
2018-10-28,115.432,120.36,111.83,8.530000000000001,2.6899999999999977,118.124,123.18,114.38,8.800000000000011,5.090000000000003,112.578,119.35,109.74,9.61,9.61,116.208,122.82,112.07,10.75,10.559999999999988,1877431,2223563,1530799,692764,-376355
2018-11-04,125.038,127.08,123.26,3.819999999999993,2.9000000000000057,126.442,128.42,124.02,4.3999999999999915,2.5700000000000074,122.91199999999999,125.47,121.44,4.030000000000001,0.5600000000000023,124.846,127.18,123.21,3.970000000000013,0.23000000000000398,1132154,1338468,884265,454203,109793
2018-11-11,119.668,123.52,115.73,7.789999999999992,-4.22999999999999,121.318,123.54,119.93,3.6099999999999994,-3.3900000000000006,116.536,118.32,114.63,3.6899999999999977,-2.1399999999999864,118.306,119.68,116.11,3.5700000000000074,0.020000000000010232,1138868,1321367,903499,417868,105680
2018-11-18,116.9725,118.86,114.06,4.799999999999997,-1.3599999999999994,119.5325,120.44,118.88,1.5600000000000023,1.5600000000000023,115.1925,117.2,113.16,4.040000000000006,3.5900000000000034,117.0225,118.11,115.06,3.049999999999997,3.039999999999992,922747,1464411,384728,1079683,-644539
2018-11-25,120.95400000000001,123.67,118.25,5.420000000000002,3.769999999999996,122.752,124.94,120.64,4.299999999999997,3.519999999999996,119.244,121.85,117.0,4.849999999999994,3.510000000000005,121.852,123.34,119.0,4.340000000000003,4.150000000000006,1299745,1607225,973071,634154,-133264
2018-12-02,122.33,125.66,119.83,5.829999999999998,-3.3700000000000045,124.655,129.36,120.98,8.38000000000001,-6.1499999999999915,119.0,123.09,114.4,8.689999999999998,-8.689999999999998,121.10249999999999,125.47,115.6,9.870000000000005,-9.870000000000005,1527299,1914189,1229654,684535,-132021
2018-12-09,115.542,117.27,111.59,5.679999999999993,-4.060000000000002,116.472,118.76,112.24,6.52000000000001,-3.75,112.444,116.0,108.86,7.140000000000001,-2.8900000000000006,113.67,117.01,109.43,7.579999999999998,-5.219999999999999,1831096,2564620,1395861,1168759,450118
2018-12-16,105.828,110.13,101.19,8.939999999999998,-8.170000000000002,107.984,114.07,102.37,11.699999999999989,-11.699999999999989,101.594,108.21,93.67,14.539999999999992,-14.539999999999992,102.83,109.53,94.63,14.900000000000006,-14.900000000000006,2998889,5336786,2012300,3324486,3177496
2018-12-23,95.6325,98.52,93.23,5.289999999999992,5.289999999999992,97.975,99.27,96.57,2.700000000000003,2.700000000000003,94.24000000000001,96.57,92.56,4.009999999999991,4.009999999999991,96.78,98.1,93.94,4.159999999999997,3.269999999999996,1648499,1945266,1407224,538042,-367581
2018-12-30,98.9825,101.88,95.84,6.039999999999992,3.819999999999993,102.50999999999999,107.3,99.05,8.25,7.489999999999995,98.1175,101.8,95.16,6.640000000000001,5.409999999999997,100.405,106.0,97.36,8.64,8.64,2079156,3296547,1310388,1986159,1039554
2019-01-06,108.62400000000001,110.68,105.65,5.030000000000001,5.030000000000001,110.646,111.53,108.98,2.549999999999997,2.549999999999997,107.084,108.75,104.7,4.049999999999997,4.049999999999997,109.714,111.13,107.94,3.1899999999999977,3.1899999999999977,1622130,1983675,1339548,644127,-644127
2019-01-13,111.48,115.7,108.17,7.530000000000001,5.680000000000007,113.822,117.37,110.33,7.040000000000006,7.040000000000006,110.148,113.54,107.53,6.010000000000005,6.010000000000005,112.536,117.05,107.58,9.469999999999999,9.469999999999999,2048827,2528349,1681793,846556,846556
2019-01-20,116.6625,118.98,115.14,3.8400000000000034,3.700000000000003,118.2175,121.59,115.32,6.27000000000001,6.27000000000001,115.43,118.37,112.14,6.230000000000004,6.230000000000004,117.66,121.44,114.29,7.1499999999999915,7.1499999999999915,2095282,2841642,1501610,1340032,-1340032
2019-01-27,120.932,124.44,119.32,5.1200000000000045,4.569999999999993,122.27,126.51,119.99,6.52000000000001,6.510000000000005,119.074,123.15,117.0,6.150000000000006,6.150000000000006,121.87599999999999,126.28,119.21,7.070000000000007,7.070000000000007,1972989,2470357,1427945,1042412,458270
2019-02-03,122.476,128.67,118.03,10.639999999999986,-10.639999999999986,123.506,129.0,120.19,8.810000000000002,-8.810000000000002,119.808,121.56,117.31,4.25,-3.6300000000000097,121.316,123.75,118.79,4.959999999999994,-3.6099999999999994,1922497,3629816,1057608,2572208,-2572208
2019-02-10,123.526,125.44,120.76,4.679999999999993,4.679999999999993,125.358,129.49,121.4,8.090000000000003,8.090000000000003,122.66,125.44,119.28,6.159999999999997,6.159999999999997,124.968,129.42,120.05,9.36999999999999,9.36999999999999,1229672,1701834,969076,732758,330839
2019-02-17,128.6375,129.63,127.93,1.6999999999999886,-0.549999999999983,130.0325,130.41,129.78,0.6299999999999955,0.06999999999999318,127.41499999999999,128.45,126.3,2.1499999999999915,-1.190000000000012,129.0125,129.84,127.55,2.2900000000000063,0.799999999999983,1292283,1758158,1019720,738438,51898
2019-02-24,132.662,135.58,130.5,5.0800000000000125,2.3899999999999864,135.922,137.8,133.37,4.430000000000007,4.430000000000007,132.276,134.37,130.5,3.8700000000000045,2.1599999999999966,135.10999999999999,137.75,133.17,4.5800000000000125,4.5800000000000125,1420905,1574532,1131456,443076,-128648
2019-03-03,133.43200000000002,138.0,127.26,10.739999999999995,-10.739999999999995,133.938,138.32,128.77,9.549999999999983,-9.549999999999983,130.132,134.26,125.7,8.559999999999988,-7.6899999999999835,131.764,136.08,128.17,7.910000000000025,-7.400000000000006,1327201,1667303,1030273,637030,-307879
2019-03-10,133.584,135.87,128.97,6.900000000000006,6.340000000000003,135.412,136.96,132.2,4.760000000000019,4.450000000000017,132.54399999999998,134.62,128.35,6.27000000000001,6.27000000000001,134.604,136.09,132.04,4.050000000000011,4.050000000000011,1473244,2070737,1066753,1003984,764360
2019-03-17,133.428,136.04,130.47,5.569999999999993,-2.1799999999999784,134.794,136.39,133.56,2.829999999999984,-1.4899999999999807,131.246,132.86,130.03,2.8300000000000125,-2.7600000000000193,132.506,134.21,130.21,4.0,-3.299999999999983,1538996,1744496,1005729,738767,-232455
2019-03-24,133.86,136.71,130.29,6.420000000000016,4.210000000000008,135.672,137.5,132.34,5.159999999999997,3.4499999999999886,131.822,133.37,128.3,5.069999999999993,5.069999999999993,134.424,136.79,132.29,4.5,2.890000000000015,1378770,1737728,1106432,631296,-443250
2019-03-31,138.372,140.07,135.58,4.489999999999981,3.3899999999999864,140.18,141.8,137.62,4.180000000000007,4.030000000000001,137.466,139.66,135.09,4.569999999999993,4.460000000000008,139.072,141.2,135.32,5.8799999999999955,5.8799999999999955,1296701,1699749,869886,829863,338437
2019-04-07,139.636,141.38,138.02,3.359999999999985,-2.8100000000000023,140.88,141.86,139.39,2.4700000000000273,-1.8200000000000216,137.24200000000002,138.58,135.83,2.75,-2.75,138.464,141.3,136.2,5.100000000000023,-3.5500000000000114,1001592,1148868,929035,219833,61442
2019-04-14,134.75,138.15,126.66,11.490000000000009,-10.210000000000008,135.9675,139.95,128.22,11.72999999999999,-9.710000000000008,129.7625,136.58,122.68,13.900000000000006,-12.70999999999998,131.5875,137.49,125.91,11.580000000000013,-11.480000000000004,1800306,3078009,855369,2222640,1239577
2019-04-21,130.832,136.0,126.48,9.519999999999996,9.519999999999996,133.876,137.16,129.29,7.8700000000000045,7.8700000000000045,128.698,132.61,126.1,6.510000000000019,6.510000000000019,132.334,135.68,128.96,6.719999999999999,5.609999999999985,1444613,1739569,1245585,493984,252895
2019-04-28,134.656,135.86,133.71,2.1500000000000057,-0.5200000000000102,136.276,136.92,135.41,1.509999999999991,0.9200000000000159,133.25400000000002,134.05,132.21,1.8400000000000034,-0.5,135.076,136.69,133.13,3.5600000000000023,1.4000000000000057,1142572,1347695,987366,360329,-121641
2019-05-05,133.59,135.43,131.42,4.010000000000019,-2.8100000000000023,134.864,137.52,131.96,5.560000000000002,-5.560000000000002,130.974,133.12,127.46,5.660000000000011,-5.179999999999993,133.71800000000002,136.96,131.69,5.27000000000001,-5.27000000000001,1035754,1324078,752707,571371,571371
2019-05-12,128.376,130.6,126.86,3.739999999999995,1.9199999999999875,130.394,131.99,129.14,2.8500000000000227,2.5500000000000114,127.224,129.86,125.61,4.250000000000014,4.250000000000014,128.912,131.4,125.92,5.480000000000004,4.980000000000004,1197941,1647992,838465,809527,-482054
2019-05-19,127.664,129.7,125.86,3.839999999999989,-3.4299999999999926,128.636,129.7,126.69,3.009999999999991,-1.4399999999999977,125.412,127.44,123.12,4.319999999999993,0.21999999999999886,127.212,128.8,125.33,3.470000000000013,-0.0799999999999983,1199131,1593589,973926,619663,-155719
2019-05-26,122.985,127.0,118.56,8.439999999999998,-8.439999999999998,123.525,127.9,118.58,9.320000000000007,-9.320000000000007,119.57,124.68,112.86,11.820000000000007,-11.820000000000007,120.1175,125.0,113.68,11.319999999999993,-11.319999999999993,1642910,2403343,1237649,1165694,1165694
2019-06-02,117.198,119.41,113.97,5.439999999999998,5.439999999999998,118.618,120.28,116.47,3.8100000000000023,3.230000000000004,116.162,118.52,113.31,5.209999999999994,3.8700000000000045,117.516,118.81,114.05,4.760000000000005,4.3500000000000085,1728752,2045747,1339475,706272,-376202
2019-06-09,118.288,120.93,117.11,3.8200000000000074,-1.269999999999996,120.318,122.93,118.4,4.530000000000001,-0.5499999999999972,116.30799999999999,116.77,115.66,1.1099999999999994,0.4200000000000017,117.876,120.65,116.42,4.230000000000004,1.5100000000000051,1515288,1893376,981564,911812,-748454
2019-06-16,123.45,129.11,118.29,10.820000000000007,10.820000000000007,126.63,132.74,122.08,10.66000000000001,10.66000000000001,122.286,125.54,118.29,7.25,7.25,125.5,132.39,120.14,12.249999999999986,12.249999999999986,1782786,3357821,807807,2550014,2293805
2019-06-23,127.726,132.45,125.39,7.059999999999988,-5.809999999999988,129.38400000000001,132.77,126.74,6.030000000000015,-1.5600000000000023,125.044,126.64,123.1,3.5400000000000063,0.29000000000000625,126.912,130.98,125.15,5.829999999999984,3.999999999999986,1698102,2159433,1021104,1138329,187116
2019-06-30,132.7675,134.25,131.33,2.9199999999999875,-0.06999999999999318,133.8875,134.84,132.98,1.8600000000000136,0.5500000000000114,130.565,132.28,129.76,2.5200000000000102,0.1599999999999966,132.2525,134.08,130.3,3.780000000000001,-0.9799999999999898,1212666,1389200,1017115,372085,34715
2019-07-07,125.06400000000001,129.47,121.53,7.939999999999998,-7.939999999999998,125.982,129.47,122.03,7.439999999999998,-7.439999999999998,122.072,124.27,119.53,4.739999999999995,-4.739999999999995,123.53999999999999,125.72,120.82,4.900000000000006,-4.480000000000004,1584876,1841109,1340037,501072,-501072
2019-07-14,122.846,124.12,120.72,3.4000000000000057,3.4000000000000057,124.316,125.14,123.16,1.980000000000004,1.0400000000000063,121.652,122.65,120.59,2.0600000000000023,0.1799999999999926,122.666,123.41,120.8,2.6099999999999994,-2.240000000000009,1360717,1706526,928973,777553,592186
2019-07-21,121.672,125.0,118.97,6.030000000000001,-2.519999999999996,122.77799999999999,125.46,119.91,5.549999999999997,-3.719999999999999,118.14,121.52,113.9,7.61999999999999,-7.349999999999994,119.67399999999999,122.42,114.63,7.790000000000006,-7.689999999999998,2603629,3518759,1544614,1974145,1731599
2019-07-28,113.722,114.81,111.69,3.1200000000000045,-0.6900000000000119,115.47800000000001,116.98,114.31,2.6700000000000017,-0.5499999999999972,111.32600000000001,113.5,109.83,3.6700000000000017,0.9300000000000068,113.47,114.91,112.34,2.569999999999993,-0.01999999999999602,3008275,5524324,1692035,3832289,-3832289
2019-08-04,109.6,111.16,107.92,3.239999999999995,0.7099999999999937,111.1,112.46,109.89,2.569999999999993,1.779999999999987,107.794,108.91,106.79,2.1199999999999903,2.0799999999999983,109.658,112.11,107.9,4.209999999999994,2.0799999999999983,1877205,2680421,1345664,1334757,-1334757
2019-08-11,109.234,110.27,107.84,2.4299999999999926,1.2000000000000028,110.898,112.6,109.66,2.9399999999999977,1.75,108.13,109.57,107.39,2.1799999999999926,2.1799999999999926,109.54,111.47,107.65,3.819999999999993,2.1599999999999966,1684237,2064259,1254773,809486,-352552
2019-08-18,115.28,123.12,112.5,10.620000000000005,10.060000000000002,118.506,125.52,113.91,11.61,9.86999999999999,112.566,114.93,111.4,3.530000000000001,3.230000000000004,115.554,123.49,111.43,12.059999999999988,2.6499999999999915,3791460,7289754,1837091,5452663,3220025
2019-08-25,110.06,112.99,103.0,9.989999999999995,-9.0,111.86,114.21,104.92,9.289999999999992,-8.459999999999994,107.774,110.86,98.94,11.920000000000002,-10.659999999999997,109.204,112.17,100.76,11.409999999999997,-10.899999999999991,3508118,8547570,1561300,6986270,4506565
2019-09-01,98.7475,100.26,95.95,4.310000000000002,-0.1600000000000108,101.535,104.07,100.05,4.019999999999996,3.6899999999999977,97.25,100.1,94.93,5.1699999999999875,5.1699999999999875,99.20750000000001,103.84,95.18,8.659999999999997,8.659999999999997,3887398,6286935,2509607,3777328,-3240829
2019-09-08,107.862,110.14,103.95,6.189999999999998,5.3799999999999955,109.54599999999999,110.64,106.75,3.8900000000000006,2.989999999999995,106.032,107.91,102.5,5.409999999999997,4.730000000000004,108.11200000000001,109.6,106.4,3.1999999999999886,1.0,2498819,3798300,1891446,1906854,-602081
2019-09-15,106.244,108.86,103.65,5.209999999999994,-1.509999999999991,107.938,109.42,106.26,3.1599999999999966,-2.460000000000008,104.736,107.73,102.17,5.560000000000002,-2.3800000000000097,106.268,108.54,102.98,5.560000000000002,-2.220000000000013,2370949,3527070,1450230,2076840,535713
2019-09-22,102.49,106.39,98.76,7.6299999999999955,-7.6299999999999955,103.448,107.0,100.77,6.230000000000004,-6.230000000000004,99.53399999999999,104.52,96.55,7.969999999999999,-7.079999999999998,100.362,104.62,97.77,6.8500000000000085,-6.8500000000000085,1891063,2376078,1521414,854664,-428388
2019-09-29,98.07600000000001,99.26,97.01,2.25,0.9900000000000091,99.166,99.85,98.52,1.3299999999999983,0.7800000000000011,96.45,97.51,95.02,2.490000000000009,-0.8299999999999983,98.08200000000001,99.17,97.48,1.6899999999999977,0.09000000000000341,1554135,1854847,1425051,429796,85349
2019-10-06,97.244,99.13,95.3,3.8299999999999983,0.9599999999999937,98.532,101.16,96.99,4.170000000000002,2.289999999999992,96.058,98.92,94.59,4.329999999999998,2.299999999999997,97.118,99.25,94.84,4.409999999999997,1.9000000000000057,1411650,1741075,1181591,559484,-92990
2019-10-13,101.078,102.8,99.5,3.299999999999997,0.7900000000000063,103.08200000000001,105.13,100.45,4.679999999999993,-2.6899999999999977,99.338,101.5,97.58,3.9200000000000017,-1.1500000000000057,100.812,104.81,98.41,6.400000000000006,-2.930000000000007,1914528,2699812,1439535,1260277,-417448
2019-10-20,103.188,107.86,100.0,7.859999999999999,5.090000000000003,105.162,108.0,101.36,6.640000000000001,4.320000000000007,101.17,104.31,98.53,5.780000000000001,4.789999999999992,103.58,106.63,99.28,7.349999999999994,4.450000000000003,2427752,4396521,1547768,2848753,-254797
