Date,LCII_Open_average,LCII_Open_max,LCII_Open_min,LCII_Open_volatility,LCII_Open_change,LCII_High_average,LCII_High_max,LCII_High_min,LCII_High_volatility,LCII_High_change,LCII_Low_average,LCII_Low_max,LCII_Low_min,LCII_Low_volatility,LCII_Low_change,LCII_Close_average,LCII_Close_max,LCII_Close_min,LCII_Close_volatility,LCII_Close_change,LCII_Volume_average,LCII_Volume_max,LCII_Volume_min,LCII_Volume_volatility,LCII_Volume_change
2018-01-14,126.47,128.35,124.65,3.6999999999999886,-0.75,127.95,128.55,127.05,1.5000000000000142,-0.75,124.63,125.65,123.6,2.0500000000000114,0.9000000000000057,126.1,128.0,123.65,4.349999999999994,2.549999999999997,127814,231853,72088,159765,-42683
2018-01-21,123.32000000000001,129.4,115.15,14.25,-10.649999999999991,125.47,131.5,117.75,13.75,-9.650000000000006,120.18599999999999,127.52,110.21,17.310000000000002,-11.150000000000006,121.79,128.3,113.9,14.400000000000006,-12.699999999999989,203815,457197,70355,386842,167557
2018-01-28,109.88,115.15,104.3,10.850000000000009,-8.700000000000003,111.846,116.2,107.8,8.400000000000006,-6.1499999999999915,107.75,112.75,103.7,9.049999999999997,-9.049999999999997,108.5,114.65,104.7,9.950000000000003,-9.950000000000003,221021,311602,159268,152334,152334
2018-02-04,110.02,115.1,103.4,11.699999999999989,11.699999999999989,113.75,117.75,109.9,7.849999999999994,7.849999999999994,107.82000000000001,112.45,103.4,9.049999999999997,9.049999999999997,112.39,116.95,109.25,7.700000000000003,7.700000000000003,284174,404964,208337,196627,-17169
2018-02-11,116.825,118.75,114.75,4.0,1.6000000000000085,118.2125,119.35,116.55,2.799999999999997,2.1000000000000085,114.4125,116.4,113.45,2.950000000000003,-0.29999999999999716,116.6,118.65,113.75,4.900000000000006,-2.25,165484,217501,124517,92984,53000
2018-02-18,113.21000000000001,114.4,111.65,2.75,0.75,114.996,118.33,112.5,5.829999999999998,2.8299999999999983,111.042,111.91,110.0,1.9099999999999966,-1.9099999999999966,113.58,117.4,111.15,6.25,3.8500000000000085,179461,207400,115536,91864,-4134
2018-02-25,109.68,117.65,105.25,12.400000000000006,-11.900000000000006,111.59,118.4,106.05,12.350000000000009,-6.400000000000006,106.79,110.95,103.4,7.549999999999997,-5.3500000000000085,108.26,111.0,105.75,5.25,-1.8499999999999943,302573,417039,207912,209127,63560
2018-03-04,110.6,111.7,109.5,2.200000000000003,2.049999999999997,112.05,112.9,111.5,1.4000000000000057,0.9000000000000057,108.77,110.3,106.42,3.8799999999999955,2.0999999999999943,110.71,111.35,109.2,2.1499999999999915,-0.5,137746,180878,115474,65404,4249
2018-03-11,110.17,111.65,107.95,3.700000000000003,-1.5500000000000114,111.15,112.4,110.5,1.9000000000000057,-1.75,108.266,109.55,107.1,2.450000000000003,-2.3499999999999943,109.37,110.35,108.1,2.25,-1.7000000000000028,146843,282348,96647,185701,33605
2018-03-18,106.21000000000001,109.15,102.75,6.400000000000006,-5.650000000000006,107.014,109.55,103.25,6.299999999999997,-6.299999999999997,103.572,107.5,100.11,7.390000000000001,-6.75,104.57,109.0,100.95,8.049999999999997,-7.400000000000006,163386,210477,114425,96052,65503
2018-03-25,102.3125,104.05,100.85,3.200000000000003,2.1499999999999915,103.8125,104.9,102.25,2.6500000000000057,1.4500000000000028,100.14,102.35,98.25,4.099999999999994,-2.25,101.375,104.15,98.95,5.200000000000003,-2.0,165954,269017,114976,154041,17297
2018-04-01,100.16,102.5,97.2,5.299999999999997,1.1000000000000085,102.32,104.3,100.55,3.75,1.75,98.97,100.1,96.95,3.1499999999999915,1.8999999999999915,100.49,103.1,98.55,4.549999999999997,1.2999999999999972,159221,211188,105226,105962,-71392
2018-04-08,97.09,101.1,95.1,6.0,-6.0,98.164,102.42,96.7,5.719999999999999,-5.719999999999999,94.99,96.8,93.65,3.1499999999999915,-3.1499999999999915,95.67999999999999,97.05,94.5,2.549999999999997,-1.7000000000000028,282592,361637,188729,172908,-77025
2018-04-15,94.98,96.4,93.3,3.1000000000000085,-2.799999999999997,96.25,98.05,94.2,3.8499999999999943,-2.3999999999999915,93.66,95.9,92.35,3.5500000000000114,-2.5,94.41,96.05,92.9,3.1499999999999915,-3.0999999999999943,152027,200024,92657,107367,-107367
2018-04-22,95.22,98.7,91.9,6.799999999999997,5.300000000000011,96.916,99.3,93.05,6.25,4.6499999999999915,93.38,97.5,90.35,7.150000000000006,4.950000000000003,95.34,98.6,91.8,6.799999999999997,3.5,186304,339387,113007,226380,23209
2018-04-29,96.15,98.1,94.7,3.3999999999999915,-0.5,97.26,100.75,94.85,5.900000000000006,-1.7000000000000028,92.57,97.1,87.7,9.399999999999991,-4.650000000000006,95.96000000000001,98.25,94.4,3.8499999999999943,-1.8499999999999943,330070,552983,206283,346700,212113
2018-05-06,90.26,93.95,88.55,5.400000000000006,-5.400000000000006,91.06,93.95,90.03,3.9200000000000017,-3.549999999999997,87.864,88.62,86.25,2.3700000000000045,-2.3700000000000045,88.51,89.8,86.45,3.3499999999999943,-3.200000000000003,273078,408767,197078,211689,-130128
2018-05-13,88.58,92.3,86.3,6.0,5.6499999999999915,90.288,93.4,87.34,6.060000000000002,6.060000000000002,88.152,91.9,85.66,6.240000000000009,6.240000000000009,89.62,92.85,86.3,6.549999999999997,6.549999999999997,219779,303413,115822,187591,7405
2018-05-20,90.2875,92.95,87.1,5.8500000000000085,-5.8500000000000085,90.7125,93.0,88.45,4.549999999999997,-4.549999999999997,88.4375,92.05,86.65,5.3999999999999915,-5.3999999999999915,89.4,92.2,87.65,4.549999999999997,-4.400000000000006,152775,213097,105512,107585,-24549
2018-05-27,87.88,91.6,83.25,8.349999999999994,-4.049999999999997,89.28,92.25,84.65,7.599999999999994,-4.699999999999989,85.33,89.35,80.95,8.399999999999991,-6.329999999999998,86.88,91.75,82.7,9.049999999999997,-6.099999999999994,323553,678135,143084,535051,519396
2018-06-03,89.93,94.65,82.7,11.950000000000003,11.950000000000003,92.65,95.4,86.9,8.5,8.5,89.476,94.53,82.7,11.829999999999998,11.829999999999998,92.09,94.7,86.6,8.100000000000009,8.100000000000009,321197,442357,206654,235703,-95409
2018-06-10,92.68,95.4,90.75,4.650000000000006,-3.5,93.72,95.4,92.2,3.200000000000003,-1.9000000000000057,90.99,91.85,90.45,1.3999999999999915,-1.3999999999999915,92.09,93.5,91.15,2.3499999999999943,-2.200000000000003,186919,242468,136086,106382,-70272
2018-06-17,93.26,95.9,90.0,5.900000000000006,2.5,94.9,97.3,91.25,6.049999999999997,1.7000000000000028,91.95,94.55,89.9,4.6499999999999915,1.0,93.55,96.35,91.15,5.199999999999989,0.8999999999999915,234910,293677,132360,161317,159509
2018-06-24,91.16,92.1,89.0,3.0999999999999943,-3.0999999999999943,92.59,93.25,92.3,0.9500000000000028,-0.25,90.026,90.7,88.88,1.8200000000000074,-1.4699999999999989,91.32000000000001,91.9,90.15,1.75,-0.3500000000000085,193382,253384,112224,141160,75711
2018-07-01,92.4375,94.2,91.4,2.799999999999997,2.200000000000003,93.5375,94.95,92.0,2.950000000000003,2.950000000000003,91.075,93.5,88.7,4.799999999999997,3.450000000000003,92.8125,94.55,90.5,4.049999999999997,3.549999999999997,129376,174077,67739,106338,72679
2018-07-08,93.18,94.65,91.4,3.25,0.25,94.15,94.9,92.45,2.450000000000003,-0.20000000000000284,91.684,92.4,90.62,1.7800000000000011,0.5,93.11,94.55,92.25,2.299999999999997,0.9000000000000057,146141,210848,96321,114527,31892
2018-07-15,95.99,98.15,93.1,5.050000000000011,3.6500000000000057,97.76,99.7,95.5,4.200000000000003,1.5999999999999943,94.91,97.05,92.95,4.099999999999994,0.20000000000000284,96.6,98.65,94.3,4.3500000000000085,-1.0,190149,259894,89742,170152,144870
2018-07-22,90.07000000000001,95.0,87.25,7.75,-7.349999999999994,91.67,95.65,90.3,5.3500000000000085,-4.5,87.49,90.55,84.9,5.6499999999999915,-2.8999999999999915,89.37,91.2,87.35,3.8500000000000085,-0.7999999999999972,256991,396835,170911,225924,176127
2018-07-29,95.22,100.3,90.8,9.5,9.5,98.324,102.22,92.7,9.519999999999996,6.549999999999997,92.84,98.15,87.55,10.600000000000009,7.25,95.25,100.5,87.85,12.650000000000006,6.25,312660,535641,192320,343321,-11740
2018-08-05,98.45,99.8,97.9,1.8999999999999915,0.09999999999999432,99.49,100.35,98.55,1.7999999999999972,1.0,97.274,98.4,96.3,2.1000000000000085,0.25,98.41,99.5,97.45,2.049999999999997,-0.75,139792,238721,82614,156107,-23696
2018-08-12,97.58,99.05,94.25,4.799999999999997,-3.6500000000000057,98.808,100.4,95.04,5.359999999999999,-5.359999999999999,95.93,97.8,93.15,4.6499999999999915,-4.6499999999999915,96.88,99.65,93.35,6.300000000000011,-6.050000000000011,134113,235290,66002,169288,108991
2018-08-19,93.1,94.0,92.15,1.8499999999999943,-1.25,94.11999999999999,95.1,93.1,2.0,-0.04999999999999716,92.37,93.75,91.65,2.0999999999999943,-1.25,93.29,94.5,92.0,2.5,-0.09999999999999432,195746,384316,118483,265833,186856
2018-08-26,93.7625,94.4,92.55,1.8500000000000085,-1.8500000000000085,94.65,95.1,93.7,1.3999999999999915,-1.2999999999999972,92.5625,93.75,91.35,2.4000000000000057,-2.4000000000000057,93.55,94.4,92.95,1.4500000000000028,-0.8999999999999915,168405,219452,124657,94795,15340
2018-09-02,91.88,93.3,90.95,2.3499999999999943,0.7000000000000028,93.0,94.0,92.35,1.6500000000000057,1.2199999999999989,91.05,92.5,90.0,2.5,1.4000000000000057,92.12,93.55,91.1,2.450000000000003,2.450000000000003,208800,235295,196683,38612,34856
2018-09-09,93.49,95.15,92.4,2.75,2.200000000000003,94.956,96.1,93.5,2.5999999999999943,1.769999999999996,91.876,94.0,90.5,3.5,2.8499999999999943,93.85000000000001,95.35,92.4,2.9499999999999886,0.7999999999999972,183332,264623,124273,140350,-33842
2018-09-16,94.42999999999999,96.45,91.5,4.950000000000003,-4.099999999999994,95.64,97.9,91.75,6.150000000000006,-4.400000000000006,91.68,94.3,86.95,7.349999999999994,-7.200000000000003,93.2,96.4,89.15,7.25,-5.25,218648,313973,152972,161001,52388
2018-09-23,86.508,89.15,83.29,5.859999999999999,-5.859999999999999,86.81400000000001,89.2,84.37,4.829999999999998,-4.829999999999998,84.83200000000001,87.9,81.91,5.990000000000009,-5.990000000000009,85.214,88.5,82.42,6.079999999999998,-6.079999999999998,158195,214348,75536,138812,71952
2018-09-30,81.392,81.86,80.27,1.5900000000000034,-1.5900000000000034,82.32,83.31,81.33,1.980000000000004,-1.980000000000004,80.624,81.45,79.64,1.8100000000000023,-1.6400000000000006,81.128,81.75,80.3,1.4500000000000028,-1.019999999999996,170369,211784,147380,64404,2048
2018-10-07,78.544,79.96,77.1,2.8599999999999994,-2.1099999999999994,79.596,80.24,78.84,1.3999999999999915,-0.7800000000000011,77.212,77.67,76.53,1.1400000000000006,-0.18000000000000682,78.18,78.53,77.75,0.7800000000000011,-0.4099999999999966,211568,347891,152628,195263,-24483
2018-10-14,77.452,79.82,74.86,4.959999999999994,-3.730000000000004,77.822,80.29,75.56,4.730000000000004,-3.3599999999999994,75.612,77.8,73.72,4.079999999999998,-4.079999999999998,76.456,78.78,74.43,4.349999999999994,-4.260000000000005,159649,203715,122235,81480,-81480
2018-10-21,72.78,75.31,70.73,4.579999999999998,-2.6799999999999926,74.36,76.17,71.54,4.6299999999999955,-3.539999999999992,70.5,73.03,66.85,6.180000000000007,-6.180000000000007,71.584,75.36,67.79,7.569999999999993,-7.569999999999993,253885,369071,175417,193654,-124124
2018-10-28,73.396,78.37,67.71,10.66000000000001,10.66000000000001,76.34,80.89,70.47,10.420000000000002,9.469999999999999,72.372,77.47,66.49,10.980000000000004,10.980000000000004,74.642,78.83,69.35,9.480000000000004,8.22999999999999,315932,512525,204998,307527,-46336
2018-11-04,76.054,78.14,73.71,4.430000000000007,-3.1099999999999994,76.472,78.49,73.84,4.6499999999999915,-4.6499999999999915,74.44,76.75,72.18,4.569999999999993,-4.569999999999993,75.316,77.92,72.87,5.049999999999997,-5.049999999999997,190068,300347,133932,166415,53523
2018-11-11,73.62,74.59,72.23,2.3599999999999994,0.7399999999999949,75.17,75.93,74.51,1.4200000000000017,-0.5800000000000125,72.59,74.23,70.9,3.3299999999999983,0.8100000000000023,74.192,75.15,73.05,2.1000000000000085,1.490000000000009,160381,213062,112122,100940,-37503
2018-11-18,71.94,74.49,70.22,4.269999999999996,-2.1899999999999977,74.755,76.21,73.57,2.6400000000000006,-0.9699999999999989,70.47749999999999,72.14,69.45,2.6899999999999977,2.6899999999999977,72.18,74.75,70.45,4.299999999999997,4.299999999999997,152210,255290,53228,202062,-78896
2018-11-25,75.606,78.82,73.55,5.269999999999996,4.839999999999989,77.538,80.67,74.85,5.820000000000007,5.820000000000007,74.678,76.83,72.28,4.549999999999997,3.219999999999999,76.828,80.42,73.75,6.670000000000002,6.670000000000002,259344,323295,178989,144306,-16308
2018-12-02,72.85,79.83,70.0,9.829999999999998,-9.39,74.0,80.0,70.64,9.36,-9.36,69.0125,71.84,66.46,5.38000000000001,-5.38000000000001,70.7025,72.21,67.99,4.219999999999999,-4.219999999999999,297432,361859,245074,116785,-105418
2018-12-09,65.746,68.99,62.34,6.6499999999999915,-6.6499999999999915,67.182,69.41,64.67,4.739999999999995,-4.739999999999995,63.682,65.38,61.46,3.9199999999999946,-3.559999999999995,64.29,66.87,61.73,5.140000000000008,-5.140000000000008,212862,279633,170470,109163,42483
2018-12-16,63.432,67.19,60.63,6.559999999999995,-1.7299999999999969,65.72,67.85,63.17,4.679999999999993,-0.35999999999999943,61.702,64.87,59.9,4.970000000000006,-0.509999999999998,62.91,66.77,60.59,6.179999999999993,-1.1199999999999974,428378,1083548,82263,1001285,-246115
