Date,CALX_Open_average,CALX_Open_max,CALX_Open_min,CALX_Open_volatility,CALX_Open_change,CALX_High_average,CALX_High_max,CALX_High_min,CALX_High_volatility,CALX_High_change,CALX_Low_average,CALX_Low_max,CALX_Low_min,CALX_Low_volatility,CALX_Low_change,CALX_Close_average,CALX_Close_max,CALX_Close_min,CALX_Close_volatility,CALX_Close_change,CALX_Volume_average,CALX_Volume_max,CALX_Volume_min,CALX_Volume_volatility,CALX_Volume_change
2018-01-14,6.09,6.3,6.0,0.2999999999999998,0.04999999999999982,6.236,6.35,6.1,0.25,-0.0699999999999994,5.98,6.05,5.9,0.14999999999999947,0.04999999999999982,6.14,6.3,6.05,0.25,-0.09999999999999964,238268,322114,152335,169779,-119018
2018-01-21,6.17,6.3,6.0,0.2999999999999998,-0.20000000000000018,6.23,6.3,6.15,0.14999999999999947,-0.09999999999999964,5.99,6.05,5.9,0.14999999999999947,-0.14999999999999947,6.11,6.2,5.95,0.25,-0.05000000000000071,232941,279932,130390,149542,123976
2018-01-28,6.2700000000000005,6.4,6.15,0.25,0.0,6.4399999999999995,6.6,6.3,0.2999999999999998,-0.2999999999999998,6.2,6.4,6.05,0.35000000000000053,-0.10000000000000053,6.26,6.4,6.1,0.3000000000000007,-0.3000000000000007,383024,773558,185386,588172,-407730
2018-02-04,6.16,6.25,6.05,0.20000000000000018,0.04999999999999982,6.29,6.3,6.25,0.04999999999999982,0.0,6.07,6.15,6.0,0.15000000000000036,0.0,6.18,6.25,6.1,0.15000000000000036,0.0,250487,380751,141235,239516,-105553
2018-02-11,6.575,6.9,6.1,0.8000000000000007,0.8000000000000007,6.9325,7.15,6.68,0.47000000000000064,0.47000000000000064,6.3,6.75,6.0,0.75,0.6500000000000004,6.6625,6.9,6.3,0.6000000000000005,0.25,544175,877638,328476,549162,-286435
2018-02-18,6.82,7.0,6.6,0.40000000000000036,0.25,7.006,7.08,6.9,0.17999999999999972,0.08000000000000007,6.726,6.88,6.6,0.28000000000000025,0.14999999999999947,6.84,6.95,6.6,0.35000000000000053,0.15000000000000036,248169,301406,179773,121633,-90016
2018-02-25,6.7,6.9,6.5,0.40000000000000036,-0.20000000000000018,6.83,7.0,6.65,0.34999999999999964,-0.15000000000000036,6.61,6.8,6.5,0.2999999999999998,-0.09999999999999964,6.6899999999999995,6.85,6.55,0.2999999999999998,-0.09999999999999964,188713,266033,100389,165644,-165644
2018-03-04,6.8,6.85,6.75,0.09999999999999964,0.09999999999999964,6.89,6.95,6.85,0.10000000000000053,0.10000000000000053,6.732,6.81,6.65,0.15999999999999925,0.15999999999999925,6.85,6.9,6.8,0.10000000000000053,0.10000000000000053,116863,152506,79926,72580,15845
2018-03-11,7.07,7.25,6.85,0.40000000000000036,0.35000000000000053,7.236,7.38,6.95,0.4299999999999997,0.25,6.91,7.15,6.8,0.35000000000000053,0.04999999999999982,7.07,7.25,6.85,0.40000000000000036,-0.05000000000000071,360682,558123,136789,421334,112317
2018-03-18,6.819999999999999,6.85,6.8,0.04999999999999982,-0.04999999999999982,6.926,6.95,6.88,0.07000000000000028,-0.07000000000000028,6.726,6.78,6.7,0.08000000000000007,0.0,6.79,6.85,6.7,0.14999999999999947,0.0,163114,232032,120624,111408,7832
