Date,JCTCF_Open_average,JCTCF_Open_max,JCTCF_Open_min,JCTCF_Open_volatility,JCTCF_Open_change,JCTCF_High_average,JCTCF_High_max,JCTCF_High_min,JCTCF_High_volatility,JCTCF_High_change,JCTCF_Low_average,JCTCF_Low_max,JCTCF_Low_min,JCTCF_Low_volatility,JCTCF_Low_change,JCTCF_Close_average,JCTCF_Close_max,JCTCF_Close_min,JCTCF_Close_volatility,JCTCF_Close_change,JCTCF_Volume_average,JCTCF_Volume_max,JCTCF_Volume_min,JCTCF_Volume_volatility,JCTCF_Volume_change
2018-01-14,9.104,15.2,7.47,7.7299999999999995,7.7299999999999995,9.254,15.2,7.72,7.4799999999999995,7.319999999999999,9.036,15.2,7.35,7.85,7.85,9.177999999999999,15.2,7.53,7.669999999999999,7.35,18566,60134,0,60134,-21518
2018-01-21,7.455,7.67,7.07,0.5999999999999996,-0.47999999999999954,7.455,7.67,7.07,0.5999999999999996,-0.47999999999999954,7.415,7.53,7.07,0.45999999999999996,-0.45999999999999996,7.415,7.53,7.07,0.45999999999999996,-0.45999999999999996,8852,21990,490,21500,-3688
2018-01-28,7.328,7.67,7.02,0.6500000000000004,0.3799999999999999,7.374,7.67,7.02,0.6500000000000004,0.15000000000000036,7.328,7.67,7.02,0.6500000000000004,0.3799999999999999,7.37,7.67,7.02,0.6500000000000004,0.16999999999999993,2002,6664,276,6388,-5640
2018-02-04,9.0925,14.6,7.12,7.4799999999999995,-0.15000000000000036,9.1875,14.6,7.25,7.35,-0.15000000000000036,9.0925,14.6,7.12,7.4799999999999995,-0.15000000000000036,9.1875,14.6,7.25,7.35,-0.15000000000000036,954,1358,0,1358,104
2018-02-11,7.28,7.28,7.28,0.0,0.0,7.4,7.4,7.4,0.0,0.0,7.28,7.28,7.28,0.0,0.0,7.3,7.3,7.3,0.0,0.0,1602,1602,1602,0,0
2018-02-18,7.29,7.3,7.28,0.019999999999999574,0.019999999999999574,7.3149999999999995,7.35,7.28,0.0699999999999994,0.0699999999999994,7.29,7.3,7.28,0.019999999999999574,0.019999999999999574,7.3149999999999995,7.35,7.28,0.0699999999999994,0.0699999999999994,5378,7616,3140,4476,4476
2018-02-25,7.4425,7.62,7.35,0.27000000000000046,0.27000000000000046,7.48,7.62,7.35,0.27000000000000046,0.27000000000000046,7.3825,7.45,7.35,0.10000000000000053,0.03000000000000025,7.42,7.5,7.35,0.15000000000000036,0.03000000000000025,1870,2694,678,2016,-1064
2018-03-04,7.37,7.41,7.3,0.11000000000000032,-0.11000000000000032,7.413333333333333,7.5,7.33,0.16999999999999993,-0.08000000000000007,7.316666666666666,7.35,7.3,0.04999999999999982,-0.04999999999999982,7.316666666666666,7.35,7.3,0.04999999999999982,-0.04999999999999982,3387,8100,806,7294,450
2018-03-11,7.234999999999999,7.25,7.22,0.03000000000000025,-0.03000000000000025,7.275,7.35,7.22,0.1299999999999999,-0.03000000000000025,7.23,7.25,7.2,0.04999999999999982,-0.03000000000000025,7.2375,7.28,7.2,0.08000000000000007,-0.03000000000000025,5819,14680,264,14416,-2252
2018-03-18,7.425,7.47,7.38,0.08999999999999986,-0.08999999999999986,7.425,7.47,7.38,0.08999999999999986,-0.08999999999999986,7.425,7.47,7.38,0.08999999999999986,-0.08999999999999986,7.425,7.47,7.38,0.08999999999999986,-0.08999999999999986,504,684,324,360,-360
2018-03-25,9.823333333333334,14.75,7.3,7.45,-7.45,9.83,14.75,7.32,7.43,-7.43,9.8,14.75,7.3,7.45,-7.45,9.8,14.75,7.3,7.45,-7.45,914,1660,0,1660,1660
2018-04-01,12.333333333333332,14.85,7.3,7.55,7.55,12.333333333333332,14.85,7.3,7.55,7.55,12.333333333333332,14.85,7.3,7.55,7.55,12.333333333333332,14.85,7.3,7.55,7.55,102,308,0,308,-308
2018-04-08,10.202,14.6,7.28,7.319999999999999,7.250000000000001,10.202,14.6,7.28,7.319999999999999,7.250000000000001,10.202,14.6,7.28,7.319999999999999,7.250000000000001,10.202,14.6,7.28,7.319999999999999,7.250000000000001,1393,5494,0,5494,-552
2018-04-15,8.904,14.6,7.45,7.1499999999999995,-0.04999999999999982,8.92,14.6,7.5,7.1,0.0,8.86,14.6,7.38,7.22,0.04999999999999982,8.894,14.6,7.38,7.22,0.009999999999999787,8982,39012,0,39012,-36344
2018-04-22,10.302,14.7,7.35,7.35,-7.35,10.308,14.7,7.35,7.35,-7.319999999999999,10.302,14.7,7.35,7.35,-7.35,10.308,14.7,7.35,7.35,-7.319999999999999,658,1234,0,1234,968
2018-04-29,10.352,14.95,7.33,7.619999999999999,-0.13999999999999968,10.358,14.95,7.33,7.619999999999999,-0.16999999999999993,10.342,14.95,7.28,7.669999999999999,-0.1899999999999995,10.348,14.95,7.28,7.669999999999999,-0.21999999999999975,1212,3676,0,3676,1724
2018-05-06,7.68,7.95,7.4,0.5499999999999998,0.5199999999999996,7.785,8.16,7.41,0.75,0.5099999999999998,7.615,7.92,7.4,0.5199999999999996,0.5199999999999996,7.6625,7.92,7.41,0.5099999999999998,0.5099999999999998,5133,11002,1320,9682,1010
2018-05-13,8.154,8.32,8.01,0.3100000000000005,0.20000000000000107,8.3,8.45,8.02,0.4299999999999997,-0.129999999999999,8.054,8.12,8.01,0.10999999999999943,-0.06999999999999851,8.188,8.45,8.02,0.4299999999999997,-0.3999999999999986,1540,2464,630,1834,1420
2018-05-20,8.1475,8.22,8.07,0.15000000000000036,-0.02000000000000135,8.1475,8.22,8.07,0.15000000000000036,-0.02000000000000135,8.1475,8.22,8.07,0.15000000000000036,-0.02000000000000135,8.1475,8.22,8.07,0.15000000000000036,-0.02000000000000135,522,708,422,286,-48
2018-05-27,8.148,8.35,7.9,0.4499999999999993,-0.09999999999999964,8.346,8.96,7.9,1.0600000000000005,-1.0600000000000005,7.83,8.05,7.5,0.5500000000000007,-0.4500000000000002,7.964,8.32,7.55,0.7700000000000005,-0.7700000000000005,3522,8024,756,7268,-5695
2018-06-03,7.8999999999999995,8.25,7.55,0.7000000000000002,0.4500000000000002,8.074,8.25,7.75,0.5,0.25,7.722,8.0,7.49,0.5099999999999998,0.5099999999999998,7.856,8.1,7.55,0.5499999999999998,0.4500000000000002,6371,21014,864,20150,-20150
2018-06-10,8.17,8.45,7.95,0.4999999999999991,-0.2499999999999991,8.2,8.45,8.0,0.4499999999999993,-0.1999999999999993,7.872,8.2,7.7,0.4999999999999991,-0.11000000000000032,7.97,8.2,7.75,0.4499999999999993,-0.20000000000000018,4477,6597,3191,3406,3126
2018-06-17,7.91,8.0,7.75,0.25,-0.04999999999999982,8.02,8.1,8.0,0.09999999999999964,-0.09999999999999964,7.84,8.0,7.7,0.2999999999999998,0.04999999999999982,7.89,8.0,7.7,0.2999999999999998,0.2999999999999998,2176,6110,860,5250,-5250
2018-06-24,7.902,8.0,7.76,0.2400000000000002,-0.15000000000000036,7.93,8.0,7.85,0.15000000000000036,-0.15000000000000036,7.87,7.95,7.75,0.20000000000000018,0.0,7.91,7.95,7.85,0.10000000000000053,-0.05000000000000071,1719,3663,136,3527,-1616
2018-07-01,7.82,7.9,7.75,0.15000000000000036,-0.09000000000000075,7.82,7.9,7.75,0.15000000000000036,-0.09000000000000075,7.8,7.85,7.75,0.09999999999999964,-0.04999999999999982,7.816666666666666,7.9,7.75,0.15000000000000036,-0.10000000000000053,554,1185,112,1073,-819
2018-07-08,7.9875,8.25,7.85,0.40000000000000036,0.40000000000000036,8.1,8.25,7.9,0.34999999999999964,0.34999999999999964,7.885,8.05,7.75,0.3000000000000007,0.3000000000000007,7.95,8.05,7.75,0.3000000000000007,0.3000000000000007,7539,22991,1877,21114,624
2018-07-15,7.9559999999999995,8.05,7.85,0.20000000000000107,-0.17999999999999972,8.012,8.05,7.91,0.14000000000000057,-0.14000000000000057,7.906,8.03,7.8,0.22999999999999954,-0.17999999999999972,7.942,8.05,7.85,0.20000000000000107,-0.14000000000000057,1462,2555,533,2022,-1332
2018-07-22,7.868,7.91,7.75,0.16000000000000014,-0.03000000000000025,8.022,8.3,7.9,0.40000000000000036,0.04999999999999982,7.846,7.9,7.75,0.15000000000000036,-0.020000000000000462,7.930000000000001,8.05,7.85,0.20000000000000107,0.04999999999999982,14294,63173,599,62574,3388
2018-07-29,8.054,8.5,7.85,0.6500000000000004,0.0,8.29,8.55,7.95,0.6000000000000005,-0.04999999999999982,7.902,8.0,7.84,0.16000000000000014,-0.05000000000000071,7.98,8.0,7.95,0.04999999999999982,-0.04999999999999982,16013,60291,1989,58302,4715
2018-08-05,8.19,8.35,7.95,0.39999999999999947,0.35000000000000053,8.540000000000001,8.65,8.5,0.15000000000000036,0.0,8.172,8.35,7.95,0.39999999999999947,0.35000000000000053,8.47,8.65,8.35,0.3000000000000007,0.05000000000000071,3794,11185,802,10383,-10067
2018-08-12,8.416,8.48,8.3,0.17999999999999972,-0.049999999999998934,8.71,8.8,8.5,0.3000000000000007,0.3000000000000007,8.416,8.48,8.3,0.17999999999999972,-0.049999999999998934,8.646,8.8,8.45,0.3500000000000014,0.3500000000000014,10338,44408,868,43540,-620
2018-08-19,8.69,8.95,8.5,0.4499999999999993,0.3000000000000007,8.848,8.95,8.76,0.1899999999999995,0.0,8.616,8.92,8.5,0.41999999999999993,0.05000000000000071,8.766,8.92,8.55,0.3699999999999992,-0.25,830,1587,433,1154,-767
2018-08-26,8.87,8.95,8.78,0.16999999999999993,0.10000000000000142,8.913333333333334,8.95,8.88,0.06999999999999851,-0.02999999999999936,8.793333333333333,8.95,8.68,0.2699999999999996,-0.07000000000000028,8.793333333333333,8.95,8.68,0.2699999999999996,-0.07000000000000028,655,825,425,400,-110
2018-09-02,8.53,8.65,8.5,0.15000000000000036,-0.15000000000000036,8.63,8.9,8.5,0.40000000000000036,-0.09999999999999964,8.44,8.55,8.15,0.40000000000000036,-0.40000000000000036,8.47,8.65,8.15,0.5,-0.5,2824,4130,1891,2239,2239
2018-09-09,8.35,8.6,8.0,0.5999999999999996,0.34999999999999964,8.42,8.6,8.2,0.40000000000000036,0.3000000000000007,8.14,8.6,7.8,0.7999999999999998,0.3799999999999999,8.29,8.6,7.8,0.7999999999999998,0.5499999999999998,3462,8065,166,7899,6174
2018-09-16,8.192,8.45,8.05,0.3999999999999986,0.25,8.448,9.15,8.05,1.0999999999999996,0.08999999999999986,8.134,8.45,8.01,0.4399999999999995,0.4399999999999995,8.296,8.45,8.05,0.3999999999999986,0.049999999999998934,11494,53792,197,53595,845
2018-09-23,8.722,9.16,8.15,1.0099999999999998,1.0099999999999998,8.972,9.2,8.56,0.6399999999999988,0.6399999999999988,8.612,8.99,8.12,0.870000000000001,0.7300000000000004,8.8,9.05,8.3,0.75,0.75,8927,31174,830,30344,-3046
2018-09-30,8.967500000000001,9.2,8.71,0.48999999999999844,-0.09999999999999964,9.065,9.2,8.71,0.48999999999999844,-0.48999999999999844,8.845,9.02,8.64,0.379999999999999,0.07000000000000028,9.004999999999999,9.2,8.71,0.48999999999999844,-0.379999999999999,1288,2193,507,1686,-224
2018-10-07,9.102,9.87,8.76,1.1099999999999994,0.8699999999999992,9.356,9.95,9.0,0.9499999999999993,0.9499999999999993,9.016,9.65,8.76,0.8900000000000006,0.8399999999999999,9.15,9.78,8.81,0.9699999999999989,0.9699999999999989,10319,26126,1545,24581,24581
2018-10-14,9.646,9.8,9.46,0.33999999999999986,-0.030000000000001137,9.844,10.0,9.6,0.40000000000000036,-0.23000000000000043,9.482,9.6,9.4,0.1999999999999993,0.009999999999999787,9.732,10.0,9.46,0.5399999999999991,-0.28999999999999915,2724,3589,1822,1767,69
2018-10-21,9.5025,9.6,9.4,0.1999999999999993,-0.16000000000000014,9.625,9.95,9.45,0.5,-0.4499999999999993,9.4125,9.45,9.4,0.049999999999998934,0.0,9.5775,9.95,9.41,0.5399999999999991,-0.4499999999999993,6431,16841,506,16335,-15960
2018-10-28,9.206,9.46,8.99,0.47000000000000064,-0.21000000000000085,9.3,9.46,9.21,0.25,-0.10000000000000142,9.02,9.19,8.85,0.33999999999999986,0.08000000000000007,9.1,9.25,8.89,0.35999999999999943,0.03999999999999915,2050,6528,342,6186,-4186
2018-11-04,8.772,9.15,8.35,0.8000000000000007,-0.8000000000000007,9.033999999999999,9.4,8.6,0.8000000000000007,-0.6699999999999999,8.68,9.1,8.2,0.9000000000000004,-0.6400000000000006,8.796,9.37,8.33,1.0399999999999991,-0.9599999999999991,3920,8667,180,8487,4780
2018-11-11,8.46,9.24,7.75,1.4900000000000002,-1.4900000000000002,8.543333333333333,9.24,8.0,1.2400000000000002,-1.2400000000000002,7.86,8.5,7.38,1.12,-1.12,8.093333333333334,8.6,7.4,1.1999999999999993,-1.1999999999999993,6808,12835,1075,11760,5440
2018-11-18,7.6375,7.85,7.5,0.34999999999999964,0.20000000000000018,7.99,8.25,7.86,0.3899999999999997,0.040000000000000036,7.545,7.85,7.33,0.5199999999999996,-0.16999999999999993,7.7299999999999995,8.04,7.33,0.7099999999999991,-0.3700000000000001,2842,5742,496,5246,3751
2018-11-25,7.5325,7.65,7.31,0.34000000000000075,-0.009999999999999787,7.58,7.65,7.5,0.15000000000000036,-0.009999999999999787,7.297499999999999,7.32,7.25,0.07000000000000028,0.05999999999999961,7.3525,7.45,7.31,0.14000000000000057,0.14000000000000057,2527,4326,1050,3276,-1091
2018-12-02,7.4325,7.75,7.3,0.4500000000000002,0.3799999999999999,7.4725,7.75,7.35,0.40000000000000036,0.3799999999999999,7.35,7.45,7.28,0.16999999999999993,0.08000000000000007,7.38,7.45,7.28,0.16999999999999993,0.08000000000000007,2223,5659,234,5425,-1685
2018-12-09,8.07,8.99,7.5,1.4900000000000002,0.6500000000000004,8.144,8.99,7.52,1.4700000000000006,0.28000000000000025,7.7219999999999995,8.19,7.41,0.7799999999999994,-0.08999999999999986,7.7459999999999996,8.19,7.41,0.7799999999999994,-0.09999999999999964,973,2120,222,1898,-176
2018-12-16,7.618,8.22,7.2,1.0200000000000005,-0.4500000000000002,7.732,8.22,7.24,0.9800000000000004,-0.9399999999999995,7.3260000000000005,7.47,7.15,0.3199999999999994,-0.2699999999999996,7.3999999999999995,7.6,7.24,0.35999999999999943,-0.22999999999999954,6335,16552,444,16108,-16108
