Date,Fidelity Limited Term BondEtf_Open_average,Fidelity Limited Term BondEtf_Open_max,Fidelity Limited Term BondEtf_Open_min,Fidelity Limited Term BondEtf_Open_volatility,Fidelity Limited Term BondEtf_Open_change,Fidelity Limited Term BondEtf_High_average,Fidelity Limited Term BondEtf_High_max,Fidelity Limited Term BondEtf_High_min,Fidelity Limited Term BondEtf_High_volatility,Fidelity Limited Term BondEtf_High_change,Fidelity Limited Term BondEtf_Low_average,Fidelity Limited Term BondEtf_Low_max,Fidelity Limited Term BondEtf_Low_min,Fidelity Limited Term BondEtf_Low_volatility,Fidelity Limited Term BondEtf_Low_change,Fidelity Limited Term BondEtf_Close_average,Fidelity Limited Term BondEtf_Close_max,Fidelity Limited Term BondEtf_Close_min,Fidelity Limited Term BondEtf_Close_volatility,Fidelity Limited Term BondEtf_Close_change
2018-01-14,49.89,49.89,49.89,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2018-01-21,49.95,49.95,49.95,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2018-01-28,49.66,49.66,49.66,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2018-02-04,49.69,49.69,49.69,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2018-02-11,49.67,49.67,49.67,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2018-02-18,49.61,49.61,49.61,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2018-02-25,49.53,49.53,49.53,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2018-03-04,49.54,49.54,49.54,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2018-03-11,49.5,49.5,49.5,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2018-03-18,49.5,49.5,49.5,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2018-03-25,49.52,49.52,49.52,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2018-04-01,49.4,49.4,49.4,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2018-04-08,49.56,49.56,49.56,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2018-04-15,49.41,49.41,49.41,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2018-04-22,49.27,49.27,49.27,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2018-04-29,49.32,49.32,49.32,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2018-05-06,49.28,49.28,49.28,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2018-05-13,49.24,49.24,49.24,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2018-05-20,49.53,49.53,49.53,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2018-05-27,49.5,49.5,49.5,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2018-06-03,49.33,49.33,49.33,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2018-06-10,49.29,49.29,49.29,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.34,49.34,49.34,0.0,0.0
2018-06-17,49.21,49.21,49.21,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2018-06-24,49.18,49.18,49.18,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2018-07-01,49.36,49.36,49.36,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2018-07-08,49.29,49.29,49.29,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2018-07-15,49.43,49.43,49.43,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2018-07-22,49.3,49.3,49.3,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2018-07-29,49.38,49.38,49.38,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2018-08-05,49.46,49.46,49.46,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2018-08-12,49.61,49.61,49.61,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2018-08-19,49.59,49.59,49.59,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2018-08-26,49.49,49.49,49.49,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2018-09-02,49.48,49.48,49.48,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2018-09-09,49.31,49.31,49.31,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2018-09-16,49.26,49.26,49.26,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2018-09-23,49.24,49.24,49.24,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2018-09-30,49.17,49.17,49.17,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.13,49.13,49.13,0.0,0.0
2018-10-07,49.2,49.2,49.2,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2018-10-14,49.29,49.29,49.29,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.13,49.13,49.13,0.0,0.0
2018-10-21,49.33,49.33,49.33,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2018-10-28,49.18,49.18,49.18,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2018-11-04,49.1,49.1,49.1,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2018-11-11,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2018-11-18,49.23,49.23,49.23,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2018-11-25,49.02,49.02,49.02,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.03,49.03,49.03,0.0,0.0
2018-12-02,48.97,48.97,48.97,0.0,0.0,49.08,49.08,49.08,0.0,0.0,48.97,48.97,48.97,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2018-12-09,49.11,49.11,49.11,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2018-12-16,49.12,49.12,49.12,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2018-12-23,49.1,49.1,49.1,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2018-12-30,49.43,49.43,49.43,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.34,49.34,49.34,0.0,0.0
2019-01-06,49.35,49.35,49.35,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2019-01-13,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2019-01-20,49.56,49.56,49.56,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2019-01-27,49.66,49.66,49.66,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2019-02-03,49.7,49.7,49.7,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2019-02-10,49.73,49.73,49.73,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2019-02-17,49.72,49.72,49.72,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2019-02-24,49.6,49.6,49.6,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2019-03-03,49.88,49.88,49.88,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2019-03-10,49.88,49.88,49.88,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2019-03-17,50.12,50.12,50.12,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2019-03-24,50.13,50.13,50.13,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2019-03-31,49.98,49.98,49.98,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.64,49.64,49.64,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2019-04-07,50.06,50.06,50.06,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2019-04-14,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2019-04-21,50.1,50.1,50.1,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2019-04-28,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2019-05-05,50.1,50.1,50.1,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2019-05-12,50.16,50.16,50.16,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2019-05-19,50.34,50.34,50.34,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-05-26,50.25,50.25,50.25,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2019-06-02,50.55,50.55,50.55,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2019-06-09,50.56,50.56,50.56,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2019-06-16,50.73,50.73,50.73,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2019-06-23,50.66,50.66,50.66,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2019-06-30,50.83,50.83,50.83,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2019-07-07,50.63,50.63,50.63,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-07-14,50.8,50.8,50.8,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2019-07-21,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2019-07-28,50.85,50.85,50.85,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.82,50.82,50.82,0.0,0.0
