Date,Fidelity Limited Term BondEtf_Open_average,Fidelity Limited Term BondEtf_Open_max,Fidelity Limited Term BondEtf_Open_min,Fidelity Limited Term BondEtf_Open_volatility,Fidelity Limited Term BondEtf_Open_change,Fidelity Limited Term BondEtf_High_average,Fidelity Limited Term BondEtf_High_max,Fidelity Limited Term BondEtf_High_min,Fidelity Limited Term BondEtf_High_volatility,Fidelity Limited Term BondEtf_High_change,Fidelity Limited Term BondEtf_Low_average,Fidelity Limited Term BondEtf_Low_max,Fidelity Limited Term BondEtf_Low_min,Fidelity Limited Term BondEtf_Low_volatility,Fidelity Limited Term BondEtf_Low_change,Fidelity Limited Term BondEtf_Close_average,Fidelity Limited Term BondEtf_Close_max,Fidelity Limited Term BondEtf_Close_min,Fidelity Limited Term BondEtf_Close_volatility,Fidelity Limited Term BondEtf_Close_change
2019-08-04,50.95,50.95,50.95,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2019-08-11,51.02,51.02,51.02,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2019-08-18,51.07,51.07,51.07,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2019-08-25,51.11,51.11,51.11,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2019-09-01,51.1,51.1,51.1,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2019-09-08,50.78,50.78,50.78,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2019-09-15,50.93,50.93,50.93,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2019-09-22,50.91,50.91,50.91,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2019-09-29,51.21,51.21,51.21,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2019-10-06,51.02,51.02,51.02,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2019-10-13,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2019-10-20,51.09,51.09,51.09,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2019-10-27,50.99,50.99,50.99,0.0,0.0,51.05,51.05,51.05,0.0,0.0,50.97,50.97,50.97,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2019-11-03,50.8,50.8,50.8,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2019-11-10,50.94,50.94,50.94,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.94,50.94,50.94,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2019-11-17,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2019-11-24,50.98,50.98,50.98,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2019-12-01,50.99,50.99,50.99,0.0,0.0,51.01,51.01,51.01,0.0,0.0,50.9,50.9,50.9,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2019-12-08,50.92,50.92,50.92,0.0,0.0,51.01,51.01,51.01,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2019-12-15,51.01,51.01,51.01,0.0,0.0,51.02,51.02,51.02,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2019-12-22,50.88,50.88,50.88,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2019-12-29,50.94,50.94,50.94,0.0,0.0,51.05,51.05,51.05,0.0,0.0,50.94,50.94,50.94,0.0,0.0,51.04,51.04,51.04,0.0,0.0
