Date,IMH_Open_average,IMH_Open_max,IMH_Open_min,IMH_Open_volatility,IMH_Open_change,IMH_High_average,IMH_High_max,IMH_High_min,IMH_High_volatility,IMH_High_change,IMH_Low_average,IMH_Low_max,IMH_Low_min,IMH_Low_volatility,IMH_Low_change,IMH_Close_average,IMH_Close_max,IMH_Close_min,IMH_Close_volatility,IMH_Close_change,IMH_Volume_average,IMH_Volume_max,IMH_Volume_min,IMH_Volume_volatility,IMH_Volume_change
2018-01-14,10.248,10.39,10.14,0.25,-0.120000000000001,10.334,10.44,10.24,0.1999999999999993,-0.049999999999998934,10.16,10.27,10.06,0.20999999999999908,0.08000000000000007,10.27,10.38,10.15,0.23000000000000043,0.14000000000000057,4732,7107,1759,5348,-3910
2018-01-21,10.256,10.4,10.12,0.28000000000000114,-0.1800000000000015,10.302,10.44,10.12,0.3200000000000003,-0.3200000000000003,10.102,10.3,9.95,0.3500000000000014,-0.3500000000000014,10.19,10.44,9.95,0.4900000000000002,-0.4900000000000002,2686,5086,1111,3975,1770
2018-01-28,9.238,9.95,8.46,1.4899999999999984,-1.4899999999999984,9.332,10.19,8.69,1.5,-1.5,8.904,9.82,8.39,1.4299999999999997,-1.3900000000000006,8.99,9.86,8.5,1.3599999999999994,-1.3200000000000003,6014,8624,2748,5876,4906
2018-02-04,8.228,8.5,7.97,0.5300000000000002,-0.5,8.39,8.57,8.23,0.33999999999999986,-0.08999999999999986,8.068,8.25,7.9,0.34999999999999964,-0.16000000000000014,8.232,8.43,8.0,0.4299999999999997,0.07000000000000028,6021,11335,2041,9294,-4865
2018-02-11,8.4275,8.55,8.3,0.25,0.2400000000000002,8.665,9.0,8.44,0.5600000000000005,0.5600000000000005,8.412500000000001,8.55,8.3,0.25,0.2400000000000002,8.620000000000001,8.97,8.42,0.5500000000000007,0.5300000000000011,4386,8908,1267,7641,7641
2018-02-18,8.88,9.0,8.76,0.2400000000000002,0.15000000000000036,9.0,9.2,8.88,0.3199999999999985,0.1999999999999993,8.822,9.0,8.71,0.28999999999999915,0.21000000000000085,8.92,9.18,8.71,0.46999999999999886,0.39000000000000057,3592,7733,1096,6637,-2784
2018-02-25,9.122,9.31,8.9,0.41000000000000014,0.14000000000000057,9.32,9.47,9.1,0.370000000000001,0.2900000000000009,9.068,9.3,8.88,0.41999999999999993,0.3200000000000003,9.216,9.43,8.9,0.5299999999999994,0.3899999999999988,4644,9210,2022,7188,7091
2018-03-04,9.648,9.83,9.44,0.39000000000000057,0.2900000000000009,9.842,10.33,9.61,0.7200000000000006,0.019999999999999574,9.41,9.65,9.25,0.40000000000000036,0.16999999999999993,9.620000000000001,9.8,9.38,0.41999999999999993,-0.11000000000000121,2715,3252,1720,1532,-654
2018-03-11,8.668000000000001,9.64,7.91,1.7300000000000004,-1.7300000000000004,8.698,9.64,7.91,1.7300000000000004,-1.7300000000000004,8.332,9.33,7.51,1.8200000000000003,-1.7300000000000004,8.516,9.33,7.81,1.5200000000000005,-1.5200000000000005,25359,78316,1994,76322,-1054
2018-03-18,7.708,7.85,7.51,0.33999999999999986,-0.2699999999999996,7.787999999999999,7.93,7.6,0.33000000000000007,-0.1200000000000001,7.4959999999999996,7.78,7.22,0.5600000000000005,-0.3200000000000003,7.6659999999999995,7.81,7.5,0.3099999999999996,0.02999999999999936,17588,28995,5035,23960,-23960
