Date,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_Open_average,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_Open_max,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_Open_min,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_Open_volatility,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_Open_change,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_High_average,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_High_max,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_High_min,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_High_volatility,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_High_change,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_Low_average,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_Low_max,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_Low_min,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_Low_volatility,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_Low_change,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_Close_average,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_Close_max,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_Close_min,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_Close_volatility,UBS E-TRACS Monthly Pay 2xLeveraged S&P Dividend_Close_change
2018-01-14,87.49,87.49,87.49,0.0,0.0,87.58,87.58,87.58,0.0,0.0,87.2,87.2,87.2,0.0,0.0,87.2,87.2,87.2,0.0,0.0
2018-01-21,90.67,90.67,90.67,0.0,0.0,91.38,91.38,91.38,0.0,0.0,90.67,90.67,90.67,0.0,0.0,91.3,91.3,91.3,0.0,0.0
2018-01-28,85.56,85.56,85.56,0.0,0.0,85.98,85.98,85.98,0.0,0.0,83.95,83.95,83.95,0.0,0.0,84.31,84.31,84.31,0.0,0.0
2018-02-04,74.84,74.84,74.84,0.0,0.0,74.84,74.84,74.84,0.0,0.0,72.81,72.81,72.81,0.0,0.0,72.81,72.81,72.81,0.0,0.0
2018-02-11,82.02,82.02,82.02,0.0,0.0,83.0,83.0,83.0,0.0,0.0,81.75,81.75,81.75,0.0,0.0,82.7,82.7,82.7,0.0,0.0
2018-02-18,80.57,80.57,80.57,0.0,0.0,81.59,81.59,81.59,0.0,0.0,80.57,80.57,80.57,0.0,0.0,81.59,81.59,81.59,0.0,0.0
2018-02-25,77.76,77.76,77.76,0.0,0.0,78.95,78.95,78.95,0.0,0.0,77.0,77.0,77.0,0.0,0.0,78.95,78.95,78.95,0.0,0.0
2018-03-04,82.21,82.21,82.21,0.0,0.0,82.9,82.9,82.9,0.0,0.0,82.21,82.21,82.21,0.0,0.0,82.9,82.9,82.9,0.0,0.0
2018-03-11,81.2,81.2,81.2,0.0,0.0,82.27,82.27,82.27,0.0,0.0,81.2,81.2,81.2,0.0,0.0,82.27,82.27,82.27,0.0,0.0
2018-03-18,77.4,77.4,77.4,0.0,0.0,77.4,77.4,77.4,0.0,0.0,74.55,74.55,74.55,0.0,0.0,74.55,74.55,74.55,0.0,0.0
2018-03-25,78.09,78.09,78.09,0.0,0.0,79.18,79.18,79.18,0.0,0.0,78.09,78.09,78.09,0.0,0.0,78.84,78.84,78.84,0.0,0.0
2018-04-01,80.09,80.09,80.09,0.0,0.0,80.09,80.09,80.09,0.0,0.0,79.73,79.73,79.73,0.0,0.0,79.73,79.73,79.73,0.0,0.0
2018-04-08,79.54,79.54,79.54,0.0,0.0,79.54,79.54,79.54,0.0,0.0,79.54,79.54,79.54,0.0,0.0,79.54,79.54,79.54,0.0,0.0
2018-04-15,78.5,78.5,78.5,0.0,0.0,78.5,78.5,78.5,0.0,0.0,78.11,78.11,78.11,0.0,0.0,78.11,78.11,78.11,0.0,0.0
2018-04-22,79.0,79.0,79.0,0.0,0.0,79.11,79.11,79.11,0.0,0.0,79.0,79.0,79.0,0.0,0.0,79.11,79.11,79.11,0.0,0.0
2018-04-29,76.16,76.16,76.16,0.0,0.0,77.91,77.91,77.91,0.0,0.0,76.16,76.16,76.16,0.0,0.0,77.91,77.91,77.91,0.0,0.0
2018-05-06,79.24,79.24,79.24,0.0,0.0,79.24,79.24,79.24,0.0,0.0,79.24,79.24,79.24,0.0,0.0,79.24,79.24,79.24,0.0,0.0
2018-05-13,79.01,79.01,79.01,0.0,0.0,79.01,79.01,79.01,0.0,0.0,79.01,79.01,79.01,0.0,0.0,79.01,79.01,79.01,0.0,0.0
2018-05-20,79.72,79.72,79.72,0.0,0.0,79.92,79.92,79.92,0.0,0.0,79.4,79.4,79.4,0.0,0.0,79.92,79.92,79.92,0.0,0.0
2018-05-27,79.89,79.89,79.89,0.0,0.0,79.89,79.89,79.89,0.0,0.0,79.89,79.89,79.89,0.0,0.0,79.89,79.89,79.89,0.0,0.0
2018-06-03,82.26,82.26,82.26,0.0,0.0,82.3,82.3,82.3,0.0,0.0,82.26,82.26,82.26,0.0,0.0,82.3,82.3,82.3,0.0,0.0
2018-06-10,81.97,81.97,81.97,0.0,0.0,82.32,82.32,82.32,0.0,0.0,81.79,81.79,81.79,0.0,0.0,82.32,82.32,82.32,0.0,0.0
2018-06-17,81.1,81.1,81.1,0.0,0.0,81.1,81.1,81.1,0.0,0.0,80.61,80.61,80.61,0.0,0.0,80.61,80.61,80.61,0.0,0.0
2018-06-24,80.3,80.3,80.3,0.0,0.0,80.3,80.3,80.3,0.0,0.0,80.3,80.3,80.3,0.0,0.0,80.3,80.3,80.3,0.0,0.0
2018-07-01,83.76,83.76,83.76,0.0,0.0,83.76,83.76,83.76,0.0,0.0,83.38,83.38,83.38,0.0,0.0,83.59,83.59,83.59,0.0,0.0
2018-07-08,83.6,83.6,83.6,0.0,0.0,83.62,83.62,83.62,0.0,0.0,83.48,83.48,83.48,0.0,0.0,83.62,83.62,83.62,0.0,0.0
2018-07-15,84.42,84.42,84.42,0.0,0.0,84.42,84.42,84.42,0.0,0.0,83.96,83.96,83.96,0.0,0.0,83.96,83.96,83.96,0.0,0.0
2018-07-22,85.59,85.59,85.59,0.0,0.0,85.59,85.59,85.59,0.0,0.0,85.59,85.59,85.59,0.0,0.0,85.59,85.59,85.59,0.0,0.0
2018-07-29,87.27,87.27,87.27,0.0,0.0,87.27,87.27,87.27,0.0,0.0,87.15,87.15,87.15,0.0,0.0,87.24,87.24,87.24,0.0,0.0
2018-08-05,86.96,86.96,86.96,0.0,0.0,86.96,86.96,86.96,0.0,0.0,86.27,86.27,86.27,0.0,0.0,86.27,86.27,86.27,0.0,0.0
2018-08-12,88.59,88.59,88.59,0.0,0.0,89.56,89.56,89.56,0.0,0.0,88.5,88.5,88.5,0.0,0.0,89.56,89.56,89.56,0.0,0.0
2018-08-19,89.15,89.15,89.15,0.0,0.0,89.15,89.15,89.15,0.0,0.0,89.15,89.15,89.15,0.0,0.0,89.15,89.15,89.15,0.0,0.0
2018-08-26,89.57,89.57,89.57,0.0,0.0,89.66,89.66,89.66,0.0,0.0,89.37,89.37,89.37,0.0,0.0,89.37,89.37,89.37,0.0,0.0
2018-09-02,89.76,89.76,89.76,0.0,0.0,89.76,89.76,89.76,0.0,0.0,89.76,89.76,89.76,0.0,0.0,89.76,89.76,89.76,0.0,0.0
2018-09-09,91.15,91.15,91.15,0.0,0.0,91.15,91.15,91.15,0.0,0.0,91.15,91.15,91.15,0.0,0.0,91.15,91.15,91.15,0.0,0.0
2018-09-16,92.8,92.8,92.8,0.0,0.0,92.8,92.8,92.8,0.0,0.0,92.66,92.66,92.66,0.0,0.0,92.66,92.66,92.66,0.0,0.0
2018-09-23,88.8,88.8,88.8,0.0,0.0,88.8,88.8,88.8,0.0,0.0,88.54,88.54,88.54,0.0,0.0,88.54,88.54,88.54,0.0,0.0
2018-09-30,88.16,88.16,88.16,0.0,0.0,88.17,88.17,88.17,0.0,0.0,87.62,87.62,87.62,0.0,0.0,87.75,87.75,87.75,0.0,0.0
2018-10-07,82.0,82.0,82.0,0.0,0.0,82.01,82.01,82.01,0.0,0.0,78.5,78.5,78.5,0.0,0.0,78.99,78.99,78.99,0.0,0.0
2018-10-14,81.81,81.81,81.81,0.0,0.0,81.81,81.81,81.81,0.0,0.0,81.81,81.81,81.81,0.0,0.0,81.81,81.81,81.81,0.0,0.0
2018-10-21,77.92,77.92,77.92,0.0,0.0,78.04,78.04,78.04,0.0,0.0,75.52,75.52,75.52,0.0,0.0,76.9,76.9,76.9,0.0,0.0
2018-10-28,81.97,81.97,81.97,0.0,0.0,81.97,81.97,81.97,0.0,0.0,81.97,81.97,81.97,0.0,0.0,81.97,81.97,81.97,0.0,0.0
2018-11-04,88.12,88.12,88.12,0.0,0.0,88.12,88.12,88.12,0.0,0.0,88.12,88.12,88.12,0.0,0.0,88.12,88.12,88.12,0.0,0.0
2018-11-11,83.1,83.1,83.1,0.0,0.0,84.01,84.01,84.01,0.0,0.0,83.1,83.1,83.1,0.0,0.0,84.01,84.01,84.01,0.0,0.0
2018-11-18,83.02,83.02,83.02,0.0,0.0,83.02,83.02,83.02,0.0,0.0,83.02,83.02,83.02,0.0,0.0,83.02,83.02,83.02,0.0,0.0
2018-11-25,86.75,86.75,86.75,0.0,0.0,87.75,87.75,87.75,0.0,0.0,86.75,86.75,86.75,0.0,0.0,87.65,87.65,87.65,0.0,0.0
2018-12-02,83.74,83.74,83.74,0.0,0.0,83.82,83.82,83.82,0.0,0.0,82.84,82.84,82.84,0.0,0.0,82.84,82.84,82.84,0.0,0.0
2018-12-09,79.94,79.94,79.94,0.0,0.0,79.94,79.94,79.94,0.0,0.0,78.96,78.96,78.96,0.0,0.0,78.96,78.96,78.96,0.0,0.0
2018-12-16,73.53,73.53,73.53,0.0,0.0,73.53,73.53,73.53,0.0,0.0,69.75,69.75,69.75,0.0,0.0,69.75,69.75,69.75,0.0,0.0
2018-12-23,72.54,72.54,72.54,0.0,0.0,73.71,73.71,73.71,0.0,0.0,71.75,71.75,71.75,0.0,0.0,71.75,71.75,71.75,0.0,0.0
2018-12-30,73.5,73.5,73.5,0.0,0.0,73.94,73.94,73.94,0.0,0.0,72.95,72.95,72.95,0.0,0.0,73.94,73.94,73.94,0.0,0.0
2019-01-06,77.01,77.01,77.01,0.0,0.0,77.01,77.01,77.01,0.0,0.0,76.33,76.33,76.33,0.0,0.0,76.87,76.87,76.87,0.0,0.0
2019-01-13,80.47,80.47,80.47,0.0,0.0,81.09,81.09,81.09,0.0,0.0,80.41,80.41,80.41,0.0,0.0,81.09,81.09,81.09,0.0,0.0
2019-01-20,80.3,80.3,80.3,0.0,0.0,80.3,80.3,80.3,0.0,0.0,79.48,79.48,79.48,0.0,0.0,79.48,79.48,79.48,0.0,0.0
2019-01-27,82.5,82.5,82.5,0.0,0.0,82.5,82.5,82.5,0.0,0.0,79.87,79.87,79.87,0.0,0.0,81.77,81.77,81.77,0.0,0.0
2019-02-03,82.43,82.43,82.43,0.0,0.0,83.02,83.02,83.02,0.0,0.0,82.26,82.26,82.26,0.0,0.0,83.02,83.02,83.02,0.0,0.0
2019-02-10,86.99,86.99,86.99,0.0,0.0,87.03,87.03,87.03,0.0,0.0,86.99,86.99,86.99,0.0,0.0,87.03,87.03,87.03,0.0,0.0
2019-02-17,88.79,88.79,88.79,0.0,0.0,89.07,89.07,89.07,0.0,0.0,88.79,88.79,88.79,0.0,0.0,89.07,89.07,89.07,0.0,0.0
