Date,John Hancock Multifactor Health Care_Open_average,John Hancock Multifactor Health Care_Open_max,John Hancock Multifactor Health Care_Open_min,John Hancock Multifactor Health Care_Open_volatility,John Hancock Multifactor Health Care_Open_change,John Hancock Multifactor Health Care_High_average,John Hancock Multifactor Health Care_High_max,John Hancock Multifactor Health Care_High_min,John Hancock Multifactor Health Care_High_volatility,John Hancock Multifactor Health Care_High_change,John Hancock Multifactor Health Care_Low_average,John Hancock Multifactor Health Care_Low_max,John Hancock Multifactor Health Care_Low_min,John Hancock Multifactor Health Care_Low_volatility,John Hancock Multifactor Health Care_Low_change,John Hancock Multifactor Health Care_Close_average,John Hancock Multifactor Health Care_Close_max,John Hancock Multifactor Health Care_Close_min,John Hancock Multifactor Health Care_Close_volatility,John Hancock Multifactor Health Care_Close_change
2018-12-16,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2018-12-23,31.37,31.37,31.37,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2018-12-30,31.55,31.55,31.55,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2019-01-06,32.39,32.39,32.39,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2019-01-13,33.33,33.33,33.33,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2019-01-20,34.22,34.22,34.22,0.0,0.0,34.22,34.22,34.22,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2019-01-27,33.69,33.69,33.69,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2019-02-03,33.53,33.53,33.53,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.57,33.57,33.57,0.0,0.0
2019-02-10,34.45,34.45,34.45,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2019-02-17,34.65,34.65,34.65,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2019-02-24,34.63,34.63,34.63,0.0,0.0,34.71,34.71,34.71,0.0,0.0,33.89,33.89,33.89,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2019-03-03,33.21,33.21,33.21,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2019-03-10,34.27,34.27,34.27,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2019-03-17,33.9,33.9,33.9,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2019-03-24,34.3,34.3,34.3,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2019-03-31,34.25,34.25,34.25,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2019-04-07,33.67,33.67,33.67,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2019-04-14,31.96,31.96,31.96,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.89,31.89,31.89,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2019-04-21,33.13,33.13,33.13,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2019-04-28,33.5,33.5,33.5,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-05-05,32.5,32.5,32.5,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2019-05-12,32.75,32.75,32.75,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2019-05-19,33.4,33.4,33.4,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2019-05-26,32.68,32.68,32.68,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2019-06-02,33.89,33.89,33.89,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2019-06-09,33.96,33.96,33.96,0.0,0.0,34.11,34.11,34.11,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.11,34.11,34.11,0.0,0.0
2019-06-16,34.98,34.98,34.98,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2019-06-23,34.37,34.37,34.37,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2019-06-30,34.2,34.2,34.2,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2019-07-07,34.34,34.34,34.34,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2019-07-14,34.04,34.04,34.04,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.95,33.95,33.95,0.0,0.0
2019-07-21,34.22,34.22,34.22,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2019-07-28,33.05,33.05,33.05,0.0,0.0,33.38,33.38,33.38,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2019-08-04,33.64,33.64,33.64,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2019-08-11,33.75,33.75,33.75,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2019-08-18,32.96,32.96,32.96,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.97,32.97,32.97,0.0,0.0
2019-08-25,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2019-09-01,33.17,33.17,33.17,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2019-09-08,33.14,33.14,33.14,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2019-09-15,33.82,33.82,33.82,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2019-09-22,32.66,32.66,32.66,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2019-09-29,32.79,32.79,32.79,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2019-10-06,32.92,32.92,32.92,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2019-10-13,33.58,33.58,33.58,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.58,33.58,33.58,0.0,0.0
2019-10-20,33.74,33.74,33.74,0.0,0.0,34.13,34.13,34.13,0.0,0.0,33.74,33.74,33.74,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2019-10-27,34.6,34.6,34.6,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2019-11-03,34.78,34.78,34.78,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2019-11-10,35.67,35.67,35.67,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2019-11-17,36.34,36.34,36.34,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2019-11-24,36.54,36.54,36.54,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.4,36.4,36.4,0.0,0.0
2019-12-01,36.69,36.69,36.69,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.52,36.52,36.52,0.0,0.0
2019-12-08,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2019-12-15,37.42,37.42,37.42,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2019-12-22,37.44,37.44,37.44,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2019-12-29,37.04,37.04,37.04,0.0,0.0,37.08,37.08,37.08,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.05,37.05,37.05,0.0,0.0
