Date,iShares S&P Midcap 400_etf_Open_average,iShares S&P Midcap 400_etf_Open_max,iShares S&P Midcap 400_etf_Open_min,iShares S&P Midcap 400_etf_Open_volatility,iShares S&P Midcap 400_etf_Open_change,iShares S&P Midcap 400_etf_High_average,iShares S&P Midcap 400_etf_High_max,iShares S&P Midcap 400_etf_High_min,iShares S&P Midcap 400_etf_High_volatility,iShares S&P Midcap 400_etf_High_change,iShares S&P Midcap 400_etf_Low_average,iShares S&P Midcap 400_etf_Low_max,iShares S&P Midcap 400_etf_Low_min,iShares S&P Midcap 400_etf_Low_volatility,iShares S&P Midcap 400_etf_Low_change,iShares S&P Midcap 400_etf_Close_average,iShares S&P Midcap 400_etf_Close_max,iShares S&P Midcap 400_etf_Close_min,iShares S&P Midcap 400_etf_Close_volatility,iShares S&P Midcap 400_etf_Close_change
2018-01-14,195.77,195.77,195.77,0.0,0.0,197.64,197.64,197.64,0.0,0.0,195.76,195.76,195.76,0.0,0.0,197.63,197.63,197.63,0.0,0.0
2018-01-21,198.75,198.75,198.75,0.0,0.0,199.22,199.22,199.22,0.0,0.0,197.61,197.61,197.61,0.0,0.0,199.21,199.21,199.21,0.0,0.0
2018-01-28,194.24,194.24,194.24,0.0,0.0,194.43,194.43,194.43,0.0,0.0,191.33,191.33,191.33,0.0,0.0,191.49,191.49,191.49,0.0,0.0
2018-02-04,181.7,181.7,181.7,0.0,0.0,183.03,183.03,183.03,0.0,0.0,176.67,176.67,176.67,0.0,0.0,182.0,182.0,182.0,0.0,0.0
2018-02-11,189.2,189.2,189.2,0.0,0.0,191.0,191.0,191.0,0.0,0.0,189.04,189.04,189.04,0.0,0.0,190.07,190.07,190.07,0.0,0.0
2018-02-18,189.11,189.11,189.11,0.0,0.0,190.43,190.43,190.43,0.0,0.0,188.45,188.45,188.45,0.0,0.0,190.42,190.42,190.42,0.0,0.0
2018-02-25,184.47,184.47,184.47,0.0,0.0,188.22,188.22,188.22,0.0,0.0,184.07,184.07,184.07,0.0,0.0,187.84,187.84,187.84,0.0,0.0
2018-03-04,192.99,192.99,192.99,0.0,0.0,195.13,195.13,195.13,0.0,0.0,192.74,192.74,192.74,0.0,0.0,195.08,195.08,195.08,0.0,0.0
2018-03-11,192.83,192.83,192.83,0.0,0.0,194.26,194.26,194.26,0.0,0.0,192.62,192.62,192.62,0.0,0.0,193.7,193.7,193.7,0.0,0.0
2018-03-18,187.24,187.24,187.24,0.0,0.0,188.01,188.01,188.01,0.0,0.0,183.36,183.36,183.36,0.0,0.0,183.45,183.45,183.45,0.0,0.0
2018-03-25,185.9,185.9,185.9,0.0,0.0,188.49,188.49,188.49,0.0,0.0,185.74,185.74,185.74,0.0,0.0,187.57,187.57,187.57,0.0,0.0
2018-04-01,187.56,187.56,187.56,0.0,0.0,188.53,188.53,188.53,0.0,0.0,183.59,183.59,183.59,0.0,0.0,185.01,185.01,185.01,0.0,0.0
2018-04-08,189.53,189.53,189.53,0.0,0.0,189.53,189.53,189.53,0.0,0.0,187.42,187.42,187.42,0.0,0.0,188.05,188.05,188.05,0.0,0.0
2018-04-15,190.83,190.83,190.83,0.0,0.0,191.15,191.15,191.15,0.0,0.0,189.36,189.36,189.36,0.0,0.0,189.85,189.85,189.85,0.0,0.0
2018-04-22,189.11,189.11,189.11,0.0,0.0,189.57,189.57,189.57,0.0,0.0,188.0,188.0,188.0,0.0,0.0,188.97,188.97,188.97,0.0,0.0
2018-04-29,186.58,186.58,186.58,0.0,0.0,190.35,190.35,190.35,0.0,0.0,186.0,186.0,186.0,0.0,0.0,189.57,189.57,189.57,0.0,0.0
2018-05-06,193.96,193.96,193.96,0.0,0.0,194.47,194.47,194.47,0.0,0.0,193.27,193.27,193.27,0.0,0.0,193.8,193.8,193.8,0.0,0.0
2018-05-13,194.88,194.88,194.88,0.0,0.0,194.99,194.99,194.99,0.0,0.0,194.35,194.35,194.35,0.0,0.0,194.38,194.38,194.38,0.0,0.0
2018-05-20,194.83,194.83,194.83,0.0,0.0,195.29,195.29,195.29,0.0,0.0,194.28,194.28,194.28,0.0,0.0,194.71,194.71,194.71,0.0,0.0
2018-05-27,196.02,196.02,196.02,0.0,0.0,196.46,196.46,196.46,0.0,0.0,195.69,195.69,195.69,0.0,0.0,195.9,195.9,195.9,0.0,0.0
2018-06-03,199.14,199.14,199.14,0.0,0.0,200.37,200.37,200.37,0.0,0.0,198.81,198.81,198.81,0.0,0.0,200.32,200.32,200.32,0.0,0.0
2018-06-10,199.2,199.2,199.2,0.0,0.0,199.84,199.84,199.84,0.0,0.0,198.13,198.13,198.13,0.0,0.0,199.45,199.45,199.45,0.0,0.0
2018-06-17,200.23,200.23,200.23,0.0,0.0,200.5,200.5,200.5,0.0,0.0,199.19,199.19,199.19,0.0,0.0,199.26,199.26,199.26,0.0,0.0
2018-06-24,195.3,195.3,195.3,0.0,0.0,196.41,196.41,196.41,0.0,0.0,194.69,194.69,194.69,0.0,0.0,194.78,194.78,194.78,0.0,0.0
2018-07-01,197.01,197.01,197.01,0.0,0.0,198.9,198.9,198.9,0.0,0.0,196.6,196.6,196.6,0.0,0.0,198.52,198.52,198.52,0.0,0.0
2018-07-08,199.27,199.27,199.27,0.0,0.0,200.32,200.32,200.32,0.0,0.0,199.14,199.14,199.14,0.0,0.0,199.24,199.24,199.24,0.0,0.0
2018-07-15,200.16,200.16,200.16,0.0,0.0,200.37,200.37,200.37,0.0,0.0,199.31,199.31,199.31,0.0,0.0,199.39,199.39,199.39,0.0,0.0
2018-07-22,199.61,199.61,199.61,0.0,0.0,199.75,199.75,199.75,0.0,0.0,196.52,196.52,196.52,0.0,0.0,197.21,197.21,197.21,0.0,0.0
2018-07-29,199.34,199.34,199.34,0.0,0.0,200.09,200.09,200.09,0.0,0.0,198.82,198.82,198.82,0.0,0.0,199.75,199.75,199.75,0.0,0.0
2018-08-05,199.44,199.44,199.44,0.0,0.0,200.48,200.48,200.48,0.0,0.0,198.98,198.98,198.98,0.0,0.0,199.35,199.35,199.35,0.0,0.0
2018-08-12,199.71,199.71,199.71,0.0,0.0,201.09,201.09,201.09,0.0,0.0,199.23,199.23,199.23,0.0,0.0,200.92,200.92,200.92,0.0,0.0
2018-08-19,203.13,203.13,203.13,0.0,0.0,203.67,203.67,203.67,0.0,0.0,202.86,202.86,202.86,0.0,0.0,203.33,203.33,203.33,0.0,0.0
2018-08-26,203.46,203.46,203.46,0.0,0.0,204.64,204.64,204.64,0.0,0.0,203.36,203.36,203.36,0.0,0.0,204.35,204.35,204.35,0.0,0.0
2018-09-02,202.6,202.6,202.6,0.0,0.0,203.79,203.79,203.79,0.0,0.0,202.08,202.08,202.08,0.0,0.0,202.76,202.76,202.76,0.0,0.0
2018-09-09,204.19,204.19,204.19,0.0,0.0,205.27,205.27,205.27,0.0,0.0,203.96,203.96,203.96,0.0,0.0,204.87,204.87,204.87,0.0,0.0
2018-09-16,205.05,205.05,205.05,0.0,0.0,205.47,205.47,205.47,0.0,0.0,204.01,204.01,204.01,0.0,0.0,204.08,204.08,204.08,0.0,0.0
2018-09-23,200.18,200.18,200.18,0.0,0.0,201.91,201.91,201.91,0.0,0.0,200.18,200.18,200.18,0.0,0.0,201.29,201.29,201.29,0.0,0.0
2018-09-30,197.69,197.69,197.69,0.0,0.0,198.05,198.05,198.05,0.0,0.0,195.0,195.0,195.0,0.0,0.0,196.16,196.16,196.16,0.0,0.0
2018-10-07,188.58,188.58,188.58,0.0,0.0,188.68,188.68,188.68,0.0,0.0,183.97,183.97,183.97,0.0,0.0,186.47,186.47,186.47,0.0,0.0
2018-10-14,188.42,188.42,188.42,0.0,0.0,189.2,189.2,189.2,0.0,0.0,186.2,186.2,186.2,0.0,0.0,186.72,186.72,186.72,0.0,0.0
2018-10-21,179.24,179.24,179.24,0.0,0.0,181.07,181.07,181.07,0.0,0.0,176.32,176.32,176.32,0.0,0.0,178.99,178.99,178.99,0.0,0.0
2018-10-28,186.66,186.66,186.66,0.0,0.0,187.08,187.08,187.08,0.0,0.0,184.17,184.17,184.17,0.0,0.0,185.84,185.84,185.84,0.0,0.0
2018-11-04,188.91,188.91,188.91,0.0,0.0,189.13,189.13,189.13,0.0,0.0,186.63,186.63,186.63,0.0,0.0,187.87,187.87,187.87,0.0,0.0
2018-11-11,185.26,185.26,185.26,0.0,0.0,186.74,186.74,186.74,0.0,0.0,184.82,184.82,184.82,0.0,0.0,186.2,186.2,186.2,0.0,0.0
2018-11-18,181.23,181.23,181.23,0.0,0.0,183.68,183.68,183.68,0.0,0.0,181.04,181.04,181.04,0.0,0.0,182.27,182.27,182.27,0.0,0.0
2018-11-25,186.31,186.31,186.31,0.0,0.0,188.11,188.11,188.11,0.0,0.0,186.02,186.02,186.02,0.0,0.0,187.79,187.79,187.79,0.0,0.0
2018-12-02,181.66,181.66,181.66,0.0,0.0,182.92,182.92,182.92,0.0,0.0,177.05,177.05,177.05,0.0,0.0,177.93,177.93,177.93,0.0,0.0
2018-12-09,174.43,174.43,174.43,0.0,0.0,175.91,175.91,175.91,0.0,0.0,172.81,172.81,172.81,0.0,0.0,173.35,173.35,173.35,0.0,0.0
2018-12-16,164.7,164.7,164.7,0.0,0.0,166.14,166.14,166.14,0.0,0.0,160.29,160.29,160.29,0.0,0.0,160.71,160.71,160.71,0.0,0.0
2018-12-23,164.89,164.89,164.89,0.0,0.0,166.47,166.47,166.47,0.0,0.0,163.32,163.32,163.32,0.0,0.0,164.31,164.31,164.31,0.0,0.0
2018-12-30,165.0,165.0,165.0,0.0,0.0,168.8,168.8,168.8,0.0,0.0,164.81,164.81,164.81,0.0,0.0,168.22,168.22,168.22,0.0,0.0
2019-01-06,175.17,175.17,175.17,0.0,0.0,176.36,176.36,176.36,0.0,0.0,174.66,174.66,174.66,0.0,0.0,176.06,176.06,176.06,0.0,0.0
2019-01-13,180.1,180.1,180.1,0.0,0.0,181.93,181.93,181.93,0.0,0.0,179.69,179.69,179.69,0.0,0.0,181.45,181.45,181.45,0.0,0.0
2019-01-20,181.19,181.19,181.19,0.0,0.0,182.06,182.06,182.06,0.0,0.0,180.99,180.99,180.99,0.0,0.0,181.66,181.66,181.66,0.0,0.0
2019-01-27,183.71,183.71,183.71,0.0,0.0,184.26,184.26,184.26,0.0,0.0,182.91,182.91,182.91,0.0,0.0,183.77,183.77,183.77,0.0,0.0
2019-02-03,184.52,184.52,184.52,0.0,0.0,185.56,185.56,185.56,0.0,0.0,183.69,183.69,183.69,0.0,0.0,185.19,185.19,185.19,0.0,0.0
2019-02-10,190.17,190.17,190.17,0.0,0.0,191.48,191.48,191.48,0.0,0.0,189.21,189.21,189.21,0.0,0.0,191.47,191.47,191.47,0.0,0.0
2019-02-17,192.4,192.4,192.4,0.0,0.0,193.56,193.56,193.56,0.0,0.0,192.19,192.19,192.19,0.0,0.0,193.37,193.37,193.37,0.0,0.0
2019-02-24,192.5,192.5,192.5,0.0,0.0,193.27,193.27,193.27,0.0,0.0,191.27,191.27,191.27,0.0,0.0,192.63,192.63,192.63,0.0,0.0
2019-03-03,185.5,185.5,185.5,0.0,0.0,186.34,186.34,186.34,0.0,0.0,185.31,185.31,185.31,0.0,0.0,186.23,186.23,186.23,0.0,0.0
2019-03-10,189.72,189.72,189.72,0.0,0.0,191.1,191.1,191.1,0.0,0.0,189.37,189.37,189.37,0.0,0.0,189.73,189.73,189.73,0.0,0.0
2019-03-17,189.45,189.45,189.45,0.0,0.0,189.64,189.64,189.64,0.0,0.0,185.02,185.02,185.02,0.0,0.0,185.04,185.04,185.04,0.0,0.0
2019-03-24,190.0,190.0,190.0,0.0,0.0,190.29,190.29,190.29,0.0,0.0,188.81,188.81,188.81,0.0,0.0,189.4,189.4,189.4,0.0,0.0
2019-03-31,193.66,193.66,193.66,0.0,0.0,194.74,194.74,194.74,0.0,0.0,193.43,193.43,193.43,0.0,0.0,194.69,194.69,194.69,0.0,0.0
2019-04-07,196.05,196.05,196.05,0.0,0.0,196.69,196.69,196.69,0.0,0.0,195.27,195.27,195.27,0.0,0.0,196.37,196.37,196.37,0.0,0.0
2019-04-14,194.91,194.91,194.91,0.0,0.0,195.43,195.43,195.43,0.0,0.0,193.97,193.97,193.97,0.0,0.0,195.12,195.12,195.12,0.0,0.0
2019-04-21,195.53,195.53,195.53,0.0,0.0,197.36,197.36,197.36,0.0,0.0,195.14,195.14,195.14,0.0,0.0,197.15,197.15,197.15,0.0,0.0
2019-04-28,196.15,196.15,196.15,0.0,0.0,198.12,198.12,198.12,0.0,0.0,196.04,196.04,196.04,0.0,0.0,198.0,198.0,198.0,0.0,0.0
2019-05-05,191.92,191.92,191.92,0.0,0.0,193.78,193.78,193.78,0.0,0.0,189.68,189.68,189.68,0.0,0.0,193.28,193.28,193.28,0.0,0.0
2019-05-12,189.78,189.78,189.78,0.0,0.0,191.45,191.45,191.45,0.0,0.0,188.84,188.84,188.84,0.0,0.0,189.03,189.03,189.03,0.0,0.0
2019-05-19,186.43,186.43,186.43,0.0,0.0,187.01,187.01,187.01,0.0,0.0,185.64,185.64,185.64,0.0,0.0,186.44,186.44,186.44,0.0,0.0
2019-05-26,180.99,180.99,180.99,0.0,0.0,182.02,182.02,182.02,0.0,0.0,180.29,180.29,180.29,0.0,0.0,181.14,181.14,181.14,0.0,0.0
2019-06-02,189.17,189.17,189.17,0.0,0.0,190.23,190.23,190.23,0.0,0.0,188.73,188.73,188.73,0.0,0.0,189.39,189.39,189.39,0.0,0.0
2019-06-09,191.46,191.46,191.46,0.0,0.0,191.46,191.46,191.46,0.0,0.0,190.13,190.13,190.13,0.0,0.0,190.37,190.37,190.37,0.0,0.0
2019-06-16,193.28,193.28,193.28,0.0,0.0,193.45,193.45,193.45,0.0,0.0,191.73,191.73,191.73,0.0,0.0,192.24,192.24,192.24,0.0,0.0
2019-06-23,192.3,192.3,192.3,0.0,0.0,194.49,194.49,194.49,0.0,0.0,192.24,192.24,192.24,0.0,0.0,194.26,194.26,194.26,0.0,0.0
2019-06-30,195.03,195.03,195.03,0.0,0.0,196.19,196.19,196.19,0.0,0.0,193.92,193.92,193.92,0.0,0.0,196.19,196.19,196.19,0.0,0.0
2019-07-07,194.07,194.07,194.07,0.0,0.0,196.07,196.07,196.07,0.0,0.0,193.92,193.92,193.92,0.0,0.0,195.8,195.8,195.8,0.0,0.0
2019-07-14,194.53,194.53,194.53,0.0,0.0,195.29,195.29,195.29,0.0,0.0,193.4,193.4,193.4,0.0,0.0,193.4,193.4,193.4,0.0,0.0
2019-07-21,196.66,196.66,196.66,0.0,0.0,198.32,198.32,198.32,0.0,0.0,196.66,196.66,196.66,0.0,0.0,198.16,198.16,198.16,0.0,0.0
2019-07-28,192.32,192.32,192.32,0.0,0.0,192.58,192.58,192.58,0.0,0.0,190.01,190.01,190.01,0.0,0.0,191.27,191.27,191.27,0.0,0.0
2019-08-04,191.66,191.66,191.66,0.0,0.0,191.68,191.68,191.68,0.0,0.0,189.41,189.41,189.41,0.0,0.0,190.0,190.0,190.0,0.0,0.0
2019-08-11,184.41,184.41,184.41,0.0,0.0,187.55,187.55,187.55,0.0,0.0,184.41,184.41,184.41,0.0,0.0,187.37,187.37,187.37,0.0,0.0
2019-08-18,187.98,187.98,187.98,0.0,0.0,188.87,188.87,188.87,0.0,0.0,183.17,183.17,183.17,0.0,0.0,183.76,183.76,183.76,0.0,0.0
2019-08-25,188.86,188.86,188.86,0.0,0.0,189.0,189.0,189.0,0.0,0.0,187.18,187.18,187.18,0.0,0.0,188.17,188.17,188.17,0.0,0.0
2019-09-01,191.7,191.7,191.7,0.0,0.0,192.31,192.31,192.31,0.0,0.0,191.13,191.13,191.13,0.0,0.0,191.3,191.3,191.3,0.0,0.0
2019-09-08,197.28,197.28,197.28,0.0,0.0,198.04,198.04,198.04,0.0,0.0,196.48,196.48,196.48,0.0,0.0,196.68,196.68,196.68,0.0,0.0
2019-09-15,195.51,195.51,195.51,0.0,0.0,196.45,196.45,196.45,0.0,0.0,194.18,194.18,194.18,0.0,0.0,194.64,194.64,194.64,0.0,0.0
2019-09-22,193.81,193.81,193.81,0.0,0.0,194.41,194.41,194.41,0.0,0.0,191.07,191.07,191.07,0.0,0.0,191.83,191.83,191.83,0.0,0.0
2019-09-29,188.53,188.53,188.53,0.0,0.0,190.05,190.05,190.05,0.0,0.0,187.74,187.74,187.74,0.0,0.0,190.02,190.02,190.02,0.0,0.0
2019-10-06,190.33,190.33,190.33,0.0,0.0,192.96,192.96,192.96,0.0,0.0,190.28,190.28,190.28,0.0,0.0,191.3,191.3,191.3,0.0,0.0
2019-10-13,193.01,193.01,193.01,0.0,0.0,193.81,193.81,193.81,0.0,0.0,192.24,192.24,192.24,0.0,0.0,193.32,193.32,193.32,0.0,0.0
2019-10-20,194.44,194.44,194.44,0.0,0.0,196.23,196.23,196.23,0.0,0.0,194.42,194.42,194.42,0.0,0.0,195.64,195.64,195.64,0.0,0.0
2019-10-27,196.52,196.52,196.52,0.0,0.0,198.19,198.19,198.19,0.0,0.0,196.3,196.3,196.3,0.0,0.0,198.18,198.18,198.18,0.0,0.0
2019-11-03,198.82,198.82,198.82,0.0,0.0,199.74,199.74,199.74,0.0,0.0,198.35,198.35,198.35,0.0,0.0,199.72,199.72,199.72,0.0,0.0
2019-11-10,200.28,200.28,200.28,0.0,0.0,200.35,200.35,200.35,0.0,0.0,199.38,199.38,199.38,0.0,0.0,200.05,200.05,200.05,0.0,0.0
2019-11-17,198.71,198.71,198.71,0.0,0.0,198.98,198.98,198.98,0.0,0.0,197.86,197.86,197.86,0.0,0.0,198.64,198.64,198.64,0.0,0.0
2019-11-24,202.82,202.82,202.82,0.0,0.0,202.91,202.91,202.91,0.0,0.0,200.97,200.97,200.97,0.0,0.0,201.1,201.1,201.1,0.0,0.0
2019-12-01,202.12,202.12,202.12,0.0,0.0,203.21,203.21,203.21,0.0,0.0,202.08,202.08,202.08,0.0,0.0,202.55,202.55,202.55,0.0,0.0
2019-12-08,203.87,203.87,203.87,0.0,0.0,204.75,204.75,204.75,0.0,0.0,202.24,202.24,202.24,0.0,0.0,202.82,202.82,202.82,0.0,0.0
2019-12-15,205.45,205.45,205.45,0.0,0.0,206.48,206.48,206.48,0.0,0.0,205.41,205.41,205.41,0.0,0.0,205.94,205.94,205.94,0.0,0.0
2019-12-22,206.69,206.69,206.69,0.0,0.0,206.78,206.78,206.78,0.0,0.0,205.4,205.4,205.4,0.0,0.0,205.82,205.82,205.82,0.0,0.0
2019-12-29,203.61,203.61,203.61,0.0,0.0,205.52,205.52,205.52,0.0,0.0,203.37,203.37,203.37,0.0,0.0,205.09,205.09,205.09,0.0,0.0
