Date,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_Open_average,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_Open_max,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_Open_min,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_Open_volatility,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_Open_change,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_High_average,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_High_max,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_High_min,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_High_volatility,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_High_change,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_Low_average,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_Low_max,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_Low_min,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_Low_volatility,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_Low_change,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_Close_average,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_Close_max,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_Close_min,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_Close_volatility,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra BEtf_Close_change
2018-01-14,41.2,41.2,41.2,0.0,0.0,42.04,42.04,42.04,0.0,0.0,41.05,41.05,41.05,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2018-01-21,43.81,43.81,43.81,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.78,43.78,43.78,0.0,0.0
2018-01-28,40.67,40.67,40.67,0.0,0.0,40.67,40.67,40.67,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2018-02-04,37.49,37.49,37.49,0.0,0.0,37.49,37.49,37.49,0.0,0.0,33.5,33.5,33.5,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2018-02-11,36.51,36.51,36.51,0.0,0.0,37.31,37.31,37.31,0.0,0.0,35.97,35.97,35.97,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2018-02-18,34.3,34.3,34.3,0.0,0.0,34.84,34.84,34.84,0.0,0.0,33.88,33.88,33.88,0.0,0.0,34.59,34.59,34.59,0.0,0.0
2018-02-25,32.36,32.36,32.36,0.0,0.0,32.82,32.82,32.82,0.0,0.0,31.63,31.63,31.63,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2018-03-04,32.71,32.71,32.71,0.0,0.0,33.3,33.3,33.3,0.0,0.0,32.59,32.59,32.59,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2018-03-11,31.07,31.07,31.07,0.0,0.0,32.11,32.11,32.11,0.0,0.0,30.88,30.88,30.88,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2018-03-18,28.28,28.28,28.28,0.0,0.0,28.41,28.41,28.41,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2018-03-25,27.57,27.57,27.57,0.0,0.0,28.51,28.51,28.51,0.0,0.0,27.4,27.4,27.4,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2018-04-01,28.7,28.7,28.7,0.0,0.0,28.71,28.71,28.71,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2018-04-08,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0,27.73,27.73,27.73,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2018-04-15,30.45,30.45,30.45,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2018-04-22,30.47,30.47,30.47,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2018-04-29,29.43,29.43,29.43,0.0,0.0,30.22,30.22,30.22,0.0,0.0,29.41,29.41,29.41,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2018-05-06,32.1,32.1,32.1,0.0,0.0,32.29,32.29,32.29,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2018-05-13,34.2,34.2,34.2,0.0,0.0,34.2,34.2,34.2,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2018-05-20,31.96,31.96,31.96,0.0,0.0,32.34,32.34,32.34,0.0,0.0,30.84,30.84,30.84,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2018-05-27,33.73,33.73,33.73,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2018-06-03,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0,33.52,33.52,33.52,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2018-06-10,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2018-06-17,33.47,33.47,33.47,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2018-06-24,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0,31.67,31.67,31.67,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2018-07-01,32.06,32.06,32.06,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2018-07-08,31.66,31.66,31.66,0.0,0.0,32.24,32.24,32.24,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2018-07-15,33.7,33.7,33.7,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2018-07-22,35.95,35.95,35.95,0.0,0.0,35.95,35.95,35.95,0.0,0.0,33.81,33.81,33.81,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2018-07-29,38.03,38.03,38.03,0.0,0.0,38.27,38.27,38.27,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2018-08-05,39.73,39.73,39.73,0.0,0.0,40.48,40.48,40.48,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2018-08-12,37.9,37.9,37.9,0.0,0.0,38.85,38.85,38.85,0.0,0.0,37.85,37.85,37.85,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2018-08-19,39.42,39.42,39.42,0.0,0.0,39.42,39.42,39.42,0.0,0.0,38.91,38.91,38.91,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2018-08-26,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2018-09-02,36.64,36.64,36.64,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.16,36.16,36.16,0.0,0.0,36.57,36.57,36.57,0.0,0.0
2018-09-09,37.47,37.47,37.47,0.0,0.0,37.47,37.47,37.47,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2018-09-16,36.25,36.25,36.25,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2018-09-23,34.8,34.8,34.8,0.0,0.0,35.43,35.43,35.43,0.0,0.0,34.72,34.72,34.72,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2018-09-30,36.44,36.44,36.44,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2018-10-07,33.62,33.62,33.62,0.0,0.0,34.3,34.3,34.3,0.0,0.0,32.19,32.19,32.19,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2018-10-14,32.82,32.82,32.82,0.0,0.0,34.07,34.07,34.07,0.0,0.0,32.82,32.82,32.82,0.0,0.0,33.3,33.3,33.3,0.0,0.0
