Date,EDU_stock_Open_average,EDU_stock_Open_max,EDU_stock_Open_min,EDU_stock_Open_volatility,EDU_stock_Open_change,EDU_stock_High_average,EDU_stock_High_max,EDU_stock_High_min,EDU_stock_High_volatility,EDU_stock_High_change,EDU_stock_Low_average,EDU_stock_Low_max,EDU_stock_Low_min,EDU_stock_Low_volatility,EDU_stock_Low_change,EDU_stock_Close_average,EDU_stock_Close_max,EDU_stock_Close_min,EDU_stock_Close_volatility,EDU_stock_Close_change,EDU_stock_Volume_average,EDU_stock_Volume_max,EDU_stock_Volume_min,EDU_stock_Volume_volatility,EDU_stock_Volume_change
2018-01-14,103.13499999999999,105.6,100.75,4.849999999999994,-2.4099999999999966,104.7925,108.4,102.97,5.430000000000007,-5.180000000000007,99.94,101.01,99.26,1.75,-0.14999999999999147,101.7025,102.35,100.52,1.8299999999999983,1.1700000000000017,1539790,2762680,883611,1879069,-1879069
2018-01-21,94.422,101.31,90.01,11.299999999999997,-8.11,95.972,101.32,91.49,9.829999999999998,-5.3999999999999915,91.404,96.65,87.75,8.900000000000006,-3.450000000000003,93.094,98.94,90.02,8.920000000000002,-4.530000000000001,4599799,8086447,2694041,5392406,220260
2018-01-28,92.304,93.41,91.0,2.4099999999999966,-2.1799999999999926,93.37,95.22,91.79,3.4299999999999926,-3.4299999999999926,90.38,92.1,89.17,2.9299999999999926,-2.9299999999999926,91.748,94.4,89.58,4.820000000000007,-4.820000000000007,1738558,2247482,1331255,916227,-276448
2018-02-04,86.128,89.02,83.81,5.209999999999994,-5.209999999999994,88.432,91.87,85.6,6.27000000000001,-6.27000000000001,84.416,87.34,82.55,4.790000000000006,-4.790000000000006,86.032,88.08,82.77,5.310000000000002,-3.0799999999999983,2435356,3362887,1466236,1896651,759010
2018-02-11,88.074,92.01,85.69,6.320000000000007,6.010000000000005,90.674,93.7,88.01,5.689999999999998,4.140000000000001,87.25,91.15,84.46,6.690000000000012,5.5,89.36,92.94,85.68,7.259999999999991,6.230000000000004,1429365,1828912,791986,1036926,-556049
2018-02-18,93.0175,93.92,92.15,1.769999999999996,0.8499999999999943,95.11,96.73,93.8,2.930000000000007,2.930000000000007,91.72,92.68,91.14,1.5400000000000063,0.5,93.5775,95.95,92.42,3.530000000000001,2.7900000000000063,1114465,1257881,824848,433033,420093
2018-02-25,90.70400000000001,93.29,86.0,7.290000000000006,-7.290000000000006,91.21000000000001,93.3,86.68,6.61999999999999,-6.61999999999999,87.71,90.41,84.32,6.090000000000003,-4.980000000000004,89.356,92.02,85.92,6.099999999999994,-6.099999999999994,2675558,3157545,1712538,1445007,396338
2018-03-04,88.88,93.0,85.54,7.459999999999994,7.459999999999994,90.56,93.74,86.25,7.489999999999995,7.489999999999995,87.976,91.3,84.41,6.890000000000001,6.719999999999999,90.216,93.5,86.05,7.450000000000003,7.450000000000003,1659331,2017175,1230727,786448,-724888
2018-03-11,93.274,95.23,92.5,2.730000000000004,-1.059999999999988,94.058,95.67,92.5,3.1700000000000017,-2.8100000000000023,91.07000000000001,92.89,89.19,3.700000000000003,-3.700000000000003,92.45,94.81,90.5,4.310000000000002,-4.310000000000002,1828405,3671205,867965,2803240,1767448
2018-03-18,92.71,96.5,90.14,6.359999999999999,0.8599999999999994,94.588,97.35,92.16,5.189999999999998,-0.7400000000000091,90.894,94.4,88.98,5.420000000000002,-0.23999999999999488,93.312,97.04,89.92,7.1200000000000045,-2.739999999999995,1461359,1859830,1038826,821004,-598142
2018-03-25,89.9225,93.04,86.81,6.230000000000004,-5.189999999999998,90.9225,93.66,88.09,5.569999999999993,-4.890000000000001,86.7,90.1,84.27,5.829999999999998,-4.599999999999994,88.3525,91.78,86.25,5.530000000000001,-4.1299999999999955,1313327,1508288,1039177,469111,-272756
2018-04-01,86.642,88.45,83.11,5.340000000000003,-0.21999999999999886,88.648,89.88,87.87,2.009999999999991,2.009999999999991,85.474,87.29,83.0,4.290000000000006,2.450000000000003,87.578,88.97,86.03,2.9399999999999977,2.6899999999999977,1162192,1418787,937525,481262,481262
2018-04-08,93.882,95.76,89.99,5.77000000000001,4.52000000000001,95.452,96.55,94.08,2.469999999999999,0.46999999999999886,92.26,93.81,89.25,4.560000000000002,2.019999999999996,93.774,95.47,91.6,3.8700000000000045,0.6900000000000119,1334962,2285816,757702,1528114,-534794
2018-04-15,92.604,94.29,91.6,2.690000000000012,-0.5799999999999983,93.27,94.68,92.0,2.680000000000007,-0.46999999999999886,90.886,91.5,90.25,1.25,0.04999999999999716,92.042,93.65,91.11,2.5400000000000063,-0.3200000000000074,1393900,2818661,979918,1838743,1838743
2018-04-22,90.986,94.0,89.01,4.989999999999995,-0.8400000000000034,92.096,96.39,90.61,5.780000000000001,-0.20999999999999375,87.764,89.29,86.4,2.8900000000000006,2.8900000000000006,89.188,90.29,86.82,3.470000000000013,3.2700000000000102,2631009,5638274,681904,4956370,-2276451
2018-04-29,91.024,91.51,90.23,1.2800000000000011,0.8199999999999932,92.31400000000001,93.89,91.63,2.260000000000005,-0.4899999999999949,89.432,91.36,88.2,3.1599999999999966,0.27000000000001023,91.012,91.57,89.84,1.7299999999999898,0.9399999999999977,772583,906179,389428,516751,-80209
2018-05-06,92.608,95.0,90.86,4.140000000000001,4.140000000000001,94.004,95.38,92.76,2.6199999999999903,2.3999999999999915,91.442,92.32,90.0,2.319999999999993,2.319999999999993,92.712,94.4,91.67,2.730000000000004,1.5799999999999983,811135,1193984,566914,627070,-316050
2018-05-13,93.342,93.83,92.82,1.0100000000000051,0.3299999999999983,94.444,94.92,93.82,1.1000000000000085,-0.23999999999999488,92.892,93.44,92.5,0.9399999999999977,0.09999999999999432,93.526,94.04,93.2,0.8400000000000034,0.5200000000000102,793543,1070913,478555,592358,334381
2018-05-20,98.536,104.27,95.5,8.769999999999996,8.769999999999996,101.848,105.66,97.78,7.8799999999999955,6.989999999999995,97.584,100.12,95.46,4.660000000000011,4.660000000000011,99.742,104.3,95.91,8.39,4.77000000000001,1770903,2735887,1096891,1638996,-290315
2018-05-27,98.4025,99.42,97.66,1.7600000000000051,1.7600000000000051,100.7925,102.05,99.76,2.289999999999992,2.289999999999992,97.5675,98.53,96.7,1.8299999999999983,1.8299999999999983,99.1925,101.4,97.63,3.7700000000000102,3.1300000000000097,1425235,1937581,932255,1005326,-793891
2018-06-03,103.052,104.68,101.35,3.3300000000000125,2.030000000000001,104.55799999999999,105.54,103.49,2.0500000000000114,2.0500000000000114,101.588,102.86,98.83,4.030000000000001,3.9200000000000017,103.464,105.0,101.05,3.950000000000003,3.950000000000003,1193869,1442678,950999,491679,-422089
