Date,First Trust NASDAQ Clean Edge Green Energy_Open_average,First Trust NASDAQ Clean Edge Green Energy_Open_max,First Trust NASDAQ Clean Edge Green Energy_Open_min,First Trust NASDAQ Clean Edge Green Energy_Open_volatility,First Trust NASDAQ Clean Edge Green Energy_Open_change,First Trust NASDAQ Clean Edge Green Energy_High_average,First Trust NASDAQ Clean Edge Green Energy_High_max,First Trust NASDAQ Clean Edge Green Energy_High_min,First Trust NASDAQ Clean Edge Green Energy_High_volatility,First Trust NASDAQ Clean Edge Green Energy_High_change,First Trust NASDAQ Clean Edge Green Energy_Low_average,First Trust NASDAQ Clean Edge Green Energy_Low_max,First Trust NASDAQ Clean Edge Green Energy_Low_min,First Trust NASDAQ Clean Edge Green Energy_Low_volatility,First Trust NASDAQ Clean Edge Green Energy_Low_change,First Trust NASDAQ Clean Edge Green Energy_Close_average,First Trust NASDAQ Clean Edge Green Energy_Close_max,First Trust NASDAQ Clean Edge Green Energy_Close_min,First Trust NASDAQ Clean Edge Green Energy_Close_volatility,First Trust NASDAQ Clean Edge Green Energy_Close_change
2018-11-25,19.74,19.74,19.74,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2018-12-02,18.65,18.65,18.65,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2018-12-09,18.5,18.5,18.5,0.0,0.0,18.58,18.58,18.58,0.0,0.0,17.93,17.93,17.93,0.0,0.0,18.05,18.05,18.05,0.0,0.0
2018-12-16,16.84,16.84,16.84,0.0,0.0,16.84,16.84,16.84,0.0,0.0,16.31,16.31,16.31,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2018-12-23,17.49,17.49,17.49,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.62,17.62,17.62,0.0,0.0
2018-12-30,17.78,17.78,17.78,0.0,0.0,18.11,18.11,18.11,0.0,0.0,17.78,17.78,17.78,0.0,0.0,18.01,18.01,18.01,0.0,0.0
2019-01-06,18.7,18.7,18.7,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.42,18.42,18.42,0.0,0.0
2019-01-13,18.9,18.9,18.9,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.76,18.76,18.76,0.0,0.0
2019-01-20,19.05,19.05,19.05,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.01,19.01,19.01,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2019-01-27,19.65,19.65,19.65,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2019-02-03,19.88,19.88,19.88,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2019-02-10,20.17,20.17,20.17,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2019-02-17,21.18,21.18,21.18,0.0,0.0,21.28,21.28,21.28,0.0,0.0,20.99,20.99,20.99,0.0,0.0,21.07,21.07,21.07,0.0,0.0
2019-02-24,21.0,21.0,21.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.74,20.74,20.74,0.0,0.0
2019-03-03,20.28,20.28,20.28,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.49,20.49,20.49,0.0,0.0
2019-03-10,20.68,20.68,20.68,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2019-03-17,20.04,20.04,20.04,0.0,0.0,20.04,20.04,20.04,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2019-03-24,20.32,20.32,20.32,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.49,20.49,20.49,0.0,0.0
2019-03-31,21.16,21.16,21.16,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2019-04-07,21.17,21.17,21.17,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2019-04-14,21.37,21.37,21.37,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2019-04-21,21.05,21.05,21.05,0.0,0.0,21.13,21.13,21.13,0.0,0.0,20.98,20.98,20.98,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2019-04-28,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0,20.98,20.98,20.98,0.0,0.0,21.21,21.21,21.21,0.0,0.0
2019-05-05,20.08,20.08,20.08,0.0,0.0,20.19,20.19,20.19,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2019-05-12,19.56,19.56,19.56,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2019-05-19,19.49,19.49,19.49,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.44,19.44,19.44,0.0,0.0
2019-05-26,18.91,18.91,18.91,0.0,0.0,19.15,19.15,19.15,0.0,0.0,18.91,18.91,18.91,0.0,0.0,19.04,19.04,19.04,0.0,0.0
2019-06-02,20.17,20.17,20.17,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.36,20.36,20.36,0.0,0.0
2019-06-09,20.12,20.12,20.12,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2019-06-16,20.91,20.91,20.91,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2019-06-23,21.68,21.68,21.68,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2019-06-30,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.37,21.37,21.37,0.0,0.0
2019-07-07,21.69,21.69,21.69,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.67,21.67,21.67,0.0,0.0
2019-07-14,21.98,21.98,21.98,0.0,0.0,22.04,22.04,22.04,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2019-07-21,22.12,22.12,22.12,0.0,0.0,22.14,22.14,22.14,0.0,0.0,21.9,21.9,21.9,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2019-07-28,21.37,21.37,21.37,0.0,0.0,21.37,21.37,21.37,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2019-08-04,21.56,21.56,21.56,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.36,21.36,21.36,0.0,0.0
2019-08-11,21.71,21.71,21.71,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2019-08-18,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2019-08-25,21.39,21.39,21.39,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2019-09-01,21.64,21.64,21.64,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2019-09-08,21.94,21.94,21.94,0.0,0.0,22.13,22.13,22.13,0.0,0.0,21.94,21.94,21.94,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2019-09-15,22.35,22.35,22.35,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2019-09-22,21.38,21.38,21.38,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2019-09-29,21.1,21.1,21.1,0.0,0.0,21.1,21.1,21.1,0.0,0.0,20.98,20.98,20.98,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2019-10-06,21.21,21.21,21.21,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2019-10-13,21.56,21.56,21.56,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2019-10-20,22.12,22.12,22.12,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2019-10-27,22.36,22.36,22.36,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2019-11-03,22.53,22.53,22.53,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2019-11-10,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2019-11-17,22.5,22.5,22.5,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2019-11-24,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2019-12-01,23.12,23.12,23.12,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2019-12-08,23.71,23.71,23.71,0.0,0.0,24.09,24.09,24.09,0.0,0.0,23.71,23.71,23.71,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-12-15,24.65,24.65,24.65,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2019-12-22,24.97,24.97,24.97,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2019-12-29,25.19,25.19,25.19,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.34,25.34,25.34,0.0,0.0
