Date,JPMorgan Disciplined High Yield_Open_average,JPMorgan Disciplined High Yield_Open_max,JPMorgan Disciplined High Yield_Open_min,JPMorgan Disciplined High Yield_Open_volatility,JPMorgan Disciplined High Yield_Open_change,JPMorgan Disciplined High Yield_High_average,JPMorgan Disciplined High Yield_High_max,JPMorgan Disciplined High Yield_High_min,JPMorgan Disciplined High Yield_High_volatility,JPMorgan Disciplined High Yield_High_change,JPMorgan Disciplined High Yield_Low_average,JPMorgan Disciplined High Yield_Low_max,JPMorgan Disciplined High Yield_Low_min,JPMorgan Disciplined High Yield_Low_volatility,JPMorgan Disciplined High Yield_Low_change,JPMorgan Disciplined High Yield_Close_average,JPMorgan Disciplined High Yield_Close_max,JPMorgan Disciplined High Yield_Close_min,JPMorgan Disciplined High Yield_Close_volatility,JPMorgan Disciplined High Yield_Close_change
2018-10-21,48.87,48.87,48.87,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2018-10-28,48.85,48.85,48.85,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2018-11-04,48.96,48.96,48.96,0.0,0.0,48.96,48.96,48.96,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2018-11-11,48.3,48.3,48.3,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2018-11-18,48.47,48.47,48.47,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2018-11-25,48.58,48.58,48.58,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2018-12-02,48.44,48.44,48.44,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.46,48.46,48.46,0.0,0.0
2018-12-09,48.61,48.61,48.61,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.46,48.46,48.46,0.0,0.0
2018-12-16,47.24,47.24,47.24,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.03,47.03,47.03,0.0,0.0,47.13,47.13,47.13,0.0,0.0
2018-12-23,47.7,47.7,47.7,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2018-12-30,48.37,48.37,48.37,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.34,48.34,48.34,0.0,0.0
2019-01-06,49.06,49.06,49.06,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2019-01-13,49.36,49.36,49.36,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2019-01-20,49.03,49.03,49.03,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2019-01-27,49.3,49.3,49.3,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2019-02-03,49.43,49.43,49.43,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2019-02-10,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2019-02-17,50.0,50.0,50.0,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2019-02-24,50.06,50.06,50.06,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2019-03-03,49.73,49.73,49.73,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2019-03-10,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2019-03-17,50.16,50.16,50.16,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2019-03-24,50.48,50.48,50.48,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2019-03-31,50.53,50.53,50.53,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2019-04-07,50.84,50.84,50.84,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2019-04-14,50.71,50.71,50.71,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2019-04-21,50.83,50.83,50.83,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2019-04-28,50.5,50.5,50.5,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-05-05,50.3,50.3,50.3,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2019-05-12,50.33,50.33,50.33,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.29,50.29,50.29,0.0,0.0
2019-05-19,50.28,50.28,50.28,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2019-05-26,49.77,49.77,49.77,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2019-06-02,50.63,50.63,50.63,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-06-09,50.73,50.73,50.73,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2019-06-16,51.3,51.3,51.3,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2019-06-23,51.21,51.21,51.21,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2019-06-30,51.24,51.24,51.24,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2019-07-07,51.22,51.22,51.22,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2019-07-14,51.16,51.16,51.16,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2019-07-21,51.34,51.34,51.34,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2019-07-28,50.81,50.81,50.81,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2019-08-04,50.96,50.96,50.96,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2019-08-11,51.1,51.1,51.1,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.09,51.09,51.09,0.0,0.0
2019-08-18,51.39,51.39,51.39,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2019-08-25,51.47,51.47,51.47,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2019-09-01,51.72,51.72,51.72,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2019-09-08,51.69,51.69,51.69,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.78,51.78,51.78,0.0,0.0
2019-09-15,51.74,51.74,51.74,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2019-09-22,51.34,51.34,51.34,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2019-09-29,51.1,51.1,51.1,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2019-10-06,51.27,51.27,51.27,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2019-10-13,51.41,51.41,51.41,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2019-10-20,51.66,51.66,51.66,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.62,51.62,51.62,0.0,0.0
2019-10-27,51.48,51.48,51.48,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2019-11-03,51.29,51.29,51.29,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2019-11-10,51.38,51.38,51.38,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2019-11-17,51.29,51.29,51.29,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2019-11-24,51.27,51.27,51.27,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2019-12-01,51.31,51.31,51.31,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.35,51.35,51.35,0.0,0.0
2019-12-08,51.77,51.77,51.77,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2019-12-15,51.98,51.98,51.98,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2019-12-22,51.85,51.85,51.85,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2019-12-29,51.78,51.78,51.78,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.83,51.83,51.83,0.0,0.0
