Date,iShares MSCI Austria Capped_Open_average,iShares MSCI Austria Capped_Open_max,iShares MSCI Austria Capped_Open_min,iShares MSCI Austria Capped_Open_volatility,iShares MSCI Austria Capped_Open_change,iShares MSCI Austria Capped_High_average,iShares MSCI Austria Capped_High_max,iShares MSCI Austria Capped_High_min,iShares MSCI Austria Capped_High_volatility,iShares MSCI Austria Capped_High_change,iShares MSCI Austria Capped_Low_average,iShares MSCI Austria Capped_Low_max,iShares MSCI Austria Capped_Low_min,iShares MSCI Austria Capped_Low_volatility,iShares MSCI Austria Capped_Low_change,iShares MSCI Austria Capped_Close_average,iShares MSCI Austria Capped_Close_max,iShares MSCI Austria Capped_Close_min,iShares MSCI Austria Capped_Close_volatility,iShares MSCI Austria Capped_Close_change
2018-01-14,27.04,27.04,27.04,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2018-01-21,26.98,26.98,26.98,0.0,0.0,27.01,27.01,27.01,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2018-01-28,25.85,25.85,25.85,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-02-04,24.94,24.94,24.94,0.0,0.0,25.12,25.12,25.12,0.0,0.0,24.91,24.91,24.91,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-02-11,25.27,25.27,25.27,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2018-02-18,25.19,25.19,25.19,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2018-02-25,24.99,24.99,24.99,0.0,0.0,25.23,25.23,25.23,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-03-04,25.76,25.76,25.76,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2018-03-11,25.56,25.56,25.56,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2018-03-18,25.64,25.64,25.64,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2018-03-25,25.32,25.32,25.32,0.0,0.0,25.36,25.36,25.36,0.0,0.0,24.88,24.88,24.88,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2018-04-01,25.1,25.1,25.1,0.0,0.0,25.15,25.15,25.15,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2018-04-08,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.54,25.54,25.54,0.0,0.0
2018-04-15,25.68,25.68,25.68,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2018-04-22,25.27,25.27,25.27,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2018-04-29,24.96,24.96,24.96,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.96,24.96,24.96,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2018-05-06,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2018-05-13,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2018-05-20,23.73,23.73,23.73,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2018-05-27,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2018-06-03,24.22,24.22,24.22,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2018-06-10,23.44,23.44,23.44,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.44,23.44,23.44,0.0,0.0
2018-06-17,22.7,22.7,22.7,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2018-06-24,22.34,22.34,22.34,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2018-07-01,22.87,22.87,22.87,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2018-07-08,22.92,22.92,22.92,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2018-07-15,23.04,23.04,23.04,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2018-07-22,23.68,23.68,23.68,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2018-07-29,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2018-08-05,22.33,22.33,22.33,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.34,22.34,22.34,0.0,0.0
2018-08-12,22.2,22.2,22.2,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2018-08-19,22.94,22.94,22.94,0.0,0.0,23.09,23.09,23.09,0.0,0.0,22.92,22.92,22.92,0.0,0.0,23.09,23.09,23.09,0.0,0.0
2018-08-26,22.84,22.84,22.84,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2018-09-02,22.64,22.64,22.64,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2018-09-09,23.26,23.26,23.26,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2018-09-16,23.7,23.7,23.7,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2018-09-23,23.08,23.08,23.08,0.0,0.0,23.09,23.09,23.09,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2018-09-30,22.43,22.43,22.43,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2018-10-07,21.99,21.99,21.99,0.0,0.0,22.11,22.11,22.11,0.0,0.0,21.99,21.99,21.99,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2018-10-14,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.9,21.9,21.9,0.0,0.0
2018-10-21,20.95,20.95,20.95,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2018-10-28,21.54,21.54,21.54,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2018-11-04,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.95,20.95,20.95,0.0,0.0
