Date,Renaissance International IPO_etf_Open_average,Renaissance International IPO_etf_Open_max,Renaissance International IPO_etf_Open_min,Renaissance International IPO_etf_Open_volatility,Renaissance International IPO_etf_Open_change,Renaissance International IPO_etf_High_average,Renaissance International IPO_etf_High_max,Renaissance International IPO_etf_High_min,Renaissance International IPO_etf_High_volatility,Renaissance International IPO_etf_High_change,Renaissance International IPO_etf_Low_average,Renaissance International IPO_etf_Low_max,Renaissance International IPO_etf_Low_min,Renaissance International IPO_etf_Low_volatility,Renaissance International IPO_etf_Low_change,Renaissance International IPO_etf_Close_average,Renaissance International IPO_etf_Close_max,Renaissance International IPO_etf_Close_min,Renaissance International IPO_etf_Close_volatility,Renaissance International IPO_etf_Close_change
2018-03-25,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-04-01,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2018-04-08,25.42,25.42,25.42,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.9,25.9,25.9,0.0,0.0
2018-04-15,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2018-04-22,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2018-04-29,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2018-05-06,24.05,24.05,24.05,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2018-05-13,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2018-05-20,23.7,23.7,23.7,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2018-05-27,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2018-06-03,24.12,24.12,24.12,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.12,24.12,24.12,0.0,0.0
2018-06-10,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2018-06-17,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2018-06-24,22.51,22.51,22.51,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2018-07-01,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2018-07-08,22.67,22.67,22.67,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2018-07-15,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2018-07-22,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2018-07-29,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2018-08-05,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2018-08-12,22.28,22.28,22.28,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2018-08-19,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2018-08-26,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0
2018-09-02,22.17,22.17,22.17,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2018-09-09,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2018-09-16,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2018-09-23,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2018-09-30,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2018-10-07,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2018-10-14,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2018-10-21,20.28,20.28,20.28,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2018-10-28,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0
2018-11-04,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.49,20.49,20.49,0.0,0.0
2018-11-11,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0
2018-11-18,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2018-11-25,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2018-12-02,19.94,19.94,19.94,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2018-12-09,18.98,18.98,18.98,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2018-12-16,18.42,18.42,18.42,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.42,18.42,18.42,0.0,0.0
2018-12-23,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2018-12-30,19.15,19.15,19.15,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2019-01-06,19.48,19.48,19.48,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.43,19.43,19.43,0.0,0.0
2019-01-13,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0
2019-01-20,19.91,19.91,19.91,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.91,19.91,19.91,0.0,0.0
2019-01-27,20.03,20.03,20.03,0.0,0.0,20.03,20.03,20.03,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2019-02-03,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0
2019-02-10,20.62,20.62,20.62,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2019-02-17,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2019-02-24,21.11,21.11,21.11,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.04,21.04,21.04,0.0,0.0
2019-03-03,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2019-03-10,21.16,21.16,21.16,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2019-03-17,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2019-03-24,20.91,20.91,20.91,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2019-03-31,21.54,21.54,21.54,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.54,21.54,21.54,0.0,0.0
2019-04-07,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2019-04-14,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2019-04-21,21.7,21.7,21.7,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2019-04-28,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2019-05-05,21.52,21.52,21.52,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.52,21.52,21.52,0.0,0.0
2019-05-12,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2019-05-19,20.79,20.79,20.79,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.79,20.79,20.79,0.0,0.0
2019-05-26,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2019-06-02,21.34,21.34,21.34,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2019-06-09,21.14,21.14,21.14,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2019-06-16,21.55,21.55,21.55,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2019-06-23,21.67,21.67,21.67,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.67,21.67,21.67,0.0,0.0
2019-06-30,21.73,21.73,21.73,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2019-07-07,21.59,21.59,21.59,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.59,21.59,21.59,0.0,0.0
2019-07-14,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0
2019-07-21,21.35,21.35,21.35,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2019-07-28,20.66,20.66,20.66,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2019-08-04,20.62,20.62,20.62,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2019-08-11,20.47,20.47,20.47,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2019-08-18,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.66,20.66,20.66,0.0,0.0
2019-08-25,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2019-09-01,21.54,21.54,21.54,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.54,21.54,21.54,0.0,0.0
2019-09-08,21.57,21.57,21.57,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.57,21.57,21.57,0.0,0.0
2019-09-15,21.62,21.62,21.62,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2019-09-22,21.59,21.59,21.59,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.54,21.54,21.54,0.0,0.0
2019-09-29,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2019-10-06,22.01,22.01,22.01,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.17,22.17,22.17,0.0,0.0
2019-10-13,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2019-10-20,22.44,22.44,22.44,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2019-10-27,22.8,22.8,22.8,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2019-11-03,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2019-11-10,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2019-11-17,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2019-11-24,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2019-12-01,23.46,23.46,23.46,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2019-12-08,23.6,23.6,23.6,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2019-12-15,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2019-12-22,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2019-12-29,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0
