Date,Vanguard Short-Term Government Bond_Open_average,Vanguard Short-Term Government Bond_Open_max,Vanguard Short-Term Government Bond_Open_volatility,Vanguard Short-Term Government Bond_Open_change,Vanguard Short-Term Government Bond_High_average,Vanguard Short-Term Government Bond_High_max,Vanguard Short-Term Government Bond_High_volatility,Vanguard Short-Term Government Bond_High_change,Vanguard Short-Term Government Bond_Low_average,Vanguard Short-Term Government Bond_Low_max,Vanguard Short-Term Government Bond_Low_volatility,Vanguard Short-Term Government Bond_Low_change,Vanguard Short-Term Government Bond_Close_average,Vanguard Short-Term Government Bond_Close_max,Vanguard Short-Term Government Bond_Close_volatility,Vanguard Short-Term Government Bond_Close_change
2016-03-13,61.06,61.06,0.0,0.0,61.08,61.08,0.0,0.0,61.02,61.02,0.0,0.0,61.04,61.04,0.0,0.0
2016-03-20,61.04,61.04,0.0,0.0,61.07,61.07,0.0,0.0,61.03,61.03,0.0,0.0,61.04,61.04,0.0,0.0
2016-03-27,61.15,61.15,0.0,0.0,61.18,61.18,0.0,0.0,61.11,61.11,0.0,0.0,61.11,61.11,0.0,0.0
2016-04-03,61.18,61.18,0.0,0.0,61.2,61.2,0.0,0.0,61.16,61.16,0.0,0.0,61.2,61.2,0.0,0.0
2016-04-10,61.18,61.18,0.0,0.0,61.2,61.2,0.0,0.0,61.16,61.16,0.0,0.0,61.18,61.18,0.0,0.0
2016-04-17,61.09,61.09,0.0,0.0,61.11,61.11,0.0,0.0,61.07,61.07,0.0,0.0,61.1,61.1,0.0,0.0
2016-04-24,61.11,61.11,0.0,0.0,61.16,61.16,0.0,0.0,61.08,61.08,0.0,0.0,61.08,61.08,0.0,0.0
2016-05-01,61.2,61.2,0.0,0.0,61.24,61.24,0.0,0.0,61.2,61.2,0.0,0.0,61.23,61.23,0.0,0.0
2016-05-08,61.19,61.19,0.0,0.0,61.19,61.19,0.0,0.0,61.12,61.12,0.0,0.0,61.17,61.17,0.0,0.0
2016-05-15,61.05,61.05,0.0,0.0,61.07,61.07,0.0,0.0,61.01,61.01,0.0,0.0,61.05,61.05,0.0,0.0
2016-05-22,61.06,61.06,0.0,0.0,61.12,61.12,0.0,0.0,61.0,61.0,0.0,0.0,61.05,61.05,0.0,0.0
2016-05-29,61.15,61.15,0.0,0.0,61.16,61.16,0.0,0.0,61.1,61.1,0.0,0.0,61.15,61.15,0.0,0.0
2016-06-05,61.22,61.22,0.0,0.0,61.25,61.25,0.0,0.0,61.21,61.21,0.0,0.0,61.23,61.23,0.0,0.0
2016-06-12,61.24,61.24,0.0,0.0,61.25,61.25,0.0,0.0,61.2,61.2,0.0,0.0,61.21,61.21,0.0,0.0
2016-06-19,61.4,61.4,0.0,0.0,61.42,61.42,0.0,0.0,61.37,61.37,0.0,0.0,61.38,61.38,0.0,0.0
2016-06-26,61.36,61.36,0.0,0.0,61.4,61.4,0.0,0.0,61.34,61.34,0.0,0.0,61.37,61.37,0.0,0.0
2016-07-03,61.32,61.32,0.0,0.0,61.33,61.33,0.0,0.0,61.25,61.25,0.0,0.0,61.3,61.3,0.0,0.0
2016-07-10,61.24,61.24,0.0,0.0,61.26,61.26,0.0,0.0,61.21,61.21,0.0,0.0,61.24,61.24,0.0,0.0
2016-07-17,61.23,61.23,0.0,0.0,61.23,61.23,0.0,0.0,61.18,61.18,0.0,0.0,61.23,61.23,0.0,0.0
2016-07-24,61.25,61.25,0.0,0.0,61.29,61.29,0.0,0.0,61.22,61.22,0.0,0.0,61.22,61.22,0.0,0.0
2016-07-31,61.2,61.2,0.0,0.0,61.21,61.21,0.0,0.0,61.17,61.17,0.0,0.0,61.2,61.2,0.0,0.0
2016-08-07,61.23,61.23,0.0,0.0,61.23,61.23,0.0,0.0,61.18,61.18,0.0,0.0,61.22,61.22,0.0,0.0
2016-08-14,61.21,61.21,0.0,0.0,61.23,61.23,0.0,0.0,61.18,61.18,0.0,0.0,61.21,61.21,0.0,0.0
2016-08-21,61.14,61.14,0.0,0.0,61.17,61.17,0.0,0.0,61.1,61.1,0.0,0.0,61.17,61.17,0.0,0.0
2016-08-28,61.14,61.14,0.0,0.0,61.14,61.14,0.0,0.0,61.09,61.09,0.0,0.0,61.1,61.1,0.0,0.0
2016-09-04,61.14,61.14,0.0,0.0,61.16,61.16,0.0,0.0,61.1,61.1,0.0,0.0,61.13,61.13,0.0,0.0
2016-09-11,61.17,61.17,0.0,0.0,61.17,61.17,0.0,0.0,61.13,61.13,0.0,0.0,61.16,61.16,0.0,0.0
2016-09-18,61.21,61.21,0.0,0.0,61.22,61.22,0.0,0.0,61.16,61.16,0.0,0.0,61.21,61.21,0.0,0.0
2016-09-25,61.15,61.15,0.0,0.0,61.16,61.16,0.0,0.0,61.13,61.13,0.0,0.0,61.13,61.13,0.0,0.0
2016-10-02,61.07,61.07,0.0,0.0,61.08,61.08,0.0,0.0,61.01,61.01,0.0,0.0,61.01,61.01,0.0,0.0
2016-10-09,61.09,61.09,0.0,0.0,61.1,61.1,0.0,0.0,61.07,61.07,0.0,0.0,61.08,61.08,0.0,0.0
2016-10-16,61.12,61.12,0.0,0.0,61.12,61.12,0.0,0.0,61.06,61.06,0.0,0.0,61.08,61.08,0.0,0.0
2016-10-23,61.14,61.14,0.0,0.0,61.14,61.14,0.0,0.0,61.06,61.06,0.0,0.0,61.11,61.11,0.0,0.0
2016-10-30,61.1,61.1,0.0,0.0,61.13,61.13,0.0,0.0,61.09,61.09,0.0,0.0,61.12,61.12,0.0,0.0
2016-11-06,60.92,60.92,0.0,0.0,60.92,60.92,0.0,0.0,60.85,60.85,0.0,0.0,60.88,60.88,0.0,0.0
2016-11-13,60.8,60.8,0.0,0.0,60.85,60.85,0.0,0.0,60.78,60.78,0.0,0.0,60.81,60.81,0.0,0.0
2016-11-20,60.78,60.78,0.0,0.0,60.82,60.82,0.0,0.0,60.75,60.75,0.0,0.0,60.79,60.79,0.0,0.0
2016-11-27,60.75,60.75,0.0,0.0,60.78,60.78,0.0,0.0,60.71,60.71,0.0,0.0,60.74,60.74,0.0,0.0
2016-12-04,60.77,60.77,0.0,0.0,60.78,60.78,0.0,0.0,60.74,60.74,0.0,0.0,60.77,60.77,0.0,0.0
2016-12-11,60.68,60.68,0.0,0.0,60.69,60.69,0.0,0.0,60.65,60.65,0.0,0.0,60.68,60.68,0.0,0.0
2016-12-18,60.65,60.65,0.0,0.0,60.66,60.66,0.0,0.0,60.62,60.62,0.0,0.0,60.65,60.65,0.0,0.0
2016-12-25,60.7,60.7,0.0,0.0,60.92,60.92,0.0,0.0,60.69,60.69,0.0,0.0,60.92,60.92,0.0,0.0
2017-01-01,60.74,60.74,0.0,0.0,60.75,60.75,0.0,0.0,60.71,60.71,0.0,0.0,60.75,60.75,0.0,0.0
2017-01-08,60.75,60.75,0.0,0.0,60.76,60.76,0.0,0.0,60.7,60.7,0.0,0.0,60.73,60.73,0.0,0.0
2017-01-15,60.77,60.77,0.0,0.0,60.82,60.82,0.0,0.0,60.77,60.77,0.0,0.0,60.82,60.82,0.0,0.0
2017-01-22,60.8,60.8,0.0,0.0,60.81,60.81,0.0,0.0,60.78,60.78,0.0,0.0,60.81,60.81,0.0,0.0
2017-01-29,60.79,60.79,0.0,0.0,60.84,60.84,0.0,0.0,60.78,60.78,0.0,0.0,60.81,60.81,0.0,0.0
2017-02-05,60.8,60.8,0.0,0.0,60.83,60.83,0.0,0.0,60.76,60.76,0.0,0.0,60.79,60.79,0.0,0.0
2017-02-12,60.81,60.81,0.0,0.0,60.81,60.81,0.0,0.0,60.79,60.79,0.0,0.0,60.81,60.81,0.0,0.0
2017-02-19,60.9,60.9,0.0,0.0,60.9,60.9,0.0,0.0,60.82,60.82,0.0,0.0,60.84,60.84,0.0,0.0
2017-02-26,60.65,60.65,0.0,0.0,60.67,60.67,0.0,0.0,60.64,60.64,0.0,0.0,60.66,60.66,0.0,0.0
2017-03-05,60.62,60.62,0.0,0.0,60.62,60.62,0.0,0.0,60.58,60.58,0.0,0.0,60.59,60.59,0.0,0.0
2017-03-12,60.7,60.7,0.0,0.0,60.72,60.72,0.0,0.0,60.67,60.67,0.0,0.0,60.72,60.72,0.0,0.0
2017-03-19,60.81,60.81,0.0,0.0,60.81,60.81,0.0,0.0,60.76,60.76,0.0,0.0,60.77,60.77,0.0,0.0
2017-03-26,60.76,60.76,0.0,0.0,60.78,60.78,0.0,0.0,60.73,60.73,0.0,0.0,60.77,60.77,0.0,0.0
2017-04-02,60.73,60.73,0.0,0.0,60.76,60.76,0.0,0.0,60.73,60.73,0.0,0.0,60.75,60.75,0.0,0.0
2017-04-09,60.85,60.85,0.0,0.0,60.86,60.86,0.0,0.0,60.84,60.84,0.0,0.0,60.85,60.85,0.0,0.0
2017-04-16,60.82,60.82,0.0,0.0,60.85,60.85,0.0,0.0,60.81,60.81,0.0,0.0,60.85,60.85,0.0,0.0
2017-04-23,60.77,60.77,0.0,0.0,60.8,60.8,0.0,0.0,60.74,60.74,0.0,0.0,60.75,60.75,0.0,0.0
2017-04-30,60.71,60.71,0.0,0.0,60.74,60.74,0.0,0.0,60.71,60.71,0.0,0.0,60.72,60.72,0.0,0.0
2017-05-07,60.78,60.78,0.0,0.0,60.79,60.79,0.0,0.0,60.75,60.75,0.0,0.0,60.78,60.78,0.0,0.0
2017-05-14,60.8,60.8,0.0,0.0,60.84,60.84,0.0,0.0,60.78,60.78,0.0,0.0,60.83,60.83,0.0,0.0
2017-05-21,60.81,60.81,0.0,0.0,60.89,60.89,0.0,0.0,60.78,60.78,0.0,0.0,60.81,60.81,0.0,0.0
2017-05-28,60.79,60.79,0.0,0.0,60.79,60.79,0.0,0.0,60.76,60.76,0.0,0.0,60.76,60.76,0.0,0.0
2017-06-04,60.74,60.74,0.0,0.0,60.76,60.76,0.0,0.0,60.73,60.73,0.0,0.0,60.73,60.73,0.0,0.0
2017-06-11,60.75,60.75,0.0,0.0,60.76,60.76,0.0,0.0,60.71,60.71,0.0,0.0,60.72,60.72,0.0,0.0
2017-06-18,60.78,60.78,0.0,0.0,60.8,60.8,0.0,0.0,60.76,60.76,0.0,0.0,60.77,60.77,0.0,0.0
2017-06-25,60.72,60.72,0.0,0.0,60.72,60.72,0.0,0.0,60.64,60.64,0.0,0.0,60.68,60.68,0.0,0.0
2017-07-02,60.7,60.7,0.0,0.0,60.72,60.72,0.0,0.0,60.68,60.68,0.0,0.0,60.69,60.69,0.0,0.0
2017-07-09,60.76,60.76,0.0,0.0,60.79,60.79,0.0,0.0,60.75,60.75,0.0,0.0,60.79,60.79,0.0,0.0
2017-07-16,60.8,60.8,0.0,0.0,60.82,60.82,0.0,0.0,60.77,60.77,0.0,0.0,60.79,60.79,0.0,0.0
2017-07-23,60.82,60.82,0.0,0.0,60.83,60.83,0.0,0.0,60.79,60.79,0.0,0.0,60.81,60.81,0.0,0.0
2017-07-30,60.79,60.79,0.0,0.0,60.79,60.79,0.0,0.0,60.76,60.76,0.0,0.0,60.77,60.77,0.0,0.0
2017-08-06,60.84,60.84,0.0,0.0,60.85,60.85,0.0,0.0,60.82,60.82,0.0,0.0,60.82,60.82,0.0,0.0
2017-08-13,60.86,60.86,0.0,0.0,60.87,60.87,0.0,0.0,60.83,60.83,0.0,0.0,60.87,60.87,0.0,0.0
2017-08-20,60.83,60.83,0.0,0.0,60.88,60.88,0.0,0.0,60.83,60.83,0.0,0.0,60.86,60.86,0.0,0.0
2017-08-27,60.85,60.85,0.0,0.0,60.85,60.85,0.0,0.0,60.8,60.8,0.0,0.0,60.81,60.81,0.0,0.0
2017-09-03,60.87,60.87,0.0,0.0,60.87,60.87,0.0,0.0,60.84,60.84,0.0,0.0,60.85,60.85,0.0,0.0
2017-09-10,60.78,60.78,0.0,0.0,60.78,60.78,0.0,0.0,60.76,60.76,0.0,0.0,60.76,60.76,0.0,0.0
2017-09-17,60.76,60.76,0.0,0.0,60.78,60.78,0.0,0.0,60.73,60.73,0.0,0.0,60.77,60.77,0.0,0.0
2017-09-24,60.65,60.65,0.0,0.0,60.67,60.67,0.0,0.0,60.63,60.63,0.0,0.0,60.65,60.65,0.0,0.0
2017-10-01,60.65,60.65,0.0,0.0,60.69,60.69,0.0,0.0,60.62,60.62,0.0,0.0,60.62,60.62,0.0,0.0
2017-10-08,60.65,60.65,0.0,0.0,60.65,60.65,0.0,0.0,60.6,60.6,0.0,0.0,60.6,60.6,0.0,0.0
2017-10-15,60.62,60.62,0.0,0.0,60.64,60.64,0.0,0.0,60.59,60.59,0.0,0.0,60.59,60.59,0.0,0.0
2017-10-22,60.6,60.6,0.0,0.0,60.63,60.63,0.0,0.0,60.6,60.6,0.0,0.0,60.61,60.61,0.0,0.0
2017-10-29,60.54,60.54,0.0,0.0,60.57,60.57,0.0,0.0,60.52,60.52,0.0,0.0,60.53,60.53,0.0,0.0
2017-11-05,60.51,60.51,0.0,0.0,60.51,60.51,0.0,0.0,60.47,60.47,0.0,0.0,60.47,60.47,0.0,0.0
2017-11-12,60.46,60.46,0.0,0.0,60.48,60.48,0.0,0.0,60.42,60.42,0.0,0.0,60.43,60.43,0.0,0.0
2017-11-19,60.44,60.44,0.0,0.0,60.48,60.48,0.0,0.0,60.43,60.43,0.0,0.0,60.48,60.48,0.0,0.0
2017-11-26,60.34,60.34,0.0,0.0,60.34,60.34,0.0,0.0,60.31,60.31,0.0,0.0,60.33,60.33,0.0,0.0
2017-12-03,60.37,60.37,0.0,0.0,60.38,60.38,0.0,0.0,60.32,60.32,0.0,0.0,60.33,60.33,0.0,0.0
2017-12-10,60.35,60.35,0.0,0.0,60.36,60.36,0.0,0.0,60.32,60.32,0.0,0.0,60.36,60.36,0.0,0.0
2017-12-17,60.32,60.32,0.0,0.0,60.32,60.32,0.0,0.0,60.31,60.31,0.0,0.0,60.32,60.32,0.0,0.0
2017-12-24,60.28,60.28,0.0,0.0,60.3,60.3,0.0,0.0,60.26,60.26,0.0,0.0,60.27,60.27,0.0,0.0
2017-12-31,60.21,60.21,0.0,0.0,60.22,60.22,0.0,0.0,60.2,60.2,0.0,0.0,60.22,60.22,0.0,0.0
2018-01-07,60.19,60.19,0.0,0.0,60.19,60.19,0.0,0.0,60.15,60.15,0.0,0.0,60.17,60.17,0.0,0.0
2018-01-14,60.14,60.14,0.0,0.0,60.15,60.15,0.0,0.0,60.12,60.12,0.0,0.0,60.12,60.12,0.0,0.0
2018-01-21,60.09,60.09,0.0,0.0,60.13,60.13,0.0,0.0,60.06,60.06,0.0,0.0,60.1,60.1,0.0,0.0
2018-01-28,60.06,60.06,0.0,0.0,60.16,60.16,0.0,0.0,60.02,60.02,0.0,0.0,60.12,60.12,0.0,0.0
2018-02-04,60.1,60.1,0.0,0.0,60.11,60.11,0.0,0.0,60.05,60.05,0.0,0.0,60.1,60.1,0.0,0.0
2018-02-11,60.0,60.0,0.0,0.0,60.02,60.02,0.0,0.0,59.97,59.97,0.0,0.0,59.98,59.98,0.0,0.0
2018-02-18,60.01,60.01,0.0,0.0,60.07,60.07,0.0,0.0,60.01,60.01,0.0,0.0,60.03,60.03,0.0,0.0
2018-02-25,59.99,59.99,0.0,0.0,59.99,59.99,0.0,0.0,59.95,59.95,0.0,0.0,59.97,59.97,0.0,0.0
2018-03-04,59.95,59.95,0.0,0.0,59.99,59.99,0.0,0.0,59.94,59.94,0.0,0.0,59.96,59.96,0.0,0.0
2018-03-11,59.96,59.96,0.0,0.0,59.98,59.98,0.0,0.0,59.95,59.95,0.0,0.0,59.96,59.96,0.0,0.0
2018-03-18,60.0,60.0,0.0,0.0,60.02,60.02,0.0,0.0,59.97,59.97,0.0,0.0,59.99,59.99,0.0,0.0
2018-03-25,59.98,59.98,0.0,0.0,60.02,60.02,0.0,0.0,59.96,59.96,0.0,0.0,60.0,60.0,0.0,0.0
2018-04-01,59.95,59.95,0.0,0.0,59.99,59.99,0.0,0.0,59.95,59.95,0.0,0.0,59.97,59.97,0.0,0.0
2018-04-08,59.89,59.89,0.0,0.0,59.92,59.92,0.0,0.0,59.87,59.87,0.0,0.0,59.9,59.9,0.0,0.0
2018-04-15,59.81,59.81,0.0,0.0,59.84,59.84,0.0,0.0,59.81,59.81,0.0,0.0,59.82,59.82,0.0,0.0
2018-04-22,59.87,59.87,0.0,0.0,59.87,59.87,0.0,0.0,59.84,59.84,0.0,0.0,59.86,59.86,0.0,0.0
2018-04-29,59.8,59.8,0.0,0.0,59.8,59.8,0.0,0.0,59.78,59.78,0.0,0.0,59.79,59.79,0.0,0.0
2018-05-06,59.77,59.77,0.0,0.0,59.77,59.77,0.0,0.0,59.75,59.75,0.0,0.0,59.75,59.75,0.0,0.0
2018-05-13,59.76,59.76,0.0,0.0,59.77,59.77,0.0,0.0,59.75,59.75,0.0,0.0,59.75,59.75,0.0,0.0
2018-05-20,59.91,59.91,0.0,0.0,59.93,59.93,0.0,0.0,59.89,59.89,0.0,0.0,59.92,59.92,0.0,0.0
2018-05-27,59.84,59.84,0.0,0.0,59.84,59.84,0.0,0.0,59.81,59.81,0.0,0.0,59.82,59.82,0.0,0.0
2018-06-03,59.83,59.83,0.0,0.0,59.83,59.83,0.0,0.0,59.8,59.8,0.0,0.0,59.83,59.83,0.0,0.0
2018-06-10,59.83,59.83,0.0,0.0,59.83,59.83,0.0,0.0,59.8,59.8,0.0,0.0,59.82,59.82,0.0,0.0
2018-06-17,59.88,59.88,0.0,0.0,59.89,59.89,0.0,0.0,59.87,59.87,0.0,0.0,59.87,59.87,0.0,0.0
2018-06-24,59.85,59.85,0.0,0.0,59.85,59.85,0.0,0.0,59.79,59.79,0.0,0.0,59.81,59.81,0.0,0.0
2018-07-01,59.83,59.83,0.0,0.0,59.83,59.83,0.0,0.0,59.8,59.8,0.0,0.0,59.83,59.83,0.0,0.0
2018-07-08,59.81,59.81,0.0,0.0,59.82,59.82,0.0,0.0,59.8,59.8,0.0,0.0,59.82,59.82,0.0,0.0
2018-07-15,59.85,59.85,0.0,0.0,59.85,59.85,0.0,0.0,59.81,59.81,0.0,0.0,59.82,59.82,0.0,0.0
2018-07-22,59.78,59.78,0.0,0.0,59.82,59.82,0.0,0.0,59.78,59.78,0.0,0.0,59.81,59.81,0.0,0.0
2018-07-29,59.74,59.74,0.0,0.0,59.77,59.77,0.0,0.0,59.74,59.74,0.0,0.0,59.75,59.75,0.0,0.0
2018-08-05,59.84,59.84,0.0,0.0,59.85,59.85,0.0,0.0,59.82,59.82,0.0,0.0,59.85,59.85,0.0,0.0
2018-08-12,59.89,59.89,0.0,0.0,59.9,59.9,0.0,0.0,59.86,59.86,0.0,0.0,59.9,59.9,0.0,0.0
2018-08-19,59.89,59.89,0.0,0.0,59.9,59.9,0.0,0.0,59.87,59.87,0.0,0.0,59.89,59.89,0.0,0.0
2018-08-26,59.92,59.92,0.0,0.0,59.93,59.93,0.0,0.0,59.91,59.91,0.0,0.0,59.93,59.93,0.0,0.0
2018-09-02,59.76,59.76,0.0,0.0,59.77,59.77,0.0,0.0,59.75,59.75,0.0,0.0,59.76,59.76,0.0,0.0
2018-09-09,59.7,59.7,0.0,0.0,59.72,59.72,0.0,0.0,59.69,59.69,0.0,0.0,59.71,59.71,0.0,0.0
2018-09-16,59.69,59.69,0.0,0.0,59.71,59.71,0.0,0.0,59.68,59.68,0.0,0.0,59.69,59.69,0.0,0.0
2018-09-23,59.63,59.63,0.0,0.0,59.64,59.64,0.0,0.0,59.6,59.6,0.0,0.0,59.61,59.61,0.0,0.0
2018-09-30,59.6,59.6,0.0,0.0,59.62,59.62,0.0,0.0,59.56,59.56,0.0,0.0,59.58,59.58,0.0,0.0
2018-10-07,59.65,59.65,0.0,0.0,59.66,59.66,0.0,0.0,59.63,59.63,0.0,0.0,59.64,59.64,0.0,0.0
2018-10-14,59.62,59.62,0.0,0.0,59.64,59.64,0.0,0.0,59.6,59.6,0.0,0.0,59.6,59.6,0.0,0.0
2018-10-21,59.75,59.75,0.0,0.0,59.78,59.78,0.0,0.0,59.74,59.74,0.0,0.0,59.77,59.77,0.0,0.0
2018-10-28,59.6,59.6,0.0,0.0,59.6,59.6,0.0,0.0,59.58,59.58,0.0,0.0,59.59,59.59,0.0,0.0
2018-11-04,59.62,59.62,0.0,0.0,59.65,59.65,0.0,0.0,59.6,59.6,0.0,0.0,59.63,59.63,0.0,0.0
2018-11-11,59.76,59.76,0.0,0.0,59.81,59.81,0.0,0.0,59.75,59.75,0.0,0.0,59.79,59.79,0.0,0.0
2018-11-18,59.78,59.78,0.0,0.0,59.78,59.78,0.0,0.0,59.76,59.76,0.0,0.0,59.78,59.78,0.0,0.0
2018-11-25,59.72,59.72,0.0,0.0,59.73,59.73,0.0,0.0,59.7,59.7,0.0,0.0,59.72,59.72,0.0,0.0
2018-12-02,59.84,59.84,0.0,0.0,59.9,59.9,0.0,0.0,59.84,59.84,0.0,0.0,59.86,59.86,0.0,0.0
2018-12-09,59.89,59.89,0.0,0.0,59.94,59.94,0.0,0.0,59.88,59.88,0.0,0.0,59.93,59.93,0.0,0.0
2018-12-16,59.94,59.94,0.0,0.0,59.97,59.97,0.0,0.0,59.92,59.92,0.0,0.0,59.97,59.97,0.0,0.0
2018-12-23,60.05,60.05,0.0,0.0,60.12,60.12,0.0,0.0,60.03,60.03,0.0,0.0,60.12,60.12,0.0,0.0
2018-12-30,60.12,60.12,0.0,0.0,60.13,60.13,0.0,0.0,60.05,60.05,0.0,0.0,60.05,60.05,0.0,0.0
2019-01-06,60.1,60.1,0.0,0.0,60.11,60.11,0.0,0.0,60.08,60.08,0.0,0.0,60.08,60.08,0.0,0.0
2019-01-13,60.06,60.06,0.0,0.0,60.07,60.07,0.0,0.0,60.02,60.02,0.0,0.0,60.05,60.05,0.0,0.0
2019-01-20,60.08,60.08,0.0,0.0,60.11,60.11,0.0,0.0,60.07,60.07,0.0,0.0,60.09,60.09,0.0,0.0
2019-01-27,60.06,60.06,0.0,0.0,60.06,60.06,0.0,0.0,60.02,60.02,0.0,0.0,60.02,60.02,0.0,0.0
2019-02-03,60.13,60.13,0.0,0.0,60.14,60.14,0.0,0.0,60.11,60.11,0.0,0.0,60.13,60.13,0.0,0.0
2019-02-10,60.12,60.12,0.0,0.0,60.13,60.13,0.0,0.0,60.12,60.12,0.0,0.0,60.12,60.12,0.0,0.0
2019-02-17,60.16,60.16,0.0,0.0,60.16,60.16,0.0,0.0,60.14,60.14,0.0,0.0,60.15,60.15,0.0,0.0
2019-02-24,60.01,60.01,0.0,0.0,60.04,60.04,0.0,0.0,60.0,60.0,0.0,0.0,60.03,60.03,0.0,0.0
2019-03-03,60.14,60.14,0.0,0.0,60.15,60.15,0.0,0.0,60.12,60.12,0.0,0.0,60.12,60.12,0.0,0.0
2019-03-10,60.2,60.2,0.0,0.0,60.21,60.21,0.0,0.0,60.18,60.18,0.0,0.0,60.2,60.2,0.0,0.0
2019-03-17,60.39,60.39,0.0,0.0,60.47,60.47,0.0,0.0,60.38,60.38,0.0,0.0,60.44,60.44,0.0,0.0
2019-03-24,60.29,60.29,0.0,0.0,60.3,60.3,0.0,0.0,60.23,60.23,0.0,0.0,60.24,60.24,0.0,0.0
2019-03-31,60.26,60.26,0.0,0.0,60.27,60.27,0.0,0.0,60.23,60.23,0.0,0.0,60.23,60.23,0.0,0.0
2019-04-07,60.23,60.23,0.0,0.0,60.26,60.26,0.0,0.0,60.23,60.23,0.0,0.0,60.26,60.26,0.0,0.0
2019-04-14,60.28,60.28,0.0,0.0,60.28,60.28,0.0,0.0,60.27,60.27,0.0,0.0,60.28,60.28,0.0,0.0
2019-04-21,60.39,60.39,0.0,0.0,60.4,60.4,0.0,0.0,60.37,60.37,0.0,0.0,60.4,60.4,0.0,0.0
2019-04-28,60.31,60.31,0.0,0.0,60.31,60.31,0.0,0.0,60.28,60.28,0.0,0.0,60.29,60.29,0.0,0.0
2019-05-05,60.44,60.44,0.0,0.0,60.45,60.45,0.0,0.0,60.42,60.42,0.0,0.0,60.44,60.44,0.0,0.0
2019-05-12,60.44,60.44,0.0,0.0,60.46,60.46,0.0,0.0,60.42,60.42,0.0,0.0,60.44,60.44,0.0,0.0
2019-05-19,60.53,60.53,0.0,0.0,60.54,60.54,0.0,0.0,60.51,60.51,0.0,0.0,60.52,60.52,0.0,0.0
2019-05-26,60.7,60.7,0.0,0.0,60.78,60.78,0.0,0.0,60.67,60.67,0.0,0.0,60.76,60.76,0.0,0.0
2019-06-02,60.74,60.74,0.0,0.0,60.74,60.74,0.0,0.0,60.71,60.71,0.0,0.0,60.72,60.72,0.0,0.0
2019-06-09,60.79,60.79,0.0,0.0,60.79,60.79,0.0,0.0,60.76,60.76,0.0,0.0,60.77,60.77,0.0,0.0
2019-06-16,60.91,60.91,0.0,0.0,60.95,60.95,0.0,0.0,60.91,60.91,0.0,0.0,60.93,60.93,0.0,0.0
2019-06-23,60.8,60.8,0.0,0.0,60.81,60.81,0.0,0.0,60.74,60.74,0.0,0.0,60.77,60.77,0.0,0.0
2019-06-30,60.72,60.72,0.0,0.0,60.73,60.73,0.0,0.0,60.68,60.68,0.0,0.0,60.69,60.69,0.0,0.0
2019-07-07,60.76,60.76,0.0,0.0,60.77,60.77,0.0,0.0,60.75,60.75,0.0,0.0,60.76,60.76,0.0,0.0
2019-07-14,60.83,60.83,0.0,0.0,60.84,60.84,0.0,0.0,60.82,60.82,0.0,0.0,60.82,60.82,0.0,0.0
2019-07-21,60.79,60.79,0.0,0.0,60.8,60.8,0.0,0.0,60.77,60.77,0.0,0.0,60.79,60.79,0.0,0.0
2019-07-28,60.94,60.94,0.0,0.0,61.0,61.0,0.0,0.0,60.94,60.94,0.0,0.0,60.96,60.96,0.0,0.0
