Date,ANTE_Open_average,ANTE_Open_max,ANTE_Open_min,ANTE_Open_volatility,ANTE_Open_change,ANTE_High_average,ANTE_High_max,ANTE_High_min,ANTE_High_volatility,ANTE_High_change,ANTE_Low_average,ANTE_Low_max,ANTE_Low_min,ANTE_Low_volatility,ANTE_Low_change,ANTE_Close_average,ANTE_Close_max,ANTE_Close_min,ANTE_Close_volatility,ANTE_Close_change,ANTE_Volume_average,ANTE_Volume_max,ANTE_Volume_min,ANTE_Volume_volatility,ANTE_Volume_change
2018-01-14,6.72,7.1,6.5,0.5999999999999996,-0.39999999999999947,6.906,7.5,6.65,0.8499999999999996,-0.7000000000000002,6.374,6.57,6.25,0.3200000000000003,0.0,6.5600000000000005,6.65,6.4,0.25,-0.25,260782,763895,105368,658527,-633219
2018-01-21,6.38,6.65,6.1,0.5500000000000007,-0.40000000000000036,6.486,6.9,6.25,0.6500000000000004,-0.28000000000000025,6.13,6.3,6.0,0.2999999999999998,-0.2999999999999998,6.284,6.5,6.15,0.34999999999999964,-0.34999999999999964,92284,171303,58356,112947,-15782
2018-01-28,5.92,6.15,5.6,0.5500000000000007,-0.5500000000000007,5.978,6.15,5.72,0.4300000000000006,-0.4300000000000006,5.69,5.9,5.45,0.4500000000000002,-0.4500000000000002,5.83,6.0,5.55,0.4500000000000002,-0.4500000000000002,63517,80089,38873,41216,-611
2018-02-04,5.4,5.6,5.2,0.39999999999999947,-0.25,5.49,5.6,5.35,0.25,-0.09999999999999964,5.21,5.35,5.05,0.2999999999999998,-0.20000000000000018,5.31,5.45,5.1,0.35000000000000053,-0.20000000000000018,96022,145555,71010,74545,-38078
2018-02-11,5.275,5.5,5.15,0.34999999999999964,-0.04999999999999982,5.4,5.5,5.25,0.25,0.15000000000000036,5.1625,5.2,5.1,0.10000000000000053,0.0,5.2925,5.42,5.2,0.21999999999999975,0.14999999999999947,78515,178836,29234,149602,5652
2018-02-18,5.319999999999999,5.35,5.3,0.04999999999999982,-0.04999999999999982,5.434,5.47,5.4,0.0699999999999994,0.019999999999999574,5.28,5.3,5.25,0.04999999999999982,0.0,5.386,5.45,5.35,0.10000000000000053,0.10000000000000053,24090,35042,17410,17632,564
2018-02-25,5.28,5.35,5.2,0.14999999999999947,-0.04999999999999982,5.38,5.45,5.35,0.10000000000000053,-0.10000000000000053,5.18,5.25,5.1,0.15000000000000036,0.04999999999999982,5.28,5.35,5.15,0.1999999999999993,0.0,28276,42731,13431,29300,-24791
2018-03-04,5.29,5.35,5.2,0.14999999999999947,-0.14999999999999947,5.38,5.4,5.35,0.05000000000000071,-0.05000000000000071,5.1899999999999995,5.3,5.05,0.25,-0.20000000000000018,5.27,5.35,5.15,0.1999999999999993,-0.1999999999999993,37289,83794,13955,69839,26892
2018-03-11,5.2700000000000005,5.45,5.15,0.2999999999999998,0.25,5.56,5.85,5.3,0.5499999999999998,0.4500000000000002,5.238,5.34,5.15,0.1899999999999995,0.1899999999999995,5.36,5.6,5.25,0.34999999999999964,0.34999999999999964,120649,284418,27018,257400,139969
2018-03-18,5.26,5.6,5.1,0.5,-0.5,5.408,5.75,5.14,0.6100000000000003,-0.6100000000000003,5.0600000000000005,5.5,4.4,1.0999999999999996,-1.0999999999999996,5.16,5.6,4.6,1.0,-1.0,83416,132075,54837,77238,77238
2018-03-25,4.2625,4.6,4.0,0.5999999999999996,-0.2599999999999998,4.485,4.7,4.25,0.4500000000000002,-0.3600000000000003,3.8975,4.0,3.81,0.18999999999999995,0.1200000000000001,4.0575,4.36,3.9,0.4600000000000004,0.1599999999999997,137597,183493,79542,103951,-103951
2018-04-01,3.828,4.05,3.6,0.44999999999999973,-0.09999999999999964,3.97,4.07,3.8,0.27000000000000046,-0.07000000000000028,3.574,3.7,3.4,0.30000000000000027,0.1900000000000004,3.81,3.94,3.65,0.29000000000000004,0.18000000000000016,81521,218454,30174,188280,-185205
2018-04-08,3.886,3.95,3.78,0.17000000000000037,-0.020000000000000018,3.976,4.1,3.78,0.31999999999999984,-0.27,3.66,3.85,3.5,0.3500000000000001,-0.19999999999999973,3.83,4.0,3.7,0.2999999999999998,-0.25,37937,56881,29293,27588,-21538
2018-04-15,3.684,3.79,3.62,0.16999999999999993,-0.16999999999999993,3.732,3.85,3.62,0.22999999999999998,-0.22999999999999998,3.564,3.65,3.5,0.1499999999999999,-0.14000000000000012,3.68,3.77,3.58,0.18999999999999995,-0.18999999999999995,23430,33294,7194,26100,-16939
2018-04-22,3.372,3.53,3.25,0.2799999999999998,-0.17999999999999972,3.488,3.59,3.44,0.1499999999999999,-0.06999999999999984,3.2479999999999998,3.35,3.05,0.30000000000000027,-0.30000000000000027,3.382,3.44,3.35,0.08999999999999986,-0.029999999999999805,38226,61464,7929,53535,-21646
2018-04-29,3.298,3.44,3.2,0.23999999999999977,0.009999999999999787,3.354,3.44,3.26,0.18000000000000016,-0.0900000000000003,3.192,3.25,3.11,0.14000000000000012,-0.050000000000000266,3.276,3.35,3.2,0.1499999999999999,-0.1499999999999999,18208,35504,9216,26288,26288
2018-05-06,3.288,3.5,3.16,0.33999999999999986,0.08999999999999986,3.398,3.5,3.2,0.2999999999999998,0.18999999999999995,3.19,3.35,3.1,0.25,0.050000000000000266,3.308,3.44,3.2,0.23999999999999977,0.09999999999999964,21931,32891,15697,17194,7620
2018-05-13,3.264,3.4,3.21,0.18999999999999995,0.0,3.318,3.4,3.25,0.1499999999999999,-0.029999999999999805,3.146,3.17,3.08,0.08999999999999986,0.08999999999999986,3.266,3.33,3.21,0.1200000000000001,-0.03000000000000025,21235,43306,10713,32593,-5756
2018-05-20,3.5,3.85,3.23,0.6200000000000001,0.29000000000000004,3.705,3.85,3.52,0.33000000000000007,-0.25,3.3025,3.44,3.12,0.31999999999999984,0.31999999999999984,3.5875,3.85,3.4,0.4500000000000002,-0.25,37377,74812,5955,68857,-63173
2018-05-27,3.6,3.78,3.52,0.2599999999999998,0.17999999999999972,3.7600000000000002,3.99,3.6,0.3900000000000001,0.19999999999999973,3.458,3.52,3.4,0.1200000000000001,-0.04999999999999982,3.652,3.75,3.55,0.20000000000000018,0.20000000000000018,29779,39725,10806,28919,-894
2018-06-03,3.612,3.74,3.55,0.1900000000000004,-0.08000000000000007,3.704,3.77,3.6,0.16999999999999993,-0.16999999999999993,3.5,3.55,3.45,0.09999999999999964,0.04999999999999982,3.654,3.77,3.6,0.16999999999999993,-0.16999999999999993,15015,28200,5722,22478,-8379
2018-06-10,3.578,3.61,3.55,0.06000000000000005,-0.06000000000000005,3.606,3.65,3.55,0.10000000000000009,-0.06000000000000005,3.444,3.49,3.4,0.0900000000000003,-0.0900000000000003,3.596,3.65,3.54,0.10999999999999988,-0.06000000000000005,17519,32995,8489,24506,-7682
2018-06-17,3.384,3.46,3.3,0.16000000000000014,-0.14000000000000012,3.46,3.5,3.4,0.10000000000000009,-0.10000000000000009,3.28,3.4,3.1,0.2999999999999998,-0.1499999999999999,3.384,3.5,3.3,0.20000000000000018,-0.20000000000000018,22051,45168,7096,38072,-3019
2018-06-24,3.134,3.21,3.1,0.10999999999999988,-0.10999999999999988,3.214,3.25,3.15,0.10000000000000009,-0.029999999999999805,3.07,3.15,3.0,0.1499999999999999,-0.1499999999999999,3.136,3.18,3.1,0.08000000000000007,-0.08000000000000007,34845,98664,7233,91431,12095
2018-07-01,3.1175,3.17,3.1,0.06999999999999984,0.06999999999999984,3.18,3.22,3.15,0.07000000000000028,0.040000000000000036,2.9925,3.1,2.9,0.20000000000000018,-0.08000000000000007,3.1425,3.17,3.1,0.06999999999999984,0.0,37448,77754,3878,73876,14065
2018-07-08,3.062,3.11,3.0,0.10999999999999988,-0.10999999999999988,3.102,3.17,3.0,0.16999999999999993,-0.16999999999999993,2.96,3.1,2.75,0.3500000000000001,-0.3500000000000001,3.0,3.1,2.75,0.3500000000000001,-0.3500000000000001,28132,68644,7052,61592,22160
2018-07-15,2.772,2.8,2.75,0.04999999999999982,-0.04999999999999982,2.872,2.93,2.83,0.10000000000000009,-0.06999999999999984,2.69,2.73,2.61,0.1200000000000001,0.10000000000000009,2.836,2.85,2.8,0.050000000000000266,-0.020000000000000018,13072,24856,2607,22249,-22249
2018-07-22,2.736,2.79,2.6,0.18999999999999995,-0.1499999999999999,2.824,2.85,2.79,0.06000000000000005,-0.06000000000000005,2.612,2.71,2.5,0.20999999999999996,-0.10000000000000009,2.734,2.85,2.62,0.22999999999999998,-0.20000000000000018,17876,43982,8141,35841,-27682
2018-07-29,2.456,2.56,2.4,0.16000000000000014,-0.16000000000000014,2.546,2.65,2.45,0.19999999999999973,-0.19999999999999973,2.35,2.5,2.2,0.2999999999999998,-0.2999999999999998,2.472,2.65,2.25,0.3999999999999999,-0.3999999999999999,24928,59264,5157,54107,722
2018-08-05,2.28,2.5,2.06,0.43999999999999995,0.040000000000000036,2.406,2.6,2.23,0.3700000000000001,0.0,2.092,2.21,2.01,0.20000000000000018,0.13000000000000034,2.256,2.45,2.01,0.4400000000000004,0.16999999999999993,43631,99657,8799,90858,-50043
2018-08-12,2.11,2.35,1.95,0.40000000000000013,0.22999999999999998,2.322,2.5,2.08,0.41999999999999993,0.18000000000000016,1.972,2.12,1.9,0.2200000000000002,0.2200000000000002,2.224,2.5,1.95,0.55,0.3599999999999999,36240,57917,14942,42975,3222
2018-08-19,2.25,2.5,2.1,0.3999999999999999,-0.3999999999999999,2.36,2.5,2.27,0.22999999999999998,-0.1499999999999999,2.124,2.25,2.08,0.16999999999999993,-0.1499999999999999,2.214,2.3,2.12,0.17999999999999972,-0.08999999999999986,16597,29940,8669,21271,-17587
2018-08-26,2.215,2.32,2.15,0.16999999999999993,0.0,2.3225,2.35,2.28,0.07000000000000028,-0.07000000000000028,2.16,2.24,2.1,0.14000000000000012,-0.04999999999999982,2.2375,2.31,2.17,0.14000000000000012,-0.10999999999999988,10119,20764,2958,17806,7710
2018-09-02,2.068,2.1,2.0,0.10000000000000009,-0.10000000000000009,2.118,2.18,2.06,0.1200000000000001,-0.1200000000000001,2.032,2.1,1.95,0.15000000000000013,-0.15000000000000013,2.072,2.1,2.05,0.050000000000000266,-0.040000000000000036,18118,30698,8740,21958,2882
2018-09-09,2.094,2.2,2.0,0.20000000000000018,0.1200000000000001,2.146,2.2,2.06,0.14000000000000012,0.10999999999999988,1.974,2.0,1.95,0.050000000000000044,0.050000000000000044,2.108,2.17,2.05,0.1200000000000001,0.050000000000000266,77313,173778,5422,168356,-21768
2018-09-16,2.002,2.05,1.96,0.08999999999999986,-0.019999999999999796,2.066,2.18,2.0,0.18000000000000016,-0.18000000000000016,1.948,1.98,1.9,0.08000000000000007,-0.06000000000000005,2.026,2.1,1.96,0.14000000000000012,-0.10000000000000009,29682,35496,18543,16953,4838
2018-09-23,2.044,2.19,1.92,0.27,0.27,2.168,2.4,2.0,0.3999999999999999,0.3999999999999999,2.006,2.15,1.92,0.22999999999999998,0.22999999999999998,2.1,2.21,1.98,0.22999999999999998,0.22999999999999998,55770,102528,25770,76758,76758
