Date,ACHC_Open_average,ACHC_Open_max,ACHC_Open_min,ACHC_Open_volatility,ACHC_Open_change,ACHC_High_average,ACHC_High_max,ACHC_High_min,ACHC_High_volatility,ACHC_High_change,ACHC_Low_average,ACHC_Low_max,ACHC_Low_min,ACHC_Low_volatility,ACHC_Low_change,ACHC_Close_average,ACHC_Close_max,ACHC_Close_min,ACHC_Close_volatility,ACHC_Close_change,ACHC_Volume_average,ACHC_Volume_max,ACHC_Volume_min,ACHC_Volume_volatility,ACHC_Volume_change
2018-01-14,33.76,34.82,33.18,1.6400000000000006,-0.9500000000000028,34.094,34.82,33.3,1.5200000000000031,-0.3200000000000003,33.066,33.69,32.47,1.2199999999999989,0.28999999999999915,33.626,34.23,33.22,1.009999999999998,0.779999999999994,1352140,1687423,748275,939148,-939148
2018-01-21,34.028,34.27,33.76,0.5100000000000051,0.1600000000000037,34.324,34.75,34.1,0.6499999999999986,0.5600000000000023,33.554,34.0,33.25,0.75,0.509999999999998,33.962,34.32,33.55,0.7700000000000031,0.5899999999999963,965408,1421063,492185,928878,-567484
2018-01-28,34.342,34.96,33.87,1.0900000000000034,-0.020000000000003126,34.968,35.37,34.7,0.6699999999999946,-0.17999999999999972,33.682,34.16,33.02,1.1399999999999935,-0.8499999999999943,34.256,35.23,33.1,2.1299999999999955,-1.1599999999999966,1160132,2120289,547230,1573059,1573059
2018-02-04,33.827999999999996,34.43,32.44,1.990000000000002,1.4299999999999997,34.618,35.5,34.0,1.5,-0.39000000000000057,33.138,34.09,32.22,1.8700000000000045,0.75,34.006,34.29,33.72,0.5700000000000003,-0.519999999999996,1632453,2133787,1122602,1011185,-2509
2018-02-11,34.985,36.33,33.55,2.780000000000001,2.780000000000001,35.8875,37.04,34.38,2.6599999999999966,2.6599999999999966,34.3875,36.24,32.98,3.260000000000005,3.260000000000005,35.6225,36.32,34.24,2.0799999999999983,2.0799999999999983,1602499,2088337,800490,1287847,394068
2018-02-18,37.524,39.27,36.23,3.0400000000000063,2.3400000000000034,38.654,40.7,36.71,3.990000000000002,2.0899999999999963,36.816,37.65,35.64,2.009999999999998,1.5799999999999983,37.73,39.18,36.12,3.0600000000000023,2.450000000000003,1405112,2693661,766527,1927134,-229630
2018-02-25,38.398,39.71,37.45,2.259999999999998,1.2000000000000028,39.338,39.95,38.74,1.2100000000000009,0.75,37.8,39.25,36.9,2.3500000000000014,1.3400000000000034,38.704,39.76,37.85,1.9099999999999966,1.6899999999999977,1039462,1200713,922998,277715,-29101
2018-03-04,40.704,41.2,40.0,1.2000000000000028,1.2000000000000028,41.482,42.06,40.8,1.2600000000000051,1.2600000000000051,40.268,41.17,39.55,1.6200000000000045,1.6200000000000045,41.14,42.0,40.71,1.2899999999999991,1.2899999999999991,1110178,1278217,1010638,267579,-203782
2018-03-11,41.678000000000004,42.27,41.18,1.0900000000000034,-1.0900000000000034,41.874,42.27,41.18,1.0900000000000034,-1.0900000000000034,40.978,41.55,40.28,1.269999999999996,-1.1000000000000014,41.38,41.71,40.79,0.9200000000000017,-0.8599999999999994,807161,1310514,534523,775991,-164034
2018-03-18,40.752,41.28,39.81,1.4699999999999989,-1.0399999999999991,41.160000000000004,41.84,39.81,2.030000000000001,-1.4099999999999966,39.95,41.2,38.5,2.700000000000003,-1.9099999999999966,40.314,41.36,39.16,2.200000000000003,-1.7100000000000009,1014386,1538019,699707,838312,339959
2018-03-25,39.255,39.95,38.76,1.1900000000000048,-1.1900000000000048,39.6225,40.12,39.23,0.8900000000000006,-0.8900000000000006,38.6275,38.94,37.95,0.9899999999999949,-0.9899999999999949,38.915,39.18,38.35,0.8299999999999983,-0.7199999999999989,940815,1170355,751160,419195,-215861
2018-04-01,39.51,40.43,38.54,1.8900000000000006,1.1600000000000037,40.308,41.08,39.43,1.6499999999999986,0.6499999999999986,38.952,39.79,38.2,1.5899999999999963,1.029999999999994,39.736,40.71,39.23,1.480000000000004,0.05000000000000426,639362,948344,435508,512836,-105780
2018-04-08,39.62,39.89,39.04,0.8500000000000014,-0.8500000000000014,39.874,40.23,39.04,1.1899999999999977,-1.1499999999999986,38.98,39.41,38.58,0.8299999999999983,-0.7299999999999969,39.344,39.74,38.8,0.9400000000000048,-0.9400000000000048,1127144,2653533,543211,2110322,2110322
2018-04-15,38.903999999999996,39.23,37.91,1.3200000000000003,-1.3200000000000003,39.254,39.76,38.06,1.6999999999999957,-1.3099999999999952,38.12,38.98,37.45,1.529999999999994,-1.0,38.61,39.25,37.76,1.490000000000002,-1.1400000000000006,881362,1613284,557060,1056224,-801362
2018-04-22,37.086,38.02,36.0,2.020000000000003,-1.7800000000000011,37.666,38.83,36.51,2.3200000000000003,-1.8999999999999986,36.292,37.38,35.26,2.1200000000000045,-2.1200000000000045,36.62,37.7,35.58,2.1200000000000045,-2.1000000000000014,1396977,2176923,945044,1231879,290758
2018-04-29,38.194,40.02,35.7,4.32,4.32,39.3,41.14,36.28,4.859999999999999,4.859999999999999,37.824,39.77,35.19,4.580000000000005,4.580000000000005,38.826,40.8,35.78,5.019999999999996,5.019999999999996,1590222,2776817,1055500,1721317,-310176
2018-05-06,41.662,42.19,40.79,1.3999999999999986,1.0300000000000011,42.25,42.62,41.51,1.1099999999999994,0.730000000000004,41.286,41.49,40.79,0.7000000000000028,0.7000000000000028,41.728,42.06,41.25,0.8100000000000023,0.3100000000000023,918331,1189838,636861,552977,-552977
2018-05-13,41.872,42.26,41.48,0.7800000000000011,0.7800000000000011,42.327999999999996,42.66,41.83,0.8299999999999983,0.8299999999999983,41.668,42.19,41.21,0.9799999999999969,0.7299999999999969,42.038,42.38,41.58,0.8000000000000043,0.8000000000000043,1146484,2477299,463664,2013635,1625607
2018-05-20,42.155,42.47,41.86,0.6099999999999994,-0.6099999999999994,42.410000000000004,42.81,42.11,0.7000000000000028,-0.7000000000000028,41.745000000000005,42.25,41.35,0.8999999999999986,-0.8999999999999986,42.0,42.27,41.46,0.8100000000000023,-0.8100000000000023,851850,1164579,736675,427904,-3636
2018-05-27,40.618,41.09,39.91,1.1800000000000068,-1.1800000000000068,40.994,41.39,40.09,1.2999999999999972,-1.2999999999999972,40.072,40.57,39.62,0.9500000000000028,-0.6900000000000048,40.304,40.87,39.83,1.0399999999999991,-0.7100000000000009,770501,901936,563148,338788,-212081
2018-06-03,39.608,39.97,39.21,0.759999999999998,-0.17999999999999972,40.21,40.74,39.84,0.8999999999999986,0.46999999999999886,39.178,39.79,38.89,0.8999999999999986,0.5700000000000003,39.682,40.67,39.13,1.5399999999999991,1.3700000000000045,1071680,1551157,582983,968174,-386631
2018-06-10,41.199999999999996,41.48,40.73,0.75,0.75,41.936,42.37,41.36,1.009999999999998,0.4799999999999969,40.866,41.25,40.42,0.8299999999999983,0.5900000000000034,41.534,42.2,41.12,1.0800000000000054,0.8200000000000003,937850,1158983,614504,544479,-395012
2018-06-17,43.088,44.1,41.87,2.230000000000004,0.5800000000000054,43.766,44.73,42.76,1.9699999999999989,0.1600000000000037,42.428,43.69,41.64,2.049999999999997,0.3299999999999983,43.172,43.98,42.61,1.3699999999999974,-0.030000000000001137,1127757,1943328,615778,1327550,323223
2018-06-24,41.792,43.3,40.71,2.5899999999999963,-2.019999999999996,42.236,43.62,41.37,2.25,-2.25,40.93,42.63,40.01,2.6200000000000045,-2.4200000000000017,41.588,43.39,40.85,2.539999999999999,-2.1099999999999994,800062,1001227,604559,396668,-223205
2018-07-01,41.92,42.29,41.34,0.9499999999999957,0.9499999999999957,42.61,43.09,42.43,0.6600000000000037,0.6300000000000026,41.785,42.29,41.34,0.9499999999999957,0.9499999999999957,42.2275,42.95,41.82,1.1300000000000026,1.1300000000000026,474694,612035,328580,283455,104662
2018-07-08,43.172,43.43,42.98,0.45000000000000284,0.38000000000000256,43.578,43.72,43.48,0.240000000000002,0.20000000000000284,42.824,43.09,42.63,0.46000000000000085,0.21000000000000085,43.138,43.45,42.9,0.5500000000000043,-0.19000000000000483,550950,687659,357433,330226,-185826
2018-07-15,42.642,43.06,42.36,0.7000000000000028,-0.46000000000000085,43.094,43.81,42.67,1.1400000000000006,0.5800000000000054,42.312,42.67,41.93,0.740000000000002,-0.23000000000000398,42.722,43.3,42.25,1.0499999999999972,0.14000000000000057,577010,781191,489159,292032,-192559
2018-07-22,43.724000000000004,44.82,42.81,2.009999999999998,0.6099999999999994,44.338,45.02,43.31,1.7100000000000009,1.4099999999999966,43.172,43.96,42.41,1.5500000000000043,0.6100000000000065,43.742,44.94,42.73,2.210000000000001,0.37000000000000455,723282,1488717,344471,1144246,1144246
2018-07-29,39.766,41.06,38.26,2.8000000000000043,2.8000000000000043,41.17,41.88,40.15,1.730000000000004,1.730000000000004,39.034,40.72,36.5,4.219999999999999,4.219999999999999,40.326,40.9,39.48,1.4200000000000017,1.4200000000000017,2032846,5056327,760334,4295993,-4242258
2018-08-05,39.55,40.74,38.43,2.3100000000000023,-2.3100000000000023,39.828,40.99,38.8,2.190000000000005,-2.1000000000000014,38.86,39.88,38.07,1.8100000000000023,-1.8100000000000023,39.11,40.21,38.47,1.740000000000002,-1.6600000000000037,665468,725585,483634,241951,-226356
2018-08-12,38.724000000000004,39.14,38.52,0.6199999999999974,0.490000000000002,39.135999999999996,39.3,38.72,0.5799999999999983,0.07000000000000028,38.324,38.56,37.9,0.6600000000000037,0.020000000000003126,38.838,39.19,38.35,0.8399999999999963,0.0899999999999963,547416,1081341,363973,717368,-661060
2018-08-19,39.518,39.99,38.98,1.0100000000000051,0.8900000000000006,39.956,40.59,39.49,1.1000000000000014,1.1000000000000014,39.346,39.99,38.83,1.1600000000000037,1.0700000000000003,39.754,40.43,39.1,1.3299999999999983,1.3299999999999983,408074,526213,263848,262365,-116922
2018-08-26,40.525,40.58,40.47,0.10999999999999943,-0.04999999999999716,40.9675,41.59,40.7,0.8900000000000006,0.8400000000000034,40.160000000000004,40.21,40.1,0.10999999999999943,0.10999999999999943,40.825,41.53,40.52,1.009999999999998,1.009999999999998,538368,698553,397484,301069,207938
