Date,First Trust IndustrialsProducer Durables AlphaDEX_Open_average,First Trust IndustrialsProducer Durables AlphaDEX_Open_max,First Trust IndustrialsProducer Durables AlphaDEX_Open_min,First Trust IndustrialsProducer Durables AlphaDEX_Open_volatility,First Trust IndustrialsProducer Durables AlphaDEX_Open_change,First Trust IndustrialsProducer Durables AlphaDEX_High_average,First Trust IndustrialsProducer Durables AlphaDEX_High_max,First Trust IndustrialsProducer Durables AlphaDEX_High_min,First Trust IndustrialsProducer Durables AlphaDEX_High_volatility,First Trust IndustrialsProducer Durables AlphaDEX_High_change,First Trust IndustrialsProducer Durables AlphaDEX_Low_average,First Trust IndustrialsProducer Durables AlphaDEX_Low_max,First Trust IndustrialsProducer Durables AlphaDEX_Low_min,First Trust IndustrialsProducer Durables AlphaDEX_Low_volatility,First Trust IndustrialsProducer Durables AlphaDEX_Low_change,First Trust IndustrialsProducer Durables AlphaDEX_Close_average,First Trust IndustrialsProducer Durables AlphaDEX_Close_max,First Trust IndustrialsProducer Durables AlphaDEX_Close_min,First Trust IndustrialsProducer Durables AlphaDEX_Close_volatility,First Trust IndustrialsProducer Durables AlphaDEX_Close_change
2018-01-14,42.45,42.45,42.45,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2018-01-21,42.53,42.53,42.53,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2018-01-28,40.72,40.72,40.72,0.0,0.0,41.15,41.15,41.15,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2018-02-04,39.04,39.04,39.04,0.0,0.0,39.79,39.79,39.79,0.0,0.0,38.98,38.98,38.98,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2018-02-11,40.42,40.42,40.42,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2018-02-18,40.91,40.91,40.91,0.0,0.0,41.16,41.16,41.16,0.0,0.0,40.68,40.68,40.68,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2018-02-25,39.39,39.39,39.39,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.95,39.95,39.95,0.0,0.0
2018-03-04,41.32,41.32,41.32,0.0,0.0,41.32,41.32,41.32,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2018-03-11,40.76,40.76,40.76,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2018-03-18,39.43,39.43,39.43,0.0,0.0,39.73,39.73,39.73,0.0,0.0,38.99,38.99,38.99,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2018-03-25,39.45,39.45,39.45,0.0,0.0,39.54,39.54,39.54,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2018-04-01,38.9,38.9,38.9,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2018-04-08,39.64,39.64,39.64,0.0,0.0,40.03,40.03,40.03,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2018-04-15,40.18,40.18,40.18,0.0,0.0,40.32,40.32,40.32,0.0,0.0,39.9,39.9,39.9,0.0,0.0,40.1,40.1,40.1,0.0,0.0
2018-04-22,38.99,38.99,38.99,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2018-04-29,38.81,38.81,38.81,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2018-05-06,40.06,40.06,40.06,0.0,0.0,40.06,40.06,40.06,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.82,39.82,39.82,0.0,0.0
2018-05-13,40.38,40.38,40.38,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.61,40.61,40.61,0.0,0.0
2018-05-20,40.24,40.24,40.24,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2018-05-27,40.47,40.47,40.47,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2018-06-03,41.08,41.08,41.08,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2018-06-10,40.63,40.63,40.63,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.89,40.89,40.89,0.0,0.0
2018-06-17,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2018-06-24,38.84,38.84,38.84,0.0,0.0,39.28,39.28,39.28,0.0,0.0,38.72,38.72,38.72,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2018-07-01,39.73,39.73,39.73,0.0,0.0,40.23,40.23,40.23,0.0,0.0,39.73,39.73,39.73,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2018-07-08,40.21,40.21,40.21,0.0,0.0,40.23,40.23,40.23,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2018-07-15,40.48,40.48,40.48,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2018-07-22,40.95,40.95,40.95,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.55,40.55,40.55,0.0,0.0
2018-07-29,41.41,41.41,41.41,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2018-08-05,41.36,41.36,41.36,0.0,0.0,41.43,41.43,41.43,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2018-08-12,41.87,41.87,41.87,0.0,0.0,42.25,42.25,42.25,0.0,0.0,41.87,41.87,41.87,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2018-08-19,42.21,42.21,42.21,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2018-08-26,42.29,42.29,42.29,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2018-09-02,42.54,42.54,42.54,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.82,42.82,42.82,0.0,0.0
2018-09-09,42.96,42.96,42.96,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.82,42.82,42.82,0.0,0.0
2018-09-16,42.8,42.8,42.8,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2018-09-23,42.55,42.55,42.55,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.29,42.29,42.29,0.0,0.0
