Date,SPDR Portfolio Europe_Open_average,SPDR Portfolio Europe_Open_max,SPDR Portfolio Europe_Open_min,SPDR Portfolio Europe_Open_volatility,SPDR Portfolio Europe_Open_change,SPDR Portfolio Europe_High_average,SPDR Portfolio Europe_High_max,SPDR Portfolio Europe_High_min,SPDR Portfolio Europe_High_volatility,SPDR Portfolio Europe_High_change,SPDR Portfolio Europe_Low_average,SPDR Portfolio Europe_Low_max,SPDR Portfolio Europe_Low_min,SPDR Portfolio Europe_Low_volatility,SPDR Portfolio Europe_Low_change,SPDR Portfolio Europe_Close_average,SPDR Portfolio Europe_Close_max,SPDR Portfolio Europe_Close_min,SPDR Portfolio Europe_Close_volatility,SPDR Portfolio Europe_Close_change
2018-10-21,31.4,31.4,31.4,0.0,0.0,31.45,31.45,31.45,0.0,0.0,30.81,30.81,30.81,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2018-10-28,31.97,31.97,31.97,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2018-11-04,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2018-11-11,31.63,31.63,31.63,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2018-11-18,31.43,31.43,31.43,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2018-11-25,31.91,31.91,31.91,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2018-12-02,30.42,30.42,30.42,0.0,0.0,30.44,30.44,30.44,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2018-12-09,30.38,30.38,30.38,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2018-12-16,29.2,29.2,29.2,0.0,0.0,29.52,29.52,29.52,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2018-12-23,30.13,30.13,30.13,0.0,0.0,30.13,30.13,30.13,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2018-12-30,30.27,30.27,30.27,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2019-01-06,30.47,30.47,30.47,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2019-01-13,30.98,30.98,30.98,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.88,30.88,30.88,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2019-01-20,30.71,30.71,30.71,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2019-01-27,31.41,31.41,31.41,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2019-02-03,31.28,31.28,31.28,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2019-02-10,32.01,32.01,32.01,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2019-02-17,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2019-02-24,32.75,32.75,32.75,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2019-03-03,32.44,32.44,32.44,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2019-03-10,33.38,33.38,33.38,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.46,33.46,33.46,0.0,0.0
2019-03-17,32.81,32.81,32.81,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2019-03-24,33.36,33.36,33.36,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2019-03-31,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2019-04-07,33.8,33.8,33.8,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2019-04-14,33.85,33.85,33.85,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2019-04-21,33.78,33.78,33.78,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2019-04-28,33.49,33.49,33.49,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2019-05-05,32.9,32.9,32.9,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2019-05-12,33.14,33.14,33.14,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2019-05-19,33.37,33.37,33.37,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2019-05-26,32.85,32.85,32.85,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.85,32.85,32.85,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2019-06-02,34.02,34.02,34.02,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2019-06-09,33.81,33.81,33.81,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2019-06-16,34.15,34.15,34.15,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2019-06-23,34.41,34.41,34.41,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2019-06-30,34.09,34.09,34.09,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.11,34.11,34.11,0.0,0.0
2019-07-07,33.97,33.97,33.97,0.0,0.0,34.04,34.04,34.04,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2019-07-14,33.9,33.9,33.9,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2019-07-21,34.07,34.07,34.07,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2019-07-28,32.39,32.39,32.39,0.0,0.0,32.39,32.39,32.39,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2019-08-04,32.55,32.55,32.55,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2019-08-11,32.57,32.57,32.57,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2019-08-18,32.41,32.41,32.41,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2019-08-25,32.91,32.91,32.91,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2019-09-01,33.34,33.34,33.34,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2019-09-08,33.38,33.38,33.38,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2019-09-15,33.27,33.27,33.27,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2019-09-22,33.17,33.17,33.17,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2019-09-29,32.56,32.56,32.56,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2019-10-06,33.33,33.33,33.33,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2019-10-13,34.24,34.24,34.24,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-10-20,34.35,34.35,34.35,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2019-10-27,34.95,34.95,34.95,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2019-11-03,34.7,34.7,34.7,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2019-11-10,34.96,34.96,34.96,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2019-11-17,35.01,35.01,35.01,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.07,35.07,35.07,0.0,0.0
2019-11-24,34.97,34.97,34.97,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2019-12-01,35.22,35.22,35.22,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2019-12-08,36.33,36.33,36.33,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2019-12-15,36.1,36.1,36.1,0.0,0.0,36.16,36.16,36.16,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2019-12-22,36.49,36.49,36.49,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2019-12-29,36.25,36.25,36.25,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.32,36.32,36.32,0.0,0.0
