Date,Direxion Daily Financial Bull 3X Shares_Open_average,Direxion Daily Financial Bull 3X Shares_Open_max,Direxion Daily Financial Bull 3X Shares_Open_min,Direxion Daily Financial Bull 3X Shares_Open_volatility,Direxion Daily Financial Bull 3X Shares_Open_change,Direxion Daily Financial Bull 3X Shares_High_average,Direxion Daily Financial Bull 3X Shares_High_max,Direxion Daily Financial Bull 3X Shares_High_min,Direxion Daily Financial Bull 3X Shares_High_volatility,Direxion Daily Financial Bull 3X Shares_High_change,Direxion Daily Financial Bull 3X Shares_Low_average,Direxion Daily Financial Bull 3X Shares_Low_max,Direxion Daily Financial Bull 3X Shares_Low_min,Direxion Daily Financial Bull 3X Shares_Low_volatility,Direxion Daily Financial Bull 3X Shares_Low_change,Direxion Daily Financial Bull 3X Shares_Close_average,Direxion Daily Financial Bull 3X Shares_Close_max,Direxion Daily Financial Bull 3X Shares_Close_min,Direxion Daily Financial Bull 3X Shares_Close_volatility,Direxion Daily Financial Bull 3X Shares_Close_change
2018-01-14,76.6,76.6,76.6,0.0,0.0,78.82,78.82,78.82,0.0,0.0,76.6,76.6,76.6,0.0,0.0,78.79,78.79,78.79,0.0,0.0
2018-01-21,81.98,81.98,81.98,0.0,0.0,82.8,82.8,82.8,0.0,0.0,80.0,80.0,80.0,0.0,0.0,80.11,80.11,80.11,0.0,0.0
2018-01-28,71.8,71.8,71.8,0.0,0.0,74.15,74.15,74.15,0.0,0.0,63.45,63.45,63.45,0.0,0.0,65.03,65.03,65.03,0.0,0.0
2018-02-04,64.5,64.5,64.5,0.0,0.0,66.5,66.5,66.5,0.0,0.0,62.66,62.66,62.66,0.0,0.0,65.24,65.24,65.24,0.0,0.0
2018-02-11,70.51,70.51,70.51,0.0,0.0,72.9,72.9,72.9,0.0,0.0,70.27,70.27,70.27,0.0,0.0,71.46,71.46,71.46,0.0,0.0
2018-02-18,73.05,73.05,73.05,0.0,0.0,74.5,74.5,74.5,0.0,0.0,72.05,72.05,72.05,0.0,0.0,74.49,74.49,74.49,0.0,0.0
2018-02-25,66.42,66.42,66.42,0.0,0.0,71.25,71.25,71.25,0.0,0.0,66.2,66.2,66.2,0.0,0.0,70.38,70.38,70.38,0.0,0.0
2018-03-04,76.27,76.27,76.27,0.0,0.0,76.79,76.79,76.79,0.0,0.0,75.37,75.37,75.37,0.0,0.0,75.83,75.83,75.83,0.0,0.0
2018-03-11,72.48,72.48,72.48,0.0,0.0,72.99,72.99,72.99,0.0,0.0,69.46,69.46,69.46,0.0,0.0,71.26,71.26,71.26,0.0,0.0
2018-03-18,62.86,62.86,62.86,0.0,0.0,65.07,65.07,65.07,0.0,0.0,61.23,61.23,61.23,0.0,0.0,64.71,64.71,64.71,0.0,0.0
2018-03-25,63.94,63.94,63.94,0.0,0.0,64.4,64.4,64.4,0.0,0.0,58.24,58.24,58.24,0.0,0.0,60.37,60.37,60.37,0.0,0.0
2018-04-01,62.3,62.3,62.3,0.0,0.0,65.08,65.08,65.08,0.0,0.0,61.66,61.66,61.66,0.0,0.0,61.87,61.87,61.87,0.0,0.0
2018-04-08,63.68,63.68,63.68,0.0,0.0,64.55,64.55,64.55,0.0,0.0,63.12,63.12,63.12,0.0,0.0,63.55,63.55,63.55,0.0,0.0
2018-04-15,65.27,65.27,65.27,0.0,0.0,65.45,65.45,65.45,0.0,0.0,63.98,63.98,63.98,0.0,0.0,64.66,64.66,64.66,0.0,0.0
2018-04-22,64.87,64.87,64.87,0.0,0.0,65.87,65.87,65.87,0.0,0.0,63.45,63.45,63.45,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2018-04-29,64.09,64.09,64.09,0.0,0.0,65.36,65.36,65.36,0.0,0.0,63.55,63.55,63.55,0.0,0.0,64.77,64.77,64.77,0.0,0.0
2018-05-06,69.99,69.99,69.99,0.0,0.0,70.15,70.15,70.15,0.0,0.0,68.45,68.45,68.45,0.0,0.0,68.89,68.89,68.89,0.0,0.0
2018-05-13,67.89,67.89,67.89,0.0,0.0,68.58,68.58,68.58,0.0,0.0,67.81,67.81,67.81,0.0,0.0,68.28,68.28,68.28,0.0,0.0
2018-05-20,67.0,67.0,67.0,0.0,0.0,67.41,67.41,67.41,0.0,0.0,66.29,66.29,66.29,0.0,0.0,66.94,66.94,66.94,0.0,0.0
2018-05-27,66.59,66.59,66.59,0.0,0.0,67.18,67.18,67.18,0.0,0.0,66.37,66.37,66.37,0.0,0.0,67.06,67.06,67.06,0.0,0.0
2018-06-03,70.5,70.5,70.5,0.0,0.0,70.88,70.88,70.88,0.0,0.0,69.43,69.43,69.43,0.0,0.0,69.56,69.56,69.56,0.0,0.0
2018-06-10,66.25,66.25,66.25,0.0,0.0,67.54,67.54,67.54,0.0,0.0,65.59,65.59,65.59,0.0,0.0,67.52,67.52,67.52,0.0,0.0
2018-06-17,65.55,65.55,65.55,0.0,0.0,65.71,65.71,65.71,0.0,0.0,62.58,62.58,62.58,0.0,0.0,63.82,63.82,63.82,0.0,0.0
2018-06-24,62.06,62.06,62.06,0.0,0.0,63.66,63.66,63.66,0.0,0.0,61.95,61.95,61.95,0.0,0.0,63.66,63.66,63.66,0.0,0.0
2018-07-01,65.12,65.12,65.12,0.0,0.0,67.51,67.51,67.51,0.0,0.0,65.04,65.04,65.04,0.0,0.0,67.5,67.5,67.5,0.0,0.0
2018-07-08,66.62,66.62,66.62,0.0,0.0,68.24,68.24,68.24,0.0,0.0,66.53,66.53,66.53,0.0,0.0,68.11,68.11,68.11,0.0,0.0
2018-07-15,68.89,68.89,68.89,0.0,0.0,70.77,70.77,70.77,0.0,0.0,68.71,68.71,68.71,0.0,0.0,70.58,70.58,70.58,0.0,0.0
2018-07-22,70.89,70.89,70.89,0.0,0.0,71.1,71.1,71.1,0.0,0.0,69.57,69.57,69.57,0.0,0.0,69.8,69.8,69.8,0.0,0.0
2018-07-29,71.86,71.86,71.86,0.0,0.0,72.63,72.63,72.63,0.0,0.0,71.46,71.46,71.46,0.0,0.0,72.18,72.18,72.18,0.0,0.0
2018-08-05,70.51,70.51,70.51,0.0,0.0,71.18,71.18,71.18,0.0,0.0,69.05,69.05,69.05,0.0,0.0,69.17,69.17,69.17,0.0,0.0
2018-08-12,72.98,72.98,72.98,0.0,0.0,73.57,73.57,73.57,0.0,0.0,72.61,72.61,72.61,0.0,0.0,73.27,73.27,73.27,0.0,0.0
2018-08-19,74.25,74.25,74.25,0.0,0.0,75.92,75.92,75.92,0.0,0.0,74.25,74.25,74.25,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2018-08-26,74.26,74.26,74.26,0.0,0.0,75.0,75.0,75.0,0.0,0.0,73.85,73.85,73.85,0.0,0.0,74.72,74.72,74.72,0.0,0.0
2018-09-02,74.02,74.02,74.02,0.0,0.0,74.62,74.62,74.62,0.0,0.0,73.28,73.28,73.28,0.0,0.0,73.78,73.78,73.78,0.0,0.0
2018-09-09,74.14,74.14,74.14,0.0,0.0,74.41,74.41,74.41,0.0,0.0,72.79,72.79,72.79,0.0,0.0,73.09,73.09,73.09,0.0,0.0
2018-09-16,76.64,76.64,76.64,0.0,0.0,76.8,76.8,76.8,0.0,0.0,74.21,74.21,74.21,0.0,0.0,74.47,74.47,74.47,0.0,0.0
2018-09-23,71.65,71.65,71.65,0.0,0.0,71.94,71.94,71.94,0.0,0.0,69.91,69.91,69.91,0.0,0.0,70.36,70.36,70.36,0.0,0.0
2018-09-30,69.52,69.52,69.52,0.0,0.0,70.89,70.89,70.89,0.0,0.0,68.73,68.73,68.73,0.0,0.0,70.54,70.54,70.54,0.0,0.0
2018-10-07,59.37,59.37,59.37,0.0,0.0,60.48,60.48,60.48,0.0,0.0,58.81,58.81,58.81,0.0,0.0,58.85,58.85,58.85,0.0,0.0
2018-10-14,61.65,61.65,61.65,0.0,0.0,62.14,62.14,62.14,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.56,58.56,58.56,0.0,0.0
2018-10-21,55.37,55.37,55.37,0.0,0.0,57.33,57.33,57.33,0.0,0.0,52.6,52.6,52.6,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2018-10-28,59.36,59.36,59.36,0.0,0.0,61.77,61.77,61.77,0.0,0.0,59.34,59.34,59.34,0.0,0.0,61.17,61.17,61.17,0.0,0.0
2018-11-04,63.73,63.73,63.73,0.0,0.0,64.03,64.03,64.03,0.0,0.0,60.27,60.27,60.27,0.0,0.0,60.58,60.58,60.58,0.0,0.0
2018-11-11,61.5,61.5,61.5,0.0,0.0,61.95,61.95,61.95,0.0,0.0,59.06,59.06,59.06,0.0,0.0,60.33,60.33,60.33,0.0,0.0
2018-11-18,57.54,57.54,57.54,0.0,0.0,59.32,59.32,59.32,0.0,0.0,57.36,57.36,57.36,0.0,0.0,59.14,59.14,59.14,0.0,0.0
2018-11-25,65.32,65.32,65.32,0.0,0.0,65.65,65.65,65.65,0.0,0.0,63.13,63.13,63.13,0.0,0.0,64.35,64.35,64.35,0.0,0.0
2018-12-02,53.2,53.2,53.2,0.0,0.0,53.3,53.3,53.3,0.0,0.0,49.26,49.26,49.26,0.0,0.0,52.01,52.01,52.01,0.0,0.0
2018-12-09,48.6,48.6,48.6,0.0,0.0,49.53,49.53,49.53,0.0,0.0,45.8,45.8,45.8,0.0,0.0,46.61,46.61,46.61,0.0,0.0
2018-12-16,39.11,39.11,39.11,0.0,0.0,40.03,40.03,40.03,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2018-12-23,44.37,44.37,44.37,0.0,0.0,45.06,45.06,45.06,0.0,0.0,43.06,43.06,43.06,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2018-12-30,46.25,46.25,46.25,0.0,0.0,48.09,48.09,48.09,0.0,0.0,45.79,45.79,45.79,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2019-01-06,48.0,48.0,48.0,0.0,0.0,50.1,50.1,50.1,0.0,0.0,47.91,47.91,47.91,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2019-01-13,54.96,54.96,54.96,0.0,0.0,56.56,56.56,56.56,0.0,0.0,54.3,54.3,54.3,0.0,0.0,56.48,56.48,56.48,0.0,0.0
2019-01-20,55.63,55.63,55.63,0.0,0.0,56.95,56.95,56.95,0.0,0.0,55.49,55.49,55.49,0.0,0.0,56.88,56.88,56.88,0.0,0.0
2019-01-27,58.65,58.65,58.65,0.0,0.0,59.62,59.62,59.62,0.0,0.0,57.79,57.79,57.79,0.0,0.0,59.6,59.6,59.6,0.0,0.0
2019-02-03,58.18,58.18,58.18,0.0,0.0,58.7,58.7,58.7,0.0,0.0,57.9,57.9,57.9,0.0,0.0,58.39,58.39,58.39,0.0,0.0
2019-02-10,60.69,60.69,60.69,0.0,0.0,62.23,62.23,62.23,0.0,0.0,60.69,60.69,60.69,0.0,0.0,62.21,62.21,62.21,0.0,0.0
2019-02-17,63.66,63.66,63.66,0.0,0.0,64.35,64.35,64.35,0.0,0.0,62.69,62.69,62.69,0.0,0.0,62.85,62.85,62.85,0.0,0.0
