Date,BSX_Open_average,BSX_Open_max,BSX_Open_min,BSX_Open_volatility,BSX_Open_change,BSX_High_average,BSX_High_max,BSX_High_min,BSX_High_volatility,BSX_High_change,BSX_Low_average,BSX_Low_max,BSX_Low_min,BSX_Low_volatility,BSX_Low_change,BSX_Close_average,BSX_Close_max,BSX_Close_min,BSX_Close_volatility,BSX_Close_change,BSX_Volume_average,BSX_Volume_max,BSX_Volume_min,BSX_Volume_volatility,BSX_Volume_change
2018-01-14,27.3525,27.54,27.13,0.41000000000000014,0.05999999999999872,27.655,28.15,27.36,0.7899999999999991,0.5399999999999991,27.0925,27.42,26.82,0.6000000000000014,0.6000000000000014,27.32,27.65,26.98,0.6699999999999982,0.6699999999999982,8479685,11087642,5864654,5222988,-1063214
2018-01-21,27.942,28.32,27.55,0.7699999999999996,0.7699999999999996,28.146,28.6,27.74,0.860000000000003,0.860000000000003,27.668,28.06,27.13,0.9299999999999997,0.9299999999999997,28.024,28.42,27.71,0.7100000000000009,0.7100000000000009,6646245,9570059,4514224,5055835,1596123
2018-01-28,27.91,28.4,27.43,0.9699999999999989,-0.9299999999999997,28.232,28.64,27.78,0.8599999999999994,-0.8599999999999994,27.718,28.21,27.21,1.0,-0.8200000000000003,27.868,28.33,27.39,0.9399999999999977,-0.9399999999999977,9663434,13699166,6041612,7657554,3714565
2018-02-04,26.28,27.39,25.36,2.030000000000001,-2.030000000000001,26.804,28.0,26.16,1.8399999999999999,-1.8399999999999999,25.686,26.31,25.04,1.2699999999999996,-1.25,26.112,26.72,25.2,1.5199999999999996,-0.4799999999999969,11809582,14089492,8216683,5872809,-2010815
2018-02-11,26.426000000000002,27.1,25.96,1.1400000000000006,0.9400000000000013,26.832,27.48,26.11,1.370000000000001,0.9600000000000009,26.291999999999998,27.06,25.84,1.2199999999999989,1.129999999999999,26.678,27.2,26.11,1.0899999999999999,1.0199999999999996,7159349,8449844,6249868,2199976,-1742129
2018-02-18,26.9125,27.12,26.74,0.38000000000000256,-0.38000000000000256,27.135,27.28,26.92,0.35999999999999943,0.05999999999999872,26.5825,26.74,26.35,0.389999999999997,-0.23999999999999844,26.82,27.2,26.48,0.7199999999999989,0.370000000000001,5955410,7059185,4939588,2119597,-1310284
2018-02-25,27.214,27.65,26.39,1.259999999999998,-0.8099999999999987,27.496,27.88,26.85,1.0299999999999976,-0.7999999999999972,26.882,27.44,26.3,1.1400000000000006,-0.7100000000000009,27.12,27.62,26.5,1.120000000000001,-0.8500000000000014,7582415,10191227,5857407,4333820,3485061
2018-03-04,27.384,28.01,26.59,1.4200000000000017,1.4200000000000017,27.832,28.55,27.48,1.0700000000000003,1.0700000000000003,27.302,27.89,26.53,1.3599999999999994,1.3599999999999994,27.76,28.54,27.41,1.129999999999999,1.129999999999999,5684079,7702189,4006731,3695458,1752871
2018-03-11,28.316,28.62,27.83,0.7900000000000027,-0.7200000000000024,28.47,28.9,28.02,0.879999999999999,-0.879999999999999,28.004,28.45,27.68,0.7699999999999996,-0.6899999999999977,28.15,28.54,27.84,0.6999999999999993,-0.6099999999999994,6888646,8571669,3804683,4766986,-104551
2018-03-18,27.546,27.92,27.0,0.9200000000000017,-0.9200000000000017,27.712,28.02,27.21,0.8099999999999987,-0.8099999999999987,27.118,27.55,26.27,1.2800000000000011,-1.0899999999999999,27.238,27.67,26.3,1.370000000000001,-1.3200000000000003,5392809,7242832,3722704,3520128,2038135
2018-03-25,26.9775,27.31,26.67,0.639999999999997,0.1599999999999966,27.465,27.77,27.26,0.509999999999998,0.46999999999999886,26.7075,26.85,26.55,0.3000000000000007,0.2699999999999996,27.07,27.32,26.68,0.6400000000000006,0.07000000000000028,8202854,11113754,5372257,5741497,3657110
2018-04-01,27.388,27.96,26.89,1.0700000000000003,0.5599999999999987,27.832,28.4,27.36,1.0399999999999991,0.6099999999999994,26.983999999999998,27.81,26.41,1.3999999999999986,0.6600000000000001,27.496,28.09,26.84,1.25,0.5100000000000016,7544124,9050553,5880832,3169721,-2110905
2018-04-08,28.022,28.52,27.59,0.9299999999999997,0.8999999999999986,28.308,28.74,27.96,0.7799999999999976,0.75,27.824,28.19,27.39,0.8000000000000007,0.8000000000000007,27.976,28.31,27.51,0.7999999999999972,0.7999999999999972,6873528,11798694,4429894,7368800,2920330
2018-04-15,28.86,29.0,28.52,0.4800000000000004,0.41000000000000014,29.099999999999998,29.18,28.96,0.21999999999999886,0.18999999999999773,28.686,28.82,28.5,0.3200000000000003,0.3200000000000003,28.872,28.94,28.83,0.11000000000000298,0.010000000000001563,7772038,10078326,5352226,4726100,-342768
2018-04-22,29.054,29.57,28.35,1.2199999999999989,0.41000000000000014,29.33,29.68,29.0,0.6799999999999997,0.4400000000000013,28.606,29.21,27.91,1.3000000000000007,0.5899999999999999,29.084,29.45,28.5,0.9499999999999993,0.41000000000000014,8855173,15887144,5702761,10184383,1765996
2018-04-29,29.136,29.31,28.74,0.5700000000000003,0.060000000000002274,29.56,29.73,29.4,0.33000000000000185,0.33000000000000185,28.922,29.18,28.71,0.46999999999999886,0.46000000000000085,29.29,29.55,28.72,0.8300000000000018,0.8300000000000018,9342744,16530122,5138914,11391208,-11391208
