Date,AAPL_Open_average,AAPL_Open_max,AAPL_Open_min,AAPL_Open_volatility,AAPL_Open_change,AAPL_High_average,AAPL_High_max,AAPL_High_min,AAPL_High_volatility,AAPL_High_change,AAPL_Low_average,AAPL_Low_max,AAPL_Low_min,AAPL_Low_volatility,AAPL_Low_change,AAPL_Close_average,AAPL_Close_max,AAPL_Close_min,AAPL_Close_volatility,AAPL_Close_change,AAPL_Volume_average,AAPL_Volume_max,AAPL_Volume_min,AAPL_Volume_volatility,AAPL_Volume_change
2018-01-14,177.866,179.37,176.15,3.219999999999999,-0.5999999999999943,179.22,180.1,177.78,2.319999999999993,-1.6099999999999852,176.694,178.25,175.07,3.180000000000007,0.46000000000000796,178.002,179.26,176.19,3.069999999999993,0.8100000000000023,30935951,34386836,27108552,7278284,-2457396
2018-01-21,174.242,177.3,170.16,7.140000000000015,-7.140000000000015,174.77,179.44,170.16,9.280000000000001,-9.280000000000001,171.536,176.82,167.07,9.75,-9.75,172.368,177.04,167.96,9.079999999999984,-9.079999999999984,43021331,51105088,32689146,18415942,17951262
2018-01-28,164.932,167.16,159.1,8.060000000000002,-6.430000000000007,167.022,168.62,163.88,4.740000000000009,-3.490000000000009,162.81199999999998,166.76,156.0,10.759999999999991,-8.699999999999989,163.834,167.78,156.49,11.289999999999992,-10.47999999999999,57018049,86593824,32478930,54114894,26690336
2018-02-04,158.756,163.09,154.83,8.259999999999991,3.6699999999999875,161.98,163.89,157.89,6.0,0.1699999999999875,155.17,159.07,150.24,8.829999999999984,3.509999999999991,159.368,163.03,155.15,7.8799999999999955,-0.3199999999999932,61147016,70672608,51608580,19064028,-7424300
2018-02-11,166.785,172.36,161.95,10.410000000000025,10.410000000000025,170.05,174.82,164.75,10.069999999999993,10.069999999999993,166.325,171.77,161.65,10.120000000000005,10.120000000000005,169.2825,172.99,164.34,8.650000000000006,8.090000000000003,41129340,51147172,32549164,18598008,7626928
2018-02-18,173.34,176.35,171.8,4.549999999999983,4.299999999999983,175.474,179.39,173.95,5.439999999999998,5.1299999999999955,172.778,176.21,171.01,5.200000000000017,4.7900000000000205,173.978,178.97,171.07,7.900000000000006,7.1200000000000045,34873728,38162176,30991940,7170236,4231636
2018-02-25,176.982,179.26,172.8,6.4599999999999795,-3.8899999999999864,178.984,180.62,176.3,4.319999999999993,-2.7399999999999807,175.168,178.16,172.45,5.710000000000008,-3.6399999999999864,176.908,178.39,175.0,3.3899999999999864,-1.5699999999999932,38473509,48801968,28401366,20400602,-10526758
2018-03-04,177.316,180.29,174.94,5.349999999999994,2.3799999999999955,178.722,182.39,175.85,6.539999999999992,4.139999999999986,176.614,180.21,174.27,5.939999999999998,4.0800000000000125,178.06799999999998,181.72,175.03,6.689999999999998,5.050000000000011,28731663,32207080,23774108,8432972,8418574
2018-03-11,179.476,182.59,177.32,5.27000000000001,-5.27000000000001,180.17000000000002,183.5,177.47,6.030000000000001,-6.030000000000001,177.28,179.24,173.66,5.5800000000000125,-5.5800000000000125,178.076,179.97,175.3,4.6699999999999875,-4.6699999999999875,31331428,39404688,22743798,16660890,1753244
2018-03-18,171.34799999999998,175.24,168.07,7.170000000000016,-7.170000000000016,173.518,176.8,169.92,6.880000000000024,-3.700000000000017,169.236,174.94,164.94,10.0,-8.5,170.614,175.24,164.94,10.300000000000011,-2.469999999999999,35353014,41490768,19649350,21841418,17891886
2018-03-25,169.155,173.68,167.25,6.430000000000007,-5.800000000000011,171.465,175.15,168.94,6.210000000000008,-6.210000000000008,165.87,166.92,164.47,2.4499999999999886,-2.4499999999999886,167.32,168.34,166.48,1.8600000000000136,-1.6599999999999966,39644105,41668544,37586792,4081752,-3335788
2018-04-01,169.19,172.58,164.88,7.700000000000017,2.240000000000009,172.112,174.23,168.75,5.47999999999999,4.340000000000003,167.954,172.08,164.77,7.310000000000002,4.960000000000008,170.246,172.8,168.38,4.420000000000016,1.660000000000025,31167947,35005288,26933196,8072092,-1260328
2018-04-08,173.69,175.03,172.23,2.8000000000000114,2.030000000000001,174.99,176.19,173.92,2.2700000000000102,2.1899999999999977,172.99,174.83,171.53,3.3000000000000114,3.3000000000000114,174.076,175.82,172.44,3.3799999999999955,2.569999999999993,24127568,28614240,21578420,7035820,-7035820
2018-04-15,173.334,177.81,166.83,10.97999999999999,-9.659999999999997,174.25799999999998,178.94,166.92,12.02000000000001,-12.02000000000001,171.094,176.88,164.09,12.789999999999992,-12.319999999999993,171.96800000000002,178.24,165.24,13.0,-13.0,36835079,65491140,20754538,44736602,9910034
2018-04-22,163.708,165.67,162.13,3.539999999999992,-3.539999999999992,165.814,167.26,164.33,2.9299999999999784,0.9299999999999784,161.894,163.37,160.63,2.740000000000009,0.6200000000000045,163.678,165.26,162.32,2.9399999999999977,2.319999999999993,33624075,42427424,27963014,14464410,8735408
2018-04-29,176.188,185.18,166.41,18.77000000000001,18.77000000000001,179.274,187.67,169.2,18.47,18.47,175.286,184.75,165.27,19.47999999999999,19.47999999999999,178.31,185.16,169.1,16.060000000000002,16.060000000000002,50565933,66539372,34068180,32471192,-11117952
2018-05-06,187.556,189.49,184.99,4.5,4.019999999999982,188.716,190.37,186.22,4.150000000000006,3.3100000000000023,186.368,187.86,183.66,4.200000000000017,4.200000000000017,188.038,190.04,186.05,3.9899999999999807,2.0999999999999943,25318859,28402776,20778772,7624004,-7624004
2018-05-13,187.208,188.0,186.07,1.9300000000000068,1.2199999999999989,188.304,189.27,187.07,2.200000000000017,2.200000000000017,186.1,186.91,185.1,1.8100000000000023,1.8100000000000023,187.11,188.18,186.31,1.8700000000000045,1.1899999999999977,19374153,23695160,17294028,6401132,-5294372
2018-05-20,187.9325,188.77,186.35,2.420000000000016,-0.15000000000000568,188.9675,189.65,188.5,1.1500000000000057,0.7700000000000102,186.6,187.65,185.76,1.8900000000000148,0.8700000000000045,188.0625,188.58,187.16,1.420000000000016,1.420000000000016,18998515,23233976,15240704,7993272,2220260
2018-05-27,188.432,191.63,187.22,4.409999999999997,4.030000000000001,189.732,193.42,188.0,5.4199999999999875,4.6699999999999875,187.778,191.35,186.14,5.210000000000008,4.47999999999999,188.868,191.83,186.87,4.960000000000008,3.930000000000007,23679220,27482792,18690548,8792244,3752098
2018-06-03,192.67,194.14,191.17,2.969999999999999,-1.710000000000008,193.238,194.2,191.97,2.2299999999999898,-1.9699999999999989,191.32,192.36,189.77,2.5900000000000034,-2.1500000000000057,192.736,193.98,191.23,2.75,-2.0800000000000125,21762404,26656800,18308460,8348340,-3257504
2018-06-10,190.652,192.42,187.88,4.539999999999992,-3.5,191.288,192.88,189.22,3.6599999999999966,-3.390000000000015,189.454,191.15,187.2,3.950000000000017,-3.950000000000017,190.272,192.28,188.74,3.539999999999992,-3.539999999999992,28072726,61719160,16911140,44808020,1573724
2018-06-17,185.652,187.25,183.4,3.8499999999999943,-1.7399999999999807,186.59,188.35,184.92,3.430000000000007,-1.410000000000025,183.91,185.73,180.73,5.0,-2.719999999999999,184.948,186.5,182.17,4.3300000000000125,-3.5200000000000102,27756519,33578456,20628700,12949756,-1915360
2018-06-24,184.486,186.29,182.99,3.299999999999983,0.8299999999999841,186.90200000000002,187.3,186.21,1.0900000000000034,0.7700000000000102,183.34,184.03,182.54,1.490000000000009,0.8799999999999955,185.276,187.18,184.16,3.0200000000000102,2.75,21537754,25285328,17365236,7920092,-6837856
2018-07-01,186.9925,189.5,185.26,4.240000000000009,1.710000000000008,188.3675,190.68,186.41,4.27000000000001,2.730000000000018,185.57999999999998,189.3,183.54,5.760000000000019,5.760000000000019,186.9675,190.58,183.92,6.660000000000025,6.660000000000025,16950233,19756634,13954806,5801828,5801828
2018-07-08,190.268,191.52,188.5,3.0200000000000102,0.8100000000000023,191.392,192.65,189.78,2.8700000000000045,1.3700000000000045,189.68200000000002,190.9,187.61,3.289999999999992,0.22999999999998977,190.3,191.33,187.88,3.450000000000017,0.5600000000000023,16074930,18831470,12519792,6311678,-896039
2018-07-15,190.736,191.78,189.69,2.0900000000000034,0.9300000000000068,192.122,192.55,191.8,0.75,0.09000000000000341,189.71,190.17,189.2,0.9699999999999989,0.36000000000001364,191.356,191.88,190.4,1.4799999999999898,0.160000000000025,17782012,20706042,15534523,5171519,454842
