Date,First Trust Small Cap US Equity Select_Open_average,First Trust Small Cap US Equity Select_Open_max,First Trust Small Cap US Equity Select_Open_min,First Trust Small Cap US Equity Select_Open_volatility,First Trust Small Cap US Equity Select_Open_change,First Trust Small Cap US Equity Select_High_average,First Trust Small Cap US Equity Select_High_max,First Trust Small Cap US Equity Select_High_min,First Trust Small Cap US Equity Select_High_volatility,First Trust Small Cap US Equity Select_High_change,First Trust Small Cap US Equity Select_Low_average,First Trust Small Cap US Equity Select_Low_max,First Trust Small Cap US Equity Select_Low_min,First Trust Small Cap US Equity Select_Low_volatility,First Trust Small Cap US Equity Select_Low_change,First Trust Small Cap US Equity Select_Close_average,First Trust Small Cap US Equity Select_Close_max,First Trust Small Cap US Equity Select_Close_min,First Trust Small Cap US Equity Select_Close_volatility,First Trust Small Cap US Equity Select_Close_change
2018-01-14,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2018-01-21,22.23,22.23,22.23,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2018-01-28,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2018-02-04,20.23,20.23,20.23,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2018-02-11,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2018-02-18,21.12,21.12,21.12,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2018-02-25,20.82,20.82,20.82,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2018-03-04,21.72,21.72,21.72,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2018-03-11,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2018-03-18,20.69,20.69,20.69,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2018-03-25,20.97,20.97,20.97,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2018-04-01,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2018-04-08,21.21,21.21,21.21,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2018-04-15,21.56,21.56,21.56,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2018-04-22,21.44,21.44,21.44,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2018-04-29,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2018-05-06,21.84,21.84,21.84,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2018-05-13,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2018-05-20,22.19,22.19,22.19,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2018-05-27,22.51,22.51,22.51,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2018-06-03,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2018-06-10,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2018-06-17,22.64,22.64,22.64,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2018-06-24,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2018-07-01,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2018-07-08,22.83,22.83,22.83,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2018-07-15,23.06,23.06,23.06,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.06,23.06,23.06,0.0,0.0
2018-07-22,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2018-07-29,23.05,23.05,23.05,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2018-08-05,22.73,22.73,22.73,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.73,22.73,22.73,0.0,0.0
2018-08-12,23.13,23.13,23.13,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2018-08-19,23.49,23.49,23.49,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2018-08-26,23.6,23.6,23.6,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2018-09-02,23.42,23.42,23.42,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.42,23.42,23.42,0.0,0.0
2018-09-09,23.18,23.18,23.18,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2018-09-16,23.08,23.08,23.08,0.0,0.0,23.1,23.1,23.1,0.0,0.0,22.99,22.99,22.99,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2018-09-23,22.91,22.91,22.91,0.0,0.0,23.02,23.02,23.02,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2018-09-30,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2018-10-07,21.53,21.53,21.53,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2018-10-14,21.57,21.57,21.57,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2018-10-21,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0
