Date,DB Gold Double Short_etf_Open_average,DB Gold Double Short_etf_Open_max,DB Gold Double Short_etf_Open_min,DB Gold Double Short_etf_Open_volatility,DB Gold Double Short_etf_Open_change,DB Gold Double Short_etf_High_average,DB Gold Double Short_etf_High_max,DB Gold Double Short_etf_High_min,DB Gold Double Short_etf_High_volatility,DB Gold Double Short_etf_High_change,DB Gold Double Short_etf_Low_average,DB Gold Double Short_etf_Low_max,DB Gold Double Short_etf_Low_min,DB Gold Double Short_etf_Low_volatility,DB Gold Double Short_etf_Low_change,DB Gold Double Short_etf_Close_average,DB Gold Double Short_etf_Close_max,DB Gold Double Short_etf_Close_min,DB Gold Double Short_etf_Close_volatility,DB Gold Double Short_etf_Close_change
2018-05-27,5.54,5.54,5.54,0.0,0.0,5.57,5.57,5.57,0.0,0.0,5.52,5.52,5.52,0.0,0.0,5.56,5.56,5.56,0.0,0.0
2018-06-03,5.49,5.49,5.49,0.0,0.0,5.51,5.51,5.51,0.0,0.0,5.49,5.49,5.49,0.0,0.0,5.5,5.5,5.5,0.0,0.0
2018-06-10,5.6,5.6,5.6,0.0,0.0,5.7,5.7,5.7,0.0,0.0,5.6,5.6,5.6,0.0,0.0,5.67,5.67,5.67,0.0,0.0
2018-06-17,5.78,5.78,5.78,0.0,0.0,5.78,5.78,5.78,0.0,0.0,5.76,5.76,5.76,0.0,0.0,5.77,5.77,5.77,0.0,0.0
2018-06-24,5.93,5.93,5.93,0.0,0.0,5.93,5.93,5.93,0.0,0.0,5.9,5.9,5.9,0.0,0.0,5.93,5.93,5.93,0.0,0.0
2018-07-01,5.89,5.89,5.89,0.0,0.0,5.91,5.91,5.91,0.0,0.0,5.89,5.89,5.89,0.0,0.0,5.9,5.9,5.9,0.0,0.0
2018-07-08,6.02,6.02,6.02,0.0,0.0,6.05,6.05,6.05,0.0,0.0,6.02,6.02,6.02,0.0,0.0,6.04,6.04,6.04,0.0,0.0
2018-07-15,6.16,6.16,6.16,0.0,0.0,6.17,6.17,6.17,0.0,0.0,6.15,6.15,6.15,0.0,0.0,6.15,6.15,6.15,0.0,0.0
2018-07-22,6.23,6.23,6.23,0.0,0.0,6.23,6.23,6.23,0.0,0.0,6.19,6.19,6.19,0.0,0.0,6.22,6.22,6.22,0.0,0.0
2018-07-29,6.33,6.33,6.33,0.0,0.0,6.33,6.33,6.33,0.0,0.0,6.27,6.27,6.27,0.0,0.0,6.33,6.33,6.33,0.0,0.0
2018-08-05,6.35,6.35,6.35,0.0,0.0,6.37,6.37,6.37,0.0,0.0,6.31,6.31,6.31,0.0,0.0,6.36,6.36,6.36,0.0,0.0
2018-08-12,6.7,6.7,6.7,0.0,0.0,6.73,6.73,6.73,0.0,0.0,6.65,6.65,6.65,0.0,0.0,6.65,6.65,6.65,0.0,0.0
2018-08-19,6.52,6.52,6.52,0.0,0.0,6.54,6.54,6.54,0.0,0.0,6.41,6.41,6.41,0.0,0.0,6.44,6.44,6.44,0.0,0.0
2018-08-26,6.48,6.48,6.48,0.0,0.0,6.52,6.52,6.52,0.0,0.0,6.46,6.46,6.46,0.0,0.0,6.52,6.52,6.52,0.0,0.0
2018-09-02,6.52,6.52,6.52,0.0,0.0,6.57,6.57,6.57,0.0,0.0,6.51,6.51,6.51,0.0,0.0,6.55,6.55,6.55,0.0,0.0
2018-09-09,6.54,6.54,6.54,0.0,0.0,6.59,6.59,6.59,0.0,0.0,6.54,6.54,6.54,0.0,0.0,6.59,6.59,6.59,0.0,0.0
2018-09-16,6.59,6.59,6.59,0.0,0.0,6.59,6.59,6.59,0.0,0.0,6.52,6.52,6.52,0.0,0.0,6.55,6.55,6.55,0.0,0.0
2018-09-23,6.69,6.69,6.69,0.0,0.0,6.7,6.7,6.7,0.0,0.0,6.61,6.61,6.61,0.0,0.0,6.63,6.63,6.63,0.0,0.0
2018-09-30,6.48,6.48,6.48,0.0,0.0,6.52,6.52,6.52,0.0,0.0,6.48,6.48,6.48,0.0,0.0,6.51,6.51,6.51,0.0,0.0
2018-10-07,6.3,6.3,6.3,0.0,0.0,6.36,6.36,6.36,0.0,0.0,6.29,6.29,6.29,0.0,0.0,6.34,6.34,6.34,0.0,0.0
2018-10-14,6.25,6.25,6.25,0.0,0.0,6.26,6.26,6.26,0.0,0.0,6.25,6.25,6.25,0.0,0.0,6.25,6.25,6.25,0.0,0.0
2018-10-21,6.17,6.17,6.17,0.0,0.0,6.21,6.21,6.21,0.0,0.0,6.08,6.08,6.08,0.0,0.0,6.17,6.17,6.17,0.0,0.0
2018-10-28,6.2,6.2,6.2,0.0,0.0,6.23,6.23,6.23,0.0,0.0,6.18,6.18,6.18,0.0,0.0,6.21,6.21,6.21,0.0,0.0
2018-11-04,6.44,6.44,6.44,0.0,0.0,6.5,6.5,6.5,0.0,0.0,6.44,6.44,6.44,0.0,0.0,6.47,6.47,6.47,0.0,0.0
2018-11-11,6.29,6.29,6.29,0.0,0.0,6.36,6.36,6.36,0.0,0.0,6.29,6.29,6.29,0.0,0.0,6.34,6.34,6.34,0.0,0.0
2018-11-18,6.34,6.34,6.34,0.0,0.0,6.37,6.37,6.37,0.0,0.0,6.33,6.33,6.33,0.0,0.0,6.37,6.37,6.37,0.0,0.0
2018-11-25,6.42,6.42,6.42,0.0,0.0,6.47,6.47,6.47,0.0,0.0,6.38,6.38,6.38,0.0,0.0,6.38,6.38,6.38,0.0,0.0
2018-12-02,6.13,6.13,6.13,0.0,0.0,6.14,6.14,6.14,0.0,0.0,6.1,6.1,6.1,0.0,0.0,6.1,6.1,6.1,0.0,0.0
2018-12-09,6.27,6.27,6.27,0.0,0.0,6.27,6.27,6.27,0.0,0.0,6.22,6.22,6.22,0.0,0.0,6.24,6.24,6.24,0.0,0.0
2018-12-16,6.02,6.02,6.02,0.0,0.0,6.07,6.07,6.07,0.0,0.0,6.01,6.01,6.01,0.0,0.0,6.07,6.07,6.07,0.0,0.0
2018-12-23,5.78,5.78,5.78,0.0,0.0,5.84,5.84,5.84,0.0,0.0,5.78,5.78,5.78,0.0,0.0,5.81,5.81,5.81,0.0,0.0
2018-12-30,5.79,5.79,5.79,0.0,0.0,5.82,5.82,5.82,0.0,0.0,5.78,5.78,5.78,0.0,0.0,5.78,5.78,5.78,0.0,0.0
2019-01-06,5.76,5.76,5.76,0.0,0.0,5.78,5.78,5.78,0.0,0.0,5.74,5.74,5.74,0.0,0.0,5.76,5.76,5.76,0.0,0.0
2019-01-13,5.82,5.82,5.82,0.0,0.0,5.84,5.84,5.84,0.0,0.0,5.8,5.8,5.8,0.0,0.0,5.83,5.83,5.83,0.0,0.0
2019-01-20,5.71,5.71,5.71,0.0,0.0,5.71,5.71,5.71,0.0,0.0,5.65,5.65,5.65,0.0,0.0,5.68,5.68,5.68,0.0,0.0
2019-01-27,5.5,5.5,5.5,0.0,0.0,5.54,5.54,5.54,0.0,0.0,5.5,5.5,5.5,0.0,0.0,5.52,5.52,5.52,0.0,0.0
2019-02-03,5.55,5.55,5.55,0.0,0.0,5.55,5.55,5.55,0.0,0.0,5.53,5.53,5.53,0.0,0.0,5.55,5.55,5.55,0.0,0.0
2019-02-10,5.51,5.51,5.51,0.0,0.0,5.56,5.56,5.56,0.0,0.0,5.51,5.51,5.51,0.0,0.0,5.51,5.51,5.51,0.0,0.0
2019-02-17,5.44,5.44,5.44,0.0,0.0,5.45,5.45,5.45,0.0,0.0,5.44,5.44,5.44,0.0,0.0,5.45,5.45,5.45,0.0,0.0
2019-02-24,5.62,5.62,5.62,0.0,0.0,5.8,5.8,5.8,0.0,0.0,5.62,5.62,5.62,0.0,0.0,5.8,5.8,5.8,0.0,0.0
2019-03-03,5.7,5.7,5.7,0.0,0.0,5.75,5.75,5.75,0.0,0.0,5.69,5.69,5.69,0.0,0.0,5.7,5.7,5.7,0.0,0.0
2019-03-10,5.69,5.69,5.69,0.0,0.0,5.71,5.71,5.71,0.0,0.0,5.69,5.69,5.69,0.0,0.0,5.71,5.71,5.71,0.0,0.0
2019-03-17,5.58,5.58,5.58,0.0,0.0,5.64,5.64,5.64,0.0,0.0,5.58,5.58,5.58,0.0,0.0,5.62,5.62,5.62,0.0,0.0
2019-03-24,5.77,5.77,5.77,0.0,0.0,5.84,5.84,5.84,0.0,0.0,5.77,5.77,5.77,0.0,0.0,5.81,5.81,5.81,0.0,0.0
2019-03-31,5.81,5.81,5.81,0.0,0.0,5.82,5.82,5.82,0.0,0.0,5.81,5.81,5.81,0.0,0.0,5.82,5.82,5.82,0.0,0.0
2019-04-07,5.83,5.83,5.83,0.0,0.0,5.83,5.83,5.83,0.0,0.0,5.82,5.82,5.82,0.0,0.0,5.82,5.82,5.82,0.0,0.0
2019-04-14,6.0,6.0,6.0,0.0,0.0,6.01,6.01,6.01,0.0,0.0,5.96,5.96,5.96,0.0,0.0,5.98,5.98,5.98,0.0,0.0
2019-04-21,5.88,5.88,5.88,0.0,0.0,5.89,5.89,5.89,0.0,0.0,5.86,5.86,5.86,0.0,0.0,5.89,5.89,5.89,0.0,0.0
2019-04-28,5.91,5.91,5.91,0.0,0.0,5.97,5.97,5.97,0.0,0.0,5.91,5.91,5.91,0.0,0.0,5.97,5.97,5.97,0.0,0.0
2019-05-05,5.9,5.9,5.9,0.0,0.0,5.9,5.9,5.9,0.0,0.0,5.9,5.9,5.9,0.0,0.0,5.9,5.9,5.9,0.0,0.0
2019-05-12,5.98,5.98,5.98,0.0,0.0,6.04,6.04,6.04,0.0,0.0,5.98,5.98,5.98,0.0,0.0,6.02,6.02,6.02,0.0,0.0
2019-05-19,5.93,5.93,5.93,0.0,0.0,5.93,5.93,5.93,0.0,0.0,5.93,5.93,5.93,0.0,0.0,5.93,5.93,5.93,0.0,0.0
2019-05-26,5.81,5.81,5.81,0.0,0.0,5.82,5.82,5.82,0.0,0.0,5.69,5.69,5.69,0.0,0.0,5.75,5.75,5.75,0.0,0.0
2019-06-02,5.44,5.44,5.44,0.0,0.0,5.49,5.49,5.49,0.0,0.0,5.44,5.44,5.44,0.0,0.0,5.47,5.47,5.47,0.0,0.0
2019-06-09,5.45,5.45,5.45,0.0,0.0,5.51,5.51,5.51,0.0,0.0,5.39,5.39,5.39,0.0,0.0,5.47,5.47,5.47,0.0,0.0
2019-06-16,5.01,5.01,5.01,0.0,0.0,5.05,5.05,5.05,0.0,0.0,4.98,4.98,4.98,0.0,0.0,4.98,4.98,4.98,0.0,0.0
2019-06-23,4.85,4.85,4.85,0.0,0.0,4.89,4.89,4.89,0.0,0.0,4.85,4.85,4.85,0.0,0.0,4.89,4.89,4.89,0.0,0.0
2019-06-30,5.04,5.04,5.04,0.0,0.0,5.05,5.05,5.05,0.0,0.0,4.96,4.96,4.96,0.0,0.0,4.97,4.97,4.97,0.0,0.0
2019-07-07,4.89,4.89,4.89,0.0,0.0,4.89,4.89,4.89,0.0,0.0,4.84,4.84,4.84,0.0,0.0,4.84,4.84,4.84,0.0,0.0
2019-07-14,4.71,4.71,4.71,0.0,0.0,4.79,4.79,4.79,0.0,0.0,4.71,4.71,4.71,0.0,0.0,4.77,4.77,4.77,0.0,0.0
2019-07-21,4.81,4.81,4.81,0.0,0.0,4.85,4.85,4.85,0.0,0.0,4.8,4.8,4.8,0.0,0.0,4.85,4.85,4.85,0.0,0.0
2019-07-28,4.69,4.69,4.69,0.0,0.0,4.71,4.71,4.71,0.0,0.0,4.65,4.65,4.65,0.0,0.0,4.69,4.69,4.69,0.0,0.0
2019-08-04,4.29,4.29,4.29,0.0,0.0,4.34,4.34,4.34,0.0,0.0,4.27,4.27,4.27,0.0,0.0,4.32,4.32,4.32,0.0,0.0
2019-08-11,4.22,4.22,4.22,0.0,0.0,4.28,4.28,4.28,0.0,0.0,4.2,4.2,4.2,0.0,0.0,4.23,4.23,4.23,0.0,0.0
2019-08-18,4.23,4.23,4.23,0.0,0.0,4.23,4.23,4.23,0.0,0.0,4.13,4.13,4.13,0.0,0.0,4.14,4.14,4.14,0.0,0.0
2019-08-25,4.2,4.2,4.2,0.0,0.0,4.2,4.2,4.2,0.0,0.0,4.11,4.11,4.11,0.0,0.0,4.17,4.17,4.17,0.0,0.0
2019-09-01,4.21,4.21,4.21,0.0,0.0,4.28,4.28,4.28,0.0,0.0,4.14,4.14,4.14,0.0,0.0,4.27,4.27,4.27,0.0,0.0
2019-09-08,4.34,4.34,4.34,0.0,0.0,4.4,4.4,4.4,0.0,0.0,4.34,4.34,4.34,0.0,0.0,4.4,4.4,4.4,0.0,0.0
2019-09-15,4.27,4.27,4.27,0.0,0.0,4.27,4.27,4.27,0.0,0.0,4.23,4.23,4.23,0.0,0.0,4.25,4.25,4.25,0.0,0.0
2019-09-22,4.34,4.34,4.34,0.0,0.0,4.39,4.39,4.39,0.0,0.0,4.34,4.34,4.34,0.0,0.0,4.34,4.34,4.34,0.0,0.0
2019-09-29,4.26,4.26,4.26,0.0,0.0,4.28,4.28,4.28,0.0,0.0,4.22,4.22,4.22,0.0,0.0,4.26,4.26,4.26,0.0,0.0
2019-10-06,4.39,4.39,4.39,0.0,0.0,4.45,4.45,4.45,0.0,0.0,4.39,4.39,4.39,0.0,0.0,4.41,4.41,4.41,0.0,0.0
2019-10-13,4.37,4.37,4.37,0.0,0.0,4.38,4.38,4.38,0.0,0.0,4.36,4.36,4.36,0.0,0.0,4.38,4.38,4.38,0.0,0.0
2019-10-20,4.19,4.19,4.19,0.0,0.0,4.3,4.3,4.3,0.0,0.0,4.19,4.19,4.19,0.0,0.0,4.3,4.3,4.3,0.0,0.0
2019-10-27,4.24,4.24,4.24,0.0,0.0,4.26,4.26,4.26,0.0,0.0,4.24,4.24,4.24,0.0,0.0,4.24,4.24,4.24,0.0,0.0
2019-11-03,4.53,4.53,4.53,0.0,0.0,4.56,4.56,4.56,0.0,0.0,4.51,4.51,4.51,0.0,0.0,4.55,4.55,4.55,0.0,0.0
2019-11-10,4.49,4.49,4.49,0.0,0.0,4.53,4.53,4.53,0.0,0.0,4.49,4.49,4.49,0.0,0.0,4.53,4.53,4.53,0.0,0.0
2019-11-17,4.52,4.52,4.52,0.0,0.0,4.54,4.54,4.54,0.0,0.0,4.52,4.52,4.52,0.0,0.0,4.54,4.54,4.54,0.0,0.0
2019-11-24,4.56,4.56,4.56,0.0,0.0,4.56,4.56,4.56,0.0,0.0,4.47,4.47,4.47,0.0,0.0,4.47,4.47,4.47,0.0,0.0
2019-12-01,4.52,4.52,4.52,0.0,0.0,4.58,4.58,4.58,0.0,0.0,4.52,4.52,4.52,0.0,0.0,4.56,4.56,4.56,0.0,0.0
2019-12-08,4.49,4.49,4.49,0.0,0.0,4.52,4.52,4.52,0.0,0.0,4.47,4.47,4.47,0.0,0.0,4.48,4.48,4.48,0.0,0.0
2019-12-15,4.39,4.39,4.39,0.0,0.0,4.48,4.48,4.48,0.0,0.0,4.39,4.39,4.39,0.0,0.0,4.44,4.44,4.44,0.0,0.0
2019-12-22,4.26,4.26,4.26,0.0,0.0,4.28,4.28,4.28,0.0,0.0,4.24,4.24,4.24,0.0,0.0,4.26,4.26,4.26,0.0,0.0
2019-12-29,4.09,4.09,4.09,0.0,0.0,4.09,4.09,4.09,0.0,0.0,4.05,4.05,4.05,0.0,0.0,4.07,4.07,4.07,0.0,0.0
