Date,US Coffee C_Open_average,US Coffee C_Open_max,US Coffee C_Open_min,US Coffee C_Open_volatility,US Coffee C_Open_change,US Coffee C_High_average,US Coffee C_High_max,US Coffee C_High_min,US Coffee C_High_volatility,US Coffee C_High_change,US Coffee C_Low_average,US Coffee C_Low_max,US Coffee C_Low_min,US Coffee C_Low_volatility,US Coffee C_Low_change,US Coffee C_Close_average,US Coffee C_Close_max,US Coffee C_Close_min,US Coffee C_Close_volatility,US Coffee C_Close_change,US Coffee C_Volume_average,US Coffee C_Volume_max,US Coffee C_Volume_min,US Coffee C_Volume_volatility,US Coffee C_Volume_change
2018-01-14,121.84,123.65,121.0,2.6500000000000057,-0.14999999999999147,122.92999999999999,123.9,121.75,2.1500000000000057,1.5,120.42,121.55,119.6,1.9500000000000028,1.7000000000000028,121.69,123.1,120.45,2.6499999999999915,2.0999999999999943,22039,29301,16537,12764,-12764
2018-01-21,123.06,125.55,121.25,4.299999999999997,3.3999999999999915,124.44,125.85,122.4,3.4499999999999886,3.4499999999999886,122.01,123.65,120.5,3.1500000000000057,3.1500000000000057,123.44,125.15,120.95,4.200000000000003,4.0,23557,29521,16596,12925,12925
2018-01-28,122.18,124.75,120.4,4.349999999999994,-4.349999999999994,122.62,125.2,120.7,4.5,-4.5,120.48,121.55,119.5,2.049999999999997,-2.049999999999997,121.15,122.3,119.8,2.5,-2.5,26484,32822,19028,13794,-36
2018-02-04,122.05,122.95,120.0,2.950000000000003,1.75,123.74,124.4,123.1,1.3000000000000114,0.10000000000000853,121.2,122.6,119.1,3.5,1.7000000000000028,122.45,123.3,121.4,1.8999999999999915,-1.4499999999999886,36042,39216,32416,6800,-1317
2018-02-11,122.2,122.85,121.4,1.4499999999999886,0.44999999999998863,122.9375,123.4,122.25,1.1500000000000057,-0.75,120.125,121.45,117.65,3.799999999999997,-2.8499999999999943,121.3125,122.8,117.95,4.849999999999994,-4.799999999999997,15775,18200,11971,6229,-2297
2018-02-18,118.54,119.8,117.65,2.1499999999999915,1.75,119.54,121.05,118.0,3.049999999999997,1.8999999999999915,117.83,119.5,116.5,3.0,2.549999999999997,118.94,120.5,116.95,3.549999999999997,2.299999999999997,284,951,15,936,-936
2018-02-25,120.42999999999999,121.55,119.1,2.450000000000003,-1.0500000000000114,120.69,122.0,119.2,2.799999999999997,-1.0,120.05,121.35,118.15,3.1999999999999886,-1.6499999999999915,120.6,122.45,119.2,3.25,-0.75,17,59,3,56,3
2018-03-04,119.12,120.1,118.15,1.9499999999999886,-1.9499999999999886,119.34,120.1,118.15,1.9499999999999886,-1.9499999999999886,118.98,120.1,118.15,1.9499999999999886,-1.9499999999999886,119.05,119.95,118.15,1.7999999999999972,-1.7999999999999972,2,5,0,5,-1
2018-03-11,119.2,120.45,117.25,3.200000000000003,-2.1000000000000085,119.22,120.45,117.25,3.200000000000003,-2.1000000000000085,119.17,120.45,117.25,3.200000000000003,-2.1000000000000085,118.67,120.45,116.95,3.5,-2.1000000000000085,5,25,0,25,2
2018-03-18,118.65,119.35,117.2,2.1499999999999915,-2.0,119.68,120.75,118.8,1.9500000000000028,-1.25,117.7,118.65,116.5,2.1500000000000057,-2.0,118.43,119.0,117.2,1.7999999999999972,-0.7999999999999972,18496,24624,11014,13610,13610
2018-03-25,118.5125,119.15,117.8,1.3500000000000085,0.29999999999999716,119.2,119.75,118.75,1.0,-0.6500000000000057,117.15,117.7,116.15,1.5499999999999972,-1.5499999999999972,117.8125,118.95,116.4,2.549999999999997,-2.549999999999997,15916,19924,12657,7267,-1847
2018-04-01,117.24,117.85,116.7,1.1499999999999915,1.0999999999999943,118.10000000000001,119.45,117.15,2.299999999999997,2.299999999999997,116.69,117.7,115.95,1.75,1.7000000000000028,117.43,118.65,116.6,2.0500000000000114,2.0500000000000114,32246,40934,21393,19541,19541
2018-04-08,118.00999999999999,118.6,117.3,1.2999999999999972,-1.2999999999999972,118.36,118.95,117.35,1.6000000000000085,-1.4000000000000057,116.47,117.45,114.15,3.299999999999997,-3.0,117.04,118.15,114.25,3.9000000000000057,-3.3499999999999943,32699,43027,20639,22388,-14043
2018-04-15,114.85,116.3,113.75,2.549999999999997,1.7999999999999972,115.5,117.1,114.6,2.5,2.5,114.1,116.3,113.05,3.25,3.25,115.09,117.0,113.55,3.450000000000003,3.450000000000003,10144,18096,317,17779,-17417
2018-04-22,118.44,120.05,117.0,3.049999999999997,3.049999999999997,118.99,120.8,117.6,3.200000000000003,2.299999999999997,117.89,120.05,116.0,4.049999999999997,3.3999999999999915,118.78999999999999,120.65,116.85,3.8000000000000114,2.1500000000000057,39,94,18,76,-74
2018-04-29,121.61,122.85,119.55,3.299999999999997,-3.299999999999997,121.61,122.85,119.55,3.299999999999997,-3.299999999999997,121.39,122.85,118.45,4.3999999999999915,-4.3999999999999915,121.01,122.6,118.2,4.3999999999999915,-4.3999999999999915,4,13,1,12,9
2018-05-06,115.47,116.55,113.65,2.8999999999999915,-2.8999999999999915,115.68,116.55,113.65,2.8999999999999915,-2.8999999999999915,115.42,116.55,113.65,2.8999999999999915,-2.8999999999999915,115.45,116.55,113.65,2.8999999999999915,-2.8999999999999915,5,16,0,16,-3
2018-05-13,115.01,118.0,113.85,4.150000000000006,3.25,115.53,120.6,113.85,6.75,5.849999999999994,114.26,117.85,112.45,5.3999999999999915,4.6499999999999915,114.83,120.2,112.9,7.299999999999997,7.299999999999997,5185,25922,0,25922,25920
2018-05-20,120.3125,120.6,119.7,0.8999999999999915,0.04999999999999716,120.9875,121.45,120.7,0.75,-0.75,119.175,119.55,118.6,0.9500000000000028,-0.45000000000000284,120.2875,120.85,119.35,1.5,-0.44999999999998863,20140,26839,12511,14328,-14328
2018-05-27,121.28,123.9,119.75,4.150000000000006,2.75,122.97,124.95,120.5,4.450000000000003,2.6500000000000057,120.52,122.35,119.35,3.0,1.5500000000000114,121.7,123.7,120.25,3.450000000000003,1.25,32114,38338,17873,20465,17681
2018-06-03,118.4,121.15,116.05,5.1000000000000085,-3.9000000000000057,119.11,121.55,117.45,4.099999999999994,-3.5,116.98,119.15,115.65,3.5,-2.9000000000000057,117.55,119.45,115.7,3.75,-2.3500000000000085,39414,48601,28571,20030,10683
2018-06-10,116.36,117.2,115.4,1.7999999999999972,-1.6499999999999915,116.76,117.95,115.65,2.299999999999997,-2.1500000000000057,115.48,116.75,114.3,2.450000000000003,-2.450000000000003,115.81,117.35,114.45,2.8999999999999915,-2.8999999999999915,23003,32068,10396,21672,-16236
2018-06-17,113.92999999999999,114.3,113.75,0.5499999999999972,-0.5499999999999972,114.28,114.8,113.75,1.0499999999999972,0.0,112.98,113.5,112.0,1.5,0.8499999999999943,113.67,114.15,112.6,1.5500000000000114,0.05000000000001137,4922,12999,38,12961,-12959
2018-06-24,112.47,114.8,108.45,6.349999999999994,-6.099999999999994,112.87,115.8,109.1,6.700000000000003,-6.700000000000003,111.99,114.05,107.65,6.3999999999999915,-6.3999999999999915,112.11,114.8,107.8,7.0,-7.0,42,134,12,122,104
2018-07-01,108.6125,112.2,106.2,6.0,2.450000000000003,109.125,112.2,106.3,5.900000000000006,2.450000000000003,108.2875,112.2,106.2,6.0,3.75,109.525,112.2,106.3,5.900000000000006,3.8500000000000085,4,13,0,13,-4
2018-07-08,108.92,111.8,107.45,4.349999999999994,-4.349999999999994,109.11,111.8,107.45,4.349999999999994,-4.349999999999994,108.69,111.8,107.15,4.6499999999999915,-4.349999999999994,108.87,111.95,107.05,4.900000000000006,-4.5,3,8,0,8,-1
2018-07-15,107.39,111.05,105.25,5.799999999999997,4.5,108.33,113.0,105.25,7.75,6.450000000000003,107.28,110.7,105.25,5.450000000000003,4.150000000000006,107.57000000000001,111.65,104.6,7.050000000000011,5.950000000000003,8221,23940,0,23940,23895
2018-07-22,110.83,111.75,109.5,2.25,-1.25,112.23,113.4,110.85,2.5500000000000114,0.20000000000000284,109.53,110.15,108.7,1.4500000000000028,-0.5,110.67,111.4,109.55,1.8500000000000085,0.45000000000000284,22177,34161,12840,21321,12555
2018-07-29,108.77,111.4,107.05,4.3500000000000085,-3.75,109.83,111.8,108.05,3.75,-1.6499999999999915,107.43,109.55,106.0,3.549999999999997,-2.3499999999999943,108.23,109.9,106.7,3.200000000000003,-1.1500000000000057,29613,34482,24426,10056,-5256
2018-08-05,107.89,108.85,107.05,1.7999999999999972,-1.5,108.48,110.25,107.25,3.0,-3.0,106.54,108.45,104.35,4.1000000000000085,-4.1000000000000085,107.56,109.05,106.25,2.799999999999997,-2.799999999999997,40754,47050,29128,17922,-851
2018-08-12,103.53,106.15,101.2,4.950000000000003,-4.950000000000003,104.07,106.95,101.75,5.200000000000003,-5.200000000000003,101.13,105.05,96.95,8.099999999999994,-8.099999999999994,101.52,105.05,97.25,7.799999999999997,-7.799999999999997,21828,37558,11694,25864,-21981
2018-08-19,98.28,101.95,96.4,5.549999999999997,4.450000000000003,99.75,102.2,98.25,3.950000000000003,3.25,97.76,101.95,95.45,6.5,5.049999999999997,98.79,101.85,96.4,5.449999999999989,3.8999999999999915,5149,13345,28,13317,-13260
2018-08-26,99.3375,101.7,98.1,3.6000000000000085,-3.6000000000000085,99.475,102.25,98.1,4.150000000000006,-4.150000000000006,98.9625,100.2,98.1,2.1000000000000085,-2.1000000000000085,98.7375,99.25,98.1,1.1500000000000057,-1.1500000000000057,17,31,6,25,-8
2018-09-02,98.36,100.1,96.35,3.75,1.1500000000000057,98.36,100.1,96.35,3.75,1.1500000000000057,98.21,100.1,95.6,4.5,1.9000000000000057,98.42,100.1,97.5,2.5999999999999943,-0.25,1,2,0,2,-2
2018-09-09,96.27,97.3,95.1,2.200000000000003,-2.200000000000003,96.47,97.8,95.1,2.700000000000003,-2.200000000000003,95.91,97.3,93.5,3.799999999999997,-3.799999999999997,95.87,97.85,93.45,4.3999999999999915,-2.75,6,17,1,16,8
2018-09-16,96.82000000000001,99.7,92.0,7.700000000000003,7.700000000000003,98.15,100.75,92.0,8.75,8.099999999999994,96.0,98.3,92.0,6.299999999999997,5.849999999999994,97.37,99.9,92.0,7.900000000000006,6.5,15920,26432,0,26432,14345
2018-09-23,98.82000000000001,102.15,97.3,4.8500000000000085,4.3500000000000085,100.62,103.45,98.05,5.400000000000006,5.400000000000006,98.06,101.4,96.55,4.8500000000000085,4.8500000000000085,99.76,102.45,97.1,5.3500000000000085,5.1000000000000085,21418,34024,13464,20560,6644
2018-09-30,106.68,110.6,102.05,8.549999999999997,8.549999999999997,110.02,112.95,108.15,4.799999999999997,4.799999999999997,105.91,110.45,101.1,9.350000000000009,9.350000000000009,108.4,111.85,106.6,5.25,4.199999999999989,35025,43058,22831,20227,-1377
2018-10-07,113.5,116.9,111.5,5.400000000000006,4.950000000000003,115.52,119.7,113.4,6.299999999999997,6.299999999999997,112.24,116.9,109.75,7.150000000000006,5.950000000000003,114.77,119.35,111.9,7.449999999999989,6.199999999999989,35050,45208,29184,16024,16024
2018-10-14,120.69,122.55,117.45,5.099999999999994,2.1000000000000085,122.96,125.5,120.0,5.5,2.0999999999999943,118.59,120.9,116.8,4.1000000000000085,0.6500000000000057,120.4,122.55,117.65,4.8999999999999915,0.0,33996,43590,24476,19114,-9189
2018-10-21,119.94,121.1,117.65,3.4499999999999886,2.4499999999999886,122.94,124.35,121.65,2.6999999999999886,1.1499999999999915,117.77,120.0,113.95,6.049999999999997,-2.3999999999999915,119.28,121.15,114.25,6.900000000000006,-6.849999999999994,33002,39366,27544,11822,-1405
