Date,PIMCO 15+ Year US TIPS Exchange-Traded_Open_average,PIMCO 15+ Year US TIPS Exchange-Traded_Open_max,PIMCO 15+ Year US TIPS Exchange-Traded_Open_min,PIMCO 15+ Year US TIPS Exchange-Traded_Open_volatility,PIMCO 15+ Year US TIPS Exchange-Traded_Open_change,PIMCO 15+ Year US TIPS Exchange-Traded_High_average,PIMCO 15+ Year US TIPS Exchange-Traded_High_max,PIMCO 15+ Year US TIPS Exchange-Traded_High_min,PIMCO 15+ Year US TIPS Exchange-Traded_High_volatility,PIMCO 15+ Year US TIPS Exchange-Traded_High_change,PIMCO 15+ Year US TIPS Exchange-Traded_Low_average,PIMCO 15+ Year US TIPS Exchange-Traded_Low_max,PIMCO 15+ Year US TIPS Exchange-Traded_Low_min,PIMCO 15+ Year US TIPS Exchange-Traded_Low_volatility,PIMCO 15+ Year US TIPS Exchange-Traded_Low_change,PIMCO 15+ Year US TIPS Exchange-Traded_Close_average,PIMCO 15+ Year US TIPS Exchange-Traded_Close_max,PIMCO 15+ Year US TIPS Exchange-Traded_Close_min,PIMCO 15+ Year US TIPS Exchange-Traded_Close_volatility,PIMCO 15+ Year US TIPS Exchange-Traded_Close_change
2018-07-15,66.68,66.68,66.68,0.0,0.0,66.68,66.68,66.68,0.0,0.0,65.96,65.96,65.96,0.0,0.0,66.06,66.06,66.06,0.0,0.0
2018-07-22,66.16,66.16,66.16,0.0,0.0,66.46,66.46,66.46,0.0,0.0,66.16,66.16,66.16,0.0,0.0,66.39,66.39,66.39,0.0,0.0
2018-07-29,66.33,66.33,66.33,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.11,66.11,66.11,0.0,0.0,66.11,66.11,66.11,0.0,0.0
2018-08-05,66.61,66.61,66.61,0.0,0.0,66.72,66.72,66.72,0.0,0.0,66.53,66.53,66.53,0.0,0.0,66.57,66.57,66.57,0.0,0.0
2018-08-12,67.09,67.09,67.09,0.0,0.0,67.18,67.18,67.18,0.0,0.0,67.06,67.06,67.06,0.0,0.0,67.18,67.18,67.18,0.0,0.0
2018-08-19,67.51,67.51,67.51,0.0,0.0,67.58,67.58,67.58,0.0,0.0,67.35,67.35,67.35,0.0,0.0,67.39,67.39,67.39,0.0,0.0
2018-08-26,67.33,67.33,67.33,0.0,0.0,67.41,67.41,67.41,0.0,0.0,66.83,66.83,66.83,0.0,0.0,66.83,66.83,66.83,0.0,0.0
2018-09-02,65.92,65.92,65.92,0.0,0.0,66.12,66.12,66.12,0.0,0.0,65.92,65.92,65.92,0.0,0.0,66.04,66.04,66.04,0.0,0.0
2018-09-09,65.25,65.25,65.25,0.0,0.0,65.52,65.52,65.52,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.34,65.34,65.34,0.0,0.0
2018-09-16,64.84,64.84,64.84,0.0,0.0,65.05,65.05,65.05,0.0,0.0,64.8,64.8,64.8,0.0,0.0,64.88,64.88,64.88,0.0,0.0
2018-09-23,64.56,64.56,64.56,0.0,0.0,64.7,64.7,64.7,0.0,0.0,64.13,64.13,64.13,0.0,0.0,64.13,64.13,64.13,0.0,0.0
2018-09-30,62.28,62.28,62.28,0.0,0.0,62.35,62.35,62.35,0.0,0.0,62.06,62.06,62.06,0.0,0.0,62.1,62.1,62.1,0.0,0.0
2018-10-07,62.94,62.94,62.94,0.0,0.0,62.94,62.94,62.94,0.0,0.0,62.74,62.74,62.74,0.0,0.0,62.82,62.82,62.82,0.0,0.0
2018-10-14,62.11,62.11,62.11,0.0,0.0,62.11,62.11,62.11,0.0,0.0,61.89,61.89,61.89,0.0,0.0,61.91,61.91,61.91,0.0,0.0
2018-10-21,62.19,62.19,62.19,0.0,0.0,62.28,62.28,62.28,0.0,0.0,61.92,61.92,61.92,0.0,0.0,62.28,62.28,62.28,0.0,0.0
2018-10-28,60.71,60.71,60.71,0.0,0.0,61.0,61.0,61.0,0.0,0.0,60.71,60.71,60.71,0.0,0.0,60.84,60.84,60.84,0.0,0.0
2018-11-04,61.44,61.44,61.44,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.71,61.71,61.71,0.0,0.0
2018-11-11,61.86,61.86,61.86,0.0,0.0,61.95,61.95,61.95,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.84,61.84,61.84,0.0,0.0
2018-11-18,61.46,61.46,61.46,0.0,0.0,61.49,61.49,61.49,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.34,61.34,61.34,0.0,0.0
2018-11-25,61.48,61.48,61.48,0.0,0.0,62.01,62.01,62.01,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.96,61.96,61.96,0.0,0.0
2018-12-02,63.06,63.06,63.06,0.0,0.0,63.15,63.15,63.15,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.73,62.73,62.73,0.0,0.0
2018-12-09,62.0,62.0,62.0,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.29,62.29,62.29,0.0,0.0
2018-12-16,61.55,61.55,61.55,0.0,0.0,63.14,63.14,63.14,0.0,0.0,61.55,61.55,61.55,0.0,0.0,62.97,62.97,62.97,0.0,0.0
2018-12-23,62.23,62.23,62.23,0.0,0.0,62.49,62.49,62.49,0.0,0.0,62.06,62.06,62.06,0.0,0.0,62.39,62.39,62.39,0.0,0.0
2018-12-30,63.07,63.07,63.07,0.0,0.0,63.07,63.07,63.07,0.0,0.0,62.7,62.7,62.7,0.0,0.0,62.75,62.75,62.75,0.0,0.0
2019-01-06,62.73,62.73,62.73,0.0,0.0,62.82,62.82,62.82,0.0,0.0,62.39,62.39,62.39,0.0,0.0,62.5,62.5,62.5,0.0,0.0
2019-01-13,62.76,62.76,62.76,0.0,0.0,62.76,62.76,62.76,0.0,0.0,61.95,61.95,61.95,0.0,0.0,62.33,62.33,62.33,0.0,0.0
2019-01-20,61.97,61.97,61.97,0.0,0.0,62.14,62.14,62.14,0.0,0.0,61.92,61.92,61.92,0.0,0.0,61.99,61.99,61.99,0.0,0.0
2019-01-27,63.32,63.32,63.32,0.0,0.0,63.34,63.34,63.34,0.0,0.0,62.98,62.98,62.98,0.0,0.0,63.33,63.33,63.33,0.0,0.0
2019-02-03,63.47,63.47,63.47,0.0,0.0,63.51,63.51,63.51,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.43,63.43,63.43,0.0,0.0
2019-02-10,63.72,63.72,63.72,0.0,0.0,63.84,63.84,63.84,0.0,0.0,63.54,63.54,63.54,0.0,0.0,63.69,63.69,63.69,0.0,0.0
2019-02-17,64.12,64.12,64.12,0.0,0.0,64.12,64.12,64.12,0.0,0.0,63.87,63.87,63.87,0.0,0.0,64.01,64.01,64.01,0.0,0.0
2019-02-24,63.34,63.34,63.34,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.1,63.1,63.1,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2019-03-03,63.99,63.99,63.99,0.0,0.0,64.53,64.53,64.53,0.0,0.0,63.67,63.67,63.67,0.0,0.0,63.79,63.79,63.79,0.0,0.0
2019-03-10,64.63,64.63,64.63,0.0,0.0,64.84,64.84,64.84,0.0,0.0,64.63,64.63,64.63,0.0,0.0,64.81,64.81,64.81,0.0,0.0
2019-03-17,66.38,66.38,66.38,0.0,0.0,66.58,66.58,66.58,0.0,0.0,66.07,66.07,66.07,0.0,0.0,66.3,66.3,66.3,0.0,0.0
2019-03-24,66.69,66.69,66.69,0.0,0.0,66.69,66.69,66.69,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.88,65.88,65.88,0.0,0.0
2019-03-31,65.57,65.57,65.57,0.0,0.0,65.58,65.58,65.58,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.44,65.44,65.44,0.0,0.0
2019-04-07,65.44,65.44,65.44,0.0,0.0,65.57,65.57,65.57,0.0,0.0,65.3,65.3,65.3,0.0,0.0,65.5,65.5,65.5,0.0,0.0
2019-04-14,65.46,65.46,65.46,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.17,65.17,65.17,0.0,0.0,65.3,65.3,65.3,0.0,0.0
2019-04-21,66.26,66.26,66.26,0.0,0.0,66.28,66.28,66.28,0.0,0.0,66.04,66.04,66.04,0.0,0.0,66.19,66.19,66.19,0.0,0.0
2019-04-28,66.25,66.25,66.25,0.0,0.0,66.35,66.35,66.35,0.0,0.0,66.09,66.09,66.09,0.0,0.0,66.2,66.2,66.2,0.0,0.0
2019-05-05,66.69,66.69,66.69,0.0,0.0,66.99,66.99,66.99,0.0,0.0,66.54,66.54,66.54,0.0,0.0,66.83,66.83,66.83,0.0,0.0
2019-05-12,66.57,66.57,66.57,0.0,0.0,66.62,66.62,66.62,0.0,0.0,66.35,66.35,66.35,0.0,0.0,66.38,66.38,66.38,0.0,0.0
2019-05-19,67.55,67.55,67.55,0.0,0.0,67.6,67.6,67.6,0.0,0.0,67.35,67.35,67.35,0.0,0.0,67.42,67.42,67.42,0.0,0.0
2019-05-26,69.7,69.7,69.7,0.0,0.0,70.08,70.08,70.08,0.0,0.0,69.62,69.62,69.62,0.0,0.0,69.93,69.93,69.93,0.0,0.0
2019-06-02,69.57,69.57,69.57,0.0,0.0,69.57,69.57,69.57,0.0,0.0,68.63,68.63,68.63,0.0,0.0,68.64,68.64,68.64,0.0,0.0
2019-06-09,68.04,68.04,68.04,0.0,0.0,68.25,68.25,68.25,0.0,0.0,67.74,67.74,67.74,0.0,0.0,68.18,68.18,68.18,0.0,0.0
2019-06-16,69.76,69.76,69.76,0.0,0.0,69.81,69.81,69.81,0.0,0.0,69.65,69.65,69.65,0.0,0.0,69.74,69.74,69.74,0.0,0.0
2019-06-23,69.42,69.42,69.42,0.0,0.0,69.47,69.47,69.47,0.0,0.0,68.77,68.77,68.77,0.0,0.0,68.94,68.94,68.94,0.0,0.0
2019-06-30,69.74,69.74,69.74,0.0,0.0,69.95,69.95,69.95,0.0,0.0,69.65,69.65,69.65,0.0,0.0,69.75,69.75,69.75,0.0,0.0
2019-07-07,69.21,69.21,69.21,0.0,0.0,69.69,69.69,69.69,0.0,0.0,69.2,69.2,69.2,0.0,0.0,69.69,69.69,69.69,0.0,0.0
2019-07-14,70.43,70.43,70.43,0.0,0.0,70.43,70.43,70.43,0.0,0.0,70.05,70.05,70.05,0.0,0.0,70.15,70.15,70.15,0.0,0.0
2019-07-21,69.85,69.85,69.85,0.0,0.0,69.89,69.89,69.89,0.0,0.0,69.47,69.47,69.47,0.0,0.0,69.47,69.47,69.47,0.0,0.0
2019-07-28,71.12,71.12,71.12,0.0,0.0,71.69,71.69,71.69,0.0,0.0,71.05,71.05,71.05,0.0,0.0,71.57,71.57,71.57,0.0,0.0
2019-08-04,74.0,74.0,74.0,0.0,0.0,74.54,74.54,74.54,0.0,0.0,73.71,73.71,73.71,0.0,0.0,74.17,74.17,74.17,0.0,0.0
2019-08-11,73.75,73.75,73.75,0.0,0.0,74.2,74.2,74.2,0.0,0.0,73.56,73.56,73.56,0.0,0.0,73.66,73.66,73.66,0.0,0.0
2019-08-18,75.18,75.18,75.18,0.0,0.0,75.58,75.58,75.58,0.0,0.0,74.69,74.69,74.69,0.0,0.0,74.85,74.85,74.85,0.0,0.0
2019-08-25,76.73,76.73,76.73,0.0,0.0,76.78,76.78,76.78,0.0,0.0,76.1,76.1,76.1,0.0,0.0,76.11,76.11,76.11,0.0,0.0
2019-09-01,74.34,74.34,74.34,0.0,0.0,74.34,74.34,74.34,0.0,0.0,74.0,74.0,74.0,0.0,0.0,74.04,74.04,74.04,0.0,0.0
2019-09-08,72.04,72.04,72.04,0.0,0.0,72.36,72.36,72.36,0.0,0.0,71.84,71.84,71.84,0.0,0.0,72.2,72.2,72.2,0.0,0.0
2019-09-15,73.72,73.72,73.72,0.0,0.0,74.53,74.53,74.53,0.0,0.0,73.72,73.72,73.72,0.0,0.0,73.86,73.86,73.86,0.0,0.0
2019-09-22,72.94,72.94,72.94,0.0,0.0,73.6,73.6,73.6,0.0,0.0,72.55,72.55,72.55,0.0,0.0,73.53,73.53,73.53,0.0,0.0
2019-09-29,74.82,74.82,74.82,0.0,0.0,74.85,74.85,74.85,0.0,0.0,74.34,74.34,74.34,0.0,0.0,74.42,74.42,74.42,0.0,0.0
2019-10-06,72.08,72.08,72.08,0.0,0.0,72.91,72.91,72.91,0.0,0.0,72.08,72.08,72.08,0.0,0.0,72.7,72.7,72.7,0.0,0.0
2019-10-13,72.25,72.25,72.25,0.0,0.0,72.81,72.81,72.81,0.0,0.0,71.86,71.86,71.86,0.0,0.0,72.06,72.06,72.06,0.0,0.0
2019-10-20,73.15,73.15,73.15,0.0,0.0,73.15,73.15,73.15,0.0,0.0,71.71,71.71,71.71,0.0,0.0,71.99,71.99,71.99,0.0,0.0
2019-10-27,72.46,72.46,72.46,0.0,0.0,72.76,72.76,72.76,0.0,0.0,72.42,72.42,72.42,0.0,0.0,72.59,72.59,72.59,0.0,0.0
2019-11-03,71.69,71.69,71.69,0.0,0.0,71.81,71.81,71.81,0.0,0.0,71.45,71.45,71.45,0.0,0.0,71.65,71.65,71.65,0.0,0.0
2019-11-10,72.23,72.23,72.23,0.0,0.0,72.69,72.69,72.69,0.0,0.0,72.23,72.23,72.23,0.0,0.0,72.47,72.47,72.47,0.0,0.0
2019-11-17,73.83,73.83,73.83,0.0,0.0,74.13,74.13,74.13,0.0,0.0,73.83,73.83,73.83,0.0,0.0,73.94,73.94,73.94,0.0,0.0
2019-11-24,72.55,72.55,72.55,0.0,0.0,72.84,72.84,72.84,0.0,0.0,72.33,72.33,72.33,0.0,0.0,72.7,72.7,72.7,0.0,0.0
2019-12-01,73.57,73.57,73.57,0.0,0.0,73.92,73.92,73.92,0.0,0.0,73.25,73.25,73.25,0.0,0.0,73.44,73.44,73.44,0.0,0.0
2019-12-08,73.45,73.45,73.45,0.0,0.0,73.45,73.45,73.45,0.0,0.0,73.0,73.0,73.0,0.0,0.0,73.05,73.05,73.05,0.0,0.0
2019-12-15,73.24,73.24,73.24,0.0,0.0,73.89,73.89,73.89,0.0,0.0,72.64,72.64,72.64,0.0,0.0,72.81,72.81,72.81,0.0,0.0
2019-12-22,72.16,72.16,72.16,0.0,0.0,72.48,72.48,72.48,0.0,0.0,71.94,71.94,71.94,0.0,0.0,72.4,72.4,72.4,0.0,0.0
2019-12-29,73.91,73.91,73.91,0.0,0.0,74.08,74.08,74.08,0.0,0.0,73.72,73.72,73.72,0.0,0.0,74.07,74.07,74.07,0.0,0.0
