Date,Global X China Financials_Open_average,Global X China Financials_Open_max,Global X China Financials_Open_min,Global X China Financials_Open_volatility,Global X China Financials_Open_change,Global X China Financials_High_average,Global X China Financials_High_max,Global X China Financials_High_min,Global X China Financials_High_volatility,Global X China Financials_High_change,Global X China Financials_Low_average,Global X China Financials_Low_max,Global X China Financials_Low_min,Global X China Financials_Low_volatility,Global X China Financials_Low_change,Global X China Financials_Close_average,Global X China Financials_Close_max,Global X China Financials_Close_min,Global X China Financials_Close_volatility,Global X China Financials_Close_change
2018-03-25,18.42,18.42,18.42,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.16,18.16,18.16,0.0,0.0
2018-04-01,18.23,18.23,18.23,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.21,18.21,18.21,0.0,0.0,18.21,18.21,18.21,0.0,0.0
2018-04-08,18.36,18.36,18.36,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.35,18.35,18.35,0.0,0.0
2018-04-15,18.12,18.12,18.12,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.12,18.12,18.12,0.0,0.0
2018-04-22,18.65,18.65,18.65,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.52,18.52,18.52,0.0,0.0
2018-04-29,18.03,18.03,18.03,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.03,18.03,18.03,0.0,0.0,18.11,18.11,18.11,0.0,0.0
2018-05-06,19.1,19.1,19.1,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.0,19.0,19.0,0.0,0.0
2018-05-13,18.79,18.79,18.79,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.79,18.79,18.79,0.0,0.0
2018-05-20,18.42,18.42,18.42,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.45,18.45,18.45,0.0,0.0
2018-05-27,18.69,18.69,18.69,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.74,18.74,18.74,0.0,0.0
2018-06-03,18.67,18.67,18.67,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.69,18.69,18.69,0.0,0.0
2018-06-10,18.1,18.1,18.1,0.0,0.0,18.14,18.14,18.14,0.0,0.0,17.99,17.99,17.99,0.0,0.0,18.14,18.14,18.14,0.0,0.0
2018-06-17,17.22,17.22,17.22,0.0,0.0,17.22,17.22,17.22,0.0,0.0,17.03,17.03,17.03,0.0,0.0,17.12,17.12,17.12,0.0,0.0
2018-06-24,16.59,16.59,16.59,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.54,16.54,16.54,0.0,0.0
2018-07-01,16.86,16.86,16.86,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.98,16.98,16.98,0.0,0.0
2018-07-08,16.8,16.8,16.8,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.73,16.73,16.73,0.0,0.0
2018-07-15,16.74,16.74,16.74,0.0,0.0,16.83,16.83,16.83,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.83,16.83,16.83,0.0,0.0
2018-07-22,17.21,17.21,17.21,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.2,17.2,17.2,0.0,0.0
2018-07-29,16.6,16.6,16.6,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.67,16.67,16.67,0.0,0.0
2018-08-05,16.85,16.85,16.85,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.83,16.83,16.83,0.0,0.0
2018-08-12,16.64,16.64,16.64,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.67,16.67,16.67,0.0,0.0
2018-08-19,17.15,17.15,17.15,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.19,17.19,17.19,0.0,0.0
2018-08-26,16.78,16.78,16.78,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.84,16.84,16.84,0.0,0.0
2018-09-02,16.11,16.11,16.11,0.0,0.0,16.15,16.15,16.15,0.0,0.0,15.93,15.93,15.93,0.0,0.0,15.97,15.97,15.97,0.0,0.0
2018-09-09,16.27,16.27,16.27,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.27,16.27,16.27,0.0,0.0
2018-09-16,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.86,16.86,16.86,0.0,0.0
2018-09-23,17.14,17.14,17.14,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0
2018-09-30,15.86,15.86,15.86,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.79,15.79,15.79,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2018-10-07,15.4,15.4,15.4,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.44,15.44,15.44,0.0,0.0
2018-10-14,15.86,15.86,15.86,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.85,15.85,15.85,0.0,0.0
2018-10-21,15.4,15.4,15.4,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.08,15.08,15.08,0.0,0.0
2018-10-28,16.05,16.05,16.05,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.01,16.01,16.01,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2018-11-04,15.65,15.65,15.65,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.56,15.56,15.56,0.0,0.0
2018-11-11,16.25,16.25,16.25,0.0,0.0,16.31,16.31,16.31,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.16,16.16,16.16,0.0,0.0
2018-11-18,16.28,16.28,16.28,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.19,16.19,16.19,0.0,0.0,16.22,16.22,16.22,0.0,0.0
2018-11-25,16.9,16.9,16.9,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.92,16.92,16.92,0.0,0.0
2018-12-02,15.67,15.67,15.67,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.54,15.54,15.54,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2018-12-09,15.96,15.96,15.96,0.0,0.0,15.96,15.96,15.96,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.7,15.7,15.7,0.0,0.0
2018-12-16,15.12,15.12,15.12,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.06,15.06,15.06,0.0,0.0,15.15,15.15,15.15,0.0,0.0
2018-12-23,14.69,14.69,14.69,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.64,14.64,14.64,0.0,0.0
2018-12-30,14.71,14.71,14.71,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.84,14.84,14.84,0.0,0.0
2019-01-06,14.98,14.98,14.98,0.0,0.0,15.1,15.1,15.1,0.0,0.0,14.93,14.93,14.93,0.0,0.0,15.1,15.1,15.1,0.0,0.0
2019-01-13,15.56,15.56,15.56,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.69,15.69,15.69,0.0,0.0
2019-01-20,15.99,15.99,15.99,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0
2019-01-27,16.2,16.2,16.2,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.15,16.15,16.15,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2019-02-03,16.3,16.3,16.3,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.09,16.09,16.09,0.0,0.0,16.12,16.12,16.12,0.0,0.0
2019-02-10,16.2,16.2,16.2,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2019-02-17,18.28,18.28,18.28,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.22,18.22,18.22,0.0,0.0,18.37,18.37,18.37,0.0,0.0
2019-02-24,18.2,18.2,18.2,0.0,0.0,18.34,18.34,18.34,0.0,0.0,17.84,17.84,17.84,0.0,0.0,17.94,17.94,17.94,0.0,0.0
2019-03-03,17.16,17.16,17.16,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.3,17.3,17.3,0.0,0.0
2019-03-10,17.67,17.67,17.67,0.0,0.0,17.68,17.68,17.68,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.59,17.59,17.59,0.0,0.0
2019-03-17,17.05,17.05,17.05,0.0,0.0,17.06,17.06,17.06,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.98,16.98,16.98,0.0,0.0
2019-03-24,17.55,17.55,17.55,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.66,17.66,17.66,0.0,0.0
2019-03-31,18.18,18.18,18.18,0.0,0.0,18.18,18.18,18.18,0.0,0.0,17.96,17.96,17.96,0.0,0.0,18.04,18.04,18.04,0.0,0.0
2019-04-07,17.63,17.63,17.63,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.62,17.62,17.62,0.0,0.0
2019-04-14,17.97,17.97,17.97,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.77,17.77,17.77,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2019-04-21,17.53,17.53,17.53,0.0,0.0,17.61,17.61,17.61,0.0,0.0,17.53,17.53,17.53,0.0,0.0,17.59,17.59,17.59,0.0,0.0
2019-04-28,16.99,16.99,16.99,0.0,0.0,17.2,17.2,17.2,0.0,0.0,16.8,16.8,16.8,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2019-05-05,15.53,15.53,15.53,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.46,15.46,15.46,0.0,0.0
2019-05-12,15.5,15.5,15.5,0.0,0.0,15.65,15.65,15.65,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.51,15.51,15.51,0.0,0.0
2019-05-19,15.59,15.59,15.59,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.5,15.5,15.5,0.0,0.0
2019-05-26,15.76,15.76,15.76,0.0,0.0,15.79,15.79,15.79,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.76,15.76,15.76,0.0,0.0
2019-06-02,15.81,15.81,15.81,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.9,15.9,15.9,0.0,0.0
2019-06-09,15.82,15.82,15.82,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.82,15.82,15.82,0.0,0.0
2019-06-16,16.66,16.66,16.66,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.7,16.7,16.7,0.0,0.0
2019-06-23,16.71,16.71,16.71,0.0,0.0,16.81,16.81,16.81,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.66,16.66,16.66,0.0,0.0
2019-06-30,16.22,16.22,16.22,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2019-07-07,16.17,16.17,16.17,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.19,16.19,16.19,0.0,0.0
2019-07-14,16.28,16.28,16.28,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.15,16.15,16.15,0.0,0.0,16.2,16.2,16.2,0.0,0.0
2019-07-21,16.15,16.15,16.15,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.09,16.09,16.09,0.0,0.0,16.13,16.13,16.13,0.0,0.0
2019-07-28,14.89,14.89,14.89,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.6,14.6,14.6,0.0,0.0
2019-08-04,14.46,14.46,14.46,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.46,14.46,14.46,0.0,0.0,14.53,14.53,14.53,0.0,0.0
2019-08-11,14.92,14.92,14.92,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.89,14.89,14.89,0.0,0.0
2019-08-18,14.77,14.77,14.77,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2019-08-25,14.82,14.82,14.82,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2019-09-01,15.61,15.61,15.61,0.0,0.0,15.63,15.63,15.63,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2019-09-08,15.95,15.95,15.95,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2019-09-15,15.23,15.23,15.23,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.33,15.33,15.33,0.0,0.0
2019-09-22,15.08,15.08,15.08,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.03,15.03,15.03,0.0,0.0
2019-09-29,14.97,14.97,14.97,0.0,0.0,15.02,15.02,15.02,0.0,0.0,14.93,14.93,14.93,0.0,0.0,15.0,15.0,15.0,0.0,0.0
2019-10-06,15.65,15.65,15.65,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.64,15.64,15.64,0.0,0.0
2019-10-13,15.69,15.69,15.69,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.74,15.74,15.74,0.0,0.0
2019-10-20,15.91,15.91,15.91,0.0,0.0,16.0,16.0,16.0,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.95,15.95,15.95,0.0,0.0
2019-10-27,16.25,16.25,16.25,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.16,16.16,16.16,0.0,0.0
2019-11-03,16.18,16.18,16.18,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.23,16.23,16.23,0.0,0.0
2019-11-10,15.81,15.81,15.81,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.78,15.78,15.78,0.0,0.0
2019-11-17,15.74,15.74,15.74,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.81,15.81,15.81,0.0,0.0
2019-11-24,15.4,15.4,15.4,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.39,15.39,15.39,0.0,0.0
2019-12-01,15.57,15.57,15.57,0.0,0.0,15.57,15.57,15.57,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.52,15.52,15.52,0.0,0.0
2019-12-08,16.3,16.3,16.3,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.35,16.35,16.35,0.0,0.0
2019-12-15,16.6,16.6,16.6,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.55,16.55,16.55,0.0,0.0
2019-12-22,16.44,16.44,16.44,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.31,16.31,16.31,0.0,0.0,16.32,16.32,16.32,0.0,0.0
2019-12-29,16.51,16.51,16.51,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.51,16.51,16.51,0.0,0.0,16.58,16.58,16.58,0.0,0.0
