Date,JPMorgan Event Driven_Open_average,JPMorgan Event Driven_Open_max,JPMorgan Event Driven_Open_min,JPMorgan Event Driven_Open_volatility,JPMorgan Event Driven_Open_change,JPMorgan Event Driven_High_average,JPMorgan Event Driven_High_max,JPMorgan Event Driven_High_min,JPMorgan Event Driven_High_volatility,JPMorgan Event Driven_High_change,JPMorgan Event Driven_Low_average,JPMorgan Event Driven_Low_max,JPMorgan Event Driven_Low_min,JPMorgan Event Driven_Low_volatility,JPMorgan Event Driven_Low_change,JPMorgan Event Driven_Close_average,JPMorgan Event Driven_Close_max,JPMorgan Event Driven_Close_min,JPMorgan Event Driven_Close_volatility,JPMorgan Event Driven_Close_change
2018-11-18,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2018-11-25,25.39,25.39,25.39,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2018-12-02,24.68,24.68,24.68,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2018-12-09,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2018-12-16,22.6,22.6,22.6,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2018-12-23,23.38,23.38,23.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2018-12-30,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2019-01-06,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2019-01-13,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2019-01-20,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2019-01-27,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2019-02-03,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2019-02-10,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2019-02-17,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2019-02-24,25.52,25.52,25.52,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2019-03-03,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2019-03-10,25.51,25.51,25.51,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2019-03-17,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-03-24,25.64,25.64,25.64,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2019-03-31,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-04-07,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2019-04-14,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2019-04-21,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-04-28,26.46,26.46,26.46,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2019-05-05,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2019-05-12,25.21,25.21,25.21,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2019-05-19,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2019-05-26,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2019-06-02,25.14,25.14,25.14,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2019-06-09,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2019-06-16,25.24,25.24,25.24,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-06-23,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2019-06-30,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-07-07,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2019-07-14,25.44,25.44,25.44,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2019-07-21,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-07-28,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2019-08-04,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2019-08-11,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2019-08-18,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2019-08-25,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2019-09-01,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2019-09-08,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2019-09-15,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2019-09-22,25.51,25.51,25.51,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2019-09-29,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2019-10-06,25.13,25.13,25.13,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2019-10-13,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2019-10-20,26.0,26.0,26.0,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2019-10-27,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2019-11-03,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2019-11-10,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2019-11-17,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-11-24,26.3,26.3,26.3,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2019-12-01,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2019-12-08,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2019-12-15,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2019-12-22,26.47,26.47,26.47,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2019-12-29,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0
