Date,AEGN_Open_average,AEGN_Open_max,AEGN_Open_min,AEGN_Open_volatility,AEGN_Open_change,AEGN_High_average,AEGN_High_max,AEGN_High_min,AEGN_High_volatility,AEGN_High_change,AEGN_Low_average,AEGN_Low_max,AEGN_Low_min,AEGN_Low_volatility,AEGN_Low_change,AEGN_Close_average,AEGN_Close_max,AEGN_Close_min,AEGN_Close_volatility,AEGN_Close_change,AEGN_Volume_average,AEGN_Volume_max,AEGN_Volume_min,AEGN_Volume_volatility,AEGN_Volume_change
2018-01-14,25.906,26.49,25.35,1.139999999999997,-0.5899999999999999,26.132,26.75,25.84,0.9100000000000001,-0.7800000000000011,24.944,25.66,23.43,2.2300000000000004,-0.21000000000000085,25.752,25.97,25.39,0.5799999999999983,0.25,97928,128084,75663,52421,-2810
2018-01-21,25.676000000000002,26.0,25.5,0.5,-0.4499999999999993,25.88,26.25,25.52,0.7300000000000004,-0.5300000000000011,25.274,25.55,25.02,0.5300000000000011,-0.25,25.552,25.66,25.4,0.26000000000000156,-0.05999999999999872,84703,98743,70214,28529,3946
2018-01-28,25.098,25.5,24.62,0.879999999999999,-0.8399999999999999,25.497999999999998,26.18,24.83,1.3500000000000014,-1.3500000000000014,24.51,25.03,23.41,1.620000000000001,-1.5,24.764,25.33,23.44,1.889999999999997,-1.889999999999997,145116,287257,70074,217183,193427
2018-02-04,23.786,24.16,22.96,1.1999999999999993,0.9899999999999984,24.13,24.27,23.95,0.3200000000000003,-0.060000000000002274,23.372,23.82,22.52,1.3000000000000007,0.740000000000002,23.846,24.01,23.57,0.4400000000000013,-0.28000000000000114,177351,257131,129069,128062,-48747
2018-02-11,23.884999999999998,24.38,23.42,0.9599999999999973,0.8199999999999967,24.22,24.38,24.04,0.33999999999999986,0.26000000000000156,23.555,23.91,23.31,0.6000000000000014,0.23000000000000043,24.085,24.31,23.76,0.5499999999999972,0.379999999999999,94223,124417,80078,44339,40508
2018-02-18,24.308,24.8,23.91,0.8900000000000006,0.23999999999999844,24.744,24.92,24.53,0.39000000000000057,-0.03999999999999915,23.924,24.15,23.54,0.6099999999999994,0.1999999999999993,24.328,24.6,24.11,0.490000000000002,0.04999999999999716,109105,153232,73126,80106,-71819
2018-02-25,22.866,24.27,21.67,2.599999999999998,-2.099999999999998,23.44,24.56,22.61,1.9499999999999993,-1.7799999999999976,22.362000000000002,23.85,21.16,2.6900000000000013,-1.6799999999999997,22.792,23.97,22.11,1.8599999999999994,-1.3499999999999979,249472,454260,125598,328662,46795
2018-03-04,23.148,23.4,22.81,0.5899999999999999,0.5100000000000016,23.532,23.73,23.32,0.41000000000000014,0.41000000000000014,22.9,23.09,22.6,0.48999999999999844,0.4599999999999973,23.264,23.59,23.02,0.5700000000000003,-0.00999999999999801,143053,187272,91143,96129,-31898
2018-03-11,22.9,23.29,22.4,0.8900000000000006,-0.39000000000000057,23.2,23.6,22.79,0.8100000000000023,-0.14000000000000057,22.552,22.93,22.3,0.629999999999999,-0.41000000000000014,22.79,22.99,22.4,0.5899999999999999,-0.03999999999999915,166170,416201,95922,320279,-3529
2018-03-18,22.66,22.96,22.26,0.6999999999999993,-0.6999999999999993,22.99,23.33,22.38,0.9499999999999993,-0.9000000000000021,22.262,22.77,21.7,1.0700000000000003,-1.0700000000000003,22.502,23.1,21.95,1.1500000000000021,-0.4499999999999993,103141,163391,60852,102539,52026
2018-03-25,22.49,22.85,22.24,0.610000000000003,0.45000000000000284,22.965,23.37,22.49,0.8800000000000026,0.7800000000000011,22.15,22.47,21.98,0.48999999999999844,0.0799999999999983,22.43,22.91,22.15,0.7600000000000016,0.13000000000000256,126089,171422,99145,72277,19725
2018-04-01,22.962,23.61,22.42,1.1899999999999977,0.46999999999999886,23.34,23.8,22.9,0.9000000000000021,0.33000000000000185,22.634,23.2,22.08,1.120000000000001,0.7100000000000009,23.068,23.66,22.79,0.870000000000001,0.22000000000000242,109802,115172,101672,13500,13500
2018-04-08,24.296,24.89,23.45,1.4400000000000013,1.4400000000000013,24.574,25.07,23.84,1.2300000000000004,1.0500000000000007,23.631999999999998,24.27,23.31,0.9600000000000009,0.1700000000000017,24.28,24.73,23.78,0.9499999999999993,0.129999999999999,137078,174538,90006,84532,83558
2018-04-15,23.782,24.17,23.25,0.9200000000000017,-0.9200000000000017,24.104,24.54,23.52,1.0199999999999996,-0.0799999999999983,23.432,23.93,22.89,1.0399999999999991,-0.3500000000000014,23.762,24.16,23.11,1.0500000000000007,-0.010000000000001563,191679,467701,108407,359294,-43991
2018-04-22,23.605999999999998,24.08,23.15,0.9299999999999997,-0.9199999999999982,23.948,24.59,23.44,1.1499999999999986,-1.120000000000001,23.158,24.0,22.69,1.3099999999999987,-1.3099999999999987,23.296,24.02,22.69,1.3299999999999983,-1.3299999999999983,101444,134459,61026,73433,31876
