Date,PowerShares Water Resources_etf_Open_average,PowerShares Water Resources_etf_Open_max,PowerShares Water Resources_etf_Open_min,PowerShares Water Resources_etf_Open_volatility,PowerShares Water Resources_etf_Open_change,PowerShares Water Resources_etf_High_average,PowerShares Water Resources_etf_High_max,PowerShares Water Resources_etf_High_min,PowerShares Water Resources_etf_High_volatility,PowerShares Water Resources_etf_High_change,PowerShares Water Resources_etf_Low_average,PowerShares Water Resources_etf_Low_max,PowerShares Water Resources_etf_Low_min,PowerShares Water Resources_etf_Low_volatility,PowerShares Water Resources_etf_Low_change,PowerShares Water Resources_etf_Close_average,PowerShares Water Resources_etf_Close_max,PowerShares Water Resources_etf_Close_min,PowerShares Water Resources_etf_Close_volatility,PowerShares Water Resources_etf_Close_change
2019-03-17,34.0,34.0,34.0,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2019-03-24,33.89,33.89,33.89,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.98,33.98,33.98,0.0,0.0
2019-03-31,34.3,34.3,34.3,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2019-04-07,34.34,34.34,34.34,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2019-04-14,34.03,34.03,34.03,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2019-04-21,34.12,34.12,34.12,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-04-28,34.56,34.56,34.56,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2019-05-05,34.01,34.01,34.01,0.0,0.0,34.28,34.28,34.28,0.0,0.0,33.61,33.61,33.61,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2019-05-12,33.44,33.44,33.44,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2019-05-19,33.4,33.4,33.4,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2019-05-26,32.94,32.94,32.94,0.0,0.0,33.18,33.18,33.18,0.0,0.0,32.94,32.94,32.94,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2019-06-02,34.78,34.78,34.78,0.0,0.0,35.01,35.01,35.01,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2019-06-09,34.86,34.86,34.86,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2019-06-16,35.38,35.38,35.38,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2019-06-23,35.23,35.23,35.23,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2019-06-30,35.86,35.86,35.86,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.52,35.52,35.52,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-07-07,35.68,35.68,35.68,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2019-07-14,35.81,35.81,35.81,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2019-07-21,36.06,36.06,36.06,0.0,0.0,36.17,36.17,36.17,0.0,0.0,35.91,35.91,35.91,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2019-07-28,35.65,35.65,35.65,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2019-08-04,36.16,36.16,36.16,0.0,0.0,36.2,36.2,36.2,0.0,0.0,35.86,35.86,35.86,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2019-08-11,35.51,35.51,35.51,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2019-08-18,35.94,35.94,35.94,0.0,0.0,35.94,35.94,35.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2019-08-25,36.26,36.26,36.26,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2019-09-01,36.88,36.88,36.88,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2019-09-08,37.17,37.17,37.17,0.0,0.0,37.21,37.21,37.21,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.02,37.02,37.02,0.0,0.0
2019-09-15,36.95,36.95,36.95,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2019-09-22,36.56,36.56,36.56,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2019-09-29,35.68,35.68,35.68,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.68,35.68,35.68,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2019-10-06,35.87,35.87,35.87,0.0,0.0,36.52,36.52,36.52,0.0,0.0,35.87,35.87,35.87,0.0,0.0,36.09,36.09,36.09,0.0,0.0
2019-10-13,36.5,36.5,36.5,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2019-10-20,36.74,36.74,36.74,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2019-10-27,37.02,37.02,37.02,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2019-11-03,36.9,36.9,36.9,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2019-11-10,36.86,36.86,36.86,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.86,36.86,36.86,0.0,0.0,37.01,37.01,37.01,0.0,0.0
2019-11-17,36.84,36.84,36.84,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2019-11-24,37.67,37.67,37.67,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2019-12-01,37.54,37.54,37.54,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2019-12-08,38.11,38.11,38.11,0.0,0.0,38.26,38.26,38.26,0.0,0.0,37.96,37.96,37.96,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2019-12-15,38.38,38.38,38.38,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2019-12-22,38.78,38.78,38.78,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2019-12-29,38.34,38.34,38.34,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.63,38.63,38.63,0.0,0.0
