Date,PowerShares PureBeta MSCI USA Portfolio_Open_average,PowerShares PureBeta MSCI USA Portfolio_Open_max,PowerShares PureBeta MSCI USA Portfolio_Open_min,PowerShares PureBeta MSCI USA Portfolio_Open_volatility,PowerShares PureBeta MSCI USA Portfolio_Open_change,PowerShares PureBeta MSCI USA Portfolio_High_average,PowerShares PureBeta MSCI USA Portfolio_High_max,PowerShares PureBeta MSCI USA Portfolio_High_min,PowerShares PureBeta MSCI USA Portfolio_High_volatility,PowerShares PureBeta MSCI USA Portfolio_High_change,PowerShares PureBeta MSCI USA Portfolio_Low_average,PowerShares PureBeta MSCI USA Portfolio_Low_max,PowerShares PureBeta MSCI USA Portfolio_Low_min,PowerShares PureBeta MSCI USA Portfolio_Low_volatility,PowerShares PureBeta MSCI USA Portfolio_Low_change,PowerShares PureBeta MSCI USA Portfolio_Close_average,PowerShares PureBeta MSCI USA Portfolio_Close_max,PowerShares PureBeta MSCI USA Portfolio_Close_min,PowerShares PureBeta MSCI USA Portfolio_Close_volatility,PowerShares PureBeta MSCI USA Portfolio_Close_change
2018-09-16,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2018-09-23,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2018-09-30,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2018-10-07,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2018-10-14,28.24,28.24,28.24,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2018-10-21,25.68,25.68,25.68,0.0,0.0,26.52,26.52,26.52,0.0,0.0,25.68,25.68,25.68,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2018-10-28,27.42,27.42,27.42,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2018-11-04,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2018-11-11,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2018-11-18,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2018-11-25,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2018-12-02,26.07,26.07,26.07,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2018-12-09,25.51,25.51,25.51,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2018-12-16,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0
2018-12-23,24.73,24.73,24.73,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2018-12-30,25.25,25.25,25.25,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2019-01-06,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2019-01-13,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2019-01-20,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2019-01-27,26.62,26.62,26.62,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.62,26.62,26.62,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2019-02-03,27.04,27.04,27.04,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2019-02-10,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2019-02-17,27.93,27.93,27.93,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2019-02-24,28.08,28.08,28.08,0.0,0.0,28.08,28.08,28.08,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2019-03-03,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2019-03-10,28.23,28.23,28.23,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2019-03-17,27.92,27.92,27.92,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2019-03-24,28.59,28.59,28.59,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-03-31,28.8,28.8,28.8,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2019-04-07,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2019-04-14,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2019-04-21,29.55,29.55,29.55,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2019-04-28,29.29,29.29,29.29,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-05-05,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2019-05-12,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2019-05-19,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2019-05-26,27.5,27.5,27.5,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2019-06-02,29.06,29.06,29.06,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2019-06-09,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2019-06-16,29.44,29.44,29.44,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2019-06-23,29.52,29.52,29.52,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2019-06-30,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2019-07-07,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2019-07-14,29.81,29.81,29.81,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2019-07-21,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2019-07-28,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-08-04,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2019-08-11,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2019-08-18,28.65,28.65,28.65,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2019-08-25,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.17,29.17,29.17,0.0,0.0
2019-09-01,29.72,29.72,29.72,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2019-09-08,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2019-09-15,29.82,29.82,29.82,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2019-09-22,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-09-29,29.27,29.27,29.27,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2019-10-06,29.48,29.48,29.48,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2019-10-13,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0
2019-10-20,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2019-10-27,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2019-11-03,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2019-11-10,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2019-11-17,31.29,31.29,31.29,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2019-11-24,31.11,31.11,31.11,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-12-01,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2019-12-08,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2019-12-15,32.09,32.09,32.09,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2019-12-22,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2019-12-29,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.24,32.24,32.24,0.0,0.0
