Date,ProShares Short Euro_etf_Open_average,ProShares Short Euro_etf_Open_max,ProShares Short Euro_etf_Open_min,ProShares Short Euro_etf_Open_volatility,ProShares Short Euro_etf_Open_change,ProShares Short Euro_etf_High_average,ProShares Short Euro_etf_High_max,ProShares Short Euro_etf_High_min,ProShares Short Euro_etf_High_volatility,ProShares Short Euro_etf_High_change,ProShares Short Euro_etf_Low_average,ProShares Short Euro_etf_Low_max,ProShares Short Euro_etf_Low_min,ProShares Short Euro_etf_Low_volatility,ProShares Short Euro_etf_Low_change,ProShares Short Euro_etf_Close_average,ProShares Short Euro_etf_Close_max,ProShares Short Euro_etf_Close_min,ProShares Short Euro_etf_Close_volatility,ProShares Short Euro_etf_Close_change
2018-08-26,42.06,42.06,42.06,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2018-09-02,42.16,42.16,42.16,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2018-09-09,41.73,41.73,41.73,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.76,41.76,41.76,0.0,0.0
2018-09-16,41.55,41.55,41.55,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2018-09-23,42.12,42.12,42.12,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2018-09-30,42.46,42.46,42.46,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.46,42.46,42.46,0.0,0.0
2018-10-07,42.3,42.3,42.3,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.3,42.3,42.3,0.0,0.0
2018-10-14,42.54,42.54,42.54,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.54,42.54,42.54,0.0,0.0
2018-10-21,42.92,42.92,42.92,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2018-10-28,43.02,43.02,43.02,0.0,0.0,43.02,43.02,43.02,0.0,0.0,43.02,43.02,43.02,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2018-11-04,43.23,43.23,43.23,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2018-11-11,43.42,43.42,43.42,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2018-11-18,43.12,43.12,43.12,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2018-11-25,43.4,43.4,43.4,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.47,43.47,43.47,0.0,0.0
2018-12-02,43.18,43.18,43.18,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2018-12-09,43.66,43.66,43.66,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2018-12-16,43.27,43.27,43.27,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2018-12-23,43.1,43.1,43.1,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.1,43.1,43.1,0.0,0.0
2018-12-30,43.52,43.52,43.52,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.31,43.31,43.31,0.0,0.0
2019-01-06,42.97,42.97,42.97,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2019-01-13,43.32,43.32,43.32,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.5,43.5,43.5,0.0,0.0
2019-01-20,43.39,43.39,43.39,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2019-01-27,43.19,43.19,43.19,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.19,43.19,43.19,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2019-02-03,43.74,43.74,43.74,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2019-02-10,44.02,44.02,44.02,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2019-02-17,43.8,43.8,43.8,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.8,43.8,43.8,0.0,0.0
2019-02-24,43.62,43.62,43.62,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2019-03-03,44.44,44.44,44.44,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2019-03-10,43.97,43.97,43.97,0.0,0.0,43.97,43.97,43.97,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2019-03-17,44.02,44.02,44.02,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2019-03-24,44.35,44.35,44.35,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.41,44.41,44.41,0.0,0.0
2019-03-31,44.42,44.42,44.42,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2019-04-07,44.18,44.18,44.18,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2019-04-14,44.38,44.38,44.38,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.38,44.38,44.38,0.0,0.0,44.48,44.48,44.48,0.0,0.0
2019-04-21,44.78,44.78,44.78,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2019-04-28,44.7,44.7,44.7,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.67,44.67,44.67,0.0,0.0
2019-05-05,44.55,44.55,44.55,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2019-05-12,44.91,44.91,44.91,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2019-05-19,44.76,44.76,44.76,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2019-05-26,45.04,45.04,45.04,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2019-06-02,44.29,44.29,44.29,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.32,44.32,44.32,0.0,0.0
2019-06-09,44.77,44.77,44.77,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.83,44.83,44.83,0.0,0.0
2019-06-16,44.41,44.41,44.41,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.22,44.22,44.22,0.0,0.0
2019-06-23,44.23,44.23,44.23,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.26,44.26,44.26,0.0,0.0
2019-06-30,44.91,44.91,44.91,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.86,44.86,44.86,0.0,0.0
2019-07-07,44.83,44.83,44.83,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2019-07-14,44.96,44.96,44.96,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2019-07-21,45.43,45.43,45.43,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.35,45.35,45.35,0.0,0.0
2019-07-28,45.31,45.31,45.31,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2019-08-04,45.24,45.24,45.24,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2019-08-11,45.62,45.62,45.62,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2019-08-18,45.67,45.67,45.67,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2019-08-25,46.06,46.06,46.06,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.06,46.06,46.06,0.0,0.0
2019-09-01,45.85,45.85,45.85,0.0,0.0,45.89,45.89,45.89,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.89,45.89,45.89,0.0,0.0
2019-09-08,45.79,45.79,45.79,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.79,45.79,45.79,0.0,0.0
2019-09-15,46.21,46.21,46.21,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2019-09-22,46.54,46.54,46.54,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2019-09-29,46.46,46.46,46.46,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2019-10-06,46.25,46.25,46.25,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2019-10-13,45.75,45.75,45.75,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.75,45.75,45.75,0.0,0.0
2019-10-20,46.18,46.18,46.18,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.08,46.08,46.08,0.0,0.0
2019-10-27,45.74,45.74,45.74,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2019-11-03,46.3,46.3,46.3,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.3,46.3,46.3,0.0,0.0
2019-11-10,46.24,46.24,46.24,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2019-11-17,46.4,46.4,46.4,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2019-11-24,46.65,46.65,46.65,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2019-12-01,46.33,46.33,46.33,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.33,46.33,46.33,0.0,0.0
2019-12-08,45.98,45.98,45.98,0.0,0.0,46.03,46.03,46.03,0.0,0.0,45.98,45.98,45.98,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2019-12-15,46.24,46.24,46.24,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2019-12-22,45.71,45.71,45.71,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2019-12-29,45.91,45.91,45.91,0.0,0.0,45.91,45.91,45.91,0.0,0.0,45.91,45.91,45.91,0.0,0.0,45.91,45.91,45.91,0.0,0.0
