Date,ABCB_stock_Open_average,ABCB_stock_Open_max,ABCB_stock_Open_min,ABCB_stock_Open_volatility,ABCB_stock_Open_change,ABCB_stock_High_average,ABCB_stock_High_max,ABCB_stock_High_min,ABCB_stock_High_volatility,ABCB_stock_High_change,ABCB_stock_Low_average,ABCB_stock_Low_max,ABCB_stock_Low_min,ABCB_stock_Low_volatility,ABCB_stock_Low_change,ABCB_stock_Close_average,ABCB_stock_Close_max,ABCB_stock_Close_min,ABCB_stock_Close_volatility,ABCB_stock_Close_change,ABCB_stock_Volume_average,ABCB_stock_Volume_max,ABCB_stock_Volume_min,ABCB_stock_Volume_volatility,ABCB_stock_Volume_change
2018-01-14,53.4625,53.55,53.35,0.19999999999999574,-0.14999999999999858,53.730000000000004,53.85,53.6,0.25,0.0,53.0375,53.3,52.6,0.6999999999999957,0.25,53.4625,53.85,53.1,0.75,0.75,174683,200785,150885,49900,-27496
2018-01-21,54.53,56.85,53.8,3.0500000000000043,2.8999999999999986,54.7,56.85,53.95,2.8999999999999986,2.8999999999999986,53.28,53.55,52.85,0.6999999999999957,-0.5499999999999972,53.94,54.85,53.45,1.3999999999999986,1.0500000000000043,196955,296592,92463,204129,204129
2018-01-28,54.51,55.35,53.4,1.9500000000000028,-1.1499999999999986,55.26,55.9,54.55,1.3500000000000014,-0.3999999999999986,54.03,54.75,53.3,1.4500000000000028,-0.7999999999999972,54.47,55.1,53.55,1.5500000000000043,-0.8500000000000014,188888,222276,154420,67856,-45762
2018-02-04,52.34,53.7,51.2,2.5,-1.4500000000000028,53.11,54.35,52.6,1.75,-1.3000000000000043,51.39,51.85,51.0,0.8500000000000014,-0.6499999999999986,52.14,52.7,51.6,1.1000000000000014,0.8500000000000014,204688,292156,113037,179119,85829
2018-02-11,53.11,54.2,52.25,1.9500000000000028,1.1499999999999986,53.83,55.2,52.85,2.3500000000000014,2.1000000000000014,52.69,53.9,51.9,2.0,2.0,53.53,54.65,52.6,2.049999999999997,2.049999999999997,186295,279883,116915,162968,94252
2018-02-18,54.2375,54.55,53.95,0.5999999999999943,-0.25,54.945,55.2,54.58,0.6200000000000045,-0.3500000000000014,53.2125,53.85,51.55,2.3000000000000043,0.14999999999999858,54.2625,54.85,53.8,1.0500000000000043,0.8999999999999986,160915,230474,114571,115903,-21609
2018-02-25,53.95,54.9,52.65,2.25,-2.200000000000003,54.666,55.55,54.0,1.5499999999999972,-0.9200000000000017,53.24,54.25,52.35,1.8999999999999986,-1.8999999999999986,53.83,55.1,53.0,2.1000000000000014,-1.0500000000000043,255074,424326,176208,248118,70531
2018-03-04,55.92,57.35,53.8,3.5500000000000043,3.0,56.980000000000004,58.15,55.45,2.6999999999999957,2.6999999999999957,55.43,56.75,53.3,3.450000000000003,3.450000000000003,56.62,58.1,55.1,3.0,3.0,251808,317018,179290,137728,45346
2018-03-11,57.39,58.0,56.75,1.25,-1.2000000000000028,57.769999999999996,59.05,57.0,2.049999999999997,-1.6499999999999986,56.506,56.85,56.05,0.8000000000000043,-0.37999999999999545,56.95,57.4,56.5,0.8999999999999986,-0.8999999999999986,367736,752068,209958,542110,542110
2018-03-18,55.7,56.75,53.9,2.8500000000000014,-2.3000000000000043,56.03,56.9,54.4,2.5,-2.3500000000000014,54.589999999999996,56.05,52.1,3.9499999999999957,-3.4499999999999957,54.99,56.6,52.15,4.450000000000003,-4.450000000000003,269750,318268,170328,147940,-59766
