Date,Oppenheimer Mid Cap Revenue_Open_average,Oppenheimer Mid Cap Revenue_Open_max,Oppenheimer Mid Cap Revenue_Open_min,Oppenheimer Mid Cap Revenue_Open_volatility,Oppenheimer Mid Cap Revenue_Open_change,Oppenheimer Mid Cap Revenue_High_average,Oppenheimer Mid Cap Revenue_High_max,Oppenheimer Mid Cap Revenue_High_min,Oppenheimer Mid Cap Revenue_High_volatility,Oppenheimer Mid Cap Revenue_High_change,Oppenheimer Mid Cap Revenue_Low_average,Oppenheimer Mid Cap Revenue_Low_max,Oppenheimer Mid Cap Revenue_Low_min,Oppenheimer Mid Cap Revenue_Low_volatility,Oppenheimer Mid Cap Revenue_Low_change,Oppenheimer Mid Cap Revenue_Close_average,Oppenheimer Mid Cap Revenue_Close_max,Oppenheimer Mid Cap Revenue_Close_min,Oppenheimer Mid Cap Revenue_Close_volatility,Oppenheimer Mid Cap Revenue_Close_change
2018-01-14,63.66,63.66,63.66,0.0,0.0,63.94,63.94,63.94,0.0,0.0,63.53,63.53,63.53,0.0,0.0,63.94,63.94,63.94,0.0,0.0
2018-01-21,63.67,63.67,63.67,0.0,0.0,63.76,63.76,63.76,0.0,0.0,63.38,63.38,63.38,0.0,0.0,63.4,63.4,63.4,0.0,0.0
2018-01-28,60.11,60.11,60.11,0.0,0.0,60.52,60.52,60.52,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.35,58.35,58.35,0.0,0.0
2018-02-04,57.83,57.83,57.83,0.0,0.0,58.46,58.46,58.46,0.0,0.0,57.52,57.52,57.52,0.0,0.0,58.19,58.19,58.19,0.0,0.0
2018-02-11,59.82,59.82,59.82,0.0,0.0,60.45,60.45,60.45,0.0,0.0,59.82,59.82,59.82,0.0,0.0,60.21,60.21,60.21,0.0,0.0
2018-02-18,60.28,60.28,60.28,0.0,0.0,60.46,60.46,60.46,0.0,0.0,59.88,59.88,59.88,0.0,0.0,60.45,60.45,60.45,0.0,0.0
2018-02-25,59.14,59.14,59.14,0.0,0.0,60.15,60.15,60.15,0.0,0.0,59.14,59.14,59.14,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2018-03-04,61.36,61.36,61.36,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.18,61.18,61.18,0.0,0.0,61.33,61.33,61.33,0.0,0.0
2018-03-11,60.73,60.73,60.73,0.0,0.0,60.73,60.73,60.73,0.0,0.0,59.77,59.77,59.77,0.0,0.0,60.28,60.28,60.28,0.0,0.0
2018-03-18,58.04,58.04,58.04,0.0,0.0,58.76,58.76,58.76,0.0,0.0,57.7,57.7,57.7,0.0,0.0,58.76,58.76,58.76,0.0,0.0
2018-03-25,58.72,58.72,58.72,0.0,0.0,58.72,58.72,58.72,0.0,0.0,56.83,56.83,56.83,0.0,0.0,57.27,57.27,57.27,0.0,0.0
2018-04-01,58.36,58.36,58.36,0.0,0.0,58.66,58.66,58.66,0.0,0.0,58.19,58.19,58.19,0.0,0.0,58.19,58.19,58.19,0.0,0.0
2018-04-08,59.38,59.38,59.38,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.27,59.27,59.27,0.0,0.0,59.65,59.65,59.65,0.0,0.0
2018-04-15,59.48,59.48,59.48,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.2,59.2,59.2,0.0,0.0,59.44,59.44,59.44,0.0,0.0
2018-04-22,59.17,59.17,59.17,0.0,0.0,59.17,59.17,59.17,0.0,0.0,58.2,58.2,58.2,0.0,0.0,58.2,58.2,58.2,0.0,0.0
2018-04-29,59.36,59.36,59.36,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.2,59.2,59.2,0.0,0.0,59.33,59.33,59.33,0.0,0.0
2018-05-06,60.4,60.4,60.4,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.37,60.37,60.37,0.0,0.0,60.38,60.38,60.38,0.0,0.0
2018-05-13,61.27,61.27,61.27,0.0,0.0,61.51,61.51,61.51,0.0,0.0,61.27,61.27,61.27,0.0,0.0,61.51,61.51,61.51,0.0,0.0
2018-05-20,60.66,60.66,60.66,0.0,0.0,60.83,60.83,60.83,0.0,0.0,60.62,60.62,60.62,0.0,0.0,60.75,60.75,60.75,0.0,0.0
2018-05-27,61.58,61.58,61.58,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.73,61.73,61.73,0.0,0.0
2018-06-03,63.3,63.3,63.3,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.29,63.29,63.29,0.0,0.0,63.35,63.35,63.35,0.0,0.0
2018-06-10,62.6,62.6,62.6,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.83,62.83,62.83,0.0,0.0
2018-06-17,62.49,62.49,62.49,0.0,0.0,62.49,62.49,62.49,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.63,61.63,61.63,0.0,0.0
2018-06-24,60.64,60.64,60.64,0.0,0.0,61.04,61.04,61.04,0.0,0.0,60.55,60.55,60.55,0.0,0.0,61.04,61.04,61.04,0.0,0.0
2018-07-01,62.44,62.44,62.44,0.0,0.0,63.08,63.08,63.08,0.0,0.0,62.44,62.44,62.44,0.0,0.0,63.05,63.05,63.05,0.0,0.0
2018-07-08,62.65,62.65,62.65,0.0,0.0,62.65,62.65,62.65,0.0,0.0,61.97,61.97,61.97,0.0,0.0,62.07,62.07,62.07,0.0,0.0
2018-07-15,62.38,62.38,62.38,0.0,0.0,62.74,62.74,62.74,0.0,0.0,62.38,62.38,62.38,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2018-07-22,62.65,62.65,62.65,0.0,0.0,62.66,62.66,62.66,0.0,0.0,62.38,62.38,62.38,0.0,0.0,62.41,62.41,62.41,0.0,0.0
2018-07-29,63.51,63.51,63.51,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.51,63.51,63.51,0.0,0.0,63.73,63.73,63.73,0.0,0.0
2018-08-05,63.12,63.12,63.12,0.0,0.0,63.2,63.2,63.2,0.0,0.0,62.64,62.64,62.64,0.0,0.0,62.71,62.71,62.71,0.0,0.0
2018-08-12,63.59,63.59,63.59,0.0,0.0,63.93,63.93,63.93,0.0,0.0,63.59,63.59,63.59,0.0,0.0,63.83,63.83,63.83,0.0,0.0
2018-08-19,64.63,64.63,64.63,0.0,0.0,65.13,65.13,65.13,0.0,0.0,64.63,64.63,64.63,0.0,0.0,64.77,64.77,64.77,0.0,0.0
2018-08-26,64.07,64.07,64.07,0.0,0.0,64.23,64.23,64.23,0.0,0.0,64.07,64.07,64.07,0.0,0.0,64.23,64.23,64.23,0.0,0.0
2018-09-02,63.79,63.79,63.79,0.0,0.0,63.9,63.9,63.9,0.0,0.0,63.71,63.71,63.71,0.0,0.0,63.71,63.71,63.71,0.0,0.0
2018-09-09,64.54,64.54,64.54,0.0,0.0,64.67,64.67,64.67,0.0,0.0,63.92,63.92,63.92,0.0,0.0,64.06,64.06,64.06,0.0,0.0
2018-09-16,64.19,64.19,64.19,0.0,0.0,64.19,64.19,64.19,0.0,0.0,63.69,63.69,63.69,0.0,0.0,63.95,63.95,63.95,0.0,0.0
2018-09-23,63.2,63.2,63.2,0.0,0.0,63.2,63.2,63.2,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.36,62.36,62.36,0.0,0.0
2018-09-30,61.14,61.14,61.14,0.0,0.0,61.45,61.45,61.45,0.0,0.0,60.83,60.83,60.83,0.0,0.0,61.38,61.38,61.38,0.0,0.0
2018-10-07,58.15,58.15,58.15,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.15,58.15,58.15,0.0,0.0,58.61,58.61,58.61,0.0,0.0
2018-10-14,58.48,58.48,58.48,0.0,0.0,58.48,58.48,58.48,0.0,0.0,57.87,57.87,57.87,0.0,0.0,58.02,58.02,58.02,0.0,0.0
2018-10-21,56.75,56.75,56.75,0.0,0.0,57.03,57.03,57.03,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.71,55.71,55.71,0.0,0.0
2018-10-28,59.44,59.44,59.44,0.0,0.0,59.44,59.44,59.44,0.0,0.0,58.82,58.82,58.82,0.0,0.0,59.06,59.06,59.06,0.0,0.0
2018-11-04,59.15,59.15,59.15,0.0,0.0,59.15,59.15,59.15,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.18,58.18,58.18,0.0,0.0
2018-11-11,57.98,57.98,57.98,0.0,0.0,58.34,58.34,58.34,0.0,0.0,57.33,57.33,57.33,0.0,0.0,57.53,57.53,57.53,0.0,0.0
2018-11-18,57.98,57.98,57.98,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.86,57.86,57.86,0.0,0.0
2018-11-25,59.55,59.55,59.55,0.0,0.0,59.55,59.55,59.55,0.0,0.0,58.77,58.77,58.77,0.0,0.0,59.33,59.33,59.33,0.0,0.0
2018-12-02,55.07,55.07,55.07,0.0,0.0,55.07,55.07,55.07,0.0,0.0,54.01,54.01,54.01,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2018-12-09,52.9,52.9,52.9,0.0,0.0,53.64,53.64,53.64,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2018-12-16,49.21,49.21,49.21,0.0,0.0,49.32,49.32,49.32,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2018-12-23,51.23,51.23,51.23,0.0,0.0,51.33,51.33,51.33,0.0,0.0,50.5,50.5,50.5,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2018-12-30,52.57,52.57,52.57,0.0,0.0,53.6,53.6,53.6,0.0,0.0,52.57,52.57,52.57,0.0,0.0,53.33,53.33,53.33,0.0,0.0
2019-01-06,55.28,55.28,55.28,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.5,55.5,55.5,0.0,0.0
2019-01-13,56.83,56.83,56.83,0.0,0.0,57.66,57.66,57.66,0.0,0.0,56.75,56.75,56.75,0.0,0.0,57.41,57.41,57.41,0.0,0.0
2019-01-20,56.67,56.67,56.67,0.0,0.0,57.14,57.14,57.14,0.0,0.0,56.58,56.58,56.58,0.0,0.0,57.08,57.08,57.08,0.0,0.0
2019-01-27,57.86,57.86,57.86,0.0,0.0,58.33,58.33,58.33,0.0,0.0,57.86,57.86,57.86,0.0,0.0,58.33,58.33,58.33,0.0,0.0
2019-02-03,57.98,57.98,57.98,0.0,0.0,58.28,58.28,58.28,0.0,0.0,57.86,57.86,57.86,0.0,0.0,58.28,58.28,58.28,0.0,0.0
2019-02-10,59.93,59.93,59.93,0.0,0.0,60.33,60.33,60.33,0.0,0.0,59.93,59.93,59.93,0.0,0.0,60.33,60.33,60.33,0.0,0.0
2019-02-17,61.77,61.77,61.77,0.0,0.0,61.77,61.77,61.77,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.18,61.18,61.18,0.0,0.0
2019-02-24,61.04,61.04,61.04,0.0,0.0,61.09,61.09,61.09,0.0,0.0,60.14,60.14,60.14,0.0,0.0,60.61,60.61,60.61,0.0,0.0
2019-03-03,58.49,58.49,58.49,0.0,0.0,59.21,59.21,59.21,0.0,0.0,58.49,58.49,58.49,0.0,0.0,59.21,59.21,59.21,0.0,0.0
2019-03-10,59.39,59.39,59.39,0.0,0.0,60.11,60.11,60.11,0.0,0.0,59.39,59.39,59.39,0.0,0.0,59.97,59.97,59.97,0.0,0.0
2019-03-17,57.92,57.92,57.92,0.0,0.0,58.37,58.37,58.37,0.0,0.0,57.53,57.53,57.53,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2019-03-24,59.93,59.93,59.93,0.0,0.0,60.43,60.43,60.43,0.0,0.0,59.93,59.93,59.93,0.0,0.0,60.43,60.43,60.43,0.0,0.0
2019-03-31,61.56,61.56,61.56,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.55,61.55,61.55,0.0,0.0,61.8,61.8,61.8,0.0,0.0
2019-04-07,62.38,62.38,62.38,0.0,0.0,62.38,62.38,62.38,0.0,0.0,62.16,62.16,62.16,0.0,0.0,62.28,62.28,62.28,0.0,0.0
2019-04-14,62.25,62.25,62.25,0.0,0.0,62.25,62.25,62.25,0.0,0.0,61.93,61.93,61.93,0.0,0.0,62.12,62.12,62.12,0.0,0.0
2019-04-21,62.63,62.63,62.63,0.0,0.0,62.71,62.71,62.71,0.0,0.0,62.55,62.55,62.55,0.0,0.0,62.55,62.55,62.55,0.0,0.0
2019-04-28,61.18,61.18,61.18,0.0,0.0,62.34,62.34,62.34,0.0,0.0,61.18,61.18,61.18,0.0,0.0,62.21,62.21,62.21,0.0,0.0
2019-05-05,59.18,59.18,59.18,0.0,0.0,59.18,59.18,59.18,0.0,0.0,58.16,58.16,58.16,0.0,0.0,58.33,58.33,58.33,0.0,0.0
2019-05-12,58.13,58.13,58.13,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.03,58.03,58.03,0.0,0.0,58.19,58.19,58.19,0.0,0.0
2019-05-19,57.34,57.34,57.34,0.0,0.0,57.34,57.34,57.34,0.0,0.0,56.91,56.91,56.91,0.0,0.0,57.15,57.15,57.15,0.0,0.0
2019-05-26,55.16,55.16,55.16,0.0,0.0,56.16,56.16,56.16,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.94,55.94,55.94,0.0,0.0
2019-06-02,58.14,58.14,58.14,0.0,0.0,58.91,58.91,58.91,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.45,58.45,58.45,0.0,0.0
2019-06-09,58.65,58.65,58.65,0.0,0.0,58.84,58.84,58.84,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.57,58.57,58.57,0.0,0.0
2019-06-16,59.71,59.71,59.71,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.13,59.13,59.13,0.0,0.0,59.13,59.13,59.13,0.0,0.0
2019-06-23,62.0,62.0,62.0,0.0,0.0,62.03,62.03,62.03,0.0,0.0,60.92,60.92,60.92,0.0,0.0,60.99,60.99,60.99,0.0,0.0
2019-06-30,60.66,60.66,60.66,0.0,0.0,60.66,60.66,60.66,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.17,60.17,60.17,0.0,0.0
2019-07-07,60.8,60.8,60.8,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.38,60.38,60.38,0.0,0.0
2019-07-14,59.74,59.74,59.74,0.0,0.0,60.33,60.33,60.33,0.0,0.0,59.68,59.68,59.68,0.0,0.0,59.68,59.68,59.68,0.0,0.0
2019-07-21,61.31,61.31,61.31,0.0,0.0,61.64,61.64,61.64,0.0,0.0,61.06,61.06,61.06,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2019-07-28,57.1,57.1,57.1,0.0,0.0,57.1,57.1,57.1,0.0,0.0,56.08,56.08,56.08,0.0,0.0,56.55,56.55,56.55,0.0,0.0
2019-08-04,56.45,56.45,56.45,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.06,56.06,56.06,0.0,0.0,56.11,56.11,56.11,0.0,0.0
2019-08-11,56.51,56.51,56.51,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.54,56.54,56.54,0.0,0.0
2019-08-18,55.18,55.18,55.18,0.0,0.0,55.18,55.18,55.18,0.0,0.0,54.82,54.82,54.82,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2019-08-25,56.52,56.52,56.52,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.24,56.24,56.24,0.0,0.0,56.43,56.43,56.43,0.0,0.0
2019-09-01,58.32,58.32,58.32,0.0,0.0,59.25,59.25,59.25,0.0,0.0,58.21,58.21,58.21,0.0,0.0,59.25,59.25,59.25,0.0,0.0
2019-09-08,60.9,60.9,60.9,0.0,0.0,61.06,61.06,61.06,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.92,60.92,60.92,0.0,0.0
2019-09-15,58.82,58.82,58.82,0.0,0.0,59.64,59.64,59.64,0.0,0.0,58.82,58.82,58.82,0.0,0.0,59.41,59.41,59.41,0.0,0.0
2019-09-22,59.18,59.18,59.18,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.05,59.05,59.05,0.0,0.0,59.54,59.54,59.54,0.0,0.0
2019-09-29,57.65,57.65,57.65,0.0,0.0,58.16,58.16,58.16,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.76,57.76,57.76,0.0,0.0
2019-10-06,58.73,58.73,58.73,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.8,58.8,58.8,0.0,0.0
2019-10-13,60.49,60.49,60.49,0.0,0.0,60.95,60.95,60.95,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.62,60.62,60.62,0.0,0.0
2019-10-20,61.61,61.61,61.61,0.0,0.0,62.2,62.2,62.2,0.0,0.0,61.61,61.61,61.61,0.0,0.0,61.82,61.82,61.82,0.0,0.0
2019-10-27,62.64,62.64,62.64,0.0,0.0,63.04,63.04,63.04,0.0,0.0,62.64,62.64,62.64,0.0,0.0,63.04,63.04,63.04,0.0,0.0
