Date,OCC_Open_average,OCC_Open_max,OCC_Open_min,OCC_Open_volatility,OCC_Open_change,OCC_High_average,OCC_High_max,OCC_High_min,OCC_High_volatility,OCC_High_change,OCC_Low_average,OCC_Low_max,OCC_Low_min,OCC_Low_volatility,OCC_Low_change,OCC_Close_average,OCC_Close_max,OCC_Close_min,OCC_Close_volatility,OCC_Close_change,OCC_Volume_average,OCC_Volume_max,OCC_Volume_min,OCC_Volume_volatility,OCC_Volume_change
2018-01-14,2.375,2.45,2.35,0.10000000000000009,0.10000000000000009,2.44,2.46,2.4,0.06000000000000005,0.050000000000000266,2.3625,2.45,2.3,0.15000000000000036,0.15000000000000036,2.4275,2.46,2.4,0.06000000000000005,0.050000000000000266,8766,19217,1104,18113,-18113
2018-01-21,2.4375,2.45,2.4,0.050000000000000266,0.0,2.4850000000000003,2.5,2.45,0.04999999999999982,0.04999999999999982,2.4275,2.45,2.36,0.0900000000000003,0.0,2.4625000000000004,2.5,2.45,0.04999999999999982,0.04999999999999982,4592,15467,223,15244,336
2018-01-28,2.43,2.5,2.4,0.10000000000000009,-0.04999999999999982,2.45,2.5,2.4,0.10000000000000009,-0.04999999999999982,2.402,2.5,2.35,0.1499999999999999,-0.10000000000000009,2.402,2.5,2.35,0.1499999999999999,-0.10000000000000009,2353,7178,236,6942,618
2018-02-04,2.378,2.44,2.3,0.14000000000000012,-0.10000000000000009,2.408,2.45,2.3,0.15000000000000036,-0.10000000000000009,2.36,2.4,2.3,0.10000000000000009,-0.10000000000000009,2.38,2.45,2.3,0.15000000000000036,-0.10000000000000009,1456,3307,304,3003,-299
2018-02-11,2.406,2.45,2.3,0.15000000000000036,0.050000000000000266,2.446,2.5,2.4,0.10000000000000009,0.050000000000000266,2.394,2.45,2.3,0.15000000000000036,0.050000000000000266,2.414,2.45,2.4,0.050000000000000266,0.050000000000000266,2347,9332,111,9221,-129
2018-02-18,2.41,2.47,2.35,0.1200000000000001,-0.1200000000000001,2.425,2.47,2.38,0.0900000000000003,-0.0900000000000003,2.35,2.35,2.35,0.0,0.0,2.365,2.38,2.35,0.029999999999999805,0.029999999999999805,2535,2986,2085,901,901
2018-02-25,2.4739999999999998,2.55,2.4,0.1499999999999999,0.1499999999999999,2.53,2.58,2.43,0.1499999999999999,0.11999999999999966,2.444,2.5,2.4,0.10000000000000009,0.10000000000000009,2.496,2.55,2.4,0.1499999999999999,0.11999999999999966,4796,9686,1121,8565,3639
2018-03-04,2.68,2.75,2.55,0.20000000000000018,0.15000000000000036,2.71,2.75,2.7,0.04999999999999982,0.0,2.57,2.6,2.5,0.10000000000000009,0.050000000000000266,2.61,2.7,2.5,0.20000000000000018,-0.10000000000000009,3621,6639,2270,4369,-3046
2018-03-11,2.79,2.81,2.75,0.06000000000000005,0.04999999999999982,2.862,2.95,2.8,0.15000000000000036,0.050000000000000266,2.76,2.8,2.65,0.1499999999999999,0.04999999999999982,2.822,2.95,2.75,0.20000000000000018,0.15000000000000036,17278,38841,951,37890,-14052
2018-03-18,2.884,2.95,2.85,0.10000000000000009,-0.07000000000000028,2.924,2.95,2.85,0.10000000000000009,0.0,2.802,2.9,2.75,0.1499999999999999,-0.1200000000000001,2.89,2.95,2.85,0.10000000000000009,0.050000000000000266,3608,5839,2104,3735,245
