Date,CKH_Open_average,CKH_Open_max,CKH_Open_min,CKH_Open_volatility,CKH_Open_change,CKH_High_average,CKH_High_max,CKH_High_min,CKH_High_volatility,CKH_High_change,CKH_Low_average,CKH_Low_max,CKH_Low_min,CKH_Low_volatility,CKH_Low_change,CKH_Close_average,CKH_Close_max,CKH_Close_min,CKH_Close_volatility,CKH_Close_change,CKH_Volume_average,CKH_Volume_max,CKH_Volume_min,CKH_Volume_volatility,CKH_Volume_change
2018-01-14,47.692,49.84,45.96,3.8800000000000026,-2.9200000000000017,48.1,49.84,46.95,2.8900000000000006,-2.470000000000006,46.762,47.84,45.72,2.1200000000000045,-1.3200000000000003,47.232,48.0,46.25,1.75,-0.6400000000000006,135964,198479,100810,97669,-2104
2018-01-21,47.306,47.54,47.05,0.490000000000002,-0.39000000000000057,47.69,48.02,47.47,0.5500000000000043,0.00999999999999801,46.548,46.98,46.29,0.6899999999999977,-0.259999999999998,47.05,47.41,46.34,1.0699999999999932,-0.8999999999999986,80655,121943,54557,67386,8761
2018-01-28,46.442,47.04,45.79,1.25,-0.30000000000000426,47.14,47.65,46.69,0.9600000000000009,-0.480000000000004,45.71,46.46,44.93,1.5300000000000011,-0.5600000000000023,46.412,47.47,44.98,2.490000000000002,-1.8900000000000006,87042,107372,49943,57429,-906
2018-02-04,44.112,46.13,42.24,3.8900000000000006,-1.9499999999999957,44.974000000000004,46.88,43.1,3.780000000000001,-3.75,42.704,44.7,40.59,4.109999999999999,-1.9500000000000028,43.656,46.14,42.03,4.109999999999999,-3.509999999999998,134667,220408,74962,145446,-122200
2018-02-11,43.5975,44.74,42.28,2.460000000000001,2.0899999999999963,44.4525,44.88,43.25,1.6300000000000026,1.6300000000000026,43.1025,43.91,41.93,1.9799999999999969,1.6600000000000037,44.1325,44.6,43.01,1.5900000000000034,1.4500000000000028,72090,97903,54056,43847,-18869
2018-02-18,44.442,44.75,44.05,0.7000000000000028,0.4399999999999977,44.982,45.2,44.51,0.6900000000000048,0.6900000000000048,43.994,44.25,43.65,0.6000000000000014,0.35999999999999943,44.378,44.71,43.95,0.759999999999998,0.759999999999998,77200,122357,52407,69950,69950
2018-02-25,43.2,44.62,41.36,3.259999999999998,-0.9899999999999949,44.568,45.65,43.75,1.8999999999999986,0.8699999999999974,42.308,43.54,41.36,2.1799999999999997,0.3399999999999963,43.38,45.14,41.51,3.6300000000000026,1.75,144713,178848,121958,56890,27129
2018-03-04,46.53,47.53,45.31,2.219999999999999,2.1499999999999986,47.612,48.45,46.65,1.8000000000000043,1.8000000000000043,46.054,47.46,45.02,2.4399999999999977,2.4399999999999977,47.124,48.13,46.0,2.1300000000000026,1.6400000000000006,131299,143174,109372,33802,11678
2018-03-11,48.102,49.14,47.55,1.5900000000000034,0.8500000000000014,48.704,49.4,47.79,1.6099999999999994,0.6200000000000045,47.444,48.3,46.96,1.3399999999999963,0.8999999999999986,48.254,49.34,47.58,1.7600000000000051,1.3699999999999974,159695,222767,89530,133237,-76719
2018-03-18,49.584,49.92,49.1,0.8200000000000003,0.8200000000000003,50.644,50.92,49.9,1.0200000000000031,1.0200000000000031,49.056,49.62,48.58,1.0399999999999991,-0.01999999999999602,49.826,50.7,49.25,1.4500000000000028,1.4299999999999997,97515,121019,73898,47121,25061
2018-03-25,50.614999999999995,51.01,50.26,0.75,0.259999999999998,51.415,52.03,50.76,1.2700000000000031,-0.05000000000000426,49.980000000000004,50.4,49.32,1.0799999999999983,0.060000000000002274,50.6975,51.1,50.25,0.8500000000000014,0.7999999999999972,133115,142709,116107,26602,3901
2018-04-01,53.408,54.85,51.34,3.509999999999998,3.509999999999998,54.494,55.18,53.37,1.8100000000000023,1.5800000000000054,52.762,53.78,51.0,2.780000000000001,2.4299999999999997,53.934,54.98,53.06,1.9199999999999946,0.5599999999999952,137214,186429,74827,111602,-2870
2018-04-08,56.160000000000004,58.75,54.59,4.159999999999997,4.159999999999997,57.272,59.0,55.37,3.6300000000000026,3.5600000000000023,55.342,57.32,53.73,3.5900000000000034,3.5900000000000034,56.636,58.75,55.13,3.6199999999999974,2.469999999999999,213981,412293,123545,288748,6925
2018-04-15,57.72,58.1,57.12,0.980000000000004,-0.9100000000000037,58.068,58.62,57.66,0.9600000000000009,-0.5100000000000051,57.154,57.88,56.51,1.3700000000000045,-0.5600000000000023,57.586,58.01,57.04,0.9699999999999989,-0.12000000000000455,239443,359964,172974,186990,-38455
2018-04-22,56.234,57.92,54.89,3.030000000000001,-3.030000000000001,56.696,57.92,55.43,2.490000000000002,-2.289999999999999,55.086,56.03,53.35,2.6799999999999997,-1.2199999999999989,55.56,56.61,54.79,1.8200000000000003,-1.3199999999999932,225558,332601,157162,175439,16846
