Date,BGFV_Open_average,BGFV_Open_max,BGFV_Open_min,BGFV_Open_volatility,BGFV_Open_change,BGFV_High_average,BGFV_High_max,BGFV_High_min,BGFV_High_volatility,BGFV_High_change,BGFV_Low_average,BGFV_Low_max,BGFV_Low_min,BGFV_Low_volatility,BGFV_Low_change,BGFV_Close_average,BGFV_Close_max,BGFV_Close_min,BGFV_Close_volatility,BGFV_Close_change,BGFV_Volume_average,BGFV_Volume_max,BGFV_Volume_min,BGFV_Volume_volatility,BGFV_Volume_change
2018-01-14,6.22,6.35,6.1,0.25,0.10000000000000053,6.36,6.5,6.2,0.2999999999999998,-0.25,6.109999999999999,6.25,6.05,0.20000000000000018,-0.04999999999999982,6.2299999999999995,6.35,6.1,0.25,-0.14999999999999947,1569053,2219329,793644,1425685,-1425685
2018-01-21,6.17,6.2,6.1,0.10000000000000053,0.0,6.252,6.3,6.2,0.09999999999999964,0.04999999999999982,6.04,6.1,6.0,0.09999999999999964,-0.04999999999999982,6.13,6.2,6.05,0.15000000000000036,-0.10000000000000053,1061274,1231743,861726,370017,-370017
2018-01-28,5.7,6.0,5.45,0.5499999999999998,-0.5499999999999998,5.79,6.05,5.5,0.5499999999999998,-0.5499999999999998,5.476,5.65,5.1,0.5500000000000007,-0.5,5.55,5.75,5.2,0.5499999999999998,-0.4500000000000002,1359832,2284223,744270,1539953,-507731
2018-02-04,5.414,5.65,5.2,0.4500000000000002,0.33000000000000007,5.652,5.8,5.47,0.33000000000000007,0.1299999999999999,5.2,5.3,5.05,0.25,0.20000000000000018,5.46,5.65,5.2,0.4500000000000002,0.04999999999999982,1321063,2071166,849897,1221269,-550862
2018-02-11,5.6375,6.0,5.35,0.6500000000000004,0.5499999999999998,5.9,6.2,5.55,0.6500000000000004,0.6500000000000004,5.5225,5.94,5.25,0.6900000000000004,0.6400000000000006,5.8,6.2,5.35,0.8500000000000005,0.8500000000000005,819515,1028598,608744,419854,213315
2018-02-18,6.09,6.35,5.9,0.4499999999999993,0.1999999999999993,6.29,6.45,6.15,0.2999999999999998,0.25,5.962,6.15,5.83,0.3200000000000003,0.3200000000000003,6.094,6.35,5.9,0.4499999999999993,0.39999999999999947,785166,1098900,636651,462249,-223942
2018-02-25,6.13,6.45,5.6,0.8500000000000005,0.20000000000000018,6.474,6.8,6.25,0.5499999999999998,0.2999999999999998,5.984,6.4,5.6,0.8000000000000007,0.5,6.3,6.8,5.95,0.8499999999999996,0.8499999999999996,1224207,1419321,975021,444300,83404
2018-03-04,6.43,6.75,6.15,0.5999999999999996,-0.5,6.622,6.9,6.3,0.6000000000000005,-0.25,6.244,6.6,5.95,0.6499999999999995,-0.34999999999999964,6.4,6.75,6.05,0.7000000000000002,-0.15000000000000036,1072982,1577075,741686,835389,-597177
2018-03-11,6.77,6.95,6.55,0.40000000000000036,0.40000000000000036,6.9559999999999995,7.1,6.85,0.25,0.16000000000000014,6.63,6.75,6.5,0.25,0.10000000000000053,6.82,6.9,6.7,0.20000000000000018,0.09999999999999964,841114,1166249,600946,565303,57470
2018-03-18,6.72,6.75,6.65,0.09999999999999964,-0.04999999999999982,6.896,7.0,6.8,0.20000000000000018,0.15000000000000036,6.58,6.65,6.5,0.15000000000000036,0.09999999999999964,6.71,6.8,6.6,0.20000000000000018,0.09999999999999964,490603,673533,342848,330685,330685
