Date,NETE_stock_Open_average,NETE_stock_Open_max,NETE_stock_Open_min,NETE_stock_Open_volatility,NETE_stock_Open_change,NETE_stock_High_average,NETE_stock_High_max,NETE_stock_High_min,NETE_stock_High_volatility,NETE_stock_High_change,NETE_stock_Low_average,NETE_stock_Low_max,NETE_stock_Low_min,NETE_stock_Low_volatility,NETE_stock_Low_change,NETE_stock_Close_average,NETE_stock_Close_max,NETE_stock_Close_min,NETE_stock_Close_volatility,NETE_stock_Close_change,NETE_stock_Volume_average,NETE_stock_Volume_max,NETE_stock_Volume_min,NETE_stock_Volume_volatility,NETE_stock_Volume_change
2018-01-14,9.495000000000001,10.63,8.65,1.9800000000000004,-1.9800000000000004,9.6875,10.99,8.76,2.2300000000000004,-2.2300000000000004,8.7275,9.5,8.25,1.25,-1.25,8.9575,9.67,8.48,1.1899999999999995,-1.1899999999999995,366444,536971,180033,356938,-356938
2018-01-21,8.33,8.76,7.72,1.04,-0.8099999999999996,8.556,8.9,8.01,0.8900000000000006,-0.6899999999999995,7.97,8.21,7.55,0.660000000000001,-0.6499999999999995,8.168,8.48,7.78,0.7000000000000002,-0.7000000000000002,181740,203958,161295,42663,26102
2018-01-28,7.232,7.71,6.6,1.1100000000000003,-1.1100000000000003,7.488,8.23,6.86,1.37,-1.37,6.814,7.25,6.18,1.0700000000000003,-1.0700000000000003,6.964,7.32,6.33,0.9900000000000002,-0.9399999999999995,388615,1069582,116512,953070,-221482
2018-02-04,6.436,7.28,5.54,1.7400000000000002,0.5,7.27,8.43,6.23,2.1999999999999993,0.5599999999999996,6.0120000000000005,6.36,5.54,0.8200000000000003,0.20999999999999996,6.482,6.96,5.94,1.0199999999999996,0.4299999999999997,659057,1659158,180966,1478192,35619
2018-02-11,6.716,6.98,6.41,0.5700000000000003,0.2599999999999998,7.002,7.24,6.77,0.47000000000000064,-0.29000000000000004,6.406,6.68,6.23,0.4499999999999993,0.07999999999999918,6.662,6.84,6.41,0.4299999999999997,-0.3899999999999997,257200,405311,162543,242768,-156988
2018-02-18,6.3825,6.53,6.17,0.3600000000000003,-0.3200000000000003,6.475,6.8,6.17,0.6299999999999999,-0.6299999999999999,6.075,6.33,5.93,0.40000000000000036,-0.40000000000000036,6.2225,6.51,5.99,0.5199999999999996,-0.5199999999999996,94815,120465,68321,52144,-36468
2018-02-25,5.878,6.23,5.39,0.8400000000000007,-0.6100000000000003,6.072,6.46,5.66,0.7999999999999998,-0.7999999999999998,5.656,5.97,5.22,0.75,-0.7400000000000002,5.744,6.18,5.26,0.9199999999999999,-0.9199999999999999,131202,172684,76457,96227,-47730
2018-03-04,6.938,9.87,5.29,4.579999999999999,4.56,8.016,11.7,5.48,6.219999999999999,6.219999999999999,6.4239999999999995,9.0,5.22,3.7800000000000002,3.7800000000000002,7.572,10.49,5.27,5.220000000000001,5.02,3457114,8689897,94231,8595666,8034071
2018-03-11,10.932,13.35,9.03,4.32,-1.5700000000000003,12.318,14.38,10.38,4.0,-4.0,9.982,11.83,8.92,2.91,-0.8200000000000003,10.896,13.5,9.02,4.48,-3.92,2621230,6832943,889647,5943296,-5825219
2018-03-18,8.69,9.41,8.08,1.33,-1.33,9.146,9.57,8.46,1.1099999999999994,-1.1099999999999994,8.296,8.78,7.69,1.089999999999999,-1.089999999999999,8.392,8.87,7.75,1.1199999999999992,-1.1199999999999992,394255,588034,269868,318166,-39579
2018-03-25,7.4399999999999995,7.91,7.07,0.8399999999999999,-0.8399999999999999,7.6925,8.24,7.26,0.9800000000000004,-0.9800000000000004,7.0925,7.42,6.86,0.5599999999999996,-0.5599999999999996,7.1925,7.64,6.96,0.6799999999999997,-0.6799999999999997,216972,244084,177002,67082,-44505
2018-04-01,7.114,9.08,6.15,2.9299999999999997,2.13,8.044,9.79,6.63,3.1599999999999993,2.04,6.526,7.2,6.0,1.2000000000000002,0.9400000000000004,7.114,8.87,6.32,2.549999999999999,1.0099999999999998,1234111,4021856,138472,3883384,1358624
2018-04-08,7.904,9.6,7.09,2.51,2.0,8.524000000000001,10.09,7.43,2.66,2.34,7.4799999999999995,8.37,7.0,1.3699999999999992,1.1899999999999995,7.89,9.49,7.17,2.3200000000000003,2.1400000000000006,1433341,3963512,286609,3676903,3645983
2018-04-15,9.198,10.24,8.62,1.620000000000001,-1.2400000000000002,9.352,10.3,8.97,1.33,-1.290000000000001,8.502,8.6,8.4,0.1999999999999993,0.009999999999999787,8.774,8.89,8.65,0.2400000000000002,-0.2400000000000002,564529,1171671,258002,913669,-796670
2018-04-22,8.94,9.88,8.1,1.7800000000000011,-0.6699999999999999,9.33,10.27,8.4,1.8699999999999992,-1.1799999999999997,8.382,9.0,7.54,1.46,-0.7200000000000006,8.788,9.66,7.98,1.6799999999999997,-1.459999999999999,654971,1068149,175267,892882,-892882
2018-04-29,8.32,8.7,7.9,0.7999999999999989,0.7999999999999989,8.656,8.98,8.19,0.7900000000000009,0.6600000000000001,8.046,8.25,7.72,0.5300000000000002,0.4900000000000011,8.334,8.7,7.93,0.7699999999999996,0.3000000000000007,297185,581668,173541,408127,52511
2018-05-06,8.386,8.6,8.26,0.33999999999999986,0.0,8.478,8.61,8.29,0.3200000000000003,-0.3200000000000003,8.124,8.26,7.91,0.34999999999999964,-0.34999999999999964,8.258000000000001,8.43,8.05,0.379999999999999,-0.379999999999999,153084,258789,114167,144622,3411
2018-05-13,7.876,8.01,7.69,0.3199999999999994,-0.3199999999999994,8.06,8.21,7.86,0.35000000000000053,-0.27000000000000046,7.6499999999999995,7.81,7.53,0.27999999999999936,-0.21999999999999975,7.738,7.89,7.58,0.3099999999999996,-0.21999999999999975,150785,199007,82748,116259,-116259
2018-05-20,7.634,7.79,7.53,0.2599999999999998,-0.2599999999999998,7.704,7.85,7.54,0.3099999999999996,-0.3099999999999996,7.44,7.59,7.3,0.29000000000000004,-0.22999999999999954,7.5120000000000005,7.71,7.36,0.34999999999999964,-0.34999999999999964,62633,89892,40491,49401,-33215
2018-05-27,7.0225,7.24,6.7,0.54,-0.54,7.2225,7.35,7.12,0.22999999999999954,-0.10999999999999943,6.8325,7.04,6.62,0.41999999999999993,-0.41999999999999993,6.975,7.11,6.71,0.40000000000000036,-0.0600000000000005,135060,181065,81618,99447,99447
2018-06-03,6.754,7.06,6.45,0.6099999999999994,-0.6099999999999994,7.116,7.63,6.62,1.0099999999999998,0.33999999999999986,6.57,6.85,6.34,0.5099999999999998,-0.5099999999999998,6.796,7.4,6.48,0.9199999999999999,0.5500000000000007,246539,593469,79624,513845,429115
2018-06-10,7.888,8.2,7.74,0.4599999999999991,-0.3899999999999997,8.326,9.18,7.98,1.1999999999999993,0.9800000000000004,7.6659999999999995,7.81,7.5,0.3099999999999996,0.3099999999999996,8.016,8.71,7.77,0.9400000000000013,0.8800000000000008,279297,541476,83238,458238,108522
2018-06-17,8.124,8.57,7.51,1.0600000000000005,-1.0600000000000005,8.304,8.65,7.83,0.8200000000000003,-0.8200000000000003,7.622,7.9,7.17,0.7300000000000004,-0.5600000000000005,7.8340000000000005,8.15,7.49,0.6600000000000001,-0.5899999999999999,142130,205959,68064,137895,-77794
2018-06-24,7.188,7.44,6.9,0.54,-0.3200000000000003,7.38,7.49,7.22,0.27000000000000046,-0.0600000000000005,6.978,7.18,6.75,0.4299999999999997,-0.16000000000000014,7.164,7.35,6.88,0.46999999999999975,0.09999999999999964,61945,93646,40229,53417,-3850
2018-07-01,7.395,7.55,7.3,0.25,-0.04999999999999982,7.6,7.74,7.54,0.20000000000000018,0.16999999999999993,7.215,7.29,7.09,0.20000000000000018,-0.20000000000000018,7.39,7.55,7.23,0.3199999999999994,-0.16000000000000014,46456,58364,21977,36387,-1388
2018-07-08,7.596,7.8,7.37,0.4299999999999997,0.33999999999999986,7.7219999999999995,8.0,7.46,0.54,0.4400000000000004,7.388,7.66,7.21,0.4500000000000002,0.3600000000000003,7.576,7.97,7.21,0.7599999999999998,0.5800000000000001,53305,92839,29504,63335,38512
2018-07-15,7.892,8.5,7.61,0.8899999999999997,-0.21999999999999975,8.299999999999999,8.7,8.02,0.6799999999999997,0.05000000000000071,7.602,7.66,7.52,0.14000000000000057,0.14000000000000057,7.812,8.36,7.6,0.7599999999999998,0.16999999999999993,196192,428308,66476,361832,20606
2018-07-22,7.8020000000000005,8.14,7.59,0.5500000000000007,-0.23000000000000043,7.968,8.5,7.66,0.8399999999999999,-0.29000000000000004,7.514,7.7,7.02,0.6800000000000006,-0.6300000000000008,7.624,7.85,7.26,0.5899999999999999,-0.41000000000000014,171256,386218,45093,341125,122927
2018-07-29,7.154,7.3,7.05,0.25,-0.25,7.274,7.37,7.17,0.20000000000000018,-0.20000000000000018,7.0,7.12,6.75,0.3700000000000001,-0.3700000000000001,7.088,7.15,7.01,0.14000000000000057,-0.14000000000000057,57194,99865,32050,67815,49270
2018-08-05,7.006,7.15,6.88,0.27000000000000046,0.019999999999999574,7.17,7.43,7.0,0.4299999999999997,0.3899999999999997,6.884,7.0,6.8,0.20000000000000018,0.20000000000000018,7.006,7.09,6.94,0.14999999999999947,0.14999999999999947,59590,122375,15682,106693,13197
2018-08-12,7.304,7.45,7.11,0.33999999999999986,-0.2400000000000002,7.46,7.8,7.21,0.5899999999999999,-0.2400000000000002,7.004,7.13,6.75,0.3799999999999999,-0.34999999999999964,7.168,7.33,6.87,0.45999999999999996,-0.45999999999999996,98746,180673,19548,161125,-25033
2018-08-19,6.2,6.78,5.94,0.8399999999999999,-0.7800000000000002,6.356,6.78,6.21,0.5700000000000003,-0.5200000000000005,5.8839999999999995,6.08,5.6,0.4800000000000004,0.3700000000000001,6.024,6.11,5.95,0.16000000000000014,0.08000000000000007,111548,236224,52999,183225,-157790
2018-08-26,6.248,6.45,5.92,0.5300000000000002,0.14000000000000057,6.45,6.59,6.26,0.33000000000000007,0.33000000000000007,6.0440000000000005,6.16,5.9,0.2599999999999998,0.17999999999999972,6.176,6.28,5.94,0.33999999999999986,0.2699999999999996,181507,423958,75729,348229,114476
2018-09-02,6.085,6.2,6.0,0.20000000000000018,-0.20000000000000018,6.2675,6.45,6.15,0.2999999999999998,-0.0699999999999994,5.9825,6.07,5.81,0.2600000000000007,-0.2600000000000007,6.0325,6.14,5.87,0.2699999999999996,-0.2699999999999996,85638,140312,27969,112343,73075
2018-09-09,5.876,6.04,5.68,0.3600000000000003,0.13999999999999968,6.004,6.05,5.92,0.1299999999999999,0.020000000000000462,5.6899999999999995,5.75,5.63,0.1200000000000001,0.08999999999999986,5.816,5.93,5.72,0.20999999999999996,0.08000000000000007,50708,94092,25551,68541,-46735
2018-09-16,5.585999999999999,5.84,5.27,0.5700000000000003,-0.3799999999999999,5.712,5.84,5.57,0.2699999999999996,-0.2699999999999996,5.4239999999999995,5.71,5.26,0.4500000000000002,-0.41000000000000014,5.532,5.75,5.36,0.3899999999999997,-0.25,85164,114843,56797,58046,58046
2018-09-23,5.522,5.94,5.3,0.6400000000000006,0.03000000000000025,5.634,6.0,5.45,0.5499999999999998,-0.03000000000000025,5.306,5.35,5.26,0.08999999999999986,-0.08999999999999986,5.404,5.48,5.3,0.1800000000000006,-0.0600000000000005,32990,36699,28202,8497,5424
2018-09-30,5.028,5.38,4.7,0.6799999999999997,-0.6699999999999999,5.164,5.73,4.81,0.9200000000000008,-0.9200000000000008,4.762,5.35,4.54,0.8099999999999996,-0.79,4.819999999999999,5.35,4.64,0.71,-0.71,76573,150254,19711,130543,-94575
2018-10-07,4.16,4.5,3.89,0.6099999999999999,-0.5800000000000001,4.35,4.58,4.08,0.5,-0.5,3.976,4.25,3.75,0.5,-0.5,4.002,4.25,3.77,0.48,-0.41000000000000014,106321,164085,59930,104155,39313
2018-10-14,3.974,4.04,3.87,0.16999999999999993,-0.14000000000000012,4.228,4.72,4.0,0.7199999999999998,0.5599999999999996,3.834,3.98,3.75,0.22999999999999998,-0.04999999999999982,3.94,4.04,3.78,0.26000000000000023,0.04999999999999982,133041,407086,40057,367029,323719
2018-10-21,5.924,8.3,4.95,3.3500000000000005,-3.3500000000000005,6.51,10.6,5.25,5.35,-5.35,4.916,5.23,4.59,0.6400000000000006,-0.6400000000000006,5.296,6.15,4.85,1.3000000000000007,-1.3000000000000007,2224679,9805450,203814,9601636,-9601636
2018-10-28,4.836,5.41,4.55,0.8600000000000003,0.5200000000000005,5.212,5.59,4.9,0.6899999999999995,0.47999999999999954,4.652,5.02,4.54,0.47999999999999954,0.46999999999999975,4.924,5.42,4.57,0.8499999999999996,0.5300000000000002,185815,446535,118904,327631,2606
2018-11-04,5.894,6.5,5.36,1.1399999999999997,0.5299999999999994,6.498,7.29,5.77,1.5200000000000005,0.4800000000000004,5.6739999999999995,6.0,5.26,0.7400000000000002,0.5800000000000001,6.058,6.55,5.59,0.96,0.54,352773,904124,80738,823386,-107653
2018-11-11,6.194,6.57,5.84,0.7300000000000004,0.4400000000000004,6.454,6.65,6.16,0.4900000000000002,0.4900000000000002,6.006,6.23,5.6,0.6300000000000008,0.3800000000000008,6.21,6.5,5.85,0.6500000000000004,0.4300000000000006,98273,147952,42907,105045,384
2018-11-18,6.3425,6.53,6.1,0.4300000000000006,-0.1800000000000006,6.6525,6.78,6.39,0.39000000000000057,-0.39000000000000057,6.075,6.28,5.76,0.5200000000000005,-0.22000000000000064,6.2575,6.53,6.02,0.5100000000000007,-0.4400000000000004,113495,169562,16059,153503,-153503
2018-11-25,6.3660000000000005,6.75,6.16,0.5899999999999999,0.5899999999999999,6.78,7.27,6.38,0.8899999999999997,0.8899999999999997,6.28,6.75,6.03,0.7199999999999998,0.6299999999999999,6.58,7.13,6.24,0.8899999999999997,0.8899999999999997,111184,177436,45367,132069,105189
2018-12-02,8.17,8.95,7.22,1.7299999999999995,1.7000000000000002,9.02,9.85,8.0,1.8499999999999996,1.1500000000000004,7.6525,8.06,7.2,0.8600000000000003,0.8600000000000003,8.432500000000001,9.05,7.73,1.3200000000000003,0.3899999999999988,353002,543232,186261,356971,42853
2018-12-09,7.74,8.21,6.9,1.3100000000000005,-1.0999999999999996,8.026,8.34,7.38,0.96,-0.9099999999999993,7.322,7.84,6.6,1.2400000000000002,-1.0500000000000007,7.542,7.98,7.03,0.9500000000000002,-0.5599999999999996,93515,140411,50449,89962,-51217
2018-12-16,6.974,7.33,6.58,0.75,-0.5499999999999998,7.168,7.54,6.58,0.96,-0.96,6.532,7.11,5.9,1.21,-1.0099999999999998,6.712,7.25,5.94,1.3099999999999996,-1.3099999999999996,97938,145192,51472,93720,16210
2018-12-23,6.0475,6.37,5.6,0.7700000000000005,0.46999999999999975,6.52,6.8,6.08,0.7199999999999998,0.21999999999999975,5.7625,6.04,5.55,0.4900000000000002,0.2600000000000007,5.984999999999999,6.21,5.61,0.5999999999999996,0.4899999999999993,137646,235230,71202,164028,-9169
2018-12-30,5.995,6.14,5.68,0.45999999999999996,0.04999999999999982,6.295,6.6,6.09,0.5099999999999998,0.5099999999999998,5.8375,6.08,5.65,0.4299999999999997,0.4299999999999997,6.0725,6.34,5.72,0.6200000000000001,0.6200000000000001,78421,116835,39968,76867,26069
2019-01-06,6.351999999999999,6.51,6.18,0.33000000000000007,-0.04999999999999982,6.504,6.71,6.34,0.3700000000000001,-0.3200000000000003,6.136,6.18,6.1,0.08000000000000007,-0.020000000000000462,6.356,6.48,6.27,0.21000000000000085,-0.1900000000000004,74370,165043,34793,130250,-77454
2019-01-13,6.186,6.32,6.0,0.3200000000000003,-0.20999999999999996,6.5,6.62,6.33,0.29000000000000004,0.1200000000000001,6.07,6.3,5.8,0.5,-0.35000000000000053,6.2299999999999995,6.3,6.05,0.25,0.0,80386,191195,34851,156344,145605
2019-01-20,6.0175,6.28,5.86,0.41999999999999993,-0.29000000000000004,6.1625,6.43,6.0,0.4299999999999997,-0.27999999999999936,5.76,5.86,5.71,0.15000000000000036,0.15000000000000036,5.885,5.95,5.84,0.11000000000000032,0.020000000000000462,83938,205053,25568,179485,-179485
2019-01-27,5.912,5.98,5.86,0.1200000000000001,0.1200000000000001,6.05,6.14,5.98,0.15999999999999925,-0.040000000000000036,5.818,5.86,5.77,0.09000000000000075,0.09000000000000075,5.924,6.0,5.83,0.16999999999999993,0.040000000000000036,39501,44881,26725,18156,-7205
2019-02-03,6.008,6.11,5.92,0.1900000000000004,-0.03000000000000025,6.286,6.52,6.11,0.40999999999999925,0.16999999999999993,5.918,5.95,5.89,0.0600000000000005,-0.04999999999999982,6.082,6.43,5.9,0.5299999999999994,0.23999999999999932,88167,278217,27389,250828,211293
2019-02-10,6.208,6.45,5.95,0.5,-0.25,6.34,6.46,6.22,0.2400000000000002,-0.1200000000000001,6.016,6.17,5.95,0.21999999999999975,-0.16999999999999993,6.116,6.39,6.0,0.3899999999999997,-0.3799999999999999,57227,102038,31606,70432,-15045
