Date,NBR_Open_average,NBR_Open_max,NBR_Open_min,NBR_Open_volatility,NBR_Open_change,NBR_High_average,NBR_High_max,NBR_High_min,NBR_High_volatility,NBR_High_change,NBR_Low_average,NBR_Low_max,NBR_Low_min,NBR_Low_volatility,NBR_Low_change,NBR_Close_average,NBR_Close_max,NBR_Close_min,NBR_Close_volatility,NBR_Close_change,NBR_Volume_average,NBR_Volume_max,NBR_Volume_min,NBR_Volume_volatility,NBR_Volume_change
2018-01-14,8.12,8.25,7.9,0.34999999999999964,-0.06999999999999851,8.336,8.62,8.15,0.46999999999999886,-0.41999999999999993,7.932,8.08,7.78,0.2999999999999998,-0.0600000000000005,8.136,8.25,7.99,0.2599999999999998,-0.14000000000000057,11201234,17063656,7926454,9137202,-8387398
2018-01-21,8.246,8.35,8.11,0.2400000000000002,0.2400000000000002,8.37,8.5,8.18,0.3200000000000003,0.3100000000000005,8.078,8.21,7.9,0.3100000000000005,0.2600000000000007,8.264,8.45,8.12,0.33000000000000007,0.1800000000000015,7915416,8994708,6895482,2099226,-596381
2018-01-28,7.872,8.12,7.45,0.669999999999999,-0.669999999999999,8.028,8.23,7.69,0.54,-0.47999999999999954,7.6659999999999995,7.84,7.29,0.5499999999999998,-0.5199999999999996,7.8,8.15,7.45,0.7000000000000002,-0.46999999999999975,9225353,10200889,7813759,2387130,392139
2018-02-04,7.132,7.61,6.63,0.9800000000000004,-0.5600000000000005,7.326,7.87,6.82,1.0499999999999998,-0.8399999999999999,6.76,7.29,6.09,1.2000000000000002,-0.6200000000000001,6.96,7.58,6.53,1.0499999999999998,-0.9699999999999998,10709207,16251219,7841067,8410152,987238
2018-02-11,6.5825,6.83,6.44,0.3899999999999997,0.040000000000000036,6.7875,6.92,6.63,0.29000000000000004,0.08000000000000007,6.41,6.48,6.34,0.14000000000000057,0.14000000000000057,6.6675,6.84,6.59,0.25,0.03000000000000025,8901925,10557570,7782244,2775326,-366343
2018-02-18,6.674,6.98,6.49,0.4900000000000002,0.35000000000000053,6.842,6.99,6.67,0.3200000000000003,0.23000000000000043,6.5680000000000005,6.78,6.42,0.3600000000000003,0.33999999999999986,6.688,6.92,6.44,0.47999999999999954,0.41000000000000014,6090249,9223283,4083244,5140039,-2155209
2018-02-25,6.656,6.93,6.49,0.4399999999999995,-0.25,6.896,7.13,6.74,0.3899999999999997,0.09999999999999964,6.46,6.66,6.16,0.5,0.009999999999999787,6.718,7.06,6.47,0.5899999999999999,0.39999999999999947,8677884,15211996,5608483,9603513,177409
2018-03-04,7.082,7.14,6.99,0.14999999999999947,-0.009999999999999787,7.244,7.36,7.12,0.2400000000000002,0.14000000000000057,6.978,7.1,6.85,0.25,0.10999999999999943,7.096,7.24,6.97,0.27000000000000046,0.16000000000000014,6954894,10094820,4532649,5562171,4248185
2018-03-11,7.092,7.26,6.92,0.33999999999999986,-0.2699999999999996,7.174,7.36,7.0,0.3600000000000003,-0.3600000000000003,6.89,7.05,6.71,0.33999999999999986,-0.33000000000000007,7.006,7.12,6.9,0.21999999999999975,-0.21999999999999975,7231824,10853981,4637032,6216949,-628318
2018-03-18,7.26,7.46,6.99,0.46999999999999975,0.46999999999999975,7.478,7.71,7.09,0.6200000000000001,0.3700000000000001,7.07,7.17,6.92,0.25,0.1900000000000004,7.298,7.55,7.03,0.5199999999999996,0.33000000000000007,8527428,12067969,5735246,6332723,-659285
2018-03-25,176.6925,347.5,6.89,340.61,340.12,178.22,351.0,6.98,344.02,340.1,168.04,338.0,6.78,331.22,313.62,172.4475,349.5,6.85,342.65,319.56,3013590,6690001,171094,6518907,-6518907
2018-04-01,331.4,339.0,320.5,18.5,9.5,339.35,347.75,329.0,18.75,9.25,326.602,334.01,318.5,15.509999999999991,12.009999999999991,334.2,344.0,327.0,17.0,3.5,145707,178158,109546,68612,-35753
2018-04-08,366.1,380.0,342.0,38.0,36.0,378.642,389.96,360.0,29.95999999999998,19.5,362.7,378.0,340.0,38.0,32.0,372.3,379.0,354.0,25.0,21.0,164701,242394,108801,133593,-59365
2018-04-15,385.4,393.5,375.5,18.0,8.0,393.0,400.75,384.5,16.25,4.5,380.3,387.5,373.0,14.5,2.5,386.8,391.0,379.5,11.5,6.5,149467,178351,122705,55646,-9933
2018-04-22,383.8,389.5,377.5,12.0,-9.5,391.698,398.5,387.5,11.0,-6.490000000000009,378.5,385.0,371.5,13.5,1.5,383.6,391.5,380.0,11.5,0.5,124321,146484,103651,42833,6889
