Date,Vanguard Mortgage-Backed SecuritiesEtf_Open_average,Vanguard Mortgage-Backed SecuritiesEtf_Open_max,Vanguard Mortgage-Backed SecuritiesEtf_Open_min,Vanguard Mortgage-Backed SecuritiesEtf_Open_volatility,Vanguard Mortgage-Backed SecuritiesEtf_Open_change,Vanguard Mortgage-Backed SecuritiesEtf_High_average,Vanguard Mortgage-Backed SecuritiesEtf_High_max,Vanguard Mortgage-Backed SecuritiesEtf_High_min,Vanguard Mortgage-Backed SecuritiesEtf_High_volatility,Vanguard Mortgage-Backed SecuritiesEtf_High_change,Vanguard Mortgage-Backed SecuritiesEtf_Low_average,Vanguard Mortgage-Backed SecuritiesEtf_Low_max,Vanguard Mortgage-Backed SecuritiesEtf_Low_min,Vanguard Mortgage-Backed SecuritiesEtf_Low_volatility,Vanguard Mortgage-Backed SecuritiesEtf_Low_change,Vanguard Mortgage-Backed SecuritiesEtf_Close_average,Vanguard Mortgage-Backed SecuritiesEtf_Close_max,Vanguard Mortgage-Backed SecuritiesEtf_Close_min,Vanguard Mortgage-Backed SecuritiesEtf_Close_volatility,Vanguard Mortgage-Backed SecuritiesEtf_Close_change
2018-01-14,52.12,52.12,52.12,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2018-01-21,52.1,52.1,52.1,0.0,0.0,52.18,52.18,52.18,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2018-01-28,51.52,51.52,51.52,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.49,51.49,51.49,0.0,0.0
2018-02-04,51.37,51.37,51.37,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2018-02-11,51.31,51.31,51.31,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.36,51.36,51.36,0.0,0.0
2018-02-18,51.39,51.39,51.39,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2018-02-25,51.42,51.42,51.42,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2018-03-04,51.34,51.34,51.34,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2018-03-11,51.43,51.43,51.43,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.42,51.42,51.42,0.0,0.0
2018-03-18,51.44,51.44,51.44,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.48,51.48,51.48,0.0,0.0
2018-03-25,51.58,51.58,51.58,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2018-04-01,51.53,51.53,51.53,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2018-04-08,51.41,51.41,51.41,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2018-04-15,51.27,51.27,51.27,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2018-04-22,51.17,51.17,51.17,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2018-04-29,51.22,51.22,51.22,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2018-05-06,51.16,51.16,51.16,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2018-05-13,50.91,50.91,50.91,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2018-05-20,51.22,51.22,51.22,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2018-05-27,51.25,51.25,51.25,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.18,51.18,51.18,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2018-06-03,51.15,51.15,51.15,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2018-06-10,51.21,51.21,51.21,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2018-06-17,51.25,51.25,51.25,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2018-06-24,51.38,51.38,51.38,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2018-07-01,51.4,51.4,51.4,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2018-07-08,51.41,51.41,51.41,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.44,51.44,51.44,0.0,0.0
2018-07-15,51.44,51.44,51.44,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2018-07-22,51.25,51.25,51.25,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2018-07-29,51.16,51.16,51.16,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2018-08-05,51.34,51.34,51.34,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.35,51.35,51.35,0.0,0.0
2018-08-12,51.37,51.37,51.37,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2018-08-19,51.41,51.41,51.41,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.47,51.47,51.47,0.0,0.0
2018-08-26,51.43,51.43,51.43,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.43,51.43,51.43,0.0,0.0
