Date,Vanguard Mortgage-Backed SecuritiesEtf_Open_average,Vanguard Mortgage-Backed SecuritiesEtf_Open_max,Vanguard Mortgage-Backed SecuritiesEtf_Open_min,Vanguard Mortgage-Backed SecuritiesEtf_Open_volatility,Vanguard Mortgage-Backed SecuritiesEtf_Open_change,Vanguard Mortgage-Backed SecuritiesEtf_High_average,Vanguard Mortgage-Backed SecuritiesEtf_High_max,Vanguard Mortgage-Backed SecuritiesEtf_High_min,Vanguard Mortgage-Backed SecuritiesEtf_High_volatility,Vanguard Mortgage-Backed SecuritiesEtf_High_change,Vanguard Mortgage-Backed SecuritiesEtf_Low_average,Vanguard Mortgage-Backed SecuritiesEtf_Low_max,Vanguard Mortgage-Backed SecuritiesEtf_Low_min,Vanguard Mortgage-Backed SecuritiesEtf_Low_volatility,Vanguard Mortgage-Backed SecuritiesEtf_Low_change,Vanguard Mortgage-Backed SecuritiesEtf_Close_average,Vanguard Mortgage-Backed SecuritiesEtf_Close_max,Vanguard Mortgage-Backed SecuritiesEtf_Close_min,Vanguard Mortgage-Backed SecuritiesEtf_Close_volatility,Vanguard Mortgage-Backed SecuritiesEtf_Close_change
2018-09-02,51.21,51.21,51.21,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2018-09-09,51.09,51.09,51.09,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.06,51.06,51.06,0.0,0.0
2018-09-16,50.86,50.86,50.86,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2018-09-23,51.01,51.01,51.01,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2018-09-30,50.47,50.47,50.47,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2018-10-07,50.59,50.59,50.59,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2018-10-14,50.5,50.5,50.5,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2018-10-21,50.72,50.72,50.72,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2018-10-28,50.39,50.39,50.39,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2018-11-04,50.23,50.23,50.23,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2018-11-11,50.6,50.6,50.6,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2018-11-18,50.67,50.67,50.67,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2018-11-25,50.91,50.91,50.91,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2018-12-02,51.02,51.02,51.02,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2018-12-09,51.13,51.13,51.13,0.0,0.0,51.18,51.18,51.18,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2018-12-16,51.38,51.38,51.38,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2018-12-23,51.26,51.26,51.26,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2018-12-30,51.68,51.68,51.68,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.59,51.59,51.59,0.0,0.0
2019-01-06,51.61,51.61,51.61,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.59,51.59,51.59,0.0,0.0
2019-01-13,51.49,51.49,51.49,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.44,51.44,51.44,0.0,0.0
2019-01-20,51.54,51.54,51.54,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2019-01-27,51.75,51.75,51.75,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2019-02-03,51.73,51.73,51.73,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.77,51.77,51.77,0.0,0.0
2019-02-10,51.71,51.71,51.71,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2019-02-17,51.79,51.79,51.79,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2019-02-24,51.57,51.57,51.57,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2019-03-03,51.78,51.78,51.78,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2019-03-10,51.92,51.92,51.92,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2019-03-17,52.21,52.21,52.21,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2019-03-24,52.34,52.34,52.34,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2019-03-31,52.05,52.05,52.05,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2019-04-07,52.08,52.08,52.08,0.0,0.0,52.09,52.09,52.09,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2019-04-14,51.98,51.98,51.98,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2019-04-21,52.18,52.18,52.18,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2019-04-28,52.07,52.07,52.07,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.07,52.07,52.07,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2019-05-05,52.15,52.15,52.15,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2019-05-12,52.27,52.27,52.27,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2019-05-19,52.36,52.36,52.36,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.31,52.31,52.31,0.0,0.0
2019-05-26,52.56,52.56,52.56,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.61,52.61,52.61,0.0,0.0
2019-06-02,52.6,52.6,52.6,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.62,52.62,52.62,0.0,0.0
2019-06-09,52.57,52.57,52.57,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.56,52.56,52.56,0.0,0.0
2019-06-16,52.74,52.74,52.74,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.71,52.71,52.71,0.0,0.0
2019-06-23,52.82,52.82,52.82,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.83,52.83,52.83,0.0,0.0
2019-06-30,52.77,52.77,52.77,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.79,52.79,52.79,0.0,0.0
2019-07-07,52.71,52.71,52.71,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2019-07-14,52.86,52.86,52.86,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.89,52.89,52.89,0.0,0.0
2019-07-21,52.92,52.92,52.92,0.0,0.0,52.92,52.92,52.92,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.89,52.89,52.89,0.0,0.0
2019-07-28,53.02,53.02,53.02,0.0,0.0,53.04,53.04,53.04,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2019-08-04,53.07,53.07,53.07,0.0,0.0,53.07,53.07,53.07,0.0,0.0,52.96,52.96,52.96,0.0,0.0,52.98,52.98,52.98,0.0,0.0
2019-08-11,53.07,53.07,53.07,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.02,53.02,53.02,0.0,0.0,53.08,53.08,53.08,0.0,0.0
2019-08-18,53.12,53.12,53.12,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2019-08-25,53.21,53.21,53.21,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.31,53.31,53.31,0.0,0.0
2019-09-01,53.25,53.25,53.25,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2019-09-08,53.04,53.04,53.04,0.0,0.0,53.05,53.05,53.05,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.96,52.96,52.96,0.0,0.0
2019-09-15,53.12,53.12,53.12,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.11,53.11,53.11,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2019-09-22,53.16,53.16,53.16,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.21,53.21,53.21,0.0,0.0
2019-09-29,53.31,53.31,53.31,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.35,53.35,53.35,0.0,0.0
2019-10-06,53.14,53.14,53.14,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.13,53.13,53.13,0.0,0.0
2019-10-13,53.15,53.15,53.15,0.0,0.0,53.16,53.16,53.16,0.0,0.0,53.11,53.11,53.11,0.0,0.0,53.16,53.16,53.16,0.0,0.0
2019-10-20,53.18,53.18,53.18,0.0,0.0,53.19,53.19,53.19,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.14,53.14,53.14,0.0,0.0
2019-10-27,53.21,53.21,53.21,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.19,53.19,53.19,0.0,0.0
2019-11-03,53.11,53.11,53.11,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2019-11-10,53.2,53.2,53.2,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2019-11-17,53.27,53.27,53.27,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2019-11-24,53.27,53.27,53.27,0.0,0.0,53.27,53.27,53.27,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2019-12-01,53.18,53.18,53.18,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2019-12-08,53.17,53.17,53.17,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2019-12-15,53.17,53.17,53.17,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.16,53.16,53.16,0.0,0.0,53.21,53.21,53.21,0.0,0.0
2019-12-22,53.11,53.11,53.11,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2019-12-29,53.26,53.26,53.26,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.3,53.3,53.3,0.0,0.0
