Date,Hartford Multifactor Low Volatility US Equity_Open_average,Hartford Multifactor Low Volatility US Equity_Open_max,Hartford Multifactor Low Volatility US Equity_Open_min,Hartford Multifactor Low Volatility US Equity_Open_volatility,Hartford Multifactor Low Volatility US Equity_Open_change,Hartford Multifactor Low Volatility US Equity_High_average,Hartford Multifactor Low Volatility US Equity_High_max,Hartford Multifactor Low Volatility US Equity_High_min,Hartford Multifactor Low Volatility US Equity_High_volatility,Hartford Multifactor Low Volatility US Equity_High_change,Hartford Multifactor Low Volatility US Equity_Low_average,Hartford Multifactor Low Volatility US Equity_Low_max,Hartford Multifactor Low Volatility US Equity_Low_min,Hartford Multifactor Low Volatility US Equity_Low_volatility,Hartford Multifactor Low Volatility US Equity_Low_change,Hartford Multifactor Low Volatility US Equity_Close_average,Hartford Multifactor Low Volatility US Equity_Close_max,Hartford Multifactor Low Volatility US Equity_Close_min,Hartford Multifactor Low Volatility US Equity_Close_volatility,Hartford Multifactor Low Volatility US Equity_Close_change
2018-03-25,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2018-04-01,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2018-04-08,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2018-04-15,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2018-04-22,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2018-04-29,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2018-05-06,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2018-05-13,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2018-05-20,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2018-05-27,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2018-06-03,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2018-06-10,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2018-06-17,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2018-06-24,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2018-07-01,27.93,27.93,27.93,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2018-07-08,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2018-07-15,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2018-07-22,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2018-07-29,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2018-08-05,28.07,28.07,28.07,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2018-08-12,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2018-08-19,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2018-08-26,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2018-09-02,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2018-09-09,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2018-09-16,29.09,29.09,29.09,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2018-09-23,29.43,29.43,29.43,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.43,29.43,29.43,0.0,0.0
2018-09-30,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2018-10-07,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2018-10-14,27.48,27.48,27.48,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2018-10-21,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2018-10-28,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2018-11-04,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2018-11-11,27.67,27.67,27.67,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2018-11-18,27.0,27.0,27.0,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2018-11-25,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2018-12-02,27.22,27.22,27.22,0.0,0.0,27.24,27.24,27.24,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2018-12-09,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2018-12-16,25.53,25.53,25.53,0.0,0.0,25.56,25.56,25.56,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2018-12-23,25.39,25.39,25.39,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-12-30,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2019-01-06,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2019-01-13,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2019-01-20,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-01-27,27.27,27.27,27.27,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2019-02-03,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2019-02-10,28.07,28.07,28.07,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2019-02-17,28.33,28.33,28.33,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2019-02-24,28.34,28.34,28.34,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2019-03-03,27.87,27.87,27.87,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2019-03-10,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-03-17,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2019-03-24,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2019-03-31,29.0,29.0,29.0,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2019-04-07,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2019-04-14,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2019-04-21,29.43,29.43,29.43,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2019-04-28,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2019-05-05,28.77,28.77,28.77,0.0,0.0,29.16,29.16,29.16,0.0,0.0,28.77,28.77,28.77,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2019-05-12,29.23,29.23,29.23,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2019-05-19,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2019-05-26,28.6,28.6,28.6,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2019-06-02,29.87,29.87,29.87,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2019-06-09,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2019-06-16,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2019-06-23,29.96,29.96,29.96,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.96,29.96,29.96,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2019-06-30,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2019-07-07,30.71,30.71,30.71,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2019-07-14,30.52,30.52,30.52,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2019-07-21,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2019-07-28,30.34,30.34,30.34,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2019-08-04,30.51,30.51,30.51,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2019-08-11,30.45,30.45,30.45,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2019-08-18,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2019-08-25,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2019-09-01,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2019-09-08,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2019-09-15,31.06,31.06,31.06,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2019-09-22,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2019-09-29,30.55,30.55,30.55,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2019-10-06,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2019-10-13,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2019-10-20,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2019-10-27,31.06,31.06,31.06,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2019-11-03,31.18,31.18,31.18,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2019-11-10,31.36,31.36,31.36,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2019-11-17,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2019-11-24,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2019-12-01,31.64,31.64,31.64,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2019-12-08,31.71,31.71,31.71,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2019-12-15,31.88,31.88,31.88,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2019-12-22,31.93,31.93,31.93,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2019-12-29,31.87,31.87,31.87,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.87,31.87,31.87,0.0,0.0
