Date,CCI_Open_average,CCI_Open_max,CCI_Open_min,CCI_Open_volatility,CCI_Open_change,CCI_High_average,CCI_High_max,CCI_High_min,CCI_High_volatility,CCI_High_change,CCI_Low_average,CCI_Low_max,CCI_Low_min,CCI_Low_volatility,CCI_Low_change,CCI_Close_average,CCI_Close_max,CCI_Close_min,CCI_Close_volatility,CCI_Close_change,CCI_Volume_average,CCI_Volume_max,CCI_Volume_min,CCI_Volume_volatility,CCI_Volume_change
2018-01-14,105.768,107.5,103.98,3.519999999999996,3.519999999999996,107.22,108.37,106.32,2.0500000000000114,1.6000000000000085,105.36,106.89,103.98,2.9099999999999966,2.9099999999999966,106.622,108.3,105.32,2.980000000000004,2.980000000000004,2645967,2868067,2062459,805608,-6988
2018-01-21,109.92999999999999,110.52,108.92,1.5999999999999943,1.5999999999999943,110.718,111.15,110.22,0.9300000000000068,0.710000000000008,108.516,109.35,107.16,2.1899999999999977,0.35999999999999943,109.798,110.63,108.61,2.019999999999996,-0.5,3263228,4370710,2405721,1964989,218106
2018-01-28,111.246,112.91,109.02,3.8900000000000006,2.530000000000001,112.876,114.47,110.41,4.060000000000002,2.510000000000005,110.44,112.33,108.66,3.6700000000000017,1.230000000000004,111.696,113.07,110.03,3.039999999999992,0.480000000000004,2720189,3168653,1809706,1358947,-101395
2018-02-04,106.902,109.06,104.15,4.909999999999997,-4.560000000000002,107.956,110.29,104.75,5.540000000000006,-4.63000000000001,104.626,107.82,100.76,7.059999999999988,-3.1000000000000085,106.016,108.75,103.81,4.939999999999998,-3.4399999999999977,3783918,4553823,2978747,1575076,-1228545
2018-02-11,106.09,107.53,105.13,2.4000000000000057,2.4000000000000057,107.77250000000001,110.09,106.26,3.8299999999999983,3.3400000000000034,105.22,107.53,104.01,3.519999999999996,2.8100000000000023,107.12,109.12,105.36,3.760000000000005,2.760000000000005,2559962,2917804,1879166,1038638,889859
2018-02-18,108.856,110.57,107.39,3.1799999999999926,1.7999999999999972,110.098,111.56,109.26,2.299999999999997,1.8400000000000034,108.09,109.85,106.74,3.1099999999999994,1.3299999999999983,109.16,111.54,106.79,4.75,2.970000000000013,2123052,2480883,1670641,810242,-810242
2018-02-25,107.858,111.41,104.02,7.390000000000001,-7.390000000000001,109.218,112.13,105.69,6.439999999999998,-3.7900000000000063,106.324,109.93,103.65,6.280000000000001,-4.579999999999998,107.754,110.36,104.56,5.799999999999997,-2.6400000000000006,3938583,6252305,2935853,3316452,-342186
2018-03-04,108.908,110.77,106.93,3.839999999999989,3.1599999999999966,110.134,112.04,108.1,3.940000000000012,3.1099999999999994,108.61,110.77,106.93,3.839999999999989,3.4299999999999926,109.59,111.39,107.6,3.7900000000000063,3.6599999999999966,3199961,4080658,2197670,1882988,1116229
2018-03-11,110.486,111.81,108.98,2.8299999999999983,-2.319999999999993,111.038,112.34,109.06,3.280000000000001,-3.0999999999999943,109.482,111.43,107.4,4.030000000000001,-3.719999999999999,110.124,112.08,108.19,3.8900000000000006,-3.469999999999999,3227735,5239619,2415478,2824141,-484040
2018-03-18,109.02,110.53,107.28,3.25,2.180000000000007,110.43,111.53,109.51,2.019999999999996,1.5,108.46,110.08,107.14,2.9399999999999977,1.7600000000000051,109.28,111.33,107.59,3.739999999999995,2.4599999999999937,3246934,4929707,1819675,3110032,-967378
2018-03-25,110.705,111.43,109.59,1.8400000000000034,-1.8400000000000034,111.62,112.32,110.44,1.8799999999999955,-1.8100000000000023,109.5025,110.72,108.07,2.6500000000000057,-2.1700000000000017,109.99,110.88,108.8,2.0799999999999983,-1.8700000000000045,2606412,3418254,2014051,1404203,474306
2018-04-01,108.602,109.85,106.94,2.9099999999999966,-0.8799999999999955,109.798,110.33,109.12,1.2099999999999937,0.8400000000000034,107.54599999999999,108.52,106.47,2.049999999999997,1.4500000000000028,108.594,109.8,107.39,2.4099999999999966,1.4699999999999989,2878506,3879800,2273304,1606496,-1461588
2018-04-08,105.242,109.48,102.87,6.609999999999999,-5.180000000000007,106.308,109.83,105.01,4.819999999999993,-4.769999999999996,102.844,103.71,101.69,2.019999999999996,2.019999999999996,104.09,104.86,103.64,1.2199999999999989,0.6899999999999977,2761286,5920034,1393207,4526827,-4181168
2018-04-15,104.432,105.99,102.87,3.1199999999999903,-1.6400000000000006,106.004,107.52,104.85,2.6700000000000017,-2.030000000000001,103.342,105.45,101.52,3.930000000000007,-1.3499999999999943,104.58800000000001,106.59,102.62,3.969999999999999,-1.1899999999999977,3135030,4308821,2084529,2224292,-42463
2018-04-22,103.702,105.4,99.99,5.410000000000011,-5.410000000000011,104.914,106.41,103.12,3.289999999999992,-2.6299999999999955,102.706,104.79,98.85,5.940000000000012,-5.940000000000012,103.566,105.35,100.87,4.47999999999999,-4.47999999999999,4089131,6689277,2095851,4593426,2822662
