Date,Vanguard Large-Cap_Open_average,Vanguard Large-Cap_Open_max,Vanguard Large-Cap_Open_min,Vanguard Large-Cap_Open_volatility,Vanguard Large-Cap_Open_change,Vanguard Large-Cap_High_average,Vanguard Large-Cap_High_max,Vanguard Large-Cap_High_min,Vanguard Large-Cap_High_volatility,Vanguard Large-Cap_High_change,Vanguard Large-Cap_Low_average,Vanguard Large-Cap_Low_max,Vanguard Large-Cap_Low_min,Vanguard Large-Cap_Low_volatility,Vanguard Large-Cap_Low_change,Vanguard Large-Cap_Close_average,Vanguard Large-Cap_Close_max,Vanguard Large-Cap_Close_min,Vanguard Large-Cap_Close_volatility,Vanguard Large-Cap_Close_change
2018-03-25,120.76,120.76,120.76,0.0,0.0,120.95,120.95,120.95,0.0,0.0,117.14,117.14,117.14,0.0,0.0,118.37,118.37,118.37,0.0,0.0
2018-04-01,120.28,120.28,120.28,0.0,0.0,121.77,121.77,121.77,0.0,0.0,119.8,119.8,119.8,0.0,0.0,119.95,119.95,119.95,0.0,0.0
2018-04-08,122.76,122.76,122.76,0.0,0.0,123.3,123.3,123.3,0.0,0.0,122.34,122.34,122.34,0.0,0.0,122.9,122.9,122.9,0.0,0.0
2018-04-15,122.99,122.99,122.99,0.0,0.0,123.25,123.25,123.25,0.0,0.0,122.12,122.12,122.12,0.0,0.0,122.64,122.64,122.64,0.0,0.0
2018-04-22,122.82,122.82,122.82,0.0,0.0,123.18,123.18,123.18,0.0,0.0,121.59,121.59,121.59,0.0,0.0,121.59,121.59,121.59,0.0,0.0
2018-04-29,122.73,122.73,122.73,0.0,0.0,123.22,123.22,123.22,0.0,0.0,122.44,122.44,122.44,0.0,0.0,122.75,122.75,122.75,0.0,0.0
2018-05-06,125.68,125.68,125.68,0.0,0.0,125.99,125.99,125.99,0.0,0.0,125.22,125.22,125.22,0.0,0.0,125.43,125.43,125.43,0.0,0.0
2018-05-13,125.49,125.49,125.49,0.0,0.0,125.95,125.95,125.95,0.0,0.0,125.39,125.39,125.39,0.0,0.0,125.68,125.68,125.68,0.0,0.0
2018-05-20,125.11,125.11,125.11,0.0,0.0,125.42,125.42,125.42,0.0,0.0,124.86,124.86,124.86,0.0,0.0,125.2,125.2,125.2,0.0,0.0
2018-05-27,126.22,126.22,126.22,0.0,0.0,126.53,126.53,126.53,0.0,0.0,126.15,126.15,126.15,0.0,0.0,126.45,126.45,126.45,0.0,0.0
2018-06-03,128.01,128.01,128.01,0.0,0.0,128.5,128.5,128.5,0.0,0.0,128.01,128.01,128.01,0.0,0.0,128.12,128.12,128.12,0.0,0.0
2018-06-10,127.35,127.35,127.35,0.0,0.0,127.97,127.97,127.97,0.0,0.0,127.12,127.12,127.12,0.0,0.0,127.92,127.92,127.92,0.0,0.0
2018-06-17,125.95,125.95,125.95,0.0,0.0,125.95,125.95,125.95,0.0,0.0,123.85,123.85,123.85,0.0,0.0,124.72,124.72,124.72,0.0,0.0
2018-06-24,124.0,124.0,124.0,0.0,0.0,125.15,125.15,125.15,0.0,0.0,123.88,123.88,123.88,0.0,0.0,125.11,125.11,125.11,0.0,0.0
2018-07-01,127.24,127.24,127.24,0.0,0.0,127.84,127.84,127.84,0.0,0.0,127.23,127.23,127.23,0.0,0.0,127.84,127.84,127.84,0.0,0.0
2018-07-08,128.7,128.7,128.7,0.0,0.0,128.7,128.7,128.7,0.0,0.0,128.29,128.29,128.29,0.0,0.0,128.52,128.52,128.52,0.0,0.0
2018-07-15,128.56,128.56,128.56,0.0,0.0,129.0,129.0,129.0,0.0,0.0,128.43,128.43,128.43,0.0,0.0,128.93,128.93,128.93,0.0,0.0
2018-07-22,129.42,129.42,129.42,0.0,0.0,129.49,129.49,129.49,0.0,0.0,128.43,128.43,128.43,0.0,0.0,128.64,128.64,128.64,0.0,0.0
2018-07-29,130.38,130.38,130.38,0.0,0.0,131.03,131.03,131.03,0.0,0.0,130.25,130.25,130.25,0.0,0.0,130.87,130.87,130.87,0.0,0.0
2018-08-05,130.4,130.4,130.4,0.0,0.0,130.69,130.69,130.69,0.0,0.0,129.66,129.66,129.66,0.0,0.0,129.73,129.73,129.73,0.0,0.0
2018-08-12,131.28,131.28,131.28,0.0,0.0,131.47,131.47,131.47,0.0,0.0,131.06,131.06,131.06,0.0,0.0,131.37,131.37,131.37,0.0,0.0
2018-08-19,132.8,132.8,132.8,0.0,0.0,133.29,133.29,133.29,0.0,0.0,132.8,132.8,132.8,0.0,0.0,133.23,133.23,133.23,0.0,0.0
2018-08-26,133.2,133.2,133.2,0.0,0.0,133.68,133.68,133.68,0.0,0.0,133.06,133.06,133.06,0.0,0.0,133.48,133.48,133.48,0.0,0.0
2018-09-02,132.72,132.72,132.72,0.0,0.0,132.75,132.75,132.75,0.0,0.0,132.38,132.38,132.38,0.0,0.0,132.45,132.45,132.45,0.0,0.0
2018-09-09,133.7,133.7,133.7,0.0,0.0,133.7,133.7,133.7,0.0,0.0,132.9,132.9,132.9,0.0,0.0,133.03,133.03,133.03,0.0,0.0
2018-09-16,134.5,134.5,134.5,0.0,0.0,134.57,134.57,134.57,0.0,0.0,134.1,134.1,134.1,0.0,0.0,134.38,134.38,134.38,0.0,0.0
2018-09-23,134.19,134.19,134.19,0.0,0.0,134.54,134.54,134.54,0.0,0.0,133.68,133.68,133.68,0.0,0.0,133.96,133.96,133.96,0.0,0.0
2018-09-30,131.83,131.83,131.83,0.0,0.0,132.29,132.29,132.29,0.0,0.0,131.05,131.05,131.05,0.0,0.0,132.08,132.08,132.08,0.0,0.0
2018-10-07,126.47,126.47,126.47,0.0,0.0,127.14,127.14,127.14,0.0,0.0,125.93,125.93,125.93,0.0,0.0,126.02,126.02,126.02,0.0,0.0
2018-10-14,127.09,127.09,127.09,0.0,0.0,127.21,127.21,127.21,0.0,0.0,125.91,125.91,125.91,0.0,0.0,126.21,126.21,126.21,0.0,0.0
2018-10-21,123.35,123.35,123.35,0.0,0.0,124.0,124.0,124.0,0.0,0.0,119.25,119.25,119.25,0.0,0.0,120.98,120.98,120.98,0.0,0.0
2018-10-28,125.1,125.1,125.1,0.0,0.0,125.82,125.82,125.82,0.0,0.0,124.62,124.62,124.62,0.0,0.0,125.52,125.52,125.52,0.0,0.0
2018-11-04,127.24,127.24,127.24,0.0,0.0,127.29,127.29,127.29,0.0,0.0,124.83,124.83,124.83,0.0,0.0,125.06,125.06,125.06,0.0,0.0
2018-11-11,125.37,125.37,125.37,0.0,0.0,125.47,125.47,125.47,0.0,0.0,123.04,123.04,123.04,0.0,0.0,123.48,123.48,123.48,0.0,0.0
2018-11-18,122.08,122.08,122.08,0.0,0.0,122.86,122.86,122.86,0.0,0.0,121.87,121.87,121.87,0.0,0.0,122.81,122.81,122.81,0.0,0.0
2018-11-25,128.7,128.7,128.7,0.0,0.0,128.77,128.77,128.77,0.0,0.0,127.51,127.51,127.51,0.0,0.0,128.28,128.28,128.28,0.0,0.0
2018-12-02,120.97,120.97,120.97,0.0,0.0,121.76,121.76,121.76,0.0,0.0,118.88,118.88,118.88,0.0,0.0,121.3,121.3,121.3,0.0,0.0
2018-12-09,119.12,119.12,119.12,0.0,0.0,119.65,119.65,119.65,0.0,0.0,116.39,116.39,116.39,0.0,0.0,117.11,117.11,117.11,0.0,0.0
2018-12-16,109.73,109.73,109.73,0.0,0.0,110.22,110.22,110.22,0.0,0.0,107.58,107.58,107.58,0.0,0.0,107.63,107.63,107.63,0.0,0.0
2018-12-23,114.59,114.59,114.59,0.0,0.0,114.88,114.88,114.88,0.0,0.0,113.68,113.68,113.68,0.0,0.0,114.86,114.86,114.86,0.0,0.0
2018-12-30,116.08,116.08,116.08,0.0,0.0,117.59,117.59,117.59,0.0,0.0,115.66,115.66,115.66,0.0,0.0,116.82,116.82,116.82,0.0,0.0
2019-01-06,118.02,118.02,118.02,0.0,0.0,118.69,118.69,118.69,0.0,0.0,117.86,117.86,117.86,0.0,0.0,118.3,118.3,118.3,0.0,0.0
2019-01-13,121.84,121.84,121.84,0.0,0.0,122.69,122.69,122.69,0.0,0.0,121.38,121.38,121.38,0.0,0.0,122.44,122.44,122.44,0.0,0.0
2019-01-20,121.1,121.1,121.1,0.0,0.0,121.27,121.27,121.27,0.0,0.0,120.38,120.38,120.38,0.0,0.0,121.27,121.27,121.27,0.0,0.0
2019-01-27,124.22,124.22,124.22,0.0,0.0,125.07,125.07,125.07,0.0,0.0,123.92,123.92,123.92,0.0,0.0,125.07,125.07,125.07,0.0,0.0
2019-02-03,124.76,124.76,124.76,0.0,0.0,124.87,124.87,124.87,0.0,0.0,124.25,124.25,124.25,0.0,0.0,124.52,124.52,124.52,0.0,0.0
2019-02-10,127.09,127.09,127.09,0.0,0.0,127.61,127.61,127.61,0.0,0.0,127.0,127.0,127.0,0.0,0.0,127.6,127.6,127.6,0.0,0.0
2019-02-17,129.11,129.11,129.11,0.0,0.0,129.38,129.38,129.38,0.0,0.0,128.55,128.55,128.55,0.0,0.0,128.58,128.58,128.58,0.0,0.0
2019-02-24,129.53,129.53,129.53,0.0,0.0,129.68,129.68,129.68,0.0,0.0,127.33,127.33,127.33,0.0,0.0,128.52,128.52,128.52,0.0,0.0
2019-03-03,126.61,126.61,126.61,0.0,0.0,128.13,128.13,128.13,0.0,0.0,126.55,126.55,126.55,0.0,0.0,128.1,128.1,128.1,0.0,0.0
2019-03-10,130.04,130.04,130.04,0.0,0.0,130.57,130.57,130.57,0.0,0.0,129.93,129.93,129.93,0.0,0.0,130.45,130.45,130.45,0.0,0.0
2019-03-17,128.76,128.76,128.76,0.0,0.0,129.38,129.38,129.38,0.0,0.0,128.25,128.25,128.25,0.0,0.0,128.84,128.84,128.84,0.0,0.0
2019-03-24,130.73,130.73,130.73,0.0,0.0,131.38,131.38,131.38,0.0,0.0,130.38,130.38,130.38,0.0,0.0,131.28,131.28,131.28,0.0,0.0
2019-03-31,132.24,132.24,132.24,0.0,0.0,132.61,132.61,132.61,0.0,0.0,131.88,131.88,131.88,0.0,0.0,132.59,132.59,132.59,0.0,0.0
2019-04-07,133.3,133.3,133.3,0.0,0.0,133.39,133.39,133.39,0.0,0.0,132.76,132.76,132.76,0.0,0.0,133.2,133.2,133.2,0.0,0.0
2019-04-14,132.71,132.71,132.71,0.0,0.0,133.29,133.29,133.29,0.0,0.0,132.7,132.7,132.7,0.0,0.0,133.26,133.26,133.26,0.0,0.0
2019-04-21,134.75,134.75,134.75,0.0,0.0,135.21,135.21,135.21,0.0,0.0,134.71,134.71,134.71,0.0,0.0,134.94,134.94,134.94,0.0,0.0
2019-04-28,132.81,132.81,132.81,0.0,0.0,134.68,134.68,134.68,0.0,0.0,132.7,132.7,132.7,0.0,0.0,134.48,134.48,134.48,0.0,0.0
2019-05-05,129.73,129.73,129.73,0.0,0.0,130.22,130.22,130.22,0.0,0.0,128.56,128.56,128.56,0.0,0.0,128.98,128.98,128.98,0.0,0.0
2019-05-12,130.5,130.5,130.5,0.0,0.0,131.09,131.09,131.09,0.0,0.0,130.07,130.07,130.07,0.0,0.0,130.48,130.48,130.48,0.0,0.0
2019-05-19,130.29,130.29,130.29,0.0,0.0,130.51,130.51,130.51,0.0,0.0,129.6,129.6,129.6,0.0,0.0,129.87,129.87,129.87,0.0,0.0
2019-05-26,126.45,126.45,126.45,0.0,0.0,126.97,126.97,126.97,0.0,0.0,125.4,125.4,125.4,0.0,0.0,126.05,126.05,126.05,0.0,0.0
2019-06-02,132.9,132.9,132.9,0.0,0.0,133.58,133.58,133.58,0.0,0.0,132.75,132.75,132.75,0.0,0.0,132.76,132.76,132.76,0.0,0.0
2019-06-09,132.96,132.96,132.96,0.0,0.0,133.31,133.31,133.31,0.0,0.0,132.87,132.87,132.87,0.0,0.0,132.93,132.93,132.93,0.0,0.0
2019-06-16,135.81,135.81,135.81,0.0,0.0,135.91,135.91,135.91,0.0,0.0,135.45,135.45,135.45,0.0,0.0,135.47,135.47,135.47,0.0,0.0
2019-06-23,136.33,136.33,136.33,0.0,0.0,136.48,136.48,136.48,0.0,0.0,135.24,135.24,135.24,0.0,0.0,135.82,135.82,135.82,0.0,0.0
2019-06-30,136.47,136.47,136.47,0.0,0.0,136.57,136.57,136.57,0.0,0.0,136.13,136.13,136.13,0.0,0.0,136.38,136.38,136.38,0.0,0.0
2019-07-07,138.46,138.46,138.46,0.0,0.0,138.46,138.46,138.46,0.0,0.0,138.01,138.01,138.01,0.0,0.0,138.28,138.28,138.28,0.0,0.0
2019-07-14,136.85,136.85,136.85,0.0,0.0,137.21,137.21,137.21,0.0,0.0,136.61,136.61,136.61,0.0,0.0,136.99,136.99,136.99,0.0,0.0
2019-07-21,138.78,138.78,138.78,0.0,0.0,138.78,138.78,138.78,0.0,0.0,138.3,138.3,138.3,0.0,0.0,138.59,138.59,138.59,0.0,0.0
2019-07-28,132.37,132.37,132.37,0.0,0.0,132.39,132.39,132.39,0.0,0.0,129.47,129.47,129.47,0.0,0.0,130.46,130.46,130.46,0.0,0.0
2019-08-04,133.31,133.31,133.31,0.0,0.0,133.49,133.49,133.49,0.0,0.0,131.97,131.97,131.97,0.0,0.0,132.43,132.43,132.43,0.0,0.0
2019-08-11,134.28,134.28,134.28,0.0,0.0,134.63,134.63,134.63,0.0,0.0,133.84,133.84,133.84,0.0,0.0,134.26,134.26,134.26,0.0,0.0
2019-08-18,132.06,132.06,132.06,0.0,0.0,132.31,132.31,132.31,0.0,0.0,131.29,131.29,131.29,0.0,0.0,132.31,132.31,132.31,0.0,0.0
2019-08-25,135.13,135.13,135.13,0.0,0.0,135.19,135.19,135.19,0.0,0.0,133.87,133.87,133.87,0.0,0.0,134.34,134.34,134.34,0.0,0.0
2019-09-01,137.37,137.37,137.37,0.0,0.0,137.37,137.37,137.37,0.0,0.0,136.48,136.48,136.48,0.0,0.0,136.85,136.85,136.85,0.0,0.0
2019-09-08,137.1,137.1,137.1,0.0,0.0,137.44,137.44,137.44,0.0,0.0,136.8,136.8,136.8,0.0,0.0,137.29,137.29,137.29,0.0,0.0
2019-09-15,136.62,136.62,136.62,0.0,0.0,137.37,137.37,137.37,0.0,0.0,136.62,136.62,136.62,0.0,0.0,137.08,137.08,137.08,0.0,0.0
2019-09-22,135.91,135.91,135.91,0.0,0.0,136.61,136.61,136.61,0.0,0.0,135.91,135.91,135.91,0.0,0.0,136.33,136.33,136.33,0.0,0.0
2019-09-29,134.89,134.89,134.89,0.0,0.0,135.61,135.61,135.61,0.0,0.0,134.51,134.51,134.51,0.0,0.0,134.69,134.69,134.69,0.0,0.0
2019-10-06,135.91,135.91,135.91,0.0,0.0,136.23,136.23,136.23,0.0,0.0,135.8,135.8,135.8,0.0,0.0,135.95,135.95,135.95,0.0,0.0
2019-10-13,137.5,137.5,137.5,0.0,0.0,137.8,137.8,137.8,0.0,0.0,137.29,137.29,137.29,0.0,0.0,137.78,137.78,137.78,0.0,0.0
2019-10-20,139.16,139.16,139.16,0.0,0.0,139.54,139.54,139.54,0.0,0.0,139.0,139.0,139.0,0.0,0.0,139.37,139.37,139.37,0.0,0.0
2019-10-27,141.42,141.42,141.42,0.0,0.0,141.45,141.45,141.45,0.0,0.0,140.95,140.95,140.95,0.0,0.0,141.14,141.14,141.14,0.0,0.0
2019-11-03,141.23,141.23,141.23,0.0,0.0,141.69,141.69,141.69,0.0,0.0,141.1,141.1,141.1,0.0,0.0,141.62,141.62,141.62,0.0,0.0
2019-11-10,143.08,143.08,143.08,0.0,0.0,143.45,143.45,143.45,0.0,0.0,142.9,142.9,142.9,0.0,0.0,143.3,143.3,143.3,0.0,0.0
2019-11-17,143.42,143.42,143.42,0.0,0.0,144.07,144.07,144.07,0.0,0.0,143.42,143.42,143.42,0.0,0.0,144.03,144.03,144.03,0.0,0.0
2019-11-24,144.62,144.62,144.62,0.0,0.0,144.62,144.62,144.62,0.0,0.0,143.01,143.01,143.01,0.0,0.0,143.23,143.23,143.23,0.0,0.0
2019-12-01,144.5,144.5,144.5,0.0,0.0,144.77,144.77,144.77,0.0,0.0,144.18,144.18,144.18,0.0,0.0,144.18,144.18,144.18,0.0,0.0
2019-12-08,146.58,146.58,146.58,0.0,0.0,147.05,147.05,147.05,0.0,0.0,146.54,146.54,146.54,0.0,0.0,146.74,146.74,146.74,0.0,0.0
2019-12-15,148.52,148.52,148.52,0.0,0.0,148.52,148.52,148.52,0.0,0.0,148.25,148.25,148.25,0.0,0.0,148.31,148.31,148.31,0.0,0.0
2019-12-22,148.39,148.39,148.39,0.0,0.0,148.39,148.39,148.39,0.0,0.0,147.24,147.24,147.24,0.0,0.0,147.44,147.44,147.44,0.0,0.0
2019-12-29,147.57,147.57,147.57,0.0,0.0,148.67,148.67,148.67,0.0,0.0,147.5,147.5,147.5,0.0,0.0,148.12,148.12,148.12,0.0,0.0
