Date,Vanguard Materials_Open_average,Vanguard Materials_Open_max,Vanguard Materials_Open_min,Vanguard Materials_Open_volatility,Vanguard Materials_Open_change,Vanguard Materials_High_average,Vanguard Materials_High_max,Vanguard Materials_High_min,Vanguard Materials_High_volatility,Vanguard Materials_High_change,Vanguard Materials_Low_average,Vanguard Materials_Low_max,Vanguard Materials_Low_min,Vanguard Materials_Low_volatility,Vanguard Materials_Low_change,Vanguard Materials_Close_average,Vanguard Materials_Close_max,Vanguard Materials_Close_min,Vanguard Materials_Close_volatility,Vanguard Materials_Close_change
2018-01-14,142.67,142.67,142.67,0.0,0.0,142.67,142.67,142.67,0.0,0.0,141.89,141.89,141.89,0.0,0.0,142.63,142.63,142.63,0.0,0.0
2018-01-21,144.5,144.5,144.5,0.0,0.0,144.56,144.56,144.56,0.0,0.0,143.1,143.1,143.1,0.0,0.0,143.15,143.15,143.15,0.0,0.0
2018-01-28,135.64,135.64,135.64,0.0,0.0,137.11,137.11,137.11,0.0,0.0,131.45,131.45,131.45,0.0,0.0,131.64,131.64,131.64,0.0,0.0
2018-02-04,132.06,132.06,132.06,0.0,0.0,134.37,134.37,134.37,0.0,0.0,131.69,131.69,131.69,0.0,0.0,133.71,133.71,133.71,0.0,0.0
2018-02-11,136.3,136.3,136.3,0.0,0.0,137.76,137.76,137.76,0.0,0.0,135.72,135.72,135.72,0.0,0.0,136.7,136.7,136.7,0.0,0.0
2018-02-18,138.38,138.38,138.38,0.0,0.0,138.61,138.61,138.61,0.0,0.0,137.18,137.18,137.18,0.0,0.0,138.54,138.54,138.54,0.0,0.0
2018-02-25,132.77,132.77,132.77,0.0,0.0,135.31,135.31,135.31,0.0,0.0,132.46,132.46,132.46,0.0,0.0,134.89,134.89,134.89,0.0,0.0
2018-03-04,138.56,138.56,138.56,0.0,0.0,139.22,139.22,139.22,0.0,0.0,138.0,138.0,138.0,0.0,0.0,138.24,138.24,138.24,0.0,0.0
2018-03-11,133.7,133.7,133.7,0.0,0.0,133.7,133.7,133.7,0.0,0.0,131.21,131.21,131.21,0.0,0.0,132.19,132.19,132.19,0.0,0.0
2018-03-18,128.27,128.27,128.27,0.0,0.0,129.32,129.32,129.32,0.0,0.0,127.09,127.09,127.09,0.0,0.0,129.26,129.26,129.26,0.0,0.0
2018-03-25,128.5,128.5,128.5,0.0,0.0,128.99,128.99,128.99,0.0,0.0,124.99,124.99,124.99,0.0,0.0,125.96,125.96,125.96,0.0,0.0
2018-04-01,128.52,128.52,128.52,0.0,0.0,130.12,130.12,130.12,0.0,0.0,127.81,127.81,127.81,0.0,0.0,128.61,128.61,128.61,0.0,0.0
2018-04-08,132.8,132.8,132.8,0.0,0.0,133.71,133.71,133.71,0.0,0.0,132.21,132.21,132.21,0.0,0.0,133.62,133.62,133.62,0.0,0.0
2018-04-15,133.98,133.98,133.98,0.0,0.0,134.17,134.17,134.17,0.0,0.0,133.3,133.3,133.3,0.0,0.0,133.57,133.57,133.57,0.0,0.0
2018-04-22,131.51,131.51,131.51,0.0,0.0,131.85,131.85,131.85,0.0,0.0,129.38,129.38,129.38,0.0,0.0,129.52,129.52,129.52,0.0,0.0
2018-04-29,131.32,131.32,131.32,0.0,0.0,132.0,132.0,132.0,0.0,0.0,130.88,130.88,130.88,0.0,0.0,131.24,131.24,131.24,0.0,0.0
2018-05-06,133.97,133.97,133.97,0.0,0.0,134.56,134.56,134.56,0.0,0.0,133.43,133.43,133.43,0.0,0.0,133.8,133.8,133.8,0.0,0.0
2018-05-13,136.53,136.53,136.53,0.0,0.0,136.79,136.79,136.79,0.0,0.0,136.15,136.15,136.15,0.0,0.0,136.54,136.54,136.54,0.0,0.0
2018-05-20,134.29,134.29,134.29,0.0,0.0,134.47,134.47,134.47,0.0,0.0,133.7,133.7,133.7,0.0,0.0,134.13,134.13,134.13,0.0,0.0
2018-05-27,134.88,134.88,134.88,0.0,0.0,135.22,135.22,135.22,0.0,0.0,134.67,134.67,134.67,0.0,0.0,134.91,134.91,134.91,0.0,0.0
2018-06-03,137.9,137.9,137.9,0.0,0.0,138.32,138.32,138.32,0.0,0.0,137.53,137.53,137.53,0.0,0.0,138.06,138.06,138.06,0.0,0.0
2018-06-10,135.11,135.11,135.11,0.0,0.0,135.81,135.81,135.81,0.0,0.0,134.85,134.85,134.85,0.0,0.0,135.64,135.64,135.64,0.0,0.0
2018-06-17,132.81,132.81,132.81,0.0,0.0,132.81,132.81,132.81,0.0,0.0,130.27,130.27,130.27,0.0,0.0,131.28,131.28,131.28,0.0,0.0
2018-06-24,130.67,130.67,130.67,0.0,0.0,131.21,131.21,131.21,0.0,0.0,130.09,130.09,130.09,0.0,0.0,131.02,131.02,131.02,0.0,0.0
2018-07-01,133.29,133.29,133.29,0.0,0.0,134.1,134.1,134.1,0.0,0.0,133.29,133.29,133.29,0.0,0.0,134.05,134.05,134.05,0.0,0.0
2018-07-08,133.09,133.09,133.09,0.0,0.0,133.31,133.31,133.31,0.0,0.0,131.6,131.6,131.6,0.0,0.0,131.87,131.87,131.87,0.0,0.0
2018-07-15,132.65,132.65,132.65,0.0,0.0,132.77,132.77,132.77,0.0,0.0,131.84,131.84,131.84,0.0,0.0,132.12,132.12,132.12,0.0,0.0
2018-07-22,134.83,134.83,134.83,0.0,0.0,135.59,135.59,135.59,0.0,0.0,134.19,134.19,134.19,0.0,0.0,134.35,134.35,134.35,0.0,0.0
2018-07-29,133.61,133.61,133.61,0.0,0.0,134.75,134.75,134.75,0.0,0.0,133.32,133.32,133.32,0.0,0.0,134.45,134.45,134.45,0.0,0.0
2018-08-05,133.06,133.06,133.06,0.0,0.0,133.2,133.2,133.2,0.0,0.0,130.94,130.94,130.94,0.0,0.0,131.47,131.47,131.47,0.0,0.0
2018-08-12,132.18,132.18,132.18,0.0,0.0,133.31,133.31,133.31,0.0,0.0,132.18,132.18,132.18,0.0,0.0,132.92,132.92,132.92,0.0,0.0
2018-08-19,134.26,134.26,134.26,0.0,0.0,136.06,136.06,136.06,0.0,0.0,134.26,134.26,134.26,0.0,0.0,135.64,135.64,135.64,0.0,0.0
2018-08-26,134.39,134.39,134.39,0.0,0.0,135.14,135.14,135.14,0.0,0.0,133.91,133.91,133.91,0.0,0.0,134.24,134.24,134.24,0.0,0.0
2018-09-02,133.71,133.71,133.71,0.0,0.0,134.22,134.22,134.22,0.0,0.0,133.4,133.4,133.4,0.0,0.0,133.47,133.47,133.47,0.0,0.0
2018-09-09,134.52,134.52,134.52,0.0,0.0,135.28,135.28,135.28,0.0,0.0,134.35,134.35,134.35,0.0,0.0,134.68,134.68,134.68,0.0,0.0
2018-09-16,136.11,136.11,136.11,0.0,0.0,136.31,136.31,136.31,0.0,0.0,134.56,134.56,134.56,0.0,0.0,134.74,134.74,134.74,0.0,0.0
2018-09-23,131.78,131.78,131.78,0.0,0.0,132.67,132.67,132.67,0.0,0.0,131.75,131.75,131.75,0.0,0.0,132.11,132.11,132.11,0.0,0.0
2018-09-30,129.47,129.47,129.47,0.0,0.0,130.01,130.01,130.01,0.0,0.0,128.96,128.96,128.96,0.0,0.0,129.82,129.82,129.82,0.0,0.0
2018-10-07,121.01,121.01,121.01,0.0,0.0,121.64,121.64,121.64,0.0,0.0,120.72,120.72,120.72,0.0,0.0,120.72,120.72,120.72,0.0,0.0
2018-10-14,120.12,120.12,120.12,0.0,0.0,120.16,120.16,120.16,0.0,0.0,118.29,118.29,118.29,0.0,0.0,118.71,118.71,118.71,0.0,0.0
2018-10-21,115.34,115.34,115.34,0.0,0.0,116.15,116.15,116.15,0.0,0.0,112.28,112.28,112.28,0.0,0.0,113.36,113.36,113.36,0.0,0.0
2018-10-28,120.6,120.6,120.6,0.0,0.0,121.31,121.31,121.31,0.0,0.0,120.29,120.29,120.29,0.0,0.0,121.0,121.0,121.0,0.0,0.0
2018-11-04,121.88,121.88,121.88,0.0,0.0,122.0,122.0,122.0,0.0,0.0,120.13,120.13,120.13,0.0,0.0,120.22,120.22,120.22,0.0,0.0
2018-11-11,122.36,122.36,122.36,0.0,0.0,122.89,122.89,122.89,0.0,0.0,120.48,120.48,120.48,0.0,0.0,120.73,120.73,120.73,0.0,0.0
2018-11-18,119.34,119.34,119.34,0.0,0.0,120.2,120.2,120.2,0.0,0.0,119.0,119.0,119.0,0.0,0.0,119.55,119.55,119.55,0.0,0.0
2018-11-25,123.62,123.62,123.62,0.0,0.0,124.23,124.23,124.23,0.0,0.0,121.57,121.57,121.57,0.0,0.0,122.99,122.99,122.99,0.0,0.0
2018-12-02,114.32,114.32,114.32,0.0,0.0,115.0,115.0,115.0,0.0,0.0,112.46,112.46,112.46,0.0,0.0,114.29,114.29,114.29,0.0,0.0
2018-12-09,111.84,111.84,111.84,0.0,0.0,112.96,112.96,112.96,0.0,0.0,109.37,109.37,109.37,0.0,0.0,110.02,110.02,110.02,0.0,0.0
2018-12-16,105.95,105.95,105.95,0.0,0.0,106.74,106.74,106.74,0.0,0.0,104.02,104.02,104.02,0.0,0.0,104.05,104.05,104.05,0.0,0.0
2018-12-23,110.47,110.47,110.47,0.0,0.0,111.09,111.09,111.09,0.0,0.0,109.56,109.56,109.56,0.0,0.0,110.83,110.83,110.83,0.0,0.0
2018-12-30,112.98,112.98,112.98,0.0,0.0,114.56,114.56,114.56,0.0,0.0,112.17,112.17,112.17,0.0,0.0,113.35,113.35,113.35,0.0,0.0
2019-01-06,114.67,114.67,114.67,0.0,0.0,115.5,115.5,115.5,0.0,0.0,114.48,114.48,114.48,0.0,0.0,114.77,114.77,114.77,0.0,0.0
2019-01-13,117.46,117.46,117.46,0.0,0.0,119.03,119.03,119.03,0.0,0.0,117.23,117.23,117.23,0.0,0.0,118.42,118.42,118.42,0.0,0.0
2019-01-20,116.98,116.98,116.98,0.0,0.0,117.84,117.84,117.84,0.0,0.0,116.9,116.9,116.9,0.0,0.0,117.81,117.81,117.81,0.0,0.0
2019-01-27,119.55,119.55,119.55,0.0,0.0,119.55,119.55,119.55,0.0,0.0,118.75,118.75,118.75,0.0,0.0,119.49,119.49,119.49,0.0,0.0
2019-02-03,118.15,118.15,118.15,0.0,0.0,118.39,118.39,118.39,0.0,0.0,117.57,117.57,117.57,0.0,0.0,118.19,118.19,118.19,0.0,0.0
2019-02-10,121.58,121.58,121.58,0.0,0.0,122.25,122.25,122.25,0.0,0.0,121.3,121.3,121.3,0.0,0.0,122.03,122.03,122.03,0.0,0.0
2019-02-17,125.64,125.64,125.64,0.0,0.0,126.05,126.05,126.05,0.0,0.0,125.36,125.36,125.36,0.0,0.0,125.69,125.69,125.69,0.0,0.0
2019-02-24,123.63,123.63,123.63,0.0,0.0,124.16,124.16,124.16,0.0,0.0,122.09,122.09,122.09,0.0,0.0,123.73,123.73,123.73,0.0,0.0
2019-03-03,122.29,122.29,122.29,0.0,0.0,123.68,123.68,123.68,0.0,0.0,122.28,122.28,122.28,0.0,0.0,123.68,123.68,123.68,0.0,0.0
2019-03-10,123.58,123.58,123.58,0.0,0.0,124.12,124.12,124.12,0.0,0.0,123.0,123.0,123.0,0.0,0.0,123.98,123.98,123.98,0.0,0.0
2019-03-17,120.47,120.47,120.47,0.0,0.0,121.35,121.35,121.35,0.0,0.0,120.14,120.14,120.14,0.0,0.0,120.41,120.41,120.41,0.0,0.0
2019-03-24,124.08,124.08,124.08,0.0,0.0,125.1,125.1,125.1,0.0,0.0,123.97,123.97,123.97,0.0,0.0,124.94,124.94,124.94,0.0,0.0
2019-03-31,128.03,128.03,128.03,0.0,0.0,128.23,128.23,128.23,0.0,0.0,127.37,127.37,127.37,0.0,0.0,128.16,128.16,128.16,0.0,0.0
2019-04-07,128.54,128.54,128.54,0.0,0.0,128.6,128.6,128.6,0.0,0.0,127.8,127.8,127.8,0.0,0.0,128.03,128.03,128.03,0.0,0.0
2019-04-14,127.42,127.42,127.42,0.0,0.0,127.72,127.72,127.72,0.0,0.0,126.81,126.81,126.81,0.0,0.0,126.94,126.94,126.94,0.0,0.0
2019-04-21,126.26,126.26,126.26,0.0,0.0,126.58,126.58,126.58,0.0,0.0,125.88,125.88,125.88,0.0,0.0,126.32,126.32,126.32,0.0,0.0
2019-04-28,123.24,123.24,123.24,0.0,0.0,124.51,124.51,124.51,0.0,0.0,123.01,123.01,123.01,0.0,0.0,124.04,124.04,124.04,0.0,0.0
