Date,Vanguard Materials_Open_average,Vanguard Materials_Open_max,Vanguard Materials_Open_min,Vanguard Materials_Open_volatility,Vanguard Materials_Open_change,Vanguard Materials_High_average,Vanguard Materials_High_max,Vanguard Materials_High_min,Vanguard Materials_High_volatility,Vanguard Materials_High_change,Vanguard Materials_Low_average,Vanguard Materials_Low_max,Vanguard Materials_Low_min,Vanguard Materials_Low_volatility,Vanguard Materials_Low_change,Vanguard Materials_Close_average,Vanguard Materials_Close_max,Vanguard Materials_Close_min,Vanguard Materials_Close_volatility,Vanguard Materials_Close_change
2019-05-05,119.48,119.48,119.48,0.0,0.0,119.84,119.84,119.84,0.0,0.0,118.04,118.04,118.04,0.0,0.0,118.85,118.85,118.85,0.0,0.0
2019-05-12,119.21,119.21,119.21,0.0,0.0,119.46,119.46,119.46,0.0,0.0,118.27,118.27,118.27,0.0,0.0,118.44,118.44,118.44,0.0,0.0
2019-05-19,118.15,118.15,118.15,0.0,0.0,118.3,118.3,118.3,0.0,0.0,117.29,117.29,117.29,0.0,0.0,117.8,117.8,117.8,0.0,0.0
2019-05-26,115.64,115.64,115.64,0.0,0.0,118.49,118.49,118.49,0.0,0.0,115.64,115.64,115.64,0.0,0.0,118.44,118.44,118.44,0.0,0.0
2019-06-02,125.7,125.7,125.7,0.0,0.0,126.02,126.02,126.02,0.0,0.0,125.23,125.23,125.23,0.0,0.0,125.28,125.28,125.28,0.0,0.0
2019-06-09,125.7,125.7,125.7,0.0,0.0,125.7,125.7,125.7,0.0,0.0,124.7,124.7,124.7,0.0,0.0,124.84,124.84,124.84,0.0,0.0
2019-06-16,125.86,125.86,125.86,0.0,0.0,126.39,126.39,126.39,0.0,0.0,125.56,125.56,125.56,0.0,0.0,126.15,126.15,126.15,0.0,0.0
2019-06-23,129.3,129.3,129.3,0.0,0.0,129.3,129.3,129.3,0.0,0.0,128.1,128.1,128.1,0.0,0.0,128.95,128.95,128.95,0.0,0.0
2019-06-30,128.39,128.39,128.39,0.0,0.0,128.72,128.72,128.72,0.0,0.0,127.15,127.15,127.15,0.0,0.0,127.36,127.36,127.36,0.0,0.0
2019-07-07,127.53,127.53,127.53,0.0,0.0,128.09,128.09,128.09,0.0,0.0,127.0,127.0,127.0,0.0,0.0,127.63,127.63,127.63,0.0,0.0
2019-07-14,128.0,128.0,128.0,0.0,0.0,128.1,128.1,128.1,0.0,0.0,127.25,127.25,127.25,0.0,0.0,127.45,127.45,127.45,0.0,0.0
2019-07-21,129.13,129.13,129.13,0.0,0.0,129.21,129.21,129.21,0.0,0.0,128.44,128.44,128.44,0.0,0.0,128.78,128.78,128.78,0.0,0.0
2019-07-28,123.28,123.28,123.28,0.0,0.0,123.5,123.5,123.5,0.0,0.0,121.29,121.29,121.29,0.0,0.0,122.13,122.13,122.13,0.0,0.0
2019-08-04,124.5,124.5,124.5,0.0,0.0,124.5,124.5,124.5,0.0,0.0,122.69,122.69,122.69,0.0,0.0,122.85,122.85,122.85,0.0,0.0
2019-08-11,123.31,123.31,123.31,0.0,0.0,123.79,123.79,123.79,0.0,0.0,123.23,123.23,123.23,0.0,0.0,123.24,123.24,123.24,0.0,0.0
2019-08-18,119.76,119.76,119.76,0.0,0.0,120.34,120.34,120.34,0.0,0.0,118.87,118.87,118.87,0.0,0.0,119.35,119.35,119.35,0.0,0.0
2019-08-25,122.85,122.85,122.85,0.0,0.0,123.3,123.3,123.3,0.0,0.0,122.4,122.4,122.4,0.0,0.0,122.68,122.68,122.68,0.0,0.0
2019-09-01,124.36,124.36,124.36,0.0,0.0,124.36,124.36,124.36,0.0,0.0,123.72,123.72,123.72,0.0,0.0,123.96,123.96,123.96,0.0,0.0
2019-09-08,128.71,128.71,128.71,0.0,0.0,128.71,128.71,128.71,0.0,0.0,127.09,127.09,127.09,0.0,0.0,127.25,127.25,127.25,0.0,0.0
2019-09-15,126.63,126.63,126.63,0.0,0.0,127.72,127.72,127.72,0.0,0.0,126.62,126.62,126.62,0.0,0.0,127.38,127.38,127.38,0.0,0.0
2019-09-22,125.62,125.62,125.62,0.0,0.0,126.67,126.67,126.67,0.0,0.0,125.6,125.6,125.6,0.0,0.0,126.38,126.38,126.38,0.0,0.0
2019-09-29,122.1,122.1,122.1,0.0,0.0,123.37,123.37,123.37,0.0,0.0,121.89,121.89,121.89,0.0,0.0,122.12,122.12,122.12,0.0,0.0
2019-10-06,124.32,124.32,124.32,0.0,0.0,124.54,124.54,124.54,0.0,0.0,123.79,123.79,123.79,0.0,0.0,123.86,123.86,123.86,0.0,0.0
2019-10-13,125.82,125.82,125.82,0.0,0.0,126.18,126.18,126.18,0.0,0.0,124.81,124.81,124.81,0.0,0.0,124.87,124.87,124.87,0.0,0.0
2019-10-20,127.5,127.5,127.5,0.0,0.0,128.25,128.25,128.25,0.0,0.0,127.41,127.41,127.41,0.0,0.0,127.78,127.78,127.78,0.0,0.0
2019-10-27,129.63,129.63,129.63,0.0,0.0,130.0,130.0,130.0,0.0,0.0,129.38,129.38,129.38,0.0,0.0,129.83,129.83,129.83,0.0,0.0
2019-11-03,130.98,130.98,130.98,0.0,0.0,131.57,131.57,131.57,0.0,0.0,130.9,130.9,130.9,0.0,0.0,131.54,131.54,131.54,0.0,0.0
2019-11-10,131.08,131.08,131.08,0.0,0.0,131.6,131.6,131.6,0.0,0.0,130.87,130.87,130.87,0.0,0.0,131.21,131.21,131.21,0.0,0.0
2019-11-17,129.93,129.93,129.93,0.0,0.0,130.54,130.54,130.54,0.0,0.0,129.81,129.81,129.81,0.0,0.0,130.54,130.54,130.54,0.0,0.0
2019-11-24,130.98,130.98,130.98,0.0,0.0,131.28,131.28,131.28,0.0,0.0,130.03,130.03,130.03,0.0,0.0,130.13,130.13,130.13,0.0,0.0
2019-12-01,131.54,131.54,131.54,0.0,0.0,131.99,131.99,131.99,0.0,0.0,131.15,131.15,131.15,0.0,0.0,131.35,131.35,131.35,0.0,0.0
2019-12-08,132.41,132.41,132.41,0.0,0.0,132.63,132.63,132.63,0.0,0.0,131.81,131.81,131.81,0.0,0.0,131.86,131.86,131.86,0.0,0.0
2019-12-15,133.06,133.06,133.06,0.0,0.0,133.65,133.65,133.65,0.0,0.0,132.76,132.76,132.76,0.0,0.0,133.65,133.65,133.65,0.0,0.0
2019-12-22,133.69,133.69,133.69,0.0,0.0,133.93,133.93,133.93,0.0,0.0,133.23,133.23,133.23,0.0,0.0,133.28,133.28,133.28,0.0,0.0
2019-12-29,131.44,131.44,131.44,0.0,0.0,132.06,132.06,132.06,0.0,0.0,130.69,130.69,130.69,0.0,0.0,130.69,130.69,130.69,0.0,0.0
