Date,Franklin FTSE Australia_Open_average,Franklin FTSE Australia_Open_max,Franklin FTSE Australia_Open_min,Franklin FTSE Australia_Open_volatility,Franklin FTSE Australia_Open_change,Franklin FTSE Australia_High_average,Franklin FTSE Australia_High_max,Franklin FTSE Australia_High_min,Franklin FTSE Australia_High_volatility,Franklin FTSE Australia_High_change,Franklin FTSE Australia_Low_average,Franklin FTSE Australia_Low_max,Franklin FTSE Australia_Low_min,Franklin FTSE Australia_Low_volatility,Franklin FTSE Australia_Low_change,Franklin FTSE Australia_Close_average,Franklin FTSE Australia_Close_max,Franklin FTSE Australia_Close_min,Franklin FTSE Australia_Close_volatility,Franklin FTSE Australia_Close_change
2018-05-20,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2018-05-27,25.76,25.76,25.76,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2018-06-03,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2018-06-10,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2018-06-17,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2018-06-24,25.28,25.28,25.28,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2018-07-01,26.1,26.1,26.1,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2018-07-08,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2018-07-15,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2018-07-22,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2018-07-29,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2018-08-05,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2018-08-12,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2018-08-19,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2018-08-26,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2018-09-02,24.81,24.81,24.81,0.0,0.0,25.19,25.19,25.19,0.0,0.0,24.81,24.81,24.81,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2018-09-09,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2018-09-16,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-09-23,25.03,25.03,25.03,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2018-09-30,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2018-10-07,23.19,23.19,23.19,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2018-10-14,22.59,22.59,22.59,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2018-10-21,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2018-10-28,23.73,23.73,23.73,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2018-11-04,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2018-11-11,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2018-11-18,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2018-11-25,23.52,23.52,23.52,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2018-12-02,22.73,22.73,22.73,0.0,0.0,23.02,23.02,23.02,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2018-12-09,22.79,22.79,22.79,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2018-12-16,21.16,21.16,21.16,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2018-12-23,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2018-12-30,22.48,22.48,22.48,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.58,22.58,22.58,0.0,0.0
2019-01-06,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0
2019-01-13,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2019-01-20,23.42,23.42,23.42,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.44,23.44,23.44,0.0,0.0
2019-01-27,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2019-02-03,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2019-02-10,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2019-02-17,24.68,24.68,24.68,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2019-02-24,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2019-03-03,24.54,24.54,24.54,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2019-03-10,24.7,24.7,24.7,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2019-03-17,24.49,24.49,24.49,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2019-03-24,24.93,24.93,24.93,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.83,24.83,24.83,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2019-03-31,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2019-04-07,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2019-04-14,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-04-21,25.23,25.23,25.23,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-04-28,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2019-05-05,24.59,24.59,24.59,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2019-05-12,25.3,25.3,25.3,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2019-05-19,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2019-05-26,25.0,25.0,25.0,0.0,0.0,25.09,25.09,25.09,0.0,0.0,24.91,24.91,24.91,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2019-06-02,25.77,25.77,25.77,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2019-06-09,24.74,24.74,24.74,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2019-06-16,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2019-06-23,25.73,25.73,25.73,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-06-30,25.79,25.79,25.79,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2019-07-07,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2019-07-14,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2019-07-21,26.13,26.13,26.13,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2019-07-28,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2019-08-04,24.51,24.51,24.51,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2019-08-11,24.35,24.35,24.35,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2019-08-18,24.52,24.52,24.52,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2019-08-25,24.7,24.7,24.7,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2019-09-01,25.53,25.53,25.53,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2019-09-08,25.59,25.59,25.59,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2019-09-15,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2019-09-22,25.46,25.46,25.46,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2019-09-29,25.0,25.0,25.0,0.0,0.0,25.05,25.05,25.05,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2019-10-06,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-10-13,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2019-10-20,25.97,25.97,25.97,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2019-10-27,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2019-11-03,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2019-11-10,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2019-11-17,25.89,25.89,25.89,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2019-11-24,25.98,25.98,25.98,0.0,0.0,26.11,26.11,26.11,0.0,0.0,25.88,25.88,25.88,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2019-12-01,25.88,25.88,25.88,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2019-12-08,26.24,26.24,26.24,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2019-12-15,25.94,25.94,25.94,0.0,0.0,26.16,26.16,26.16,0.0,0.0,25.94,25.94,25.94,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2019-12-22,26.31,26.31,26.31,0.0,0.0,26.35,26.35,26.35,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2019-12-29,26.03,26.03,26.03,0.0,0.0,26.11,26.11,26.11,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0
