Date,Guggenheim Invest Insider Sentiment_Open_average,Guggenheim Invest Insider Sentiment_Open_max,Guggenheim Invest Insider Sentiment_Open_min,Guggenheim Invest Insider Sentiment_Open_volatility,Guggenheim Invest Insider Sentiment_Open_change,Guggenheim Invest Insider Sentiment_High_average,Guggenheim Invest Insider Sentiment_High_max,Guggenheim Invest Insider Sentiment_High_min,Guggenheim Invest Insider Sentiment_High_volatility,Guggenheim Invest Insider Sentiment_High_change,Guggenheim Invest Insider Sentiment_Low_average,Guggenheim Invest Insider Sentiment_Low_max,Guggenheim Invest Insider Sentiment_Low_min,Guggenheim Invest Insider Sentiment_Low_volatility,Guggenheim Invest Insider Sentiment_Low_change,Guggenheim Invest Insider Sentiment_Close_average,Guggenheim Invest Insider Sentiment_Close_max,Guggenheim Invest Insider Sentiment_Close_min,Guggenheim Invest Insider Sentiment_Close_volatility,Guggenheim Invest Insider Sentiment_Close_change
2018-01-14,63.89,63.89,63.89,0.0,0.0,64.0,64.0,64.0,0.0,0.0,63.89,63.89,63.89,0.0,0.0,63.97,63.97,63.97,0.0,0.0
2018-01-21,65.02,65.02,65.02,0.0,0.0,65.23,65.23,65.23,0.0,0.0,65.02,65.02,65.02,0.0,0.0,65.23,65.23,65.23,0.0,0.0
2018-01-28,64.1,64.1,64.1,0.0,0.0,64.11,64.11,64.11,0.0,0.0,63.64,63.64,63.64,0.0,0.0,63.68,63.68,63.68,0.0,0.0
2018-02-04,60.0,60.0,60.0,0.0,0.0,60.11,60.11,60.11,0.0,0.0,58.65,58.65,58.65,0.0,0.0,60.11,60.11,60.11,0.0,0.0
2018-02-11,63.24,63.24,63.24,0.0,0.0,63.28,63.28,63.28,0.0,0.0,63.24,63.24,63.24,0.0,0.0,63.28,63.28,63.28,0.0,0.0
2018-02-18,62.73,62.73,62.73,0.0,0.0,63.09,63.09,63.09,0.0,0.0,62.73,62.73,62.73,0.0,0.0,63.09,63.09,63.09,0.0,0.0
2018-02-25,61.64,61.64,61.64,0.0,0.0,62.6,62.6,62.6,0.0,0.0,61.64,61.64,61.64,0.0,0.0,62.53,62.53,62.53,0.0,0.0
2018-03-04,64.83,64.83,64.83,0.0,0.0,65.47,65.47,65.47,0.0,0.0,64.62,64.62,64.62,0.0,0.0,65.47,65.47,65.47,0.0,0.0
2018-03-11,64.77,64.77,64.77,0.0,0.0,64.77,64.77,64.77,0.0,0.0,64.72,64.72,64.72,0.0,0.0,64.72,64.72,64.72,0.0,0.0
2018-03-18,63.3,63.3,63.3,0.0,0.0,63.3,63.3,63.3,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0
2018-03-25,63.38,63.38,63.38,0.0,0.0,63.38,63.38,63.38,0.0,0.0,63.38,63.38,63.38,0.0,0.0,63.38,63.38,63.38,0.0,0.0
2018-04-01,62.57,62.57,62.57,0.0,0.0,62.61,62.61,62.61,0.0,0.0,61.87,61.87,61.87,0.0,0.0,61.87,61.87,61.87,0.0,0.0
2018-04-08,63.27,63.27,63.27,0.0,0.0,63.27,63.27,63.27,0.0,0.0,62.87,62.87,62.87,0.0,0.0,62.87,62.87,62.87,0.0,0.0
2018-04-15,63.59,63.59,63.59,0.0,0.0,63.59,63.59,63.59,0.0,0.0,63.46,63.46,63.46,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2018-04-22,63.14,63.14,63.14,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.14,63.14,63.14,0.0,0.0,63.31,63.31,63.31,0.0,0.0
2018-04-29,63.43,63.43,63.43,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.66,63.66,63.66,0.0,0.0
2018-05-06,64.31,64.31,64.31,0.0,0.0,64.31,64.31,64.31,0.0,0.0,64.31,64.31,64.31,0.0,0.0,64.31,64.31,64.31,0.0,0.0
2018-05-13,64.49,64.49,64.49,0.0,0.0,64.49,64.49,64.49,0.0,0.0,64.3,64.3,64.3,0.0,0.0,64.3,64.3,64.3,0.0,0.0
2018-05-20,64.68,64.68,64.68,0.0,0.0,64.68,64.68,64.68,0.0,0.0,64.53,64.53,64.53,0.0,0.0,64.53,64.53,64.53,0.0,0.0
2018-05-27,64.99,64.99,64.99,0.0,0.0,65.09,65.09,65.09,0.0,0.0,64.99,64.99,64.99,0.0,0.0,65.09,65.09,65.09,0.0,0.0
2018-06-03,65.43,65.43,65.43,0.0,0.0,65.43,65.43,65.43,0.0,0.0,65.43,65.43,65.43,0.0,0.0,65.43,65.43,65.43,0.0,0.0
2018-06-10,65.32,65.32,65.32,0.0,0.0,65.43,65.43,65.43,0.0,0.0,65.28,65.28,65.28,0.0,0.0,65.42,65.42,65.42,0.0,0.0
2018-06-17,65.2,65.2,65.2,0.0,0.0,65.2,65.2,65.2,0.0,0.0,65.01,65.01,65.01,0.0,0.0,65.05,65.05,65.05,0.0,0.0
