Date,Vident Core U.S. Bond Strategy_Open_average,Vident Core U.S. Bond Strategy_Open_max,Vident Core U.S. Bond Strategy_Open_min,Vident Core U.S. Bond Strategy_Open_volatility,Vident Core U.S. Bond Strategy_Open_change,Vident Core U.S. Bond Strategy_High_average,Vident Core U.S. Bond Strategy_High_max,Vident Core U.S. Bond Strategy_High_min,Vident Core U.S. Bond Strategy_High_volatility,Vident Core U.S. Bond Strategy_High_change,Vident Core U.S. Bond Strategy_Low_average,Vident Core U.S. Bond Strategy_Low_max,Vident Core U.S. Bond Strategy_Low_min,Vident Core U.S. Bond Strategy_Low_volatility,Vident Core U.S. Bond Strategy_Low_change,Vident Core U.S. Bond Strategy_Close_average,Vident Core U.S. Bond Strategy_Close_max,Vident Core U.S. Bond Strategy_Close_min,Vident Core U.S. Bond Strategy_Close_volatility,Vident Core U.S. Bond Strategy_Close_change
2019-01-06,47.51,47.51,47.51,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2019-01-13,47.51,47.51,47.51,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2019-01-20,47.6,47.6,47.6,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2019-01-27,47.84,47.84,47.84,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2019-02-03,47.97,47.97,47.97,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2019-02-10,48.07,48.07,48.07,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.14,48.14,48.14,0.0,0.0
2019-02-17,48.16,48.16,48.16,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2019-02-24,48.27,48.27,48.27,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2019-03-03,48.26,48.26,48.26,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2019-03-10,48.45,48.45,48.45,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2019-03-17,48.6,48.6,48.6,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2019-03-24,48.73,48.73,48.73,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2019-03-31,48.7,48.7,48.7,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2019-04-07,48.87,48.87,48.87,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2019-04-14,48.91,48.91,48.91,0.0,0.0,48.91,48.91,48.91,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2019-04-21,49.01,49.01,49.01,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2019-04-28,49.04,49.04,49.04,0.0,0.0,49.09,49.09,49.09,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2019-05-05,49.08,49.08,49.08,0.0,0.0,49.17,49.17,49.17,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2019-05-12,49.08,49.08,49.08,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2019-05-19,49.21,49.21,49.21,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2019-05-26,49.61,49.61,49.61,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2019-06-02,49.7,49.7,49.7,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2019-06-09,49.67,49.67,49.67,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2019-06-16,49.66,49.66,49.66,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2019-06-23,49.77,49.77,49.77,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2019-06-30,49.81,49.81,49.81,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2019-07-07,49.71,49.71,49.71,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.66,49.66,49.66,0.0,0.0
2019-07-14,49.81,49.81,49.81,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2019-07-21,49.86,49.86,49.86,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2019-07-28,50.34,50.34,50.34,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-08-04,50.53,50.53,50.53,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2019-08-11,50.74,50.74,50.74,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2019-08-18,51.04,51.04,51.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2019-08-25,51.11,51.11,51.11,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2019-09-01,50.84,50.84,50.84,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2019-09-08,50.06,50.06,50.06,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2019-09-15,50.89,50.89,50.89,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-09-22,50.78,50.78,50.78,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2019-09-29,51.1,51.1,51.1,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2019-10-06,50.61,50.61,50.61,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2019-10-13,50.51,50.51,50.51,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2019-10-20,50.53,50.53,50.53,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2019-10-27,50.73,50.73,50.73,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2019-11-03,50.42,50.42,50.42,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2019-11-10,50.75,50.75,50.75,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2019-11-17,50.84,50.84,50.84,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2019-11-24,50.23,50.23,50.23,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.72,50.72,50.72,0.0,0.0
2019-12-01,50.94,50.94,50.94,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2019-12-08,50.97,50.97,50.97,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2019-12-15,50.16,50.16,50.16,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-12-22,50.29,50.29,50.29,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2019-12-29,50.59,50.59,50.59,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.63,50.63,50.63,0.0,0.0
