Date,Vident Core U.S. Bond Strategy_Open_average,Vident Core U.S. Bond Strategy_Open_max,Vident Core U.S. Bond Strategy_Open_min,Vident Core U.S. Bond Strategy_Open_volatility,Vident Core U.S. Bond Strategy_Open_change,Vident Core U.S. Bond Strategy_High_average,Vident Core U.S. Bond Strategy_High_max,Vident Core U.S. Bond Strategy_High_min,Vident Core U.S. Bond Strategy_High_volatility,Vident Core U.S. Bond Strategy_High_change,Vident Core U.S. Bond Strategy_Low_average,Vident Core U.S. Bond Strategy_Low_max,Vident Core U.S. Bond Strategy_Low_min,Vident Core U.S. Bond Strategy_Low_volatility,Vident Core U.S. Bond Strategy_Low_change,Vident Core U.S. Bond Strategy_Close_average,Vident Core U.S. Bond Strategy_Close_max,Vident Core U.S. Bond Strategy_Close_min,Vident Core U.S. Bond Strategy_Close_volatility,Vident Core U.S. Bond Strategy_Close_change
2018-01-14,48.73,48.73,48.73,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.73,48.73,48.73,0.0,0.0
2018-01-21,48.63,48.63,48.63,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2018-01-28,48.18,48.18,48.18,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.42,48.42,48.42,0.0,0.0
2018-02-04,48.0,48.0,48.0,0.0,0.0,48.1,48.1,48.1,0.0,0.0,47.94,47.94,47.94,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2018-02-11,47.91,47.91,47.91,0.0,0.0,48.06,48.06,48.06,0.0,0.0,47.91,47.91,47.91,0.0,0.0,48.02,48.02,48.02,0.0,0.0
2018-02-18,48.22,48.22,48.22,0.0,0.0,48.22,48.22,48.22,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2018-02-25,47.9,47.9,47.9,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2018-03-04,47.95,47.95,47.95,0.0,0.0,48.07,48.07,48.07,0.0,0.0,47.95,47.95,47.95,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2018-03-11,47.92,47.92,47.92,0.0,0.0,48.06,48.06,48.06,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2018-03-18,47.74,47.74,47.74,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.77,47.77,47.77,0.0,0.0
2018-03-25,48.05,48.05,48.05,0.0,0.0,48.11,48.11,48.11,0.0,0.0,47.98,47.98,47.98,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2018-04-01,47.96,47.96,47.96,0.0,0.0,48.08,48.08,48.08,0.0,0.0,47.95,47.95,47.95,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2018-04-08,47.85,47.85,47.85,0.0,0.0,48.01,48.01,48.01,0.0,0.0,47.85,47.85,47.85,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2018-04-15,47.59,47.59,47.59,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2018-04-22,47.67,47.67,47.67,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2018-04-29,47.6,47.6,47.6,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2018-05-06,47.54,47.54,47.54,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.57,47.57,47.57,0.0,0.0
2018-05-13,47.35,47.35,47.35,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.38,47.38,47.38,0.0,0.0
2018-05-20,47.65,47.65,47.65,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2018-05-27,47.68,47.68,47.68,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2018-06-03,47.59,47.59,47.59,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2018-06-10,47.78,47.78,47.78,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2018-06-17,47.61,47.61,47.61,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2018-06-24,47.53,47.53,47.53,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2018-07-01,47.6,47.6,47.6,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2018-07-08,47.6,47.6,47.6,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2018-07-15,47.49,47.49,47.49,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2018-07-22,47.43,47.43,47.43,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.46,47.46,47.46,0.0,0.0
2018-07-29,47.57,47.57,47.57,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.59,47.59,47.59,0.0,0.0
2018-08-05,47.8,47.8,47.8,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.77,47.77,47.77,0.0,0.0
2018-08-12,47.79,47.79,47.79,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2018-08-19,47.83,47.83,47.83,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2018-08-26,47.8,47.8,47.8,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2018-09-02,47.67,47.67,47.67,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2018-09-09,47.48,47.48,47.48,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2018-09-16,47.36,47.36,47.36,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2018-09-23,47.5,47.5,47.5,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2018-09-30,46.98,46.98,46.98,0.0,0.0,47.07,47.07,47.07,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2018-10-07,47.09,47.09,47.09,0.0,0.0,47.21,47.21,47.21,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.06,47.06,47.06,0.0,0.0
2018-10-14,46.99,46.99,46.99,0.0,0.0,47.07,47.07,47.07,0.0,0.0,46.94,46.94,46.94,0.0,0.0,46.96,46.96,46.96,0.0,0.0
2018-10-21,47.25,47.25,47.25,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2018-10-28,47.02,47.02,47.02,0.0,0.0,47.02,47.02,47.02,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.94,46.94,46.94,0.0,0.0
2018-11-04,47.0,47.0,47.0,0.0,0.0,47.06,47.06,47.06,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2018-11-11,47.23,47.23,47.23,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2018-11-18,47.2,47.2,47.2,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2018-11-25,47.47,47.47,47.47,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.46,47.46,47.46,0.0,0.0
2018-12-02,47.71,47.71,47.71,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.77,47.77,47.77,0.0,0.0
2018-12-09,47.82,47.82,47.82,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.77,47.77,47.77,0.0,0.0
2018-12-16,47.07,47.07,47.07,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2018-12-23,47.28,47.28,47.28,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2018-12-30,47.61,47.61,47.61,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.52,47.52,47.52,0.0,0.0
