Date,BRT_stock_Open_average,BRT_stock_Open_max,BRT_stock_Open_min,BRT_stock_Open_volatility,BRT_stock_Open_change,BRT_stock_High_average,BRT_stock_High_max,BRT_stock_High_min,BRT_stock_High_volatility,BRT_stock_High_change,BRT_stock_Low_average,BRT_stock_Low_max,BRT_stock_Low_min,BRT_stock_Low_volatility,BRT_stock_Low_change,BRT_stock_Close_average,BRT_stock_Close_max,BRT_stock_Close_min,BRT_stock_Close_volatility,BRT_stock_Close_change,BRT_stock_Volume_average,BRT_stock_Volume_max,BRT_stock_Volume_min,BRT_stock_Volume_volatility,BRT_stock_Volume_change
2018-01-14,13.2775,13.33,13.23,0.09999999999999964,0.07000000000000028,13.3775,13.43,13.35,0.08000000000000007,0.08000000000000007,13.1925,13.23,13.16,0.07000000000000028,0.040000000000000924,13.325,13.43,13.26,0.16999999999999993,0.16999999999999993,91970,132328,43696,88632,-88632
2018-01-21,13.602,13.88,13.36,0.5200000000000014,-0.07000000000000028,13.726,13.99,13.44,0.5500000000000007,-0.19000000000000128,13.354,13.61,13.15,0.4599999999999991,-0.009999999999999787,13.578,13.99,13.26,0.7300000000000004,-0.15000000000000036,66892,93568,43111,50457,-39109
2018-01-28,13.362,13.6,12.92,0.6799999999999997,-0.5600000000000005,13.434,13.7,12.95,0.75,-0.75,12.798,13.27,11.5,1.7699999999999996,-1.7699999999999996,13.018,13.56,11.88,1.6799999999999997,-1.6799999999999997,85637,151326,37158,114168,50698
2018-02-04,11.200000000000001,11.41,11.0,0.41000000000000014,0.15000000000000036,11.566,11.78,11.39,0.3899999999999988,0.129999999999999,11.082,11.27,10.8,0.46999999999999886,0.009999999999999787,11.436,11.71,11.32,0.39000000000000057,0.26000000000000156,60550,83506,36633,46873,-24563
2018-02-11,11.171999999999999,11.73,10.78,0.9500000000000011,-0.9500000000000011,11.234,11.74,10.97,0.7699999999999996,-0.7699999999999996,10.864,11.09,10.6,0.4900000000000002,-0.4900000000000002,10.98,11.29,10.69,0.5999999999999996,-0.5999999999999996,60009,78924,36131,42793,-237
2018-02-18,10.51,10.63,10.4,0.23000000000000043,-0.23000000000000043,10.6075,10.73,10.44,0.2900000000000009,-0.2900000000000009,10.41,10.55,10.29,0.26000000000000156,-0.26000000000000156,10.48,10.67,10.4,0.2699999999999996,-0.2699999999999996,42086,71362,20845,50517,-34094
2018-02-25,10.404,10.56,10.27,0.2900000000000009,-0.15000000000000036,10.504,10.59,10.36,0.23000000000000043,-0.23000000000000043,10.264,10.32,10.2,0.120000000000001,-0.08000000000000007,10.378,10.45,10.31,0.1399999999999988,-0.11999999999999922,35541,67528,14904,52624,-12398
2018-03-04,10.346,10.4,10.3,0.09999999999999964,0.08000000000000007,10.378,10.47,10.31,0.16000000000000014,0.13000000000000078,10.258000000000001,10.33,10.21,0.11999999999999922,0.10999999999999943,10.322,10.47,10.25,0.22000000000000064,0.20000000000000107,29499,41289,14248,27041,-21602
2018-03-11,11.016,11.45,10.36,1.0899999999999999,0.9000000000000004,11.338,11.64,10.5,1.1400000000000006,0.9299999999999997,10.934000000000001,11.35,10.31,1.0399999999999991,0.9499999999999993,11.222,11.47,10.38,1.0899999999999999,1.0199999999999996,75634,160347,14607,145740,46756
2018-03-18,11.63,11.84,11.42,0.41999999999999993,0.41999999999999993,11.774,11.95,11.53,0.41999999999999993,0.3200000000000003,11.558,11.7,11.35,0.34999999999999964,0.33999999999999986,11.684,11.84,11.48,0.35999999999999943,0.2599999999999998,37022,45419,29785,15634,-7315
